time,tb_ca_blend
2011-10-31 00:00:00+00:00,0.0021815969255793988
2011-11-30 00:00:00+00:00,0.002861892136611033
2011-12-31 00:00:00+00:00,0.008780877532795106
2012-01-31 00:00:00+00:00,0.006696206704809082
2012-02-29 00:00:00+00:00,-0.0033062094484108684
2012-03-31 00:00:00+00:00,0.0018817687630476865
2012-04-30 00:00:00+00:00,0.005773448526430913
2012-05-31 00:00:00+00:00,0.002295682728511883
2012-06-30 00:00:00+00:00,0.00988437040829071
2012-07-31 00:00:00+00:00,0.018762772233287706
2012-08-31 00:00:00+00:00,-0.006649473201389866
2012-09-30 00:00:00+00:00,0.0014408480707239768
2012-10-31 00:00:00+00:00,-0.0055112845084577256
2012-11-30 00:00:00+00:00,-0.0006615377680796453
2012-12-31 00:00:00+00:00,-0.00465669432217386
2013-01-31 00:00:00+00:00,-0.010383039674453864
2013-02-28 00:00:00+00:00,0.0009501994633061006
2013-03-31 00:00:00+00:00,0.016368829031273346
2013-04-30 00:00:00+00:00,-0.008873932882946134
2013-05-31 00:00:00+00:00,-0.005165667214131919
2013-06-30 00:00:00+00:00,-0.00955350554788681
2013-07-31 00:00:00+00:00,-0.01320961099033624
2013-08-31 00:00:00+00:00,0.008664816945991083
2013-09-30 00:00:00+00:00,0.0064578669752941575
2013-10-31 00:00:00+00:00,-0.00806134313187612
2013-11-30 00:00:00+00:00,0.00658795245691568
2013-12-31 00:00:00+00:00,-0.004999840771197195
2014-01-31 00:00:00+00:00,0.008371230104814886
2014-02-28 00:00:00+00:00,-0.0008533154655533393
2014-03-31 00:00:00+00:00,0.002233298922284188
2014-04-30 00:00:00+00:00,0.00026587604767414064
2014-05-31 00:00:00+00:00,0.008202531841508653
2014-06-30 00:00:00+00:00,0.00275848932031475
2014-07-31 00:00:00+00:00,0.005744091516263872
2014-08-31 00:00:00+00:00,0.0036525583408617557
2014-09-30 00:00:00+00:00,0.005428426929181551
2014-10-31 00:00:00+00:00,-0.0013683366294788835
2014-11-30 00:00:00+00:00,-0.0020682045814580663
2014-12-31 00:00:00+00:00,0.008127092756486931
2015-01-31 00:00:00+00:00,-0.013553745334047074
2015-02-28 00:00:00+00:00,0.020994486234283682
2015-03-31 00:00:00+00:00,0.004579780798451338
2015-04-30 00:00:00+00:00,-0.0068788438752301895
2015-05-31 00:00:00+00:00,-0.00299046222720456
2015-06-30 00:00:00+00:00,-0.005075205716165376
2015-07-31 00:00:00+00:00,0.00456158385177452
2015-08-31 00:00:00+00:00,-0.020322771652072746
2015-09-30 00:00:00+00:00,-0.003454094283488529
2015-10-31 00:00:00+00:00,0.018917651859749363
2015-11-30 00:00:00+00:00,0.009856619259592136
2015-12-31 00:00:00+00:00,-0.00446733678835598
2016-01-31 00:00:00+00:00,-0.014353843347343243
2016-02-29 00:00:00+00:00,-0.0031552455229241216
2016-03-31 00:00:00+00:00,0.009907073537183786
2016-04-30 00:00:00+00:00,0.004410037432318603
