time,fiscal_ca_blend
2011-10-31 00:00:00+00:00,-0.00823465632105369
2011-11-30 00:00:00+00:00,-0.00010170100889261846
2011-12-31 00:00:00+00:00,-0.00714002859623919
2012-01-31 00:00:00+00:00,-0.0035498352338213524
2012-02-29 00:00:00+00:00,0.002558338871020416
2012-03-31 00:00:00+00:00,-0.0016088499926890654
2012-04-30 00:00:00+00:00,-0.0044083216581880524
2012-05-31 00:00:00+00:00,0.0006524786822736939
2012-06-30 00:00:00+00:00,-0.005023861847636146
2012-07-31 00:00:00+00:00,-0.009782413871839202
2012-08-31 00:00:00+00:00,0.005856341403043919
2012-09-30 00:00:00+00:00,-0.002603600469222256
2012-10-31 00:00:00+00:00,0.002063906466741372
2012-11-30 00:00:00+00:00,0.0008644341743284656
2012-12-31 00:00:00+00:00,0.0023041377614658742
2013-01-31 00:00:00+00:00,0.009228351371109111
2013-02-28 00:00:00+00:00,-0.0012888563046801194
2013-03-31 00:00:00+00:00,-0.012707179838768123
2013-04-30 00:00:00+00:00,0.007421706969501951
2013-05-31 00:00:00+00:00,0.005543171345488762
2013-06-30 00:00:00+00:00,0.005838142311876515
2013-07-31 00:00:00+00:00,0.013549628293356042
2013-08-31 00:00:00+00:00,-0.010161675071730492
2013-09-30 00:00:00+00:00,-0.007787329746073213
2013-10-31 00:00:00+00:00,0.005540275998307864
2013-11-30 00:00:00+00:00,-0.007091591804383013
2013-12-31 00:00:00+00:00,0.0016460611653448254
2014-01-31 00:00:00+00:00,-0.01208158479627508
2014-02-28 00:00:00+00:00,-0.0008363684718875053
2014-03-31 00:00:00+00:00,-0.0021296309797852464
2014-04-30 00:00:00+00:00,-0.00010086432221489972
2014-05-31 00:00:00+00:00,-0.004023008620218982
2014-06-30 00:00:00+00:00,-0.0024727068336360958
2014-07-31 00:00:00+00:00,-0.005424748023659776
2014-08-31 00:00:00+00:00,-0.0019206061545647968
2014-09-30 00:00:00+00:00,-0.004444291608771134
2014-10-31 00:00:00+00:00,0.001620561234764395
2014-11-30 00:00:00+00:00,0.0028162186584328452
2014-12-31 00:00:00+00:00,-0.009122542810860779
2015-01-31 00:00:00+00:00,-0.004402720726441656
2015-02-28 00:00:00+00:00,-0.015677982246977917
2015-03-31 00:00:00+00:00,-0.003937983264391098
2015-04-30 00:00:00+00:00,0.01062269220704537
2015-05-31 00:00:00+00:00,-0.0012528950427638241
2015-06-30 00:00:00+00:00,0.003880458900684669
2015-07-31 00:00:00+00:00,-0.009475365353898146
2015-08-31 00:00:00+00:00,0.014308248116505107
2015-09-30 00:00:00+00:00,0.0010969010997785578
2015-10-31 00:00:00+00:00,-0.009130824169079843
2015-11-30 00:00:00+00:00,-0.00995385188655662
2015-12-31 00:00:00+00:00,0.00029906509120380953
2016-01-31 00:00:00+00:00,0.009253804829258305
2016-02-29 00:00:00+00:00,0.007570435839996836
2016-03-31 00:00:00+00:00,-0.003179514710883846
2016-04-30 00:00:00+00:00,-0.0005387825920656342
2016-05-31 00:00:00+00:00,-0.0023102350411337014
2016-06-30 00:00:00+00:00,0.019048379582297104
2016-07-31 00:00:00+00:00,-2.2227841274369275e-05
2016-08-31 00:00:00+00:00,9.399496072526325e-05
2016-09-30 00:00:00+00:00,0.0037317375292851285
2016-10-31 00:00:00+00:00,0.007416297238506786
2016-11-30 00:00:00+00:00,-0.011048810441424584
2016-12-31 00:00:00+00:00,0.006302573690170954
2017-01-31 00:00:00+00:00,-0.002252589513239367
2017-02-28 00:00:00+00:00,-0.004860143280128515
2017-03-31 00:00:00+00:00,0.00038512484464447994
2017-04-30 00:00:00+00:00,-0.0057344964480904315
2017-05-31 00:00:00+00:00,0.01052070256995763
2017-06-30 00:00:00+00:00,-0.001340912028693797
2017-07-31 00:00:00+00:00,-0.00232488618179183
2017-08-31 00:00:00+00:00,0.008689616541751377
2017-09-30 00:00:00+00:00,-0.01001987081292377
2017-10-31 00:00:00+00:00,0.005046837878118771
2017-11-30 00:00:00+00:00,-0.0003528197319017101
2017-12-31 00:00:00+00:00,1.2813084882434822e-05
2018-01-31 00:00:00+00:00,0.004311805833806304
2018-02-28 00:00:00+00:00,0.0036710791777636587
2018-03-31 00:00:00+00:00,-0.00196665266255891
