start,end,n_months,mean_mo,pct_pos,top3,tstat_ols,tstat_nw,gates_pass,clears_1pct,window,strategy,trade_enabled
2011-09-15,2026-09-15,180,0.0,0.0,,,0.0,True,False,full,news_usd_event_gated,False
2011-09-15,2026-09-15,180,0.0006132981600018344,0.3,0.19045527633444892,0.7945153841184037,0.7638254707456,True,False,full,news_usd_event_forced_diag,True
2024-01-01,2024-12-31,11,0.0,0.0,,,0.0,True,False,2024,news_usd_event_gated,False
2024-01-01,2024-12-31,11,0.003732044020982221,0.5454545454545454,0.7117976614771385,1.2837888332349567,1.0604515638136454,True,False,2024,news_usd_event_forced_diag,True
2025-01-01,2025-12-31,11,0.0,0.0,,,0.0,True,False,2025,news_usd_event_gated,False
2025-01-01,2025-12-31,11,-0.0040794345923536235,0.18181818181818182,1.0,-2.2304210544638794,-1.651811421043308,True,False,2025,news_usd_event_forced_diag,True
2026-01-01,2026-09-15,8,0.0,0.0,,,0.0,True,False,2026,news_usd_event_gated,False
2026-01-01,2026-09-15,8,0.0018540954529786685,0.5,0.9282532156975885,0.34075306351955076,0.7877677743553462,True,False,2026,news_usd_event_forced_diag,True
2025-09-15,2026-09-15,12,0.0,0.0,,,0.0,True,False,holdout_365d,news_usd_event_gated,False
2025-09-15,2026-09-15,12,-0.0018781607361281298,0.4166666666666667,0.8118431153195561,-0.4211231031264747,-0.5753387492599147,True,False,holdout_365d,news_usd_event_forced_diag,True
