time,soft_ew4_no_bci
2011-10-31 00:00:00+00:00,0.00499706183749038
2011-11-30 00:00:00+00:00,-0.00143740096769307
2011-12-31 00:00:00+00:00,0.00669251692682904
2012-01-31 00:00:00+00:00,0.0005540992895320951
2012-02-29 00:00:00+00:00,0.000439867604060451
2012-03-31 00:00:00+00:00,0.0039878719124097906
2012-04-30 00:00:00+00:00,0.0020815261599160806
2012-05-31 00:00:00+00:00,-0.005908279483291867
2012-06-30 00:00:00+00:00,-0.002142566982917482
2012-07-31 00:00:00+00:00,-0.0039634517771064415
2012-08-31 00:00:00+00:00,0.004806624444395391
2012-09-30 00:00:00+00:00,0.003425113011270575
2012-10-31 00:00:00+00:00,0.003992556697706373
2012-11-30 00:00:00+00:00,0.0003933697430451577
2012-12-31 00:00:00+00:00,0.0044025071492688195
2013-01-31 00:00:00+00:00,0.0028562315781950343
2013-02-28 00:00:00+00:00,-0.0019149547538671596
2013-03-31 00:00:00+00:00,-0.009530612488360402
2013-04-30 00:00:00+00:00,0.006185968199380998
2013-05-31 00:00:00+00:00,0.01271213887152367
2013-06-30 00:00:00+00:00,0.010134047551157765
2013-07-31 00:00:00+00:00,-0.0004481403083371749
2013-08-31 00:00:00+00:00,0.0027830912099378047
2013-09-30 00:00:00+00:00,0.002495908714063466
2013-10-31 00:00:00+00:00,-0.005165166088667905
2013-11-30 00:00:00+00:00,0.0024495860038877826
2013-12-31 00:00:00+00:00,0.002379222966168104
2014-01-31 00:00:00+00:00,0.0012764349714986523
2014-02-28 00:00:00+00:00,0.001259388879882195
2014-03-31 00:00:00+00:00,0.006815359363829154
2014-04-30 00:00:00+00:00,-0.0009545852886005957
2014-05-31 00:00:00+00:00,0.0017062590508838404
2014-06-30 00:00:00+00:00,0.002681517059868632
2014-07-31 00:00:00+00:00,-0.0035221255922247563
2014-08-31 00:00:00+00:00,0.005861929091258489
2014-09-30 00:00:00+00:00,0.002699764130555282
2014-10-31 00:00:00+00:00,0.0034747112185107287
2014-11-30 00:00:00+00:00,0.00200583339580529
2014-12-31 00:00:00+00:00,0.000575210730485276
2015-01-31 00:00:00+00:00,0.012227507741544574
2015-02-28 00:00:00+00:00,-0.009554701863150328
2015-03-31 00:00:00+00:00,0.006038413623549621
2015-04-30 00:00:00+00:00,-0.002010232993831629
2015-05-31 00:00:00+00:00,0.00250052877665885
2015-06-30 00:00:00+00:00,9.367855188457952e-05
2015-07-31 00:00:00+00:00,0.0037803417652235716
2015-08-31 00:00:00+00:00,0.004550507504550216
2015-09-30 00:00:00+00:00,-0.00036989407611598413
2015-10-31 00:00:00+00:00,-0.0012487550598997421
2015-11-30 00:00:00+00:00,-0.0005595606712690548
2015-12-31 00:00:00+00:00,-0.0009566136884664456
2016-01-31 00:00:00+00:00,0.005733031477151318
2016-02-29 00:00:00+00:00,0.008243044069537131
2016-03-31 00:00:00+00:00,-0.006436979692884814
2016-04-30 00:00:00+00:00,0.004156945187938188
2016-05-31 00:00:00+00:00,-0.0033778803793108603
2016-06-30 00:00:00+00:00,0.005067538212486955
2016-07-31 00:00:00+00:00,-0.0008857314429009389
2016-08-31 00:00:00+00:00,-0.002230035927807017
2016-09-30 00:00:00+00:00,-0.0007797718828312927
2016-10-31 00:00:00+00:00,-0.0018559380327594077
2016-11-30 00:00:00+00:00,0.0013289321789895503
2016-12-31 00:00:00+00:00,0.0024093878856894513
2017-01-31 00:00:00+00:00,0.0038120207067975365
2017-02-28 00:00:00+00:00,0.001637077846701862
2017-03-31 00:00:00+00:00,-0.001162921279491247
2017-04-30 00:00:00+00:00,-0.002138654041916599
2017-05-31 00:00:00+00:00,0.0007098132861347306
2017-06-30 00:00:00+00:00,0.004844420813070238
2017-07-31 00:00:00+00:00,0.001955715010850012
2017-08-31 00:00:00+00:00,0.0009255351543819845
2017-09-30 00:00:00+00:00,0.004288003763305959
2017-10-31 00:00:00+00:00,0.0001898840174767713
2017-11-30 00:00:00+00:00,0.0011479567254493173
2017-12-31 00:00:00+00:00,-0.0025071281298307824
2018-01-31 00:00:00+00:00,0.004158403079166373
2018-02-28 00:00:00+00:00,0.005482012768335265
2018-03-31 00:00:00+00:00,-0.0006979619835058015
2018-04-30 00:00:00+00:00,0.00040955001445119876
2018-05-31 00:00:00+00:00,0.00391237168828007
2018-06-30 00:00:00+00:00,-0.000822351024459822
2018-07-31 00:00:00+00:00,0.000622076863929788
2018-08-31 00:00:00+00:00,-0.003380713186607487
2018-09-30 00:00:00+00:00,0.0022849638124478044
2018-10-31 00:00:00+00:00,0.0012310226619500764
2018-11-30 00:00:00+00:00,-4.912688025082712e-05
2018-12-31 00:00:00+00:00,-0.006898620094197727
2019-01-31 00:00:00+00:00,0.002764216198408942
2019-02-28 00:00:00+00:00,-0.0030213757925504625
2019-03-31 00:00:00+00:00,0.001984477172569221
2019-04-30 00:00:00+00:00,-0.000907269355432061
2019-05-31 00:00:00+00:00,-0.004135196251586093
2019-06-30 00:00:00+00:00,0.002584244188671425
2019-07-31 00:00:00+00:00,-0.0009727397846409636
2019-08-31 00:00:00+00:00,-2.1043500657680347e-05
2019-09-30 00:00:00+00:00,0.00041550892031838593
2019-10-31 00:00:00+00:00,0.0036721890706437055
2019-11-30 00:00:00+00:00,-0.00035613548339230583
2019-12-31 00:00:00+00:00,-0.0005202999306483935
2020-01-31 00:00:00+00:00,0.00016081285476543528
2020-02-29 00:00:00+00:00,3.2586204206763725e-05
2020-03-31 00:00:00+00:00,-0.0030557538463980016
2020-04-30 00:00:00+00:00,0.0018413537283621384
2020-05-31 00:00:00+00:00,0.005350783388743396
2020-06-30 00:00:00+00:00,0.0023434633621146617
2020-07-31 00:00:00+00:00,0.0028047992481672335
2020-08-31 00:00:00+00:00,0.0014286014141298153
2020-09-30 00:00:00+00:00,-0.00797429822712914
2020-10-31 00:00:00+00:00,-0.0008310895635623705
2020-11-30 00:00:00+00:00,0.0047786291831279915
2020-12-31 00:00:00+00:00,0.0011542626228300268
2021-01-31 00:00:00+00:00,0.0058471348046582605
2021-02-28 00:00:00+00:00,0.005607610151342701
2021-03-31 00:00:00+00:00,0.011720578530400871
2021-04-30 00:00:00+00:00,-0.001743937839234877
2021-05-31 00:00:00+00:00,0.00710709651715824
2021-06-30 00:00:00+00:00,0.00048824076032616404
2021-07-31 00:00:00+00:00,0.0008733922307033737
2021-08-31 00:00:00+00:00,-0.00042322681288919917
2021-09-30 00:00:00+00:00,0.003317672746755207
2021-10-31 00:00:00+00:00,-0.0060025602077646845
2021-11-30 00:00:00+00:00,0.002139042692815396
2021-12-31 00:00:00+00:00,-0.002117079017159851
2022-01-31 00:00:00+00:00,-0.0013683731920802744
2022-02-28 00:00:00+00:00,0.002385157805345761
2022-03-31 00:00:00+00:00,0.018417133785937567
2022-04-30 00:00:00+00:00,0.003165398829397814
2022-05-31 00:00:00+00:00,-0.00032826552229281436
2022-06-30 00:00:00+00:00,-0.002823166202112093
2022-07-31 00:00:00+00:00,-0.0019891793012433157
2022-08-31 00:00:00+00:00,0.0006591937927726832
2022-09-30 00:00:00+00:00,-0.0009348568092351073
2022-10-31 00:00:00+00:00,0.003958059937917868
2022-11-30 00:00:00+00:00,0.0058686503053806405
2022-12-31 00:00:00+00:00,0.0034727194623827007
2023-01-31 00:00:00+00:00,0.00038108921621926584
2023-02-28 00:00:00+00:00,0.0033742551071618276
2023-03-31 00:00:00+00:00,-0.001034300367316332
2023-04-30 00:00:00+00:00,0.002200894856003055
2023-05-31 00:00:00+00:00,-0.0003136993884005346
2023-06-30 00:00:00+00:00,0.007351080124483156
2023-07-31 00:00:00+00:00,-0.0029364640991487168
2023-08-31 00:00:00+00:00,-0.0018523802215349994
2023-09-30 00:00:00+00:00,0.004045753177966294
2023-10-31 00:00:00+00:00,0.00035453977272981163
2023-11-30 00:00:00+00:00,0.002475365082082792
2023-12-31 00:00:00+00:00,-0.0043546921743434774
2024-01-31 00:00:00+00:00,0.0010448591422995701
2024-02-29 00:00:00+00:00,0.004851645504942992
2024-03-31 00:00:00+00:00,0.0017784353648500062
2024-04-30 00:00:00+00:00,0.006816288053387076
2024-05-31 00:00:00+00:00,0.0002503383121208458
2024-06-30 00:00:00+00:00,-0.0022619060571001937
2024-07-31 00:00:00+00:00,0.002240599451247105
2024-08-31 00:00:00+00:00,-0.002615373239056251
2024-09-30 00:00:00+00:00,0.00041725059633246353
2024-10-31 00:00:00+00:00,-0.003414158263394862
2024-11-30 00:00:00+00:00,-0.003345881108983706
2024-12-31 00:00:00+00:00,0.000987099878792197
2025-01-31 00:00:00+00:00,-0.0033101670417770013
2025-02-28 00:00:00+00:00,-0.004097544485048399
2025-03-31 00:00:00+00:00,0.002515219329940699
2025-04-30 00:00:00+00:00,-0.00024511418627337633
2025-05-31 00:00:00+00:00,0.0008572511712445774
2025-06-30 00:00:00+00:00,0.0007854864164158482
2025-07-31 00:00:00+00:00,0.001252051213199934
2025-08-31 00:00:00+00:00,-0.0002793055294671998
2025-09-30 00:00:00+00:00,-0.0007328932982568759
2025-10-31 00:00:00+00:00,-0.00046468870263161044
2025-11-30 00:00:00+00:00,0.00017852178435551203
2025-12-31 00:00:00+00:00,-0.0025817381714073884
2026-01-31 00:00:00+00:00,0.0008954249730472874
2026-02-28 00:00:00+00:00,-0.0010465642195538472
2026-03-31 00:00:00+00:00,0.0002526093403083518
2026-04-30 00:00:00+00:00,0.0011001498356491002
2026-05-31 00:00:00+00:00,-0.00020711159567121662
2026-06-30 00:00:00+00:00,-0.0007051797669843651
2026-07-31 00:00:00+00:00,0.0015191720627489858
2026-08-31 00:00:00+00:00,0.004012571874008497
2026-09-30 00:00:00+00:00,-0.0007736100938388057
