idea,tag,params,n_legs,score,raw_min_mo,avg_pct_pos,avg_top3,vt,chi,wm,symbols
seed3_n8_c0.55|oos_sharpe|vt0.005|hi3.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=0.55,8,0.0004925273916136031,0.003896461703890938,0.7386363636363636,0.6350983578069334,0.005,3.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.003|hi3.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.003|chi=3.0|mc=0.55,8,0.00043955015221785543,0.003875629371815716,0.7386363636363636,0.6359019804899466,0.003,3.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed7_n8_c0.55|oos_sharpe|vt0.0025|hi2.0,seed7_n8_c0.55,n=8|w=oos_sharpe|vt=0.0025|chi=2.0|mc=0.55,8,0.00042977251032543396,0.003948522460871477,0.7840909090909092,0.6379687487636512,0.0025,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|oos_sharpe|vt0.003|hi2.0,seed7_n8_c0.55,n=8|w=oos_sharpe|vt=0.003|chi=2.0|mc=0.55,8,0.00042977251032543396,0.003948522460871477,0.7840909090909092,0.6379687487636512,0.003,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|oos_sharpe|vt0.0035|hi2.0,seed7_n8_c0.55,n=8|w=oos_sharpe|vt=0.0035|chi=2.0|mc=0.55,8,0.00042977251032543396,0.003948522460871477,0.7840909090909092,0.6379687487636512,0.0035,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|oos_sharpe|vt0.004|hi2.0,seed7_n8_c0.55,n=8|w=oos_sharpe|vt=0.004|chi=2.0|mc=0.55,8,0.00042977251032543396,0.003948522460871477,0.7840909090909092,0.6379687487636512,0.004,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|oos_sharpe|vt0.005|hi2.0,seed7_n8_c0.55,n=8|w=oos_sharpe|vt=0.005|chi=2.0|mc=0.55,8,0.00042977251032543396,0.003948522460871477,0.7840909090909092,0.6379687487636512,0.005,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|oos_sharpe|vt0.002|hi2.0,seed7_n8_c0.55,n=8|w=oos_sharpe|vt=0.002|chi=2.0|mc=0.55,8,0.00042473659629377325,0.003946920664519626,0.7840909090909092,0.6380546017056463,0.002,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
smooth_n8_c0.45|oos_sharpe|vt0.002|hi3.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.002|chi=3.0|mc=0.45,8,0.00021676594516965115,0.0037489874756301378,0.7840909090909092,0.6383055382615122,0.002,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
smooth_n8_c0.45|equal|vt0.002|hi3.0,smooth_n8_c0.45,n=8|w=equal|vt=0.002|chi=3.0|mc=0.45,8,0.00017782681356662495,0.00355021454477079,0.7386363636363636,0.6343096932801042,0.002,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.0025|hi3.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.0025|chi=3.0|mc=0.55,8,0.00010334068003277352,0.003764975982971289,0.7386363636363636,0.641540882573463,0.0025,3.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.002|hi3.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.002|chi=3.0|mc=0.55,8,-0.00030306922251810984,0.0034484630432934827,0.7386363636363636,0.6437883066452899,0.002,3.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
smooth_n8_c0.45|oos_sharpe|vt0.0025|hi2.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.0025|chi=2.0|mc=0.45,8,-0.0003278401132515061,0.002802725678342398,0.7840909090909092,0.6282641447898476,0.0025,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
smooth_n8_c0.45|oos_sharpe|vt0.003|hi2.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.003|chi=2.0|mc=0.45,8,-0.0003278401132516882,0.002802725678342398,0.7840909090909092,0.6282641447898523,0.003,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
smooth_n8_c0.45|oos_sharpe|vt0.0035|hi2.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.0035|chi=2.0|mc=0.45,8,-0.0003278401132516882,0.002802725678342398,0.7840909090909092,0.6282641447898523,0.0035,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
