idea,tag,params,n_legs,score,raw_min_mo,avg_pct_pos,avg_top3,vt,chi,wm,symbols
smooth_n8_c0.45|oos_sharpe|vt0.004|hi2.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.004|chi=2.0|mc=0.45,8,-0.0003278401132516882,0.002802725678342398,0.7840909090909092,0.6282641447898523,0.004,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
smooth_n8_c0.45|oos_sharpe|vt0.005|hi2.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.005|chi=2.0|mc=0.45,8,-0.0003278401132516882,0.002802725678342398,0.7840909090909092,0.6282641447898523,0.005,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
smooth_n8_c0.45|oos_sharpe|vt0.002|hi2.0,smooth_n8_c0.45,n=8|w=oos_sharpe|vt=0.002|chi=2.0|mc=0.45,8,-0.0003538387942239197,0.0027952660825895093,0.7840909090909092,0.6287276219203357,0.002,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF|NZDCAD|EURCHF
mr_n5|equal|vt0.0025|hi2.0,mr_n5,n=5|w=equal|vt=0.0025|chi=2.0|mc=None,5,-0.0007098503891695665,0.0033027789179023363,0.7386363636363636,0.6503157326767977,0.0025,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF
seed3_n8_c0.55|oos_sharpe|vt0.0025|hi2.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.0025|chi=2.0|mc=0.55,8,-0.0007418834096236337,0.002621004344007492,0.7386363636363636,0.6340721938407782,0.0025,2.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.003|hi2.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.003|chi=2.0|mc=0.55,8,-0.0007418834096236601,0.002621004344007492,0.7386363636363636,0.6340721938407788,0.003,2.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.0035|hi2.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.0035|chi=2.0|mc=0.55,8,-0.0007418834096236601,0.002621004344007492,0.7386363636363636,0.6340721938407788,0.0035,2.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.004|hi2.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.004|chi=2.0|mc=0.55,8,-0.0007418834096236601,0.002621004344007492,0.7386363636363636,0.6340721938407788,0.004,2.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.005|hi2.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.005|chi=2.0|mc=0.55,8,-0.0007418834096236601,0.002621004344007492,0.7386363636363636,0.6340721938407788,0.005,2.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
seed3_n8_c0.55|oos_sharpe|vt0.002|hi2.0,seed3_n8_c0.55,n=8|w=oos_sharpe|vt=0.002|chi=2.0|mc=0.55,8,-0.0007877341115452244,0.002607120878070246,0.7386363636363636,0.6348713747403868,0.002,2.0,oos_sharpe,GBPCAD|EURUSD|CADJPY|AUDCAD|USDCHF|GBPJPY|GBPUSD|EURCHF
mr_n5|equal|vt0.003|hi2.0,mr_n5,n=5|w=equal|vt=0.003|chi=2.0|mc=None,5,-0.0014980453383833469,0.002977539331850672,0.7386363636363636,0.6618896167558506,0.003,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF
lock_plus4|equal|vt0.0035|hi3.0,lock_plus4,n=9|w=equal|vt=0.0035|chi=3.0|mc=None,9,-inf,0.008488653145683561,0.6931818181818181,0.6643234537829075,0.0035,3.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.004|hi3.0,lock_plus4,n=9|w=equal|vt=0.004|chi=3.0|mc=None,9,-inf,0.008474552542652905,0.6931818181818181,0.6643234537829161,0.004,3.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.005|hi3.0,lock_plus4,n=9|w=equal|vt=0.005|chi=3.0|mc=None,9,-inf,0.008474552542652905,0.6931818181818181,0.6643234537829161,0.005,3.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.003|hi3.0,lock_plus4,n=9|w=equal|vt=0.003|chi=3.0|mc=None,9,-inf,0.008398926671332602,0.6931818181818181,0.6631192271312756,0.003,3.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.0025|hi3.0,lock_plus4,n=9|w=equal|vt=0.0025|chi=3.0|mc=None,9,-inf,0.008255359717993835,0.6931818181818181,0.6666275814278151,0.0025,3.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.002|hi3.0,lock_plus4,n=9|w=equal|vt=0.002|chi=3.0|mc=None,9,-inf,0.008240411222809246,0.6931818181818181,0.6750861576756666,0.002,3.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
smooth_n6_c0.45|equal|vt0.005|hi3.0,smooth_n6_c0.45,n=6|w=equal|vt=0.005|chi=3.0|mc=0.45,6,-inf,0.007902295185385736,0.7386363636363636,0.6842560034212666,0.005,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.004|hi3.0,smooth_n6_c0.45,n=6|w=equal|vt=0.004|chi=3.0|mc=0.45,6,-inf,0.007821614021561148,0.7840909090909092,0.6874218441153928,0.004,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.0035|hi3.0,smooth_n6_c0.45,n=6|w=equal|vt=0.0035|chi=3.0|mc=0.45,6,-inf,0.0076979285621207845,0.7840909090909092,0.6892794713494814,0.0035,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.0025|hi3.0,smooth_n6_c0.45,n=6|w=equal|vt=0.0025|chi=3.0|mc=0.45,6,-inf,0.007607213084045197,0.7840909090909092,0.6976319684358676,0.0025,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.003|hi3.0,smooth_n6_c0.45,n=6|w=equal|vt=0.003|chi=3.0|mc=0.45,6,-inf,0.007245844359711045,0.7840909090909092,0.6920324020273546,0.003,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed4_n8_c0.55|oos_sharpe|vt0.0035|hi3.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.0035|chi=3.0|mc=0.55,8,-inf,0.007213186851232017,0.7386363636363636,0.6216017796032398,0.0035,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.004|hi3.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.004|chi=3.0|mc=0.55,8,-inf,0.007213186851232017,0.7386363636363636,0.6216017796032398,0.004,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.005|hi3.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=0.55,8,-inf,0.007213186851232017,0.7386363636363636,0.6216017796032398,0.005,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.003|hi3.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.003|chi=3.0|mc=0.55,8,-inf,0.007211158934635067,0.7386363636363636,0.6216590234048686,0.003,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.0025|hi3.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.0025|chi=3.0|mc=0.55,8,-inf,0.0070123551070270795,0.7840909090909092,0.6238137563710142,0.0025,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
smooth_n6_c0.45|equal|vt0.002|hi3.0,smooth_n6_c0.45,n=6|w=equal|vt=0.002|chi=3.0|mc=0.45,6,-inf,0.006954696964476714,0.7840909090909092,0.6986180192962975,0.002,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed4_n8_c0.55|oos_sharpe|vt0.002|hi3.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.002|chi=3.0|mc=0.55,8,-inf,0.006787756670702255,0.7840909090909092,0.6304812295952774,0.002,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed1_n8_c0.55|oos_sharpe|vt0.0035|hi3.0,seed1_n8_c0.55,n=8|w=oos_sharpe|vt=0.0035|chi=3.0|mc=0.55,8,-inf,0.006584453501835796,0.7840909090909092,0.6259945782217411,0.0035,3.0,oos_sharpe,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|oos_sharpe|vt0.004|hi3.0,seed1_n8_c0.55,n=8|w=oos_sharpe|vt=0.004|chi=3.0|mc=0.55,8,-inf,0.006584453501835796,0.7840909090909092,0.6259945782217411,0.004,3.0,oos_sharpe,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|oos_sharpe|vt0.005|hi3.0,seed1_n8_c0.55,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=0.55,8,-inf,0.006584453501835796,0.7840909090909092,0.6259945782217411,0.005,3.0,oos_sharpe,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|oos_sharpe|vt0.003|hi3.0,seed1_n8_c0.55,n=8|w=oos_sharpe|vt=0.003|chi=3.0|mc=0.55,8,-inf,0.006579935618182335,0.7840909090909092,0.6261357060147021,0.003,3.0,oos_sharpe,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
smooth_n6_c0.45|oos_sharpe|vt0.005|hi3.0,smooth_n6_c0.45,n=6|w=oos_sharpe|vt=0.005|chi=3.0|mc=0.45,6,-inf,0.006551911277779251,0.7840909090909092,0.6699120036686963,0.005,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed1_n8_c0.55|oos_sharpe|vt0.0025|hi3.0,seed1_n8_c0.55,n=8|w=oos_sharpe|vt=0.0025|chi=3.0|mc=0.55,8,-inf,0.006477382504621356,0.7840909090909092,0.6279522146624186,0.0025,3.0,oos_sharpe,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
smooth_n6_c0.45|oos_sharpe|vt0.004|hi3.0,smooth_n6_c0.45,n=6|w=oos_sharpe|vt=0.004|chi=3.0|mc=0.45,6,-inf,0.0064454883089963225,0.7840909090909092,0.6730198745327463,0.004,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|oos_sharpe|vt0.0035|hi3.0,smooth_n6_c0.45,n=6|w=oos_sharpe|vt=0.0035|chi=3.0|mc=0.45,6,-inf,0.0064139282097352476,0.7840909090909092,0.6748955319711791,0.0035,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed1_n8_c0.55|equal|vt0.0035|hi3.0,seed1_n8_c0.55,n=8|w=equal|vt=0.0035|chi=3.0|mc=0.55,8,-inf,0.0062733766760001836,0.7386363636363636,0.6488206756691128,0.0035,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|equal|vt0.004|hi3.0,seed1_n8_c0.55,n=8|w=equal|vt=0.004|chi=3.0|mc=0.55,8,-inf,0.00627086402129412,0.7386363636363636,0.6488206756691104,0.004,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|equal|vt0.005|hi3.0,seed1_n8_c0.55,n=8|w=equal|vt=0.005|chi=3.0|mc=0.55,8,-inf,0.00627086402129412,0.7386363636363636,0.6488206756691104,0.005,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
smooth_n6_c0.45|oos_sharpe|vt0.003|hi3.0,smooth_n6_c0.45,n=6|w=oos_sharpe|vt=0.003|chi=3.0|mc=0.45,6,-inf,0.006256161832209501,0.7840909090909092,0.6774212848270085,0.003,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|oos_sharpe|vt0.0025|hi3.0,smooth_n6_c0.45,n=6|w=oos_sharpe|vt=0.0025|chi=3.0|mc=0.45,6,-inf,0.006161516091175959,0.7840909090909092,0.6873902082090586,0.0025,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed1_n8_c0.55|equal|vt0.003|hi3.0,seed1_n8_c0.55,n=8|w=equal|vt=0.003|chi=3.0|mc=0.55,8,-inf,0.006128608479514852,0.7386363636363636,0.6488206756691135,0.003,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|oos_sharpe|vt0.002|hi3.0,seed1_n8_c0.55,n=8|w=oos_sharpe|vt=0.002|chi=3.0|mc=0.55,8,-inf,0.006115095275505931,0.7840909090909092,0.6305230296057031,0.002,3.0,oos_sharpe,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
smooth_n6_c0.45|oos_sharpe|vt0.002|hi3.0,smooth_n6_c0.45,n=6|w=oos_sharpe|vt=0.002|chi=3.0|mc=0.45,6,-inf,0.0060647581801999036,0.7840909090909092,0.7016108889930843,0.002,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed4_n8_c0.55|equal|vt0.0035|hi3.0,seed4_n8_c0.55,n=8|w=equal|vt=0.0035|chi=3.0|mc=0.55,8,-inf,0.005957694885251288,0.7386363636363636,0.6343628861693489,0.0035,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|equal|vt0.004|hi3.0,seed4_n8_c0.55,n=8|w=equal|vt=0.004|chi=3.0|mc=0.55,8,-inf,0.005956947896801068,0.7386363636363636,0.6343628861693504,0.004,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|equal|vt0.005|hi3.0,seed4_n8_c0.55,n=8|w=equal|vt=0.005|chi=3.0|mc=0.55,8,-inf,0.005956947896801068,0.7386363636363636,0.6343628861693504,0.005,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed1_n8_c0.55|equal|vt0.0025|hi3.0,seed1_n8_c0.55,n=8|w=equal|vt=0.0025|chi=3.0|mc=0.55,8,-inf,0.005913774958012569,0.7840909090909092,0.6502245756739644,0.0025,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed1_n8_c0.55|equal|vt0.002|hi3.0,seed1_n8_c0.55,n=8|w=equal|vt=0.002|chi=3.0|mc=0.55,8,-inf,0.005815794394431292,0.7840909090909092,0.647513453370096,0.002,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY
seed4_n8_c0.55|equal|vt0.003|hi3.0,seed4_n8_c0.55,n=8|w=equal|vt=0.003|chi=3.0|mc=0.55,8,-inf,0.005803029294430578,0.7386363636363636,0.6343628861693422,0.003,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed7_n8_c0.55|equal|vt0.003|hi3.0,seed7_n8_c0.55,n=8|w=equal|vt=0.003|chi=3.0|mc=0.55,8,-inf,0.005768713161654615,0.7386363636363636,0.6787231792295025,0.003,3.0,equal,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|equal|vt0.0035|hi3.0,seed7_n8_c0.55,n=8|w=equal|vt=0.0035|chi=3.0|mc=0.55,8,-inf,0.005768713161654615,0.7386363636363636,0.6787231792295007,0.0035,3.0,equal,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|equal|vt0.004|hi3.0,seed7_n8_c0.55,n=8|w=equal|vt=0.004|chi=3.0|mc=0.55,8,-inf,0.005768713161654615,0.7386363636363636,0.6787231792294981,0.004,3.0,equal,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|equal|vt0.005|hi3.0,seed7_n8_c0.55,n=8|w=equal|vt=0.005|chi=3.0|mc=0.55,8,-inf,0.005768713161654615,0.7386363636363636,0.6787231792294981,0.005,3.0,equal,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed7_n8_c0.55|equal|vt0.0025|hi3.0,seed7_n8_c0.55,n=8|w=equal|vt=0.0025|chi=3.0|mc=0.55,8,-inf,0.005764449257753354,0.7840909090909092,0.6797068368082269,0.0025,3.0,equal,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
lock_plus4|equal|vt0.0025|hi2.0,lock_plus4,n=9|w=equal|vt=0.0025|chi=2.0|mc=None,9,-inf,0.005661854124420676,0.6931818181818181,0.6630992366369789,0.0025,2.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.003|hi2.0,lock_plus4,n=9|w=equal|vt=0.003|chi=2.0|mc=None,9,-inf,0.005661854124420676,0.6931818181818181,0.6630992366369789,0.003,2.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.0035|hi2.0,lock_plus4,n=9|w=equal|vt=0.0035|chi=2.0|mc=None,9,-inf,0.005661854124420676,0.6931818181818181,0.6630992366369789,0.0035,2.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.004|hi2.0,lock_plus4,n=9|w=equal|vt=0.004|chi=2.0|mc=None,9,-inf,0.005661854124420676,0.6931818181818181,0.6630992366369789,0.004,2.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
lock_plus4|equal|vt0.005|hi2.0,lock_plus4,n=9|w=equal|vt=0.005|chi=2.0|mc=None,9,-inf,0.005661854124420676,0.6931818181818181,0.6630992366369789,0.005,2.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
seed4_n8_c0.55|equal|vt0.0025|hi3.0,seed4_n8_c0.55,n=8|w=equal|vt=0.0025|chi=3.0|mc=0.55,8,-inf,0.005619457974386011,0.7386363636363636,0.6357422096923331,0.0025,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
lock_plus4|equal|vt0.002|hi2.0,lock_plus4,n=9|w=equal|vt=0.002|chi=2.0|mc=None,9,-inf,0.005610360065056899,0.6931818181818181,0.661905829152122,0.002,2.0,equal,USDCHF|GBPUSD|CADJPY|AUDCAD|GBPCAD|EURUSD|GBPJPY|NZDCAD|EURCHF
seed7_n8_c0.55|equal|vt0.002|hi3.0,seed7_n8_c0.55,n=8|w=equal|vt=0.002|chi=3.0|mc=0.55,8,-inf,0.005559665527495972,0.7840909090909092,0.68944088895703,0.002,3.0,equal,GBPCAD|CADJPY|AUDCAD|NZDCAD|EURUSD|GBPJPY|NZDJPY|USDCHF
seed4_n8_c0.55|equal|vt0.002|hi3.0,seed4_n8_c0.55,n=8|w=equal|vt=0.002|chi=3.0|mc=0.55,8,-inf,0.005550636344024695,0.7386363636363636,0.645232983709517,0.002,3.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
smooth_n6_c0.45|equal|vt0.0035|hi2.0,smooth_n6_c0.45,n=6|w=equal|vt=0.0035|chi=2.0|mc=0.45,6,-inf,0.005332571548058168,0.7386363636363636,0.6818711689873009,0.0035,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.004|hi2.0,smooth_n6_c0.45,n=6|w=equal|vt=0.004|chi=2.0|mc=0.45,6,-inf,0.005332571548058168,0.7386363636363636,0.6818711689873009,0.004,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.005|hi2.0,smooth_n6_c0.45,n=6|w=equal|vt=0.005|chi=2.0|mc=0.45,6,-inf,0.005332571548058168,0.7386363636363636,0.6818711689873009,0.005,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.003|hi2.0,smooth_n6_c0.45,n=6|w=equal|vt=0.003|chi=2.0|mc=0.45,6,-inf,0.005322615693672438,0.7840909090909092,0.6826042962921441,0.003,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
smooth_n6_c0.45|equal|vt0.0025|hi2.0,smooth_n6_c0.45,n=6|w=equal|vt=0.0025|chi=2.0|mc=0.45,6,-inf,0.005255299964987011,0.7840909090909092,0.6852736148380829,0.0025,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
mr_n5|oos_sharpe|vt0.0025|hi3.0,mr_n5,n=5|w=oos_sharpe|vt=0.0025|chi=3.0|mc=None,5,-inf,0.005153572687064189,0.6931818181818181,0.6482539935485769,0.0025,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF
mr_n5|oos_sharpe|vt0.002|hi3.0,mr_n5,n=5|w=oos_sharpe|vt=0.002|chi=3.0|mc=None,5,-inf,0.005025760131181894,0.6931818181818181,0.6601594665018479,0.002,3.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF
smooth_n6_c0.45|equal|vt0.002|hi2.0,smooth_n6_c0.45,n=6|w=equal|vt=0.002|chi=2.0|mc=0.45,6,-inf,0.004891156288644571,0.7840909090909092,0.688912710639316,0.002,2.0,equal,GBPCAD|CADJPY|AUDCAD|EURUSD|GBPJPY|USDCHF
seed4_n8_c0.55|oos_sharpe|vt0.0025|hi2.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.0025|chi=2.0|mc=0.55,8,-inf,0.004830738351315069,0.7386363636363636,0.6201445086431179,0.0025,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.003|hi2.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.003|chi=2.0|mc=0.55,8,-inf,0.004830738351315069,0.7386363636363636,0.6201445086431179,0.003,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.0035|hi2.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.0035|chi=2.0|mc=0.55,8,-inf,0.004830738351315069,0.7386363636363636,0.6201445086431179,0.0035,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.004|hi2.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.004|chi=2.0|mc=0.55,8,-inf,0.004830738351315069,0.7386363636363636,0.6201445086431179,0.004,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.005|hi2.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.005|chi=2.0|mc=0.55,8,-inf,0.004830738351315069,0.7386363636363636,0.6201445086431179,0.005,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed4_n8_c0.55|oos_sharpe|vt0.002|hi2.0,seed4_n8_c0.55,n=8|w=oos_sharpe|vt=0.002|chi=2.0|mc=0.55,8,-inf,0.004829083751534374,0.7386363636363636,0.6202012805960758,0.002,2.0,oos_sharpe,GBPCAD|CADJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|GBPJPY|EURGBP
seed1_n10_c0.6|equal|vt0.002|hi3.0,seed1_n10_c0.6,n=10|w=equal|vt=0.002|chi=3.0|mc=0.6,10,-inf,0.004776574246067134,0.7840909090909092,0.631797860668937,0.002,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY|EURGBP|EURCHF
seed1_n10_c0.6|equal|vt0.0025|hi3.0,seed1_n10_c0.6,n=10|w=equal|vt=0.0025|chi=3.0|mc=0.6,10,-inf,0.004776574246067134,0.7840909090909092,0.6317978606689432,0.0025,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY|EURGBP|EURCHF
seed1_n10_c0.6|equal|vt0.003|hi3.0,seed1_n10_c0.6,n=10|w=equal|vt=0.003|chi=3.0|mc=0.6,10,-inf,0.004776574246067134,0.7840909090909092,0.6317978606689363,0.003,3.0,equal,GBPCAD|CADJPY|GBPJPY|AUDCAD|EURUSD|USDCHF|NZDCAD|AUDJPY|EURGBP|EURCHF
