time,high_ival_xs
2018-11-30 00:00:00+00:00,-0.01373910680153978
2018-12-31 00:00:00+00:00,0.009528684786134889
2019-01-31 00:00:00+00:00,0.0006565317157276596
2019-02-28 00:00:00+00:00,0.0017592235880983242
2019-03-31 00:00:00+00:00,-0.001915414095126411
2019-04-30 00:00:00+00:00,-0.002303439799193674
2019-05-31 00:00:00+00:00,-0.01128926856674195
2019-06-30 00:00:00+00:00,-0.0018228437112954854
2019-07-31 00:00:00+00:00,-0.003917219535662486
2019-08-31 00:00:00+00:00,-0.017405594832179294
2019-09-30 00:00:00+00:00,-0.002767604967702897
2019-10-31 00:00:00+00:00,-0.013217744636435658
2019-11-30 00:00:00+00:00,0.00564492418111695
2019-12-31 00:00:00+00:00,-0.008378614546944996
2020-01-31 00:00:00+00:00,-0.0021012313272645855
2020-02-29 00:00:00+00:00,0.002086744073351632
2020-03-31 00:00:00+00:00,-0.005848301542107692
2020-04-30 00:00:00+00:00,0.00995637360335877
2020-05-31 00:00:00+00:00,0.0004120369690310266
2020-06-30 00:00:00+00:00,-0.0011021357135908572
2020-07-31 00:00:00+00:00,-0.0018941003200703133
2020-08-31 00:00:00+00:00,-0.008279101807224132
2020-09-30 00:00:00+00:00,-0.002752590481610251
2020-10-31 00:00:00+00:00,0.004082054984305028
2020-11-30 00:00:00+00:00,0.0035912201989143355
2020-12-31 00:00:00+00:00,0.006211231524308136
2021-01-31 00:00:00+00:00,-0.01466938688517494
2021-02-28 00:00:00+00:00,0.01925927521229931
2021-03-31 00:00:00+00:00,0.006207235655657284
2021-04-30 00:00:00+00:00,-0.002774692357492947
2021-05-31 00:00:00+00:00,-0.009111067665518724
2021-06-30 00:00:00+00:00,0.0028397953560044265
2021-07-31 00:00:00+00:00,-0.002256984953799779
2021-08-31 00:00:00+00:00,-0.002735110464821555
2021-09-30 00:00:00+00:00,-0.00459749697523848
2021-10-31 00:00:00+00:00,-0.005976376495435032
2021-11-30 00:00:00+00:00,0.009441041372794334
2021-12-31 00:00:00+00:00,-0.0064425393067641945
2022-01-31 00:00:00+00:00,-0.0018356590766243075
2022-02-28 00:00:00+00:00,0.006289371412725453
2022-03-31 00:00:00+00:00,-0.004989033443986046
2022-04-30 00:00:00+00:00,7.621161975079893e-05
2022-05-31 00:00:00+00:00,-0.0025753645408126413
2022-06-30 00:00:00+00:00,-0.011113359920195576
2022-07-31 00:00:00+00:00,-0.005895245388666814
2022-08-31 00:00:00+00:00,-0.0072288758641911866
2022-09-30 00:00:00+00:00,0.01177835939341243
2022-10-31 00:00:00+00:00,0.0030096730261786053
2022-11-30 00:00:00+00:00,0.011851198793003004
2022-12-31 00:00:00+00:00,0.003965932208737755
2023-01-31 00:00:00+00:00,-0.0007914056473805609
2023-02-28 00:00:00+00:00,-0.004660838252504518
2023-03-31 00:00:00+00:00,0.006474007233784551
2023-04-30 00:00:00+00:00,0.006180627030097252
2023-05-31 00:00:00+00:00,-0.007287470185106115
2023-06-30 00:00:00+00:00,0.005367340985247715
2023-07-31 00:00:00+00:00,-0.0020296293360697604
2023-08-31 00:00:00+00:00,0.0027573263190467934
2023-09-30 00:00:00+00:00,0.001351891168650976
2023-10-31 00:00:00+00:00,0.00528454514187815
2023-11-30 00:00:00+00:00,0.009584474375082364
2023-12-31 00:00:00+00:00,0.0038281676396423325
2024-01-31 00:00:00+00:00,-0.013379087313488025
2024-02-29 00:00:00+00:00,0.006154598173990111
2024-03-31 00:00:00+00:00,-0.01038165548623704
2024-04-30 00:00:00+00:00,-0.004729395596687502
2024-05-31 00:00:00+00:00,0.002413734065786155
2024-06-30 00:00:00+00:00,0.0005228092564601994
2024-07-31 00:00:00+00:00,0.004499948940358989
2024-08-31 00:00:00+00:00,0.000780757033363777
2024-09-30 00:00:00+00:00,0.007932447300764256
2024-10-31 00:00:00+00:00,0.0034554483542030834
2024-11-30 00:00:00+00:00,-0.006629975016371414
2024-12-31 00:00:00+00:00,-0.0007265253891732826
2025-01-31 00:00:00+00:00,-0.0010150871353630242
2025-02-28 00:00:00+00:00,-0.0022936482270937697
2025-03-31 00:00:00+00:00,-0.006360775107783212
2025-04-30 00:00:00+00:00,0.0037460654694361217
2025-05-31 00:00:00+00:00,-0.002261421948522524
2025-06-30 00:00:00+00:00,0.004352042626770025
2025-07-31 00:00:00+00:00,-0.010475226543794625
2025-08-31 00:00:00+00:00,0.009007137489326356
2025-09-30 00:00:00+00:00,0.005188974841490612
2025-10-31 00:00:00+00:00,0.001649378653609146
2025-11-30 00:00:00+00:00,0.007063092835582818
2025-12-31 00:00:00+00:00,0.0017089790006772354
2026-01-31 00:00:00+00:00,-0.005146244321146187
2026-02-28 00:00:00+00:00,0.0018875044295871835
2026-03-31 00:00:00+00:00,0.006318241986108086
2026-04-30 00:00:00+00:00,-0.003127959437603356
2026-05-31 00:00:00+00:00,-0.007509654025212087
2026-06-30 00:00:00+00:00,0.0018461588619915759
2026-07-31 00:00:00+00:00,-0.005350615130880754
2026-08-31 00:00:00+00:00,0.00012500064203346817
2026-09-30 00:00:00+00:00,0.00394641825851938
