time,acm_tp_ew
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0005405628419670183
2012-01-31 00:00:00+00:00,-0.0010569016610854076
2012-02-29 00:00:00+00:00,-0.0005035046165359214
2012-03-31 00:00:00+00:00,-0.0034586059596073415
2012-04-30 00:00:00+00:00,0.0013700646730687716
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.00023516722999006312
2012-07-31 00:00:00+00:00,-1.3486437680176877e-05
2012-08-31 00:00:00+00:00,0.0007176648901743299
2012-09-30 00:00:00+00:00,0.0002446673275682265
2012-10-31 00:00:00+00:00,0.0005052111502925616
2012-11-30 00:00:00+00:00,0.00028003570456403004
2012-12-31 00:00:00+00:00,-0.0003897303414965858
2013-01-31 00:00:00+00:00,-0.001960734301265976
2013-02-28 00:00:00+00:00,0.000918288487046004
2013-03-31 00:00:00+00:00,-0.0005386952092925057
2013-04-30 00:00:00+00:00,0.0011253515827882588
2013-05-31 00:00:00+00:00,0.007587560899772194
2013-06-30 00:00:00+00:00,0.004258607152465066
2013-07-31 00:00:00+00:00,-0.005772099982122025
2013-08-31 00:00:00+00:00,0.002908291813462194
2013-09-30 00:00:00+00:00,-0.012385796870003074
2013-10-31 00:00:00+00:00,-0.0031970414545469117
2013-11-30 00:00:00+00:00,-0.00021022001023751624
2013-12-31 00:00:00+00:00,-0.002003325173770776
2014-01-31 00:00:00+00:00,0.0036756070195245183
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,-0.002427571687231178
2014-04-30 00:00:00+00:00,-0.001938482253242113
2014-05-31 00:00:00+00:00,-0.00020202686122106073
2014-06-30 00:00:00+00:00,-0.0017514238944491556
2014-07-31 00:00:00+00:00,-0.0007309852775128078
2014-08-31 00:00:00+00:00,-1.3655153710545598e-05
2014-09-30 00:00:00+00:00,0.004350239686546686
2014-10-31 00:00:00+00:00,0.0006049522512716621
2014-11-30 00:00:00+00:00,0.0010163111332932573
2014-12-31 00:00:00+00:00,-0.000710748639861758
2015-01-31 00:00:00+00:00,0.0028380710775410822
2015-02-28 00:00:00+00:00,-0.001051973150652863
2015-03-31 00:00:00+00:00,0.0032383393104296054
2015-04-30 00:00:00+00:00,0.00023446655878345268
2015-05-31 00:00:00+00:00,0.0006049712425904019
2015-06-30 00:00:00+00:00,-0.00025270883557937385
2015-07-31 00:00:00+00:00,0.005067477774173268
2015-08-31 00:00:00+00:00,-0.0002907310851426592
2015-09-30 00:00:00+00:00,0.0004573520591331093
2015-10-31 00:00:00+00:00,0.0006090562712293135
2015-11-30 00:00:00+00:00,-0.0006032182032151834
2015-12-31 00:00:00+00:00,0.002956045150549036
2016-01-31 00:00:00+00:00,0.0031803843359632378
2016-02-29 00:00:00+00:00,0.00033099748716480804
2016-03-31 00:00:00+00:00,0.0005310069565895859
2016-04-30 00:00:00+00:00,-0.00010741184949725202
2016-05-31 00:00:00+00:00,4.029717696107937e-05
2016-06-30 00:00:00+00:00,0.003940109199677799
2016-07-31 00:00:00+00:00,0.0013565557293759856
2016-08-31 00:00:00+00:00,-0.00082256017036475
2016-09-30 00:00:00+00:00,0.0020717188490377847
2016-10-31 00:00:00+00:00,4.934022062097476e-05
2016-11-30 00:00:00+00:00,0.005226692594769933
2016-12-31 00:00:00+00:00,0.005460865290804584
2017-01-31 00:00:00+00:00,-0.011050445128940267
2017-02-28 00:00:00+00:00,0.000976040015183699
2017-03-31 00:00:00+00:00,-0.0023883814179651575
2017-04-30 00:00:00+00:00,-0.00019684014406984307
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,-2.4999999999941735e-05
2017-07-31 00:00:00+00:00,-0.0003561667635625376
