time,ai_gpr_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,-0.00039790057007826896
2012-01-31 00:00:00+00:00,-0.0012017567844014865
2012-02-29 00:00:00+00:00,-0.000953665280337912
2012-03-31 00:00:00+00:00,-0.006582116976425967
2012-04-30 00:00:00+00:00,0.0013857803280254988
2012-05-31 00:00:00+00:00,0.0021549009642292116
2012-06-30 00:00:00+00:00,-0.005687275642729306
2012-07-31 00:00:00+00:00,0.001654677399525184
2012-08-31 00:00:00+00:00,-0.0017470976160463003
2012-09-30 00:00:00+00:00,0.003125204387558256
2012-10-31 00:00:00+00:00,-0.00010233959064076537
2012-11-30 00:00:00+00:00,-0.0009927360933359441
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,1.811162284015566e-05
2013-02-28 00:00:00+00:00,-0.0005466959135680405
2013-03-31 00:00:00+00:00,-0.0012708574725474042
2013-04-30 00:00:00+00:00,-0.007111170343653717
2013-05-31 00:00:00+00:00,0.004691277800131344
2013-06-30 00:00:00+00:00,-0.0009484580766032646
2013-07-31 00:00:00+00:00,0.0008241536431492502
2013-08-31 00:00:00+00:00,0.0018257187568866406
2013-09-30 00:00:00+00:00,-0.0062354681551660684
2013-10-31 00:00:00+00:00,-0.0029171111628493174
2013-11-30 00:00:00+00:00,0.0002758109150720056
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,0.0010248290615670896
2014-02-28 00:00:00+00:00,-0.00040655752054041816
2014-03-31 00:00:00+00:00,-0.005755828761304982
2014-04-30 00:00:00+00:00,-0.0038574961563910826
2014-05-31 00:00:00+00:00,-0.002767610278071486
2014-06-30 00:00:00+00:00,-0.001694773663856286
2014-07-31 00:00:00+00:00,0.0048438578775691354
2014-08-31 00:00:00+00:00,0.003199843528586044
2014-09-30 00:00:00+00:00,0.01067841957654636
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0014514589314920112
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,-0.00795853860100526
2015-02-28 00:00:00+00:00,0.0019542379925587827
2015-03-31 00:00:00+00:00,-0.003510453483774656
2015-04-30 00:00:00+00:00,-0.005012343570494515
2015-05-31 00:00:00+00:00,0.006997586983837456
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.00034040717617456195
2015-08-31 00:00:00+00:00,0.00139095284274382
2015-09-30 00:00:00+00:00,-0.0009696569511440378
2015-10-31 00:00:00+00:00,-0.002953651127374668
2015-11-30 00:00:00+00:00,0.0016164656093753393
2015-12-31 00:00:00+00:00,0.0033569317231139095
2016-01-31 00:00:00+00:00,0.001521767396257534
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,-0.00395236695188983
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,-0.006210842464624777
2016-07-31 00:00:00+00:00,0.00017689347885485596
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.004446190035326536
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,-7.500000000004725e-05
2016-12-31 00:00:00+00:00,0.016352436957359773
2017-01-31 00:00:00+00:00,-0.004900602290959788
2017-02-28 00:00:00+00:00,-0.002743183238824609
2017-03-31 00:00:00+00:00,-0.0023241190492966357
2017-04-30 00:00:00+00:00,-0.0038625021478569943
2017-05-31 00:00:00+00:00,-0.0007811927357116444
2017-06-30 00:00:00+00:00,-0.0017111224738851627
2017-07-31 00:00:00+00:00,-0.0031534537193459444
2017-08-31 00:00:00+00:00,0.0024506938774400133
2017-09-30 00:00:00+00:00,0.0
