idea,mo24,pos24,top24,mo25,pos25,moHO,posHO,topHO
+AUDJPY,0.45734228621979933,72.72727272727273,71.36415420036812,1.598016843441336,63.63636363636363,1.5396080537462442,83.33333333333334,79.85404799533413
+AUDJPY|c15,0.27981525214625885,72.72727272727273,61.772074156153664,0.7877207069826188,63.63636363636363,0.9580819404156246,83.33333333333334,78.97010215233325
+NZDCAD,0.41993764009607265,54.54545454545454,76.48629371460792,1.6363146691485035,63.63636363636363,1.1409571538470304,66.66666666666666,82.52926635288397
+NZDCAD|c15,0.24218785840745197,63.63636363636363,73.65468056748632,0.8272100783027375,63.63636363636363,0.7395920926563299,66.66666666666666,82.56613682003004
+both,0.45700645820389824,72.72727272727273,76.86629935949611,1.5617405487591203,63.63636363636363,1.1243719143490603,66.66666666666666,80.40426488768469
+both|c15,0.2597477334023854,72.72727272727273,73.22176220161383,0.8002611754642585,63.63636363636363,0.7254186325942612,66.66666666666666,82.59684120462651
locked,0.4216856681389925,54.54545454545454,74.12750869651012,1.6277853185413718,72.72727272727273,1.523243086152203,75.0,81.39578289205267
locked|c15,0.2513770650779724,72.72727272727273,67.22949153001092,0.8177769888272074,72.72727272727273,0.9996653229138,75.0,80.26578815350558
