time,dollar_beta_xs
2018-04-30 00:00:00+00:00,-0.0004785025443768687
2018-05-31 00:00:00+00:00,0.007616484065560369
2018-06-30 00:00:00+00:00,-0.008342164967854782
2018-07-31 00:00:00+00:00,0.006584062215785558
2018-08-31 00:00:00+00:00,-0.01065078172750944
2018-09-30 00:00:00+00:00,0.003472970591999802
2018-10-31 00:00:00+00:00,-0.0019760191331665844
2018-11-30 00:00:00+00:00,0.0179469327929338
2018-12-31 00:00:00+00:00,-0.02041489954142328
2019-01-31 00:00:00+00:00,0.00324060376432711
2019-02-28 00:00:00+00:00,-0.0048216057867298545
2019-03-31 00:00:00+00:00,0.0035452045815251854
2019-04-30 00:00:00+00:00,-0.0015565271440689532
2019-05-31 00:00:00+00:00,-0.01824975366662951
2019-06-30 00:00:00+00:00,0.0033670663969860293
2019-07-31 00:00:00+00:00,-0.00792566770420089
2019-08-31 00:00:00+00:00,-0.020431820067873474
2019-09-30 00:00:00+00:00,0.005333624596432607
2019-10-31 00:00:00+00:00,0.010795750877782506
2019-11-30 00:00:00+00:00,-0.00024962849106424656
2019-12-31 00:00:00+00:00,0.011547861455680763
2020-01-31 00:00:00+00:00,-0.019640399671349562
2020-02-29 00:00:00+00:00,-0.009827044522366601
2020-03-31 00:00:00+00:00,-0.03681955966154615
2020-04-30 00:00:00+00:00,0.017558384517411207
2020-05-31 00:00:00+00:00,0.015439697955665466
2020-06-30 00:00:00+00:00,0.01629023261153595
2020-07-31 00:00:00+00:00,0.00210380311579339
2020-08-31 00:00:00+00:00,0.008695911933278566
2020-09-30 00:00:00+00:00,-0.008125120760493543
2020-10-31 00:00:00+00:00,-0.0077908302123432804
2020-11-30 00:00:00+00:00,0.023722476816173454
2020-12-31 00:00:00+00:00,0.007412753856902654
2021-01-31 00:00:00+00:00,0.0030125700532854793
2021-02-28 00:00:00+00:00,0.023139301368066745
2021-03-31 00:00:00+00:00,-0.0014924451647422288
2021-04-30 00:00:00+00:00,0.0017694176669280637
2021-05-31 00:00:00+00:00,-0.0014143807903321814
2021-06-30 00:00:00+00:00,-0.006698905686092771
2021-07-31 00:00:00+00:00,-0.01183189143684149
2021-08-31 00:00:00+00:00,0.003116251390436142
2021-09-30 00:00:00+00:00,-0.0005514426673809414
2021-10-31 00:00:00+00:00,0.02017367203475806
2021-11-30 00:00:00+00:00,-0.02221248149068966
2021-12-31 00:00:00+00:00,0.0039684560195480945
2022-01-31 00:00:00+00:00,-0.013785192348683806
2022-02-28 00:00:00+00:00,0.01167229276377757
2022-03-31 00:00:00+00:00,0.0321456754860161
2022-04-30 00:00:00+00:00,0.0014785113425503926
2022-05-31 00:00:00+00:00,-0.0031528691856891333
2022-06-30 00:00:00+00:00,-0.008282068729428826
2022-07-31 00:00:00+00:00,-0.0011238018192883947
2022-08-31 00:00:00+00:00,0.00617311534680387
2022-09-30 00:00:00+00:00,-0.018564334563057283
2022-10-31 00:00:00+00:00,0.004114713589209229
2022-11-30 00:00:00+00:00,0.012000798865176021
2022-12-31 00:00:00+00:00,-0.009496867343567694
2023-01-31 00:00:00+00:00,0.011910061173358022
2023-02-28 00:00:00+00:00,-0.00857948764731431
2023-03-31 00:00:00+00:00,-0.0030880943260762628
2023-04-30 00:00:00+00:00,-0.0008915782427727503
2023-05-31 00:00:00+00:00,-0.00456393504134589
2023-06-30 00:00:00+00:00,0.01039384867496751
2023-07-31 00:00:00+00:00,0.004267954928161233
2023-08-31 00:00:00+00:00,-0.006337157359430301
2023-09-30 00:00:00+00:00,0.003471995736156641
2023-10-31 00:00:00+00:00,-0.0014719442097959057
2023-11-30 00:00:00+00:00,0.015364033483066253
2023-12-31 00:00:00+00:00,-0.001244000389497124
2024-01-31 00:00:00+00:00,-0.0030771136174960745
2024-02-29 00:00:00+00:00,0.0037527020090033503
2024-03-31 00:00:00+00:00,-0.002701372831960591
2024-04-30 00:00:00+00:00,0.00861029654808565
2024-05-31 00:00:00+00:00,0.013079802997801426
2024-06-30 00:00:00+00:00,0.007127362521878178
2024-07-31 00:00:00+00:00,-0.025854651445889165
2024-08-31 00:00:00+00:00,0.008375627450413203
2024-09-30 00:00:00+00:00,0.006610665122955606
2024-10-31 00:00:00+00:00,-0.014673708214663295
2024-11-30 00:00:00+00:00,0.001035365599950211
2024-12-31 00:00:00+00:00,-0.010208863033992932
2025-01-31 00:00:00+00:00,0.00402108969829551
2025-02-28 00:00:00+00:00,-0.0028214525954123326
2025-03-31 00:00:00+00:00,-0.002918487183398044
2025-04-30 00:00:00+00:00,-0.008166945539196502
2025-05-31 00:00:00+00:00,0.0023926912538267953
2025-06-30 00:00:00+00:00,-0.0027424238713110727
2025-07-31 00:00:00+00:00,-0.002889748687133431
2025-08-31 00:00:00+00:00,-0.0013486493048782133
2025-09-30 00:00:00+00:00,0.0003825448386456376
2025-10-31 00:00:00+00:00,0.002171252969015214
2025-11-30 00:00:00+00:00,-0.0021962887859627855
2025-12-31 00:00:00+00:00,-0.0014058111368354664
2026-01-31 00:00:00+00:00,0.014949440260380698
2026-02-28 00:00:00+00:00,0.007330889597437329
2026-03-31 00:00:00+00:00,-0.007031129187312191
2026-04-30 00:00:00+00:00,0.004030043180395015
2026-05-31 00:00:00+00:00,0.009312508157250488
2026-06-30 00:00:00+00:00,-0.01015152347684034
2026-07-31 00:00:00+00:00,0.006949314323567268
2026-08-31 00:00:00+00:00,0.002357225061761614
2026-09-30 00:00:00+00:00,-0.005023761413917138
