time,high_wage_growth_xs
2011-10-31 00:00:00+00:00,-0.004384067414151982
2011-11-30 00:00:00+00:00,0.008792383741308418
2011-12-31 00:00:00+00:00,0.004364814264478989
2012-01-31 00:00:00+00:00,0.007822048306215468
2012-02-29 00:00:00+00:00,-0.0030873302153776594
2012-03-31 00:00:00+00:00,-0.0015866969150227783
2012-04-30 00:00:00+00:00,0.004223703631247355
2012-05-31 00:00:00+00:00,-0.024055298457015706
2012-06-30 00:00:00+00:00,0.009218661933452221
2012-07-31 00:00:00+00:00,0.01538956987512563
2012-08-31 00:00:00+00:00,0.007161320764123458
2012-09-30 00:00:00+00:00,-0.009999729479339026
2012-10-31 00:00:00+00:00,0.004254546743118315
2012-11-30 00:00:00+00:00,0.0009600303290420165
2012-12-31 00:00:00+00:00,7.416424398387633e-05
2013-01-31 00:00:00+00:00,0.0008542152337460696
2013-02-28 00:00:00+00:00,-0.008554755576214212
2013-03-31 00:00:00+00:00,0.003358018633737414
2013-04-30 00:00:00+00:00,-0.0038569131209714724
2013-05-31 00:00:00+00:00,-0.015731074490709096
2013-06-30 00:00:00+00:00,-0.01739354567465734
2013-07-31 00:00:00+00:00,-0.011177264824898447
2013-08-31 00:00:00+00:00,0.005821742485780046
2013-09-30 00:00:00+00:00,0.017224241002788965
2013-10-31 00:00:00+00:00,-0.0028412201601373255
2013-11-30 00:00:00+00:00,0.0061249062099109075
2013-12-31 00:00:00+00:00,-0.002281265338892391
2014-01-31 00:00:00+00:00,0.009869080085932902
2014-02-28 00:00:00+00:00,0.005008283384209555
2014-03-31 00:00:00+00:00,0.005327972927167801
2014-04-30 00:00:00+00:00,-0.0010826091321884945
2014-05-31 00:00:00+00:00,8.077778433124294e-05
2014-06-30 00:00:00+00:00,0.007333299489530987
2014-07-31 00:00:00+00:00,0.005293498491966364
2014-08-31 00:00:00+00:00,0.008435452829267165
2014-09-30 00:00:00+00:00,0.0017334154396075885
2014-10-31 00:00:00+00:00,-0.0013982010995446936
2014-11-30 00:00:00+00:00,-0.004561229026316949
2014-12-31 00:00:00+00:00,-0.003175729993766585
2015-01-31 00:00:00+00:00,0.01865854125493227
2015-02-28 00:00:00+00:00,-0.00464441903093149
2015-03-31 00:00:00+00:00,-0.003261667958176395
2015-04-30 00:00:00+00:00,0.0012059704057540976
2015-05-31 00:00:00+00:00,-0.006362772826801644
2015-06-30 00:00:00+00:00,0.006320309314354677
2015-07-31 00:00:00+00:00,-0.0035102499684169786
2015-08-31 00:00:00+00:00,-0.010428968492614432
2015-09-30 00:00:00+00:00,-0.0030319347196070545
2015-10-31 00:00:00+00:00,0.0034615183463289068
2015-11-30 00:00:00+00:00,0.0072091614326856845
2015-12-31 00:00:00+00:00,0.009844893829696222
2016-01-31 00:00:00+00:00,-0.002679531941543356
2016-02-29 00:00:00+00:00,-0.0036417646362068012
2016-03-31 00:00:00+00:00,-0.018650291453794487
2016-04-30 00:00:00+00:00,-0.0007732132188075225
2016-05-31 00:00:00+00:00,0.009448953100092305
2016-06-30 00:00:00+00:00,-0.0201090937253815
2016-07-31 00:00:00+00:00,2.5881708063391073e-06
2016-08-31 00:00:00+00:00,0.001629877910479971
2016-09-30 00:00:00+00:00,-0.005081046608844675
2016-10-31 00:00:00+00:00,-0.01178116554559494
2016-11-30 00:00:00+00:00,-0.011714403792430939
2016-12-31 00:00:00+00:00,-0.001881188494609165
2017-01-31 00:00:00+00:00,-0.00314499345923247
2017-02-28 00:00:00+00:00,-0.0034173574242463145
2017-03-31 00:00:00+00:00,-0.006167744824071786
2017-04-30 00:00:00+00:00,0.0029079758659278365
2017-05-31 00:00:00+00:00,-0.00108527773340239
2017-06-30 00:00:00+00:00,-0.013258427332701661
2017-07-31 00:00:00+00:00,-0.005202921297270846
2017-08-31 00:00:00+00:00,0.0040562388824541
2017-09-30 00:00:00+00:00,0.009506858273000685
