time,soft_cip_ew
2011-10-31 00:00:00+00:00,0.0016242694880248543
2011-11-30 00:00:00+00:00,0.00020335223473821884
2011-12-31 00:00:00+00:00,0.0019922864809664986
2012-01-31 00:00:00+00:00,0.00013968187426760537
2012-02-29 00:00:00+00:00,-0.001326408068529239
2012-03-31 00:00:00+00:00,0.0019992538718998087
2012-04-30 00:00:00+00:00,0.000470723675271012
2012-05-31 00:00:00+00:00,0.007826032692588303
2012-06-30 00:00:00+00:00,-0.0011472883228446085
2012-07-31 00:00:00+00:00,-0.00022678965070765944
2012-08-31 00:00:00+00:00,0.00048066697568760475
2012-09-30 00:00:00+00:00,0.000309411716880037
2012-10-31 00:00:00+00:00,0.0003274222785578651
2012-11-30 00:00:00+00:00,0.0001710661452842821
2012-12-31 00:00:00+00:00,-0.0001046760325441598
2013-01-31 00:00:00+00:00,-0.0005700026840849137
2013-02-28 00:00:00+00:00,-1.6493538684048126e-05
2013-03-31 00:00:00+00:00,-0.0007911019559960764
2013-04-30 00:00:00+00:00,0.0006246138724523842
2013-05-31 00:00:00+00:00,0.0015665248576102186
2013-06-30 00:00:00+00:00,0.0012077612862455567
2013-07-31 00:00:00+00:00,0.0004210369601176378
2013-08-31 00:00:00+00:00,0.0005826340982593159
2013-09-30 00:00:00+00:00,4.2510994699318516e-05
2013-10-31 00:00:00+00:00,-0.0003007169268308685
2013-11-30 00:00:00+00:00,0.0003370532991762154
2013-12-31 00:00:00+00:00,-0.0006980734945348788
2014-01-31 00:00:00+00:00,0.0025206829270143505
2014-02-28 00:00:00+00:00,-0.0019540048773838414
2014-03-31 00:00:00+00:00,-0.0014393291549420484
2014-04-30 00:00:00+00:00,-0.0005540189055691647
2014-05-31 00:00:00+00:00,0.0014085237373830939
2014-06-30 00:00:00+00:00,-0.0022292167395836504
2014-07-31 00:00:00+00:00,0.0027289837956596674
2014-08-31 00:00:00+00:00,0.001823698602505086
2014-09-30 00:00:00+00:00,0.006695178615669928
2014-10-31 00:00:00+00:00,-0.00034756659195234185
2014-11-30 00:00:00+00:00,0.0007074005086413759
2014-12-31 00:00:00+00:00,0.002864443347614598
2015-01-31 00:00:00+00:00,0.0021576169880395124
2015-02-28 00:00:00+00:00,-0.001867429546137056
2015-03-31 00:00:00+00:00,0.0019407401821467385
2015-04-30 00:00:00+00:00,-0.00012907930583971883
2015-05-31 00:00:00+00:00,0.0004605247437738935
2015-06-30 00:00:00+00:00,0.00046768990542722655
2015-07-31 00:00:00+00:00,0.0006931706001382931
2015-08-31 00:00:00+00:00,0.0019452693039694324
2015-09-30 00:00:00+00:00,0.00019917643642730631
2015-10-31 00:00:00+00:00,-0.00039206185688034356
2015-11-30 00:00:00+00:00,0.0034961687308996403
2015-12-31 00:00:00+00:00,-0.0014923223114067241
2016-01-31 00:00:00+00:00,0.0017442004427641322
2016-02-29 00:00:00+00:00,0.0005833284348939483
2016-03-31 00:00:00+00:00,-0.0015931974129557158
2016-04-30 00:00:00+00:00,0.00019569637715832755
2016-05-31 00:00:00+00:00,-0.0014373796808615502
2016-06-30 00:00:00+00:00,0.00864564966897241
2016-07-31 00:00:00+00:00,0.00027203020018928825
2016-08-31 00:00:00+00:00,-0.0020565618760264304
2016-09-30 00:00:00+00:00,-0.002081192559752476
2016-10-31 00:00:00+00:00,-0.0008237119849794361
2016-11-30 00:00:00+00:00,0.004031599596963087
2016-12-31 00:00:00+00:00,0.0014891837701744848
2017-01-31 00:00:00+00:00,0.0010381837667845506
2017-02-28 00:00:00+00:00,0.0015701609419409568
2017-03-31 00:00:00+00:00,-0.0010596464019088092
2017-04-30 00:00:00+00:00,-0.00011334623724779114
2017-05-31 00:00:00+00:00,-0.0017878882488802095
2017-06-30 00:00:00+00:00,0.002153813456425846
2017-07-31 00:00:00+00:00,0.0008766761237972709
2017-08-31 00:00:00+00:00,-0.0004593432616420978
2017-09-30 00:00:00+00:00,0.0022541149698276364
2017-10-31 00:00:00+00:00,0.00031663665039682876
2017-11-30 00:00:00+00:00,0.0005714369183602575
2017-12-31 00:00:00+00:00,-0.0009307727408630617
2018-01-31 00:00:00+00:00,0.0013322252539633705
2018-02-28 00:00:00+00:00,0.003855195253546606
2018-03-31 00:00:00+00:00,-0.0011207885487742875
2018-04-30 00:00:00+00:00,-0.00040107506736597465
2018-05-31 00:00:00+00:00,0.0019684052723358825
2018-06-30 00:00:00+00:00,-3.0598109950652486e-05
2018-07-31 00:00:00+00:00,-0.0007650291575768131
2018-08-31 00:00:00+00:00,0.0005658494140892145
2018-09-30 00:00:00+00:00,0.0009367668517521466
2018-10-31 00:00:00+00:00,0.002826176878605313
2018-11-30 00:00:00+00:00,-0.001923946944000332
2018-12-31 00:00:00+00:00,0.0007746876849725748
2019-01-31 00:00:00+00:00,-0.003430615895168798
2019-02-28 00:00:00+00:00,0.0009180826088184268
2019-03-31 00:00:00+00:00,0.0011880432942972252
2019-04-30 00:00:00+00:00,0.0014701641503533924
2019-05-31 00:00:00+00:00,0.0006452539846455441
2019-06-30 00:00:00+00:00,-0.003482949436967475
