time,cot_lev_z_xs
2011-10-31 00:00:00+00:00,-0.019138188762794606
2011-11-30 00:00:00+00:00,-0.0016691359055935884
2011-12-31 00:00:00+00:00,-0.000989092800147362
2012-01-31 00:00:00+00:00,0.012002153573529961
2012-02-29 00:00:00+00:00,-0.0004934323242151706
2012-03-31 00:00:00+00:00,0.0017909220416421068
2012-04-30 00:00:00+00:00,0.007334769593130952
2012-05-31 00:00:00+00:00,-0.0071491389005385875
2012-06-30 00:00:00+00:00,-0.015653187431592497
2012-07-31 00:00:00+00:00,0.011825930877532143
2012-08-31 00:00:00+00:00,-0.007733736912689082
2012-09-30 00:00:00+00:00,0.0014962540808962643
2012-10-31 00:00:00+00:00,-0.012629090217404104
2012-11-30 00:00:00+00:00,-0.00319323802614202
2012-12-31 00:00:00+00:00,0.013484178852528395
2013-01-31 00:00:00+00:00,0.002102048585465033
2013-02-28 00:00:00+00:00,-0.005744816750111181
2013-03-31 00:00:00+00:00,-0.00931340058710195
2013-04-30 00:00:00+00:00,-0.0023707336329301665
2013-05-31 00:00:00+00:00,-0.010407330860201625
2013-06-30 00:00:00+00:00,0.004736725264923081
2013-07-31 00:00:00+00:00,0.007801222054288459
2013-08-31 00:00:00+00:00,0.003884491342016183
2013-09-30 00:00:00+00:00,-0.016096209993947674
2013-10-31 00:00:00+00:00,-0.0011073125087511793
2013-11-30 00:00:00+00:00,0.013927677026787322
2013-12-31 00:00:00+00:00,0.01192402740380527
2014-01-31 00:00:00+00:00,0.010200553859590178
2014-02-28 00:00:00+00:00,-0.0026160943225150834
2014-03-31 00:00:00+00:00,-0.005042889579596088
2014-04-30 00:00:00+00:00,0.0012308201694268828
2014-05-31 00:00:00+00:00,0.0026487977156948173
2014-06-30 00:00:00+00:00,0.008041572166543887
2014-07-31 00:00:00+00:00,0.0028915176274115773
2014-08-31 00:00:00+00:00,0.009226889798953586
2014-09-30 00:00:00+00:00,-0.005936435970327558
2014-10-31 00:00:00+00:00,-0.0007300453415185482
2014-11-30 00:00:00+00:00,-0.00486211029337047
2014-12-31 00:00:00+00:00,-0.006637843477786065
2015-01-31 00:00:00+00:00,-0.040599902436893376
2015-02-28 00:00:00+00:00,-0.019030240789370767
2015-03-31 00:00:00+00:00,0.007158905330494347
2015-04-30 00:00:00+00:00,-0.020951391462874613
