label,ret,p2t,static,daily,gates,mean_mo,pct_pos,top3_share,n_months,overlap
2024,0.036211590069400224,0.05164386550948266,0.030010705940817714,0.01831609874913862,True,0.0025137706507794215,0.7272727272727273,0.6722949153000561,11,research/WF overlap
2025,0.1053883205422883,0.024153558899648018,0.011783053761726333,0.016797354258578708,True,0.008186425598606878,0.7272727272727273,0.6653295777408177,11,mixed research→holdout
2026,0.11893536356174872,0.03377644928656355,0.013913642738224444,0.01471566222561305,True,0.013722720573368818,0.75,0.8710173501982306,8,pure holdout
holdout_365d,0.13310498115682745,0.033743371202416134,0.01131846417094668,0.017396957607271325,True,0.009996653229138203,0.75,0.8026578815350421,12,pure holdout
roll12_end,0.13310498115682745,0.033743371202416134,0.01131846417094668,0.017396957607271325,True,0.009996653229138203,0.75,0.8026578815350421,12,pure holdout
roll12_m6,0.08548139773687158,0.02526446274980466,0.008830189665819199,0.016313027218202186,True,0.00561141318248895,0.6666666666666666,0.7888328637245828,12,mixed
