time,soft_vix_gpr_stack
2016-10-31 00:00:00+00:00,-0.0005284882736554808
2016-11-30 00:00:00+00:00,0.0052438596308912455
2016-12-31 00:00:00+00:00,0.0020355133113674206
2017-01-31 00:00:00+00:00,0.001465339990508463
2017-02-28 00:00:00+00:00,0.0012531061609608596
2017-03-31 00:00:00+00:00,-0.0015009819009729197
2017-04-30 00:00:00+00:00,0.00047815454752919706
2017-05-31 00:00:00+00:00,-0.002079805183443084
2017-06-30 00:00:00+00:00,0.003121274611288527
2017-07-31 00:00:00+00:00,0.003412300964841908
2017-08-31 00:00:00+00:00,-0.000808404559802578
2017-09-30 00:00:00+00:00,0.0022375523195570235
2017-10-31 00:00:00+00:00,0.0010776022940333085
2017-11-30 00:00:00+00:00,0.0003721374307543712
2017-12-31 00:00:00+00:00,-0.001130201669689912
2018-01-31 00:00:00+00:00,0.001631199210893275
2018-02-28 00:00:00+00:00,0.0017710608609815548
2018-03-31 00:00:00+00:00,-0.0007686311373132915
2018-04-30 00:00:00+00:00,-0.0008443078822140127
2018-05-31 00:00:00+00:00,0.004914023399972267
2018-06-30 00:00:00+00:00,-0.0005267140070552845
2018-07-31 00:00:00+00:00,0.00040816159882828273
2018-08-31 00:00:00+00:00,-0.0007255189068586798
2018-09-30 00:00:00+00:00,2.3290980124990313e-05
2018-10-31 00:00:00+00:00,-0.0003679192888689231
2018-11-30 00:00:00+00:00,-0.00019226668094640686
2018-12-31 00:00:00+00:00,-0.001684330804490597
2019-01-31 00:00:00+00:00,-0.002119373878926578
2019-02-28 00:00:00+00:00,-0.00046487084977653303
2019-03-31 00:00:00+00:00,-0.0006889792102078296
2019-04-30 00:00:00+00:00,-0.00027540610029685997
2019-05-31 00:00:00+00:00,-0.004010316229992483
2019-06-30 00:00:00+00:00,-0.0006085807217983685
2019-07-31 00:00:00+00:00,-0.004316938268804749
2019-08-31 00:00:00+00:00,0.0018622998951531855
2019-09-30 00:00:00+00:00,0.0016369693947699826
2019-10-31 00:00:00+00:00,0.0027108441890726365
2019-11-30 00:00:00+00:00,-0.00025689575238196927
2019-12-31 00:00:00+00:00,-0.00010728944572147014
2020-01-31 00:00:00+00:00,-0.0018631215880994256
2020-02-29 00:00:00+00:00,-0.0005543762520578976
2020-03-31 00:00:00+00:00,0.0009142763592955294
2020-04-30 00:00:00+00:00,-0.0003705895120558189
2020-05-31 00:00:00+00:00,0.003745961813997001
2020-06-30 00:00:00+00:00,0.0017000618405538237
2020-07-31 00:00:00+00:00,0.00030316498881299836
2020-08-31 00:00:00+00:00,-0.00020979509415119946
2020-09-30 00:00:00+00:00,-0.004410832815802901
2020-10-31 00:00:00+00:00,-0.0005135390878489021
2020-11-30 00:00:00+00:00,0.005278420464628342
2020-12-31 00:00:00+00:00,0.0009971724807169569
2021-01-31 00:00:00+00:00,0.005328870381937412
2021-02-28 00:00:00+00:00,0.007580963506490068
2021-03-31 00:00:00+00:00,0.00771176333725232
2021-04-30 00:00:00+00:00,0.000305636221183736
2021-05-31 00:00:00+00:00,0.0038097361606528324
2021-06-30 00:00:00+00:00,0.0030150389065186634
2021-07-31 00:00:00+00:00,-0.0003636561086177714
2021-08-31 00:00:00+00:00,-0.0023117035749072867
2021-09-30 00:00:00+00:00,0.0019132542137214603
2021-10-31 00:00:00+00:00,-0.0034202821491510216
2021-11-30 00:00:00+00:00,0.001392408224110575
2021-12-31 00:00:00+00:00,-0.0004786469253414971
2022-01-31 00:00:00+00:00,-0.0015087207033852579
2022-02-28 00:00:00+00:00,0.00022876029258789288
2022-03-31 00:00:00+00:00,0.0015920046231201468
2022-04-30 00:00:00+00:00,0.00018542515178365804
2022-05-31 00:00:00+00:00,-0.0004070883786040369
2022-06-30 00:00:00+00:00,0.0004905392531910913
2022-07-31 00:00:00+00:00,-0.0015183226799903027
2022-08-31 00:00:00+00:00,0.002581118157321649
2022-09-30 00:00:00+00:00,0.002147052774976954
2022-10-31 00:00:00+00:00,-0.000640936088059596
2022-11-30 00:00:00+00:00,0.0051251603883588626
2022-12-31 00:00:00+00:00,0.004501866196482851
2023-01-31 00:00:00+00:00,-0.0025790290242261316
2023-02-28 00:00:00+00:00,0.003923809472796691
2023-03-31 00:00:00+00:00,-0.0009349528452005096
2023-04-30 00:00:00+00:00,0.0006059356774981151
2023-05-31 00:00:00+00:00,-0.002336530786869462
2023-06-30 00:00:00+00:00,0.005109718293228038
2023-07-31 00:00:00+00:00,-0.0035260997072633637
2023-08-31 00:00:00+00:00,-0.0013849390837512576
2023-09-30 00:00:00+00:00,0.00390115316213846
2023-10-31 00:00:00+00:00,-0.0012767168412776142
2023-11-30 00:00:00+00:00,0.0008505861661991521
2023-12-31 00:00:00+00:00,-0.003332216520329112
2024-01-31 00:00:00+00:00,0.0006844464007702555
2024-02-29 00:00:00+00:00,0.004807076924972176
2024-03-31 00:00:00+00:00,0.0022374889768037587
2024-04-30 00:00:00+00:00,0.004176228264347159
2024-05-31 00:00:00+00:00,0.002081314141073376
2024-06-30 00:00:00+00:00,-0.0011016455026181537
2024-07-31 00:00:00+00:00,0.0023743462688776695
2024-08-31 00:00:00+00:00,9.291854955506551e-05
2024-09-30 00:00:00+00:00,-4.1904532494418945e-05
2024-10-31 00:00:00+00:00,-0.0008743122152482519
2024-11-30 00:00:00+00:00,-0.0019326392946525939
2024-12-31 00:00:00+00:00,-0.0018774717589639112
2025-01-31 00:00:00+00:00,-0.001888078300845697
2025-02-28 00:00:00+00:00,-0.00038790690353829316
2025-03-31 00:00:00+00:00,6.307872787481017e-05
2025-04-30 00:00:00+00:00,0.0011251984534208503
2025-05-31 00:00:00+00:00,-0.0004944527994910075
2025-06-30 00:00:00+00:00,0.0018685651639493983
2025-07-31 00:00:00+00:00,0.001559610667172917
2025-08-31 00:00:00+00:00,0.0018491797954520717
2025-09-30 00:00:00+00:00,0.00011675486346507391
2025-10-31 00:00:00+00:00,-0.0012778489904985424
2025-11-30 00:00:00+00:00,0.00032988632159058895
2025-12-31 00:00:00+00:00,-0.0017132749572043027
2026-01-31 00:00:00+00:00,-0.0022216304838152956
2026-02-28 00:00:00+00:00,-0.00011335902505149598
2026-03-31 00:00:00+00:00,0.0005938863936005845
2026-04-30 00:00:00+00:00,0.0005073947998059936
2026-05-31 00:00:00+00:00,0.00039251525990469105
2026-06-30 00:00:00+00:00,-0.00040746531606905556
2026-07-31 00:00:00+00:00,0.0021005563904379354
2026-08-31 00:00:00+00:00,0.003643740004900975
2026-09-30 00:00:00+00:00,-0.0005543199848798697
