time,ai_acts_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0024868363003844873
2012-01-31 00:00:00+00:00,-0.0012017567844014865
2012-02-29 00:00:00+00:00,-0.0009897502968366778
2012-03-31 00:00:00+00:00,-0.0028385379755585527
2012-04-30 00:00:00+00:00,-0.003166829909201252
2012-05-31 00:00:00+00:00,0.005436764893125723
2012-06-30 00:00:00+00:00,-0.005275400892521431
2012-07-31 00:00:00+00:00,0.001654677399525184
2012-08-31 00:00:00+00:00,-3.128887340109188e-05
2012-09-30 00:00:00+00:00,0.001994727156149567
2012-10-31 00:00:00+00:00,0.00042775725193400227
2012-11-30 00:00:00+00:00,-0.0041021319852644345
2012-12-31 00:00:00+00:00,-0.0007575268760555698
2013-01-31 00:00:00+00:00,0.0010648125551586674
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,-0.005280610278554976
2013-05-31 00:00:00+00:00,0.004559847481003798
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.006086884648588198
2013-09-30 00:00:00+00:00,-0.002125512241552885
2013-10-31 00:00:00+00:00,-0.0010575890815816003
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.00022512255000251002
2014-01-31 00:00:00+00:00,0.0028178478618523517
2014-02-28 00:00:00+00:00,0.0013780347339433785
2014-03-31 00:00:00+00:00,-0.002096915002290811
2014-04-30 00:00:00+00:00,-0.0011087872059607484
2014-05-31 00:00:00+00:00,-0.0029851381965290136
2014-06-30 00:00:00+00:00,-0.002995199092999723
2014-07-31 00:00:00+00:00,0.0061170394943790285
2014-08-31 00:00:00+00:00,0.002897949640326525
2014-09-30 00:00:00+00:00,0.008203682548397095
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,-0.0002847033040054292
2015-01-31 00:00:00+00:00,-0.008032712054522384
2015-02-28 00:00:00+00:00,0.0011243711533677203
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,-0.006405455261587312
2015-05-31 00:00:00+00:00,0.0038034396614166077
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,-0.0024329248635476253
2015-08-31 00:00:00+00:00,0.003745751762764593
2015-09-30 00:00:00+00:00,-0.0026513109286609993
2015-10-31 00:00:00+00:00,-0.0033614244826949413
2015-11-30 00:00:00+00:00,0.0016914304527864132
2015-12-31 00:00:00+00:00,-0.008096212148114512
2016-01-31 00:00:00+00:00,0.0024460814172473366
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,-0.006780523509404501
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,-0.0038447885065884257
2016-07-31 00:00:00+00:00,0.0008459569866110517
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.000544846264426857
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0010066390432925676
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.002785266797864283
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,-0.004996102612983777
2017-05-31 00:00:00+00:00,-0.0007062457041395742
2017-06-30 00:00:00+00:00,-0.0016610232781442136
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.002375453364801716
2017-09-30 00:00:00+00:00,-0.0009433046742099993
2017-10-31 00:00:00+00:00,0.0027082451123159323
2017-11-30 00:00:00+00:00,-0.002032052796598127
