time,core70_bci30
2024-02-29 00:00:00+00:00,0.0006047060650336
2024-03-31 00:00:00+00:00,-0.01792047027486121
2024-04-30 00:00:00+00:00,0.007917277861929417
2024-05-31 00:00:00+00:00,0.02157333416850382
2024-06-30 00:00:00+00:00,-0.01754204115006197
2024-07-31 00:00:00+00:00,0.010831781543421792
2024-08-31 00:00:00+00:00,0.03956267612725539
2024-09-30 00:00:00+00:00,0.009168781741809129
2024-10-31 00:00:00+00:00,0.04516609310997999
2024-11-30 00:00:00+00:00,0.017451761061167304
2024-12-31 00:00:00+00:00,-0.011405214879278258
2025-01-31 00:00:00+00:00,0.02056125564223632
2025-02-28 00:00:00+00:00,0.0020057359915646167
2025-03-31 00:00:00+00:00,0.011040146728987121
2025-04-30 00:00:00+00:00,-0.015546698965857031
2025-05-31 00:00:00+00:00,0.021063495407644295
2025-06-30 00:00:00+00:00,0.003085637279211184
2025-07-31 00:00:00+00:00,0.012220268605189988
2025-08-31 00:00:00+00:00,0.04719276305816744
2025-09-30 00:00:00+00:00,0.02027073143311431
2025-10-31 00:00:00+00:00,-0.0016441023179070147
2025-11-30 00:00:00+00:00,-0.0020710012950920786
2025-12-31 00:00:00+00:00,0.013526439676685653
2026-01-31 00:00:00+00:00,0.005526863685460848
2026-02-28 00:00:00+00:00,0.013368359564482457
2026-03-31 00:00:00+00:00,-0.029852877199818106
2026-04-30 00:00:00+00:00,0.059533936331994664
2026-05-31 00:00:00+00:00,-0.002535556379935189
2026-06-30 00:00:00+00:00,0.004686440976890527
2026-07-31 00:00:00+00:00,0.08194314065274111
2026-08-31 00:00:00+00:00,0.013614987271071799
2026-09-30 00:00:00+00:00,0.011299903133058287
