time,dollar_ew
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,-0.013720529920422164
2012-06-30 00:00:00+00:00,-0.0035345407243267957
2012-07-31 00:00:00+00:00,-0.003163867248934027
2012-08-31 00:00:00+00:00,-0.0007382091531664692
2012-09-30 00:00:00+00:00,-0.004094405755300401
2012-10-31 00:00:00+00:00,-5.111804689761357e-06
2012-11-30 00:00:00+00:00,-0.00061865961505847
2012-12-31 00:00:00+00:00,0.000808681166053038
2013-01-31 00:00:00+00:00,-0.0006475881357067559
2013-02-28 00:00:00+00:00,-0.005098164772195157
2013-03-31 00:00:00+00:00,-0.0003565818819306621
2013-04-30 00:00:00+00:00,0.0036265537408119997
2013-05-31 00:00:00+00:00,0.007261601224564762
2013-06-30 00:00:00+00:00,0.004109372810239265
2013-07-31 00:00:00+00:00,-0.002624278891371956
2013-08-31 00:00:00+00:00,-0.0015304536207677577
2013-09-30 00:00:00+00:00,-0.008049404427716955
2013-10-31 00:00:00+00:00,-0.0002414400063093236
2013-11-30 00:00:00+00:00,0.002255725156097732
2013-12-31 00:00:00+00:00,-0.001230157265771914
2014-01-31 00:00:00+00:00,0.003600112382981191
2014-02-28 00:00:00+00:00,-0.0029882412088264587
2014-03-31 00:00:00+00:00,-0.003031762661274695
2014-04-30 00:00:00+00:00,-0.0009410625536275807
2014-05-31 00:00:00+00:00,0.0016760572555343245
2014-06-30 00:00:00+00:00,0.0032504382150067013
2014-07-31 00:00:00+00:00,-0.004433879291307008
2014-08-31 00:00:00+00:00,-0.0021791996209372666
2014-09-30 00:00:00+00:00,-0.00934311781248176
2014-10-31 00:00:00+00:00,2.5647792386118695e-05
2014-11-30 00:00:00+00:00,-0.005810603687649962
2014-12-31 00:00:00+00:00,-0.004783417548669844
2015-01-31 00:00:00+00:00,-0.004644421543032795
2015-02-28 00:00:00+00:00,0.0029200233631030414
2015-03-31 00:00:00+00:00,0.004539666947490639
2015-04-30 00:00:00+00:00,-0.0038863605094362486
2015-05-31 00:00:00+00:00,-0.01182192065059473
2015-06-30 00:00:00+00:00,-0.011034878132401782
2015-07-31 00:00:00+00:00,-0.005556725607744006
2015-08-31 00:00:00+00:00,-0.008087515367442233
2015-09-30 00:00:00+00:00,0.0029546504026529696
2015-10-31 00:00:00+00:00,0.008777834804887474
2015-11-30 00:00:00+00:00,0.006969830827235235
2015-12-31 00:00:00+00:00,0.007875225769905958
2016-01-31 00:00:00+00:00,-0.00432273165844943
2016-02-29 00:00:00+00:00,0.006530435990391492
2016-03-31 00:00:00+00:00,0.006437482265321481
2016-04-30 00:00:00+00:00,-0.0029605640631100716
2016-05-31 00:00:00+00:00,-0.005665813295725686
2016-06-30 00:00:00+00:00,0.023263922534223713
2016-07-31 00:00:00+00:00,0.004685438496393468
2016-08-31 00:00:00+00:00,0.0024681009034241974
2016-09-30 00:00:00+00:00,0.0026468246930153594
2016-10-31 00:00:00+00:00,0.020674588811607997
2016-11-30 00:00:00+00:00,-0.002682096849333404
2016-12-31 00:00:00+00:00,-0.004748888510745064
2017-01-31 00:00:00+00:00,0.0027428398267965726
2017-02-28 00:00:00+00:00,0.0007923321290330687
2017-03-31 00:00:00+00:00,-0.0021821606261180904
2017-04-30 00:00:00+00:00,-0.005286139461247008
2017-05-31 00:00:00+00:00,-0.0019003318419499315
2017-06-30 00:00:00+00:00,-0.0006411920291592432
2017-07-31 00:00:00+00:00,-0.003112030437979696
2017-08-31 00:00:00+00:00,-0.00030619096653039524
