time,reer_epu_tpu_ew
2011-10-31 00:00:00+00:00,-0.00243939709409402
2011-11-30 00:00:00+00:00,0.0019694852402332153
2011-12-31 00:00:00+00:00,-0.0015219844030611718
2012-01-31 00:00:00+00:00,0.0004512120710218337
2012-02-29 00:00:00+00:00,0.001724869600322032
2012-03-31 00:00:00+00:00,0.00026321116482308504
2012-04-30 00:00:00+00:00,0.0006731471483654161
2012-05-31 00:00:00+00:00,-0.010199523325709836
2012-06-30 00:00:00+00:00,-0.005849117336734655
2012-07-31 00:00:00+00:00,-0.008324101460169708
2012-08-31 00:00:00+00:00,0.004165603405813734
2012-09-30 00:00:00+00:00,0.003127254409388769
2012-10-31 00:00:00+00:00,-0.0005750302486834391
2012-11-30 00:00:00+00:00,-0.001839966004643978
2012-12-31 00:00:00+00:00,0.0027579427691213354
2013-01-31 00:00:00+00:00,-0.0012352939642840122
2013-02-28 00:00:00+00:00,0.00019294438228634192
2013-03-31 00:00:00+00:00,-0.008441262064127875
2013-04-30 00:00:00+00:00,0.0016039577668238714
2013-05-31 00:00:00+00:00,0.02846241267141214
2013-06-30 00:00:00+00:00,0.024591869488864715
2013-07-31 00:00:00+00:00,0.0029133324259975613
2013-08-31 00:00:00+00:00,0.005449748223994355
2013-09-30 00:00:00+00:00,-0.016138867124802836
2013-10-31 00:00:00+00:00,0.0009486239584797218
2013-11-30 00:00:00+00:00,0.003803486122890387
2013-12-31 00:00:00+00:00,-0.0014671174810917398
2014-01-31 00:00:00+00:00,-0.002202855572866702
2014-02-28 00:00:00+00:00,-0.010834729130771215
2014-03-31 00:00:00+00:00,-0.007235410191668179
2014-04-30 00:00:00+00:00,0.0006365612268692811
2014-05-31 00:00:00+00:00,0.004581400328597329
2014-06-30 00:00:00+00:00,-0.005664204015992769
2014-07-31 00:00:00+00:00,0.004965651297207163
2014-08-31 00:00:00+00:00,0.0095642802199567
2014-09-30 00:00:00+00:00,0.015025081015654473
2014-10-31 00:00:00+00:00,0.002045028707981622
2014-11-30 00:00:00+00:00,0.00034982613144296515
2014-12-31 00:00:00+00:00,-0.0028669635048074182
2015-01-31 00:00:00+00:00,0.004971562486076664
2015-02-28 00:00:00+00:00,-0.012250773147130078
2015-03-31 00:00:00+00:00,0.00856164948536109
2015-04-30 00:00:00+00:00,0.007605949874780471
2015-05-31 00:00:00+00:00,-0.009401535728438604
2015-06-30 00:00:00+00:00,-0.004291971876694167
2015-07-31 00:00:00+00:00,-0.00461705428883763
2015-08-31 00:00:00+00:00,0.0033066769851921585
2015-09-30 00:00:00+00:00,0.0010250854778790508
2015-10-31 00:00:00+00:00,-0.0014512805124756722
2015-11-30 00:00:00+00:00,0.013440687380782856
2015-12-31 00:00:00+00:00,-0.008802371892424943
2016-01-31 00:00:00+00:00,-0.004228701380456945
2016-02-29 00:00:00+00:00,0.012139959185513138
2016-03-31 00:00:00+00:00,0.0037256415716790947
2016-04-30 00:00:00+00:00,0.004665324291812656
2016-05-31 00:00:00+00:00,-0.01443256179371577
2016-06-30 00:00:00+00:00,0.01886648601108587
2016-07-31 00:00:00+00:00,-0.0012871802984749658
2016-08-31 00:00:00+00:00,0.0032889504259125957
2016-09-30 00:00:00+00:00,-0.0004554581666690316
2016-10-31 00:00:00+00:00,0.0032977009575716476
2016-11-30 00:00:00+00:00,0.017393791066412367
2016-12-31 00:00:00+00:00,0.0027951575734146417
2017-01-31 00:00:00+00:00,-0.00388373512787088
2017-02-28 00:00:00+00:00,0.0009253473841395188
2017-03-31 00:00:00+00:00,0.00284120318698311
2017-04-30 00:00:00+00:00,0.0021536662356835823
2017-05-31 00:00:00+00:00,-0.002138211269560153
2017-06-30 00:00:00+00:00,-0.001630214257382967
2017-07-31 00:00:00+00:00,0.0030872335926737104
2017-08-31 00:00:00+00:00,-0.003723026951393149
2017-09-30 00:00:00+00:00,0.013557562002825874
2017-10-31 00:00:00+00:00,0.004797844154621034
2017-11-30 00:00:00+00:00,0.00031867044882538664
2017-12-31 00:00:00+00:00,-0.0033841779298038333
2018-01-31 00:00:00+00:00,0.0018175867439995663
2018-02-28 00:00:00+00:00,0.00662398413163201
2018-03-31 00:00:00+00:00,-0.004070545192846664
2018-04-30 00:00:00+00:00,-0.0009444176335997589
2018-05-31 00:00:00+00:00,0.0004487135666750852
2018-06-30 00:00:00+00:00,-0.0012021610008896566
2018-07-31 00:00:00+00:00,0.0011902384814093114
2018-08-31 00:00:00+00:00,-0.00032545420812279957
2018-09-30 00:00:00+00:00,0.0008655849420096118
2018-10-31 00:00:00+00:00,-0.0008361086397581374
2018-11-30 00:00:00+00:00,0.008658621438532688
2018-12-31 00:00:00+00:00,-0.009156343643702103
2019-01-31 00:00:00+00:00,0.002917907183510371
2019-02-28 00:00:00+00:00,0.00042056445996729863
2019-03-31 00:00:00+00:00,-0.0005370829445375813
