time,reer_chg_xs
2011-10-31 00:00:00+00:00,-0.02418121510418758
2011-11-30 00:00:00+00:00,0.024372424459460973
2011-12-31 00:00:00+00:00,-0.0009592999701460991
2012-01-31 00:00:00+00:00,-0.010177260800025012
2012-02-29 00:00:00+00:00,-0.003007751244209045
2012-03-31 00:00:00+00:00,-0.004192292495969863
2012-04-30 00:00:00+00:00,-0.0022618023299153522
2012-05-31 00:00:00+00:00,-0.01387795318868068
2012-06-30 00:00:00+00:00,-0.018267073115571075
2012-07-31 00:00:00+00:00,-0.017314028017498817
2012-08-31 00:00:00+00:00,0.007199306391272309
2012-09-30 00:00:00+00:00,0.003477531597295025
2012-10-31 00:00:00+00:00,0.005407874127292933
2012-11-30 00:00:00+00:00,0.0018952711901967234
2012-12-31 00:00:00+00:00,0.006791864420276461
2013-01-31 00:00:00+00:00,0.011767031164779507
2013-02-28 00:00:00+00:00,0.008959029872092517
2013-03-31 00:00:00+00:00,-0.013574607228256652
2013-04-30 00:00:00+00:00,0.002229985651965194
2013-05-31 00:00:00+00:00,0.01454758735145223
2013-06-30 00:00:00+00:00,-0.0031663650442717017
2013-07-31 00:00:00+00:00,0.007550836971236041
2013-08-31 00:00:00+00:00,0.0004880192094849356
2013-09-30 00:00:00+00:00,-0.015852012028102935
2013-10-31 00:00:00+00:00,-0.0007351973504847731
2013-11-30 00:00:00+00:00,-0.004087264673952928
2013-12-31 00:00:00+00:00,-0.011404910068656182
2014-01-31 00:00:00+00:00,0.0022967754318878875
2014-02-28 00:00:00+00:00,-0.003842107513709836
2014-03-31 00:00:00+00:00,-0.0019301380737215545
2014-04-30 00:00:00+00:00,0.0005636754890883111
2014-05-31 00:00:00+00:00,0.007463517025841027
2014-06-30 00:00:00+00:00,-0.00027584640023226026
2014-07-31 00:00:00+00:00,0.0019392670391338296
2014-08-31 00:00:00+00:00,0.011336371319659477
2014-09-30 00:00:00+00:00,-0.0005196121164966483
2014-10-31 00:00:00+00:00,0.002221006090412647
2014-11-30 00:00:00+00:00,0.00034982613144340924
2014-12-31 00:00:00+00:00,-0.0028669635048074182
2015-01-31 00:00:00+00:00,0.004971562486076886
2015-02-28 00:00:00+00:00,0.005539199610880008
2015-03-31 00:00:00+00:00,0.011086375368180246
2015-04-30 00:00:00+00:00,-0.003834388654517795
2015-05-31 00:00:00+00:00,-0.007117772089559993
2015-06-30 00:00:00+00:00,-0.004291971876693723
2015-07-31 00:00:00+00:00,-0.008018409211261845
2015-08-31 00:00:00+00:00,0.003465793379175963
2015-09-30 00:00:00+00:00,0.0014997252792114946
2015-10-31 00:00:00+00:00,0.012779757351495613
2015-11-30 00:00:00+00:00,0.009952470406256797
2015-12-31 00:00:00+00:00,0.008795526419867139
2016-01-31 00:00:00+00:00,-0.006031450729176657
2016-02-29 00:00:00+00:00,0.01335439175409947
2016-03-31 00:00:00+00:00,0.010666363402144663
2016-04-30 00:00:00+00:00,0.007932442693482367
2016-05-31 00:00:00+00:00,-0.016500417298556003
2016-06-30 00:00:00+00:00,0.017831422687204723
2016-07-31 00:00:00+00:00,0.000244075423166068
2016-08-31 00:00:00+00:00,0.0006652647109843812
2016-09-30 00:00:00+00:00,-0.006378543723747243
2016-10-31 00:00:00+00:00,-0.00454528664054521
2016-11-30 00:00:00+00:00,0.018881039038011194
2016-12-31 00:00:00+00:00,0.008628247758108998
2017-01-31 00:00:00+00:00,-0.006886667129805901
2017-02-28 00:00:00+00:00,-0.010096710782440232
2017-03-31 00:00:00+00:00,0.0058606464082462395
2017-04-30 00:00:00+00:00,0.014741573356065407
2017-05-31 00:00:00+00:00,-0.003747632501376663
2017-06-30 00:00:00+00:00,-0.010573968810403955
2017-07-31 00:00:00+00:00,-0.005049210783788172
2017-08-31 00:00:00+00:00,0.009122514359964029
2017-09-30 00:00:00+00:00,0.011325400682020703
2017-10-31 00:00:00+00:00,0.011027982247048929
2017-11-30 00:00:00+00:00,0.01017571528155714
2017-12-31 00:00:00+00:00,-0.005212427907236972
2018-01-31 00:00:00+00:00,0.0047372187642642505
2018-02-28 00:00:00+00:00,0.016737713953582478
2018-03-31 00:00:00+00:00,0.004179442718948767
2018-04-30 00:00:00+00:00,-0.012028627467137287
2018-05-31 00:00:00+00:00,0.014722427572618102
2018-06-30 00:00:00+00:00,-0.010864155242705564
