,USD,EUR,GBP,JPY,CAD,AUD
1987-05-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-06-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-07-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-08-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-09-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-10-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-11-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1987-12-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1988-01-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1988-02-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1988-03-01 00:00:00+00:00,,,-2.335,-1.362,-0.345,
1988-04-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-05-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-06-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-07-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-08-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-09-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-10-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-11-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1988-12-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1989-01-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1989-02-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1989-03-01 00:00:00+00:00,,,-1.671,-0.359,-0.699,
1989-04-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-05-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-06-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-07-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-08-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-09-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-10-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-11-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1989-12-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1990-01-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1990-02-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1990-03-01 00:00:00+00:00,,,0.248,0.495,-0.963,0.477
1990-04-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-05-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-06-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-07-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-08-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-09-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-10-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-11-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1990-12-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1991-01-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1991-02-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1991-03-01 00:00:00+00:00,,,0.478,1.231,-0.912,0.925
1991-04-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-05-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-06-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-07-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-08-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-09-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-10-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-11-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1991-12-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1992-01-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1992-02-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1992-03-01 00:00:00+00:00,,,-1.535,1.959,-0.717,-0.232
1992-04-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-05-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-06-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-07-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-08-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-09-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-10-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-11-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1992-12-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1993-01-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1993-02-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1993-03-01 00:00:00+00:00,,-3.21,-2.766,1.675,-1.037,-2.788
1993-04-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-05-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-06-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-07-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-08-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-09-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-10-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-11-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1993-12-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1994-01-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1994-02-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1994-03-01 00:00:00+00:00,,-2.632,-5.407,0.574,-1.217,-4.745
1994-04-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-05-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-06-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-07-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-08-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-09-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-10-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-11-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1994-12-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1995-01-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1995-02-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1995-03-01 00:00:00+00:00,,-3.11,-6.624,-2.391,-0.889,-4.727
1995-04-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-05-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-06-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-07-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-08-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-09-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-10-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-11-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1995-12-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1996-01-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1996-02-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1996-03-01 00:00:00+00:00,,-2.542,-5.741,-3.762,-1.676,-3.793
1996-04-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-05-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-06-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-07-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-08-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-09-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-10-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-11-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1996-12-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1997-01-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1997-02-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1997-03-01 00:00:00+00:00,,-9.437,-4.988,-4.296,-0.944,-2.603
1997-04-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-05-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-06-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-07-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-08-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-09-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-10-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-11-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1997-12-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1998-01-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1998-02-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1998-03-01 00:00:00+00:00,,-3.638,-3.647,-4.869,-0.733,-1.456
1998-04-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-05-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-06-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-07-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-08-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-09-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-10-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-11-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1998-12-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1999-01-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1999-02-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1999-03-01 00:00:00+00:00,,-3.027,-2.01,-3.526,-0.726,-0.493
1999-04-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-05-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-06-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-07-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-08-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-09-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-10-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-11-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
1999-12-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
2000-01-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
2000-02-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
2000-03-01 00:00:00+00:00,,-2.65,-0.213,-10.047,-1.076,-0.246
2000-04-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-05-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-06-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-07-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-08-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-09-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-10-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-11-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2000-12-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2001-01-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2001-02-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2001-03-01 00:00:00+00:00,,-1.866,0.76,-6.749,-2.296,0.666
2001-04-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-05-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-06-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-07-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-08-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-09-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-10-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-11-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2001-12-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2002-01-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2002-02-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2002-03-01 00:00:00+00:00,,-1.714,1.395,-7.282,-2.811,1.25
2002-04-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-05-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-06-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-07-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-08-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-09-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-10-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-11-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2002-12-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2003-01-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2003-02-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2003-03-01 00:00:00+00:00,-0.544,-3.125,0.336,-6.2,-2.562,-0.03
2003-04-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-05-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-06-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-07-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-08-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-09-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-10-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-11-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2003-12-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2004-01-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2004-02-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2004-03-01 00:00:00+00:00,-3.821,-4.086,-1.957,-7.336,-2.843,0.193
2004-04-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-05-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-06-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-07-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-08-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-09-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-10-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-11-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2004-12-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2005-01-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2005-02-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2005-03-01 00:00:00+00:00,-4.771,-3.83,-3.215,-7.433,-2.36,1.051
2005-04-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-05-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-06-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-07-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-08-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-09-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-10-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-11-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2005-12-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2006-01-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2006-02-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2006-03-01 00:00:00+00:00,-4.244,-3.421,-3.164,-5.314,-1.489,1.323
2006-04-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-05-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-06-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-07-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-08-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-09-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-10-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-11-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2006-12-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2007-01-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2007-02-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2007-03-01 00:00:00+00:00,-3.075,-3.371,-3.15,-4.438,-1.38,1.707
2007-04-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-05-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-06-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-07-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-08-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-09-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-10-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-11-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2007-12-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2008-01-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2008-02-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2008-03-01 00:00:00+00:00,-2.036,-1.755,-2.759,-3.029,-1.126,1.771
2008-04-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-05-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-06-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-07-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-08-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-09-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-10-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-11-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2008-12-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2009-01-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2009-02-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2009-03-01 00:00:00+00:00,-2.913,0.155,-2.654,-2.901,0.058,1.474
2009-04-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-05-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-06-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-07-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-08-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-09-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-10-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-11-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2009-12-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
2010-01-01 00:00:00+00:00,-6.612,-0.263,-5.087,-4.11,-0.024,-1.101
