symbol,timeframe,strategy,data_source,bars_total,bars_research,bars_holdout,range_start,range_end,params,wf_mode,folds,is_return,oos_return,oos_max_dd,oos_daily_dd,oos_sharpe,oos_trades,oos_gates_pass,oos_profitable,overfit_oos_weaker,anchored_oos_return,anchored_gates_pass,holdout_return,holdout_max_dd,holdout_daily_dd,holdout_sharpe,holdout_trades,holdout_gates_pass,holdout_profitable_and_gates,ftmo_golive_candidate,baseline_oos_return,baseline_gates_pass
USDCHF,H4,hybrid_regime,approximate_non_ftmo,4438,2851,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,-0.0009551185329402366,0.0012288932050557033,0.02540073862500074,0.013231251632698986,-0.39557464445546797,69,True,True,False,0.0012288932050557033,True,-0.0326721221653401,0.045515638186540454,0.01245345506852027,-0.6298984330311458,76,True,False,False,0.00011602617816460239,True
USDCHF,H4,breakout_donchian,approximate_non_ftmo,4438,2851,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 22, ""atr_pct_min"": 0.0, ""donchian_window"": 20, ""session_hours"": null, ""use_mid_exit"": false}",rolling,23,-0.01336589435035641,0.0005550469785168845,0.039290599025000573,0.013808962270934571,-0.2590501251901867,83,True,True,False,0.0005550469785168845,True,0.006997751493332149,0.07107289777378001,0.015164264349900623,0.13274729450447467,89,True,True,False,-0.0031402311270168517,True
USDCHF,H4,bbands_reversion,approximate_non_ftmo,4438,2851,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 22, ""require_htf_align"": false, ""require_rsi"": false, ""rsi_high"": 60, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,0.005656774006001305,0.002082258203555531,0.023775476727583154,0.013375159990934336,1.4388105975417105,26,True,True,True,0.002082258203555531,True,0.03603634011380308,0.023890038894131438,0.011054619541484862,0.8199603203908117,43,True,True,False,0.00036490623823667737,True
USDCHF,H4,squeeze_breakout,approximate_non_ftmo,4438,2851,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 18, ""exit_bars"": 16, ""lookback"": 40, ""session_hours"": null, ""squeeze_pct"": 0.2}",rolling,23,-0.0023350675756911928,0.001109986002381146,0.026966532724774735,0.012934090530087124,-0.028644035835211835,62,True,True,False,0.001109986002381146,True,-0.019100003975046298,0.043960796231099025,0.009813777265089885,-0.43402408021068783,64,True,False,False,-0.0019356726647444956,True
USDCHF,H4,keltner_breakout,approximate_non_ftmo,4438,2851,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 18, ""atr_mult"": 1.25, ""exit_to_mid"": false, ""session_hours"": null}",rolling,23,-0.0030840485479564084,-0.0033131329104251496,0.04851186424648668,0.014701873096305499,-1.196078167812039,121,True,False,False,-0.0033131329104251496,True,0.03923018612923257,0.054413007701591846,0.01245345506852027,0.5798728179312657,91,True,True,False,-0.002453755886736686,True
USDCHF,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-14 23:00:00+00:00,2026-09-14 23:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 20, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.0004112986314328337,-0.005695480406313587,0.07261922594650849,0.028192176266994357,-0.525688456695917,45,True,False,True,-0.005695480406313587,True,0.009349884728585112,0.028185624424487517,0.015807230438001134,0.5309096502126308,10,True,True,False,-0.0033356159075132426,True
USDCHF,D1,breakout_donchian,approximate_non_ftmo,2601,2341,260,2016-09-14 23:00:00+00:00,2026-09-14 23:00:00+00:00,"{""adx_min"": 0, ""atr_pct_min"": 0.1, ""donchian_window"": 20, ""session_hours"": null, ""use_mid_exit"": false}",rolling,21,-0.0226174346293217,-0.006820449551563188,0.08044199842943489,0.028192176266994357,-1.4010702583295436,36,True,False,False,-0.006820449551563188,True,-0.06331676649194506,0.08416063927725269,0.017997462470989996,-2.373507327658346,10,True,False,False,-0.004334700687577295,True
USDCHF,D1,bbands_reversion,approximate_non_ftmo,2601,2341,260,2016-09-14 23:00:00+00:00,2026-09-14 23:00:00+00:00,"{""adx_max"": 28, ""require_htf_align"": false, ""require_rsi"": true, ""rsi_high"": 60, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.01990295558401467,0.002161748056897527,0.05839687489935168,0.020048916960948553,1.1685350649493174,21,True,True,True,0.002161748056897527,True,0.007671595080541049,0.03943544321550487,0.018401543817128694,0.4716277282938624,6,True,True,False,0.004001057454142957,True
USDCHF,D1,squeeze_breakout,approximate_non_ftmo,2601,2341,260,2016-09-14 23:00:00+00:00,2026-09-14 23:00:00+00:00,"{""adx_min"": 18, ""exit_bars"": 16, ""lookback"": 60, ""session_hours"": null, ""squeeze_pct"": 0.2}",rolling,21,0.022445627379966176,-0.0004539196778193017,0.051832976139294336,0.017345831772247765,-0.29082620165065143,42,True,False,True,-0.0004539196778193017,True,-0.012231664877431214,0.041650967106634434,0.011639118362235749,-0.6946968417884632,8,True,False,False,-0.0009505196175896344,True
USDCHF,D1,keltner_breakout,approximate_non_ftmo,2601,2341,260,2016-09-14 23:00:00+00:00,2026-09-14 23:00:00+00:00,"{""adx_min"": 18, ""atr_mult"": 2.0, ""exit_to_mid"": true, ""session_hours"": null}",rolling,21,-0.007119884133043965,-0.0022916424696840096,0.04438157429487154,0.021209060939586345,-0.7938070632269442,38,True,False,False,-0.0022916424696840096,True,0.00686777678974404,0.02029500630431543,0.012026531895548833,0.5573065974534567,2,True,True,False,-0.0022073243999736042,True
NZDUSD,H4,hybrid_regime,approximate_non_ftmo,4451,2862,1589,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""rsi_high"": 65, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,-0.01416637540230999,-0.0008516524932104747,0.02303408693565953,0.009832533765520493,-0.4404373782989622,78,True,False,False,-0.0008516524932104747,True,-0.06129168967792542,0.07928001572800951,0.008600175380706787,-1.713705383264525,93,True,False,False,-0.001925340501714402,True
NZDUSD,H4,breakout_donchian,approximate_non_ftmo,4451,2862,1589,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 22, ""atr_pct_min"": 0.0, ""donchian_window"": 15, ""session_hours"": null, ""use_mid_exit"": false}",rolling,23,0.003420703693531815,-0.004988839339854578,0.02719943903580362,0.014276016368865966,-2.6392012538071463,111,True,False,True,-0.004988839339854578,True,-0.00847573801585877,0.07936310672912354,0.009385873895372642,-0.14775775954686318,124,True,False,False,-0.0011599767248380685,True
NZDUSD,H4,bbands_reversion,approximate_non_ftmo,4451,2862,1589,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 28, ""require_htf_align"": false, ""require_rsi"": false, ""rsi_high"": 60, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,-0.003266802189870608,-0.0005186415614254722,0.03396599500014623,0.012312778949737549,0.1973902781623709,38,True,False,False,-0.0005186415614254722,True,-0.06314627195358902,0.06314627195358902,0.008339345455169678,-1.7502865223930573,43,True,False,False,6.95425862849358e-05,True
NZDUSD,H4,squeeze_breakout,approximate_non_ftmo,4451,2862,1589,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 10, ""exit_bars"": 16, ""lookback"": 60, ""session_hours"": null, ""squeeze_pct"": 0.3}",rolling,23,-0.00977758439431485,-0.001844485156254982,0.02496494595119002,0.009535992450714112,-0.7375415334208829,113,True,False,False,-0.001844485156254982,True,-0.049846776372372115,0.0724454715040862,0.009100606302533997,-1.1788331979293905,133,True,False,False,-0.0021509003546818046,True
