symbol,timeframe,strategy,data_source,bars_total,bars_research,bars_holdout,range_start,range_end,params,wf_mode,folds,is_return,oos_return,oos_max_dd,oos_daily_dd,oos_sharpe,oos_trades,oos_gates_pass,oos_profitable,overfit_oos_weaker,anchored_oos_return,anchored_gates_pass,holdout_return,holdout_max_dd,holdout_daily_dd,holdout_sharpe,holdout_trades,holdout_gates_pass,holdout_profitable_and_gates,ftmo_golive_candidate,baseline_oos_return,baseline_gates_pass,meaningful
USDJPY,D1,bbands_reversion,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 22, ""require_rsi"": false, ""rsi_high"": 60, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.01832574505203522,0.0015933303151540999,0.02221508117934323,0.01052891230388268,0.8565247936387318,31,True,True,True,0.0015933303151540999,True,0.044025035131501244,0.015975916729196488,0.004567647971633559,3.0388128300186277,8,True,True,False,0.001034711576035619,True,True
GBPUSD,H4,breakout_donchian,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 15, ""atr_pct_min"": 0.1, ""session_hours"": ""7-20"", ""use_mid_exit"": false}",rolling,23,-0.0038596579507917755,0.0014252882598132077,0.027388233401356207,0.011994857036481845,0.282170441944189,106,True,True,False,0.0014252882598132077,True,0.008120793178122643,0.05576721424654383,0.01527733185664576,0.14486377708815426,99,True,True,False,-0.0001699484982565104,True,True
USDJPY,H4,bbands_reversion,approximate_non_ftmo,4435,2852,1583,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 22, ""require_rsi"": true, ""rsi_high"": 65, ""rsi_low"": 40, ""session_hours"": null}",rolling,23,0.00922049848093428,0.0014175947409035513,0.013847887176059764,0.010163944271271612,0.6762283667788906,38,True,True,True,0.0014175947409035513,True,0.011384959438697217,0.02309835269019376,0.013753387633541425,0.35429415666616904,53,True,True,False,0.002323035280669992,True,True
GBPUSD,H4,bbands_reversion,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 35, ""require_rsi"": true, ""rsi_high"": 60, ""rsi_low"": 40, ""session_hours"": null}",rolling,23,0.008136755787346484,0.000605773843466944,0.04152290435502189,0.010035484504699998,0.7049538757685581,75,True,True,True,0.000605773843466944,True,0.0414593529806464,0.03309345043236018,0.011806692710277275,0.8102303378815598,86,True,True,False,-0.00022836143030780448,True,True
EURUSD,H4,bbands_reversion,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 22, ""require_rsi"": true, ""rsi_high"": 65, ""rsi_low"": 40, ""session_hours"": null}",rolling,23,0.004551788088520704,0.0005420073870037033,0.020767112426608957,0.00978848300933838,0.6733513280576124,24,True,True,True,0.0005420073870037033,True,0.0005113606100612955,0.04645825702597894,0.007269250273622892,0.031232869666439952,51,True,True,False,0.0006761214320556141,True,True
GBPUSD,D1,bbands_reversion,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 35, ""require_rsi"": true, ""rsi_high"": 60, ""rsi_low"": 40, ""session_hours"": null}",rolling,21,0.02500759247676434,-0.0010298376894125711,0.02809233102625142,0.010679879040309315,-0.15520742175907415,51,True,False,True,-0.0010298376894125711,True,0.015847256492288686,0.012875126710719513,0.007345855236053467,1.3895581183404326,8,True,True,False,-0.001629089973855733,True,True
USDJPY,H4,mean_reversion_regime,approximate_non_ftmo,4435,2852,1583,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 20, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": ""7-20""}",rolling,23,0.00024234907381382863,-0.0017000941749272345,0.030889237423816218,0.013001790819455345,-0.44278350529349947,31,True,False,True,-0.0017000941749272345,True,0.0007853215484718845,0.02512160502684821,0.009400732789251487,0.04301588480151655,48,True,True,False,-0.0022600468762351265,True,True
GBPUSD,D1,mean_reversion_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 30, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.0041693041614711095,-0.0037269488899087286,0.03459129556930838,0.01537746889713846,-0.6346422410090342,47,True,False,True,-0.0037269488899087286,True,0.03338170289769948,0.016308235990786124,0.007345855236053467,3.272782692222399,6,True,True,False,-0.0031143118215664067,True,True
USDJPY,D1,mean_reversion_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 20, ""rsi_high"": 70, ""rsi_low"": 30, ""session_hours"": null}",rolling,21,0.005618484690363544,0.0011225301273564085,0.015048412719012543,0.0065039344447645996,0.3475747528567444,7,True,True,True,0.0011225301273564085,True,0.01912943394861233,0.016294377163104497,0.004567647971633559,1.517366884765732,6,True,True,False,-0.0025023272130021263,True,False
GBPUSD,D1,breakout_donchian,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_min"": 15, ""atr_pct_min"": 0.0, ""session_hours"": null, ""use_mid_exit"": false}",rolling,21,0.03358824799796526,0.005513444067388036,0.034162283357976754,0.01680237979480211,1.110202787318824,47,True,True,True,0.005513444067388036,True,-0.01913360287821575,0.05579183036566659,0.008883174657821655,-1.004300662851466,11,True,False,False,-0.00041351382635326653,True,True
