time,left_tail_xs
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.014183672286300242
2012-01-31 00:00:00+00:00,0.015992703104816153
2012-02-29 00:00:00+00:00,0.005804158257336933
2012-03-31 00:00:00+00:00,-0.006340060444697371
2012-04-30 00:00:00+00:00,-0.007697273108326463
2012-05-31 00:00:00+00:00,-0.013209582433710176
2012-06-30 00:00:00+00:00,0.01726587280797398
2012-07-31 00:00:00+00:00,0.00842884702660518
2012-08-31 00:00:00+00:00,-0.012879504427710464
2012-09-30 00:00:00+00:00,0.0006087788838269326
2012-10-31 00:00:00+00:00,0.01065567447377247
2012-11-30 00:00:00+00:00,0.0006010532838460758
2012-12-31 00:00:00+00:00,0.005286451301903972
2013-01-31 00:00:00+00:00,0.018298783121715845
2013-02-28 00:00:00+00:00,0.0019232058057738755
2013-03-31 00:00:00+00:00,-0.002048834097886143
2013-04-30 00:00:00+00:00,0.010989241666828686
2013-05-31 00:00:00+00:00,0.0022555727491506694
2013-06-30 00:00:00+00:00,-0.0025202877933875323
2013-07-31 00:00:00+00:00,-0.002992135638933746
2013-08-31 00:00:00+00:00,0.0004385731530676118
2013-09-30 00:00:00+00:00,0.017241360152348673
2013-10-31 00:00:00+00:00,0.002831320381403879
2013-11-30 00:00:00+00:00,-0.01718860107446818
2013-12-31 00:00:00+00:00,-0.00283547738053036
2014-01-31 00:00:00+00:00,0.007037238434491
2014-02-28 00:00:00+00:00,0.004759662347213478
2014-03-31 00:00:00+00:00,0.009089537345162713
2014-04-30 00:00:00+00:00,-0.0024916284481358852
2014-05-31 00:00:00+00:00,0.00655595746485238
2014-06-30 00:00:00+00:00,0.003711468307579402
2014-07-31 00:00:00+00:00,-0.0019788202161851176
2014-08-31 00:00:00+00:00,0.005703610294232497
2014-09-30 00:00:00+00:00,-0.013822632381014444
2014-10-31 00:00:00+00:00,0.006740569544893882
2014-11-30 00:00:00+00:00,0.00584448806311566
2014-12-31 00:00:00+00:00,-0.0008357345543033023
2015-01-31 00:00:00+00:00,-0.0017064659035856966
2015-02-28 00:00:00+00:00,-0.02494363135040345
2015-03-31 00:00:00+00:00,-0.0011609081369660101
2015-04-30 00:00:00+00:00,-0.00011589490036967298
2015-05-31 00:00:00+00:00,-0.013996617485437679
2015-06-30 00:00:00+00:00,-0.008089169839879173
2015-07-31 00:00:00+00:00,0.0007301701371384972
2015-08-31 00:00:00+00:00,0.003457245814820542
2015-09-30 00:00:00+00:00,0.007655160607854095
2015-10-31 00:00:00+00:00,0.008933948350600796
2015-11-30 00:00:00+00:00,-0.006678112607562681
2015-12-31 00:00:00+00:00,0.028792959456711564
2016-01-31 00:00:00+00:00,0.00756165455721769
2016-02-29 00:00:00+00:00,0.012894481267081481
2016-03-31 00:00:00+00:00,0.011534709579678948
2016-04-30 00:00:00+00:00,0.002378409632398659
2016-05-31 00:00:00+00:00,-0.014780105995982895
2016-06-30 00:00:00+00:00,0.04102644059548277
2016-07-31 00:00:00+00:00,-0.0005133886427283185
2016-08-31 00:00:00+00:00,0.00015320099531157538
2016-09-30 00:00:00+00:00,-0.01125816875457153
2016-10-31 00:00:00+00:00,-0.006917934034446738
2016-11-30 00:00:00+00:00,0.018710124974959275
2016-12-31 00:00:00+00:00,-0.00676036424601234
2017-01-31 00:00:00+00:00,-0.0010721233982010636
2017-02-28 00:00:00+00:00,0.00469304268564108
2017-03-31 00:00:00+00:00,0.0033673117756736204
2017-04-30 00:00:00+00:00,0.0026145962138259815
2017-05-31 00:00:00+00:00,-0.014172078759876916
2017-06-30 00:00:00+00:00,-0.008113060765202684
2017-07-31 00:00:00+00:00,-0.010576257871415029
2017-08-31 00:00:00+00:00,-0.006902204667705636
