label,ret,p2t,static,daily,gates,mean_mo,pct_pos,top3_share,n_months,overlap
2024,0.023320913806160304,0.039321416673710405,0.022484809977932747,0.014048711505258252,True,0.00157253651334922,0.6363636363636364,0.7096893798758033,11,research/WF overlap
2025,0.07427857967350726,0.019113246460658397,0.013740640623183427,0.013740640623183281,True,0.006026239449850398,0.7272727272727273,0.6516942620296392,11,mixed research→holdout
2026,0.09972042902220513,0.026826654836778444,0.010555299421918608,0.011451962156730442,True,0.011573763192899711,0.625,0.9136566703378108,8,pure holdout
holdout_365d,0.10752810864566209,0.02549857783932235,0.01076391766237066,0.013482480372308928,True,0.008342539451604477,0.6666666666666666,0.8539839024737977,12,pure holdout
roll12_end,0.10752810864566209,0.02549857783932235,0.01076391766237066,0.013482480372308928,True,0.008342539451604477,0.6666666666666666,0.8539839024737977,12,pure holdout
roll12_m6,0.0601712065538913,0.019332752329565613,0.007143810616784904,0.012319920382544952,True,0.003950630998597614,0.6666666666666666,0.8020972655084411,12,mixed
