time,fiscal_ew
2014-12-31 00:00:00+00:00,-0.00336543896666186
2015-01-31 00:00:00+00:00,-0.004135364865668234
2015-02-28 00:00:00+00:00,0.00027177284816759517
2015-03-31 00:00:00+00:00,-0.0019982575918645606
2015-04-30 00:00:00+00:00,0.0031627696275291495
2015-05-31 00:00:00+00:00,-0.0027156660621781015
2015-06-30 00:00:00+00:00,-0.002945957870287952
2015-07-31 00:00:00+00:00,-0.0011399239211421497
2015-08-31 00:00:00+00:00,0.00819068314646354
2015-09-30 00:00:00+00:00,0.0018104694050498082
2015-10-31 00:00:00+00:00,-0.004843580239949685
2015-11-30 00:00:00+00:00,-0.005648455587281553
2015-12-31 00:00:00+00:00,0.0036271031946419896
2016-01-31 00:00:00+00:00,0.006499956591230482
2016-02-29 00:00:00+00:00,0.00807847493215319
2016-03-31 00:00:00+00:00,-0.0019136119422917819
2016-04-30 00:00:00+00:00,-5.4468044376365654e-05
2016-05-31 00:00:00+00:00,-0.0008391690293320098
2016-06-30 00:00:00+00:00,-0.0015398560768097314
2016-07-31 00:00:00+00:00,-0.0010983594232500948
2016-08-31 00:00:00+00:00,0.0006808090816448065
2016-09-30 00:00:00+00:00,-0.0007824598264837279
2016-10-31 00:00:00+00:00,-0.0014447739903946655
2016-11-30 00:00:00+00:00,-0.001350020253710893
2016-12-31 00:00:00+00:00,0.0022738208750265887
2017-01-31 00:00:00+00:00,-0.002678510863765471
2017-02-28 00:00:00+00:00,-0.002185223544974302
2017-03-31 00:00:00+00:00,0.0010276159048538958
2017-04-30 00:00:00+00:00,0.003603907910675108
2017-05-31 00:00:00+00:00,0.0031689264775842663
2017-06-30 00:00:00+00:00,0.0038665213421418265
2017-07-31 00:00:00+00:00,0.0019240643840878757
2017-08-31 00:00:00+00:00,-0.0028879219790285404
2017-09-30 00:00:00+00:00,0.0034107396429905457
2017-10-31 00:00:00+00:00,0.0005813999371497847
2017-11-30 00:00:00+00:00,-0.0010522278270843621
2017-12-31 00:00:00+00:00,0.0032295164416449307
2018-01-31 00:00:00+00:00,0.004812071226299119
2018-02-28 00:00:00+00:00,-0.0051752100478826835
2018-03-31 00:00:00+00:00,-0.0008805383798392574
2018-04-30 00:00:00+00:00,-0.0026281403199192033
2018-05-31 00:00:00+00:00,-0.004295316017914219
2018-06-30 00:00:00+00:00,-0.0003574747585984861
2018-07-31 00:00:00+00:00,5.9940422952875494e-05
2018-08-31 00:00:00+00:00,-0.00516612169047681
2018-09-30 00:00:00+00:00,-0.00037440149069967177
2018-10-31 00:00:00+00:00,-0.001975007410338625
2018-11-30 00:00:00+00:00,0.008106243131691393
2018-12-31 00:00:00+00:00,-0.004911494201682798
2019-01-31 00:00:00+00:00,0.0008395301489023677
2019-02-28 00:00:00+00:00,0.0003879487800948489
2019-03-31 00:00:00+00:00,6.825180887060078e-05
2019-04-30 00:00:00+00:00,-0.0004903253885299996
2019-05-31 00:00:00+00:00,-0.007296746324033321
2019-06-30 00:00:00+00:00,0.0014855158234527988
2019-07-31 00:00:00+00:00,-0.0050131378012248096
2019-08-31 00:00:00+00:00,-0.0012422102867762908
2019-09-30 00:00:00+00:00,-0.004285826601875153
2019-10-31 00:00:00+00:00,0.0035709992188648343
2019-11-30 00:00:00+00:00,-0.0036089857175530815
2019-12-31 00:00:00+00:00,0.005621237816125335
2020-01-31 00:00:00+00:00,-0.006675565658658678
2020-02-29 00:00:00+00:00,-0.0005975471803237875
2020-03-31 00:00:00+00:00,0.0021149449193529346
2020-04-30 00:00:00+00:00,0.003372363703059822
2020-05-31 00:00:00+00:00,0.005510287579081785
2020-06-30 00:00:00+00:00,-0.0015091375971824084
2020-07-31 00:00:00+00:00,0.016345707379039842
2020-08-31 00:00:00+00:00,-0.00293180328999032
2020-09-30 00:00:00+00:00,-0.0033918085621176264
2020-10-31 00:00:00+00:00,0.002565391358126945
2020-11-30 00:00:00+00:00,0.0015843521476579525
2020-12-31 00:00:00+00:00,0.0028242696683096202
2021-01-31 00:00:00+00:00,-0.0006844434843188418
2021-02-28 00:00:00+00:00,-0.001931658992791796
2021-03-31 00:00:00+00:00,-0.008513261735088706
2021-04-30 00:00:00+00:00,0.00414466523500856
2021-05-31 00:00:00+00:00,0.0037578454316988807
2021-06-30 00:00:00+00:00,-0.009063427580989325
2021-07-31 00:00:00+00:00,-0.004116139001434038
2021-08-31 00:00:00+00:00,-0.000622991513231419
2021-09-30 00:00:00+00:00,-0.0017730795462489457
2021-10-31 00:00:00+00:00,0.0086882492408078
2021-11-30 00:00:00+00:00,-0.01062382501004333
2021-12-31 00:00:00+00:00,0.0020180578362896107
2022-01-31 00:00:00+00:00,-0.008643299325431952
2022-02-28 00:00:00+00:00,0.006525606706744513
2022-03-31 00:00:00+00:00,0.014059778704974102
2022-04-30 00:00:00+00:00,-0.006996380946978409
2022-05-31 00:00:00+00:00,0.0025012319319996923
2022-06-30 00:00:00+00:00,0.0002403218114959138
2022-07-31 00:00:00+00:00,-0.000766188771716414
2022-08-31 00:00:00+00:00,-0.005836994699900511
2022-09-30 00:00:00+00:00,-0.004587401844351469
2022-10-31 00:00:00+00:00,0.003601282465144573
2022-11-30 00:00:00+00:00,-0.00777586627878879
2022-12-31 00:00:00+00:00,-0.001812630130579418
2023-01-31 00:00:00+00:00,-0.005121927085377731
2023-02-28 00:00:00+00:00,0.005116975737919471
2023-03-31 00:00:00+00:00,0.0011785073233547827
2023-04-30 00:00:00+00:00,0.0020299167026303078
2023-05-31 00:00:00+00:00,0.0025023940099166975
2023-06-30 00:00:00+00:00,-0.0017035052544820406
2023-07-31 00:00:00+00:00,0.001801170409703623
2023-08-31 00:00:00+00:00,-0.0017294503585896237
2023-09-30 00:00:00+00:00,-0.0017348700638956105
2023-10-31 00:00:00+00:00,0.002726292462636115
2023-11-30 00:00:00+00:00,0.003585907141357314
2023-12-31 00:00:00+00:00,0.0007432895047698729
2024-01-31 00:00:00+00:00,-0.0035480463865767975
2024-02-29 00:00:00+00:00,-0.00031453836673445146
2024-03-31 00:00:00+00:00,0.00035835721826082967
2024-04-30 00:00:00+00:00,0.0018071925544707046
2024-05-31 00:00:00+00:00,0.002795662201838578
2024-06-30 00:00:00+00:00,-0.0011996816357903173
2024-07-31 00:00:00+00:00,0.006127913890205283
2024-08-31 00:00:00+00:00,0.0036554170262976804
2024-09-30 00:00:00+00:00,0.0013719331788646372
2024-10-31 00:00:00+00:00,-0.0094955708766562
2024-11-30 00:00:00+00:00,0.006808822862383046
2024-12-31 00:00:00+00:00,-0.008621721269636562
2025-01-31 00:00:00+00:00,0.005476618144761858
2025-02-28 00:00:00+00:00,0.002279715490119738
2025-03-31 00:00:00+00:00,-0.007500995721147818
2025-04-30 00:00:00+00:00,-5.055759603500576e-05
2025-05-31 00:00:00+00:00,-0.002619201025023221
2025-06-30 00:00:00+00:00,-0.003707456853831892
2025-07-31 00:00:00+00:00,-0.001189150040355691
2025-08-31 00:00:00+00:00,0.0006500616960392058
2025-09-30 00:00:00+00:00,0.0021763005325172724
2025-10-31 00:00:00+00:00,-0.00282642264487043
2025-11-30 00:00:00+00:00,-0.004141002893612522
2025-12-31 00:00:00+00:00,-0.0019542573535404895
2026-01-31 00:00:00+00:00,0.00498406051420508
2026-02-28 00:00:00+00:00,0.004482636717645816
2026-03-31 00:00:00+00:00,-0.0011123483436713544
2026-04-30 00:00:00+00:00,0.0007724321166684422
2026-05-31 00:00:00+00:00,0.0007770063980800934
2026-06-30 00:00:00+00:00,-0.003067348931341529
2026-07-31 00:00:00+00:00,0.0005761399621717622
2026-08-31 00:00:00+00:00,0.0011530286711847193
2026-09-30 00:00:00+00:00,0.006181312683016138
