time,high_retail_xs
2011-10-31 00:00:00+00:00,0.011480696087938558
2011-11-30 00:00:00+00:00,0.005941588457048175
2011-12-31 00:00:00+00:00,0.010369882921461127
2012-01-31 00:00:00+00:00,0.013550030226642473
2012-02-29 00:00:00+00:00,0.0045063798648639075
2012-03-31 00:00:00+00:00,-0.010143986239031899
2012-04-30 00:00:00+00:00,0.0039491856949540605
2012-05-31 00:00:00+00:00,0.009043533034752471
2012-06-30 00:00:00+00:00,-0.01125327730504555
2012-07-31 00:00:00+00:00,0.004737223741439811
2012-08-31 00:00:00+00:00,-0.0028014173725764424
2012-09-30 00:00:00+00:00,0.006061330764760786
2012-10-31 00:00:00+00:00,-0.0025297441636701334
2012-11-30 00:00:00+00:00,0.001216331744073873
2012-12-31 00:00:00+00:00,0.00547048621900581
2013-01-31 00:00:00+00:00,0.011708267713649745
2013-02-28 00:00:00+00:00,-0.0006805454867268024
2013-03-31 00:00:00+00:00,0.005827329420887706
2013-04-30 00:00:00+00:00,-0.004445083615313372
2013-05-31 00:00:00+00:00,-0.0231905659104108
2013-06-30 00:00:00+00:00,-0.019338149384574788
2013-07-31 00:00:00+00:00,0.016611446267523755
2013-08-31 00:00:00+00:00,-0.0009644294560862132
2013-09-30 00:00:00+00:00,0.007751564015371137
2013-10-31 00:00:00+00:00,-0.00030774433893832054
2013-11-30 00:00:00+00:00,-0.002864630249639344
2013-12-31 00:00:00+00:00,-0.0006804216608919944
2014-01-31 00:00:00+00:00,0.009833664598567493
2014-02-28 00:00:00+00:00,0.005220751510849553
2014-03-31 00:00:00+00:00,0.006822353026522565
2014-04-30 00:00:00+00:00,-0.0010748012355369374
2014-05-31 00:00:00+00:00,0.011325806000287653
2014-06-30 00:00:00+00:00,-0.0037373048431452727
2014-07-31 00:00:00+00:00,-0.007662414811343998
2014-08-31 00:00:00+00:00,-0.0034898045146987133
2014-09-30 00:00:00+00:00,-0.014507387775035907
2014-10-31 00:00:00+00:00,-0.000527642957424912
2014-11-30 00:00:00+00:00,0.0018847960349379633
2014-12-31 00:00:00+00:00,0.008836115011537027
2015-01-31 00:00:00+00:00,-0.014466294798474277
2015-02-28 00:00:00+00:00,0.012501970390627948
2015-03-31 00:00:00+00:00,-0.00647356860439563
2015-04-30 00:00:00+00:00,0.0038900030672435193
2015-05-31 00:00:00+00:00,-0.0143862387378616
2015-06-30 00:00:00+00:00,-0.01138813440896469
2015-07-31 00:00:00+00:00,0.0031401305589109363
2015-08-31 00:00:00+00:00,0.018237552793318512
2015-09-30 00:00:00+00:00,-0.006070957560051937
2015-10-31 00:00:00+00:00,0.01036077238415789
2015-11-30 00:00:00+00:00,-0.0030136438250082387
2015-12-31 00:00:00+00:00,-0.007693990962888697
2016-01-31 00:00:00+00:00,-0.01011088410204053
2016-02-29 00:00:00+00:00,0.009016102266679704
2016-03-31 00:00:00+00:00,0.020645439903564045
2016-04-30 00:00:00+00:00,0.0017912952592218367
2016-05-31 00:00:00+00:00,0.002442684201284351
2016-06-30 00:00:00+00:00,-0.021224481836056852
2016-07-31 00:00:00+00:00,-0.004153937622815351
2016-08-31 00:00:00+00:00,-0.00032259323456185207
2016-09-30 00:00:00+00:00,-0.0022068441513334314
2016-10-31 00:00:00+00:00,-0.012375737606463377
2016-11-30 00:00:00+00:00,0.0021095000739284053
2016-12-31 00:00:00+00:00,0.0036461102835765313
2017-01-31 00:00:00+00:00,-0.00516078197099501
2017-02-28 00:00:00+00:00,-0.004350387665537081
2017-03-31 00:00:00+00:00,-0.001331723126778206
2017-04-30 00:00:00+00:00,-0.006433440058590811
2017-05-31 00:00:00+00:00,0.0077528505824302485
2017-06-30 00:00:00+00:00,-0.00032488834278665557
2017-07-31 00:00:00+00:00,0.01198391419725442
2017-08-31 00:00:00+00:00,-0.01285321231549097
2017-09-30 00:00:00+00:00,0.004604332946932299
2017-10-31 00:00:00+00:00,-0.0045805797358065
2017-11-30 00:00:00+00:00,0.005209431262408248
2017-12-31 00:00:00+00:00,0.0007466020747670665
2018-01-31 00:00:00+00:00,-0.00604428168990212
2018-02-28 00:00:00+00:00,-0.013806383451070325
2018-03-31 00:00:00+00:00,-0.00021148978789542472
2018-04-30 00:00:00+00:00,0.0004793443916266682
2018-05-31 00:00:00+00:00,0.016280872105779
2018-06-30 00:00:00+00:00,-0.0007061297963030233
2018-07-31 00:00:00+00:00,-0.004848809183133573
2018-08-31 00:00:00+00:00,-0.008589890508923448
2018-09-30 00:00:00+00:00,0.0046849618851556585
2018-10-31 00:00:00+00:00,2.955406139415473e-05
2018-11-30 00:00:00+00:00,0.01148955954731079
2018-12-31 00:00:00+00:00,-0.005898999474381883
2019-01-31 00:00:00+00:00,-0.013105502779009015
2019-02-28 00:00:00+00:00,0.0003336047957360755
2019-03-31 00:00:00+00:00,0.0010092808806874132
2019-04-30 00:00:00+00:00,-0.00029476101210912375
2019-05-31 00:00:00+00:00,-0.012209057475890184
2019-06-30 00:00:00+00:00,-0.0034067766423823143
2019-07-31 00:00:00+00:00,0.003873036835395638
2019-08-31 00:00:00+00:00,0.008648848373109086
2019-09-30 00:00:00+00:00,-0.008232468534432602
2019-10-31 00:00:00+00:00,-0.006357666197018275
2019-11-30 00:00:00+00:00,0.0031880762893359282
2019-12-31 00:00:00+00:00,-0.010392344295205191
2020-01-31 00:00:00+00:00,-0.007035676982800498
2020-02-29 00:00:00+00:00,-0.0014654534649285456
2020-03-31 00:00:00+00:00,-0.00427280037015898
2020-04-30 00:00:00+00:00,-0.005612010923653599
2020-05-31 00:00:00+00:00,0.008660960824796504
2020-06-30 00:00:00+00:00,-0.0012941487781492622
2020-07-31 00:00:00+00:00,0.013662015380924375
2020-08-31 00:00:00+00:00,-0.004216210953585375
2020-09-30 00:00:00+00:00,-0.0010625704197400054
2020-10-31 00:00:00+00:00,-0.00032899871958202986
2020-11-30 00:00:00+00:00,0.012832889956633897
2020-12-31 00:00:00+00:00,0.0012300985670476994
