factor,n_months,mean_mo,tstat_ols,tstat_nw,nw_lags,pct_pos_mo,top3,ann_sharpe_daily
dollar_beta_xs,180,0.0001443653641980347,0.18331199815661403,0.19681940477618878,4,0.39444444444444443,0.1457779633503999,0.04638834347196178
dollar_beta_xs_36m,180,-0.00032770400090010064,-0.45726320496863465,-0.513788485753175,4,0.37222222222222223,0.13826632437358521,-0.10208040810976579
dollar_beta_afd,180,0.00019752781823638587,0.24994505194852043,0.2679445416746456,4,0.42777777777777776,0.15596063909455757,0.06293952049815439
dollar_rx_tsmom,180,-0.0023174104558616273,-1.6817054177330317,-1.666866070034896,4,0.37777777777777777,0.1208029509321555,-0.4332486935513542
dollar_ew,180,-0.000572479905906557,-1.3278260784994433,-1.2002807159479223,4,0.38333333333333336,0.16821215251629654,-0.3422135750992712
