time,fxrv_innov_usd_21d
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,-0.0010226513265602089
2012-04-30 00:00:00+00:00,5.313826326713844e-05
2012-05-31 00:00:00+00:00,0.0008001530022245795
2012-06-30 00:00:00+00:00,-0.001991740694382016
2012-07-31 00:00:00+00:00,9.892980391867923e-05
2012-08-31 00:00:00+00:00,7.772600256306106e-06
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.0004155520565150006
2013-02-28 00:00:00+00:00,0.010095016721148431
2013-03-31 00:00:00+00:00,0.00016231141884071043
2013-04-30 00:00:00+00:00,-0.00039739884487055566
2013-05-31 00:00:00+00:00,0.00946152267146827
2013-06-30 00:00:00+00:00,0.008206345140623128
2013-07-31 00:00:00+00:00,-0.004802308392018895
2013-08-31 00:00:00+00:00,6.269285269033809e-05
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.00013596854486963572
2013-12-31 00:00:00+00:00,-0.0019389339236266512
2014-01-31 00:00:00+00:00,0.0011722597444336902
2014-02-28 00:00:00+00:00,-0.0050695835696376035
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,-9.180715503653847e-05
2014-07-31 00:00:00+00:00,-7.262893435322493e-05
2014-08-31 00:00:00+00:00,6.019915273469678e-05
2014-09-30 00:00:00+00:00,0.01772639874254245
2014-10-31 00:00:00+00:00,-0.00015391944722920048
2014-11-30 00:00:00+00:00,0.005372380922039399
2014-12-31 00:00:00+00:00,0.008040762368881182
2015-01-31 00:00:00+00:00,0.019100762590035236
2015-02-28 00:00:00+00:00,-0.003062301015930635
2015-03-31 00:00:00+00:00,-0.0020096246310671306
2015-04-30 00:00:00+00:00,-0.007158415771135629
2015-05-31 00:00:00+00:00,0.0033444074631365783
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.0003477840260528442
2015-09-30 00:00:00+00:00,0.001952870640973714
2015-10-31 00:00:00+00:00,0.0006367863347076508
2015-11-30 00:00:00+00:00,0.0016655432859564723
2015-12-31 00:00:00+00:00,-0.0011280348092337356
2016-01-31 00:00:00+00:00,-0.002008714637817932
2016-02-29 00:00:00+00:00,-0.0029469733982778745
2016-03-31 00:00:00+00:00,-0.012449455287788846
2016-04-30 00:00:00+00:00,0.0018863627900482793
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0020963970516751917
2016-07-31 00:00:00+00:00,0.003757968296979053
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,-0.0034034594220495595
2016-12-31 00:00:00+00:00,0.010995575646866707
2017-01-31 00:00:00+00:00,-0.004900785535574825
2017-02-28 00:00:00+00:00,-0.001821613009462708
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,-0.0017924275137954915
2017-06-30 00:00:00+00:00,-0.0006896326236435213
2017-07-31 00:00:00+00:00,-0.006579464805059332
2017-08-31 00:00:00+00:00,0.0033968080927122557
2017-09-30 00:00:00+00:00,-0.0005261137656307202
2017-10-31 00:00:00+00:00,0.001179632557566812
2017-11-30 00:00:00+00:00,-0.0011420011915127537
