time,commodity_country_ts
2011-10-31 00:00:00+00:00,0.04997097840695641
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,-0.007086398384457682
2012-01-31 00:00:00+00:00,0.015634512315714444
2012-02-29 00:00:00+00:00,0.018041402188436084
2012-03-31 00:00:00+00:00,-0.02018691640573056
2012-04-30 00:00:00+00:00,0.004626313889542599
2012-05-31 00:00:00+00:00,-0.06334385565745204
2012-06-30 00:00:00+00:00,0.021323941789631595
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.02710299069026534
2012-10-31 00:00:00+00:00,-0.007090190766028015
2012-11-30 00:00:00+00:00,0.0033662393639657395
2012-12-31 00:00:00+00:00,-0.009501140497216287
2013-01-31 00:00:00+00:00,0.01642269700473653
2013-02-28 00:00:00+00:00,-0.027465606244160168
2013-03-31 00:00:00+00:00,0.011287646293877796
2013-04-30 00:00:00+00:00,0.010492702093109818
2013-05-31 00:00:00+00:00,-0.008337903695354365
2013-06-30 00:00:00+00:00,-0.009852538946356737
2013-07-31 00:00:00+00:00,0.021537525370302513
2013-08-31 00:00:00+00:00,-0.026998131775160306
2013-09-30 00:00:00+00:00,0.03377524338019766
2013-10-31 00:00:00+00:00,-0.005234723617723924
2013-11-30 00:00:00+00:00,-0.03846968577385124
2013-12-31 00:00:00+00:00,0.0012501872482273413
2014-01-31 00:00:00+00:00,-0.020545071841677087
2014-02-28 00:00:00+00:00,0.023658489509565506
2014-03-31 00:00:00+00:00,0.01591156429909435
2014-04-30 00:00:00+00:00,-0.0032267461764040606
2014-05-31 00:00:00+00:00,-0.0009172814489737391
2014-06-30 00:00:00+00:00,0.020700739415668856
2014-07-31 00:00:00+00:00,-0.02256680093444774
2014-08-31 00:00:00+00:00,0.002504450495556698
2014-09-30 00:00:00+00:00,-0.048490507129239524
2014-10-31 00:00:00+00:00,0.012423515972059151
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,-0.03880196730627139
2015-06-30 00:00:00+00:00,-0.014170270624900394
2015-07-31 00:00:00+00:00,-0.04101031069411243
2015-08-31 00:00:00+00:00,-0.008613775884803831
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.009279092007817624
2015-12-31 00:00:00+00:00,-0.022415749805466456
2016-01-31 00:00:00+00:00,-0.00014999999999998348
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.01794803754118579
2016-04-30 00:00:00+00:00,0.008457657972395616
2016-05-31 00:00:00+00:00,-0.0434304568795133
2016-06-30 00:00:00+00:00,0.030682697514145207
2016-07-31 00:00:00+00:00,-0.00017316053937754816
2016-08-31 00:00:00+00:00,-0.000541768742933324
2016-09-30 00:00:00+00:00,-0.0017092577556903077
2016-10-31 00:00:00+00:00,0.0022317130774018867
2016-11-30 00:00:00+00:00,-0.015574337088522627
2016-12-31 00:00:00+00:00,-0.022497592993730997
2017-01-31 00:00:00+00:00,0.03916765867220029
2017-02-28 00:00:00+00:00,-0.0023625674219559523
2017-03-31 00:00:00+00:00,-0.013100245985328773
2017-04-30 00:00:00+00:00,-0.021458157366246455
2017-05-31 00:00:00+00:00,-0.000683256188983572
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.018710785391569118
2017-08-31 00:00:00+00:00,-0.00450807436813816
2017-09-30 00:00:00+00:00,-0.003791176836028254
2017-10-31 00:00:00+00:00,-0.03460986902018448
2017-11-30 00:00:00+00:00,-0.006594992475870254
2017-12-31 00:00:00+00:00,0.027897610988436794
2018-01-31 00:00:00+00:00,0.029064963251498988
2018-02-28 00:00:00+00:00,-0.028687380793419592
2018-03-31 00:00:00+00:00,-0.0068729707909251925
2018-04-30 00:00:00+00:00,-0.01161843371319371
2018-05-31 00:00:00+00:00,-0.006301898670126094
2018-06-30 00:00:00+00:00,-0.031003228377738723
2018-07-31 00:00:00+00:00,0.012371276839520995
2018-08-31 00:00:00+00:00,-0.016574902493098342
2018-09-30 00:00:00+00:00,0.01799670661447683
2018-10-31 00:00:00+00:00,-0.02065906137737039
2018-11-30 00:00:00+00:00,0.023597945657739094
2018-12-31 00:00:00+00:00,-0.015252128718694746
2019-01-31 00:00:00+00:00,0.019985894911431545
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,-0.00023157791828265495
2019-04-30 00:00:00+00:00,-0.01221935258104978
2019-05-31 00:00:00+00:00,-0.017739396036500765
2019-06-30 00:00:00+00:00,0.02322010376271777
2019-07-31 00:00:00+00:00,-0.0005951861724223795
2019-08-31 00:00:00+00:00,-0.0009608818069890557
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.01792642618663054
2019-11-30 00:00:00+00:00,-0.0003056129735773405
2019-12-31 00:00:00+00:00,0.03225785571809103
2020-01-31 00:00:00+00:00,-0.032615283350305724
2020-02-29 00:00:00+00:00,-0.01678183677484013
2020-03-31 00:00:00+00:00,-0.00014999999999998348
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
