time,cot_lev_net_xs
2011-10-31 00:00:00+00:00,-0.0032836960859407016
2011-11-30 00:00:00+00:00,0.0037430072584068164
2011-12-31 00:00:00+00:00,0.011142039807972681
2012-01-31 00:00:00+00:00,0.01180888235199884
2012-02-29 00:00:00+00:00,0.00046144831423866606
2012-03-31 00:00:00+00:00,-0.012243078916319816
2012-04-30 00:00:00+00:00,0.006903315731807025
2012-05-31 00:00:00+00:00,-0.016302130952567273
2012-06-30 00:00:00+00:00,-0.008276188685524266
2012-07-31 00:00:00+00:00,0.007278407321441804
2012-08-31 00:00:00+00:00,-0.014608626064324337
2012-09-30 00:00:00+00:00,0.0008854372039996949
2012-10-31 00:00:00+00:00,-0.012261786446865486
2012-11-30 00:00:00+00:00,-0.000534745903489342
2012-12-31 00:00:00+00:00,0.0005023690743302112
2013-01-31 00:00:00+00:00,-0.0016771910692098269
2013-02-28 00:00:00+00:00,0.004552627596568604
2013-03-31 00:00:00+00:00,0.007545924349904087
2013-04-30 00:00:00+00:00,-0.00344658726713698
2013-05-31 00:00:00+00:00,-0.02059018013145264
2013-06-30 00:00:00+00:00,-0.022328287677716885
2013-07-31 00:00:00+00:00,0.006132376682701057
2013-08-31 00:00:00+00:00,-0.008150303674511195
2013-09-30 00:00:00+00:00,0.0011797320014026447
2013-10-31 00:00:00+00:00,-0.005898589732899251
2013-11-30 00:00:00+00:00,0.007885914826478713
2013-12-31 00:00:00+00:00,0.008183621265401841
2014-01-31 00:00:00+00:00,0.007543255756570222
2014-02-28 00:00:00+00:00,0.003305502846499664
2014-03-31 00:00:00+00:00,0.0049673765293174466
2014-04-30 00:00:00+00:00,-0.000686715076657407
2014-05-31 00:00:00+00:00,-0.008449021400641077
2014-06-30 00:00:00+00:00,0.0063653795619105225
2014-07-31 00:00:00+00:00,-0.0037033035277678206
2014-08-31 00:00:00+00:00,-0.00038666408373155825
2014-09-30 00:00:00+00:00,-0.013539191814798568
2014-10-31 00:00:00+00:00,-0.004700667805568992
2014-11-30 00:00:00+00:00,-0.002473719639060734
2014-12-31 00:00:00+00:00,0.008529399166794738
2015-01-31 00:00:00+00:00,-0.009885185897804516
2015-02-28 00:00:00+00:00,0.006896885772081696
2015-03-31 00:00:00+00:00,0.006585547282246917
2015-04-30 00:00:00+00:00,-0.01007944069739286
2015-05-31 00:00:00+00:00,-0.013469993923820645
2015-06-30 00:00:00+00:00,0.013915166108260157
2015-07-31 00:00:00+00:00,-0.0013102462015958105
2015-08-31 00:00:00+00:00,-0.0011782125591792703
2015-09-30 00:00:00+00:00,-0.003787771901239023
2015-10-31 00:00:00+00:00,-0.009182023650271876
2015-11-30 00:00:00+00:00,-0.00016346007535272822
2015-12-31 00:00:00+00:00,-0.0037414979304744023
2016-01-31 00:00:00+00:00,-0.015228877175038291
2016-02-29 00:00:00+00:00,-0.0014940719423103266
2016-03-31 00:00:00+00:00,-0.008140420423973227
2016-04-30 00:00:00+00:00,-0.0014023563904540515
2016-05-31 00:00:00+00:00,-0.01552299474586094
2016-06-30 00:00:00+00:00,0.012910934849280853
2016-07-31 00:00:00+00:00,-0.008642967530421708
2016-08-31 00:00:00+00:00,0.0031890107960155234
2016-09-30 00:00:00+00:00,0.0013104001367050255
2016-10-31 00:00:00+00:00,0.0015755284752543286
2016-11-30 00:00:00+00:00,0.009219091463896767
2016-12-31 00:00:00+00:00,-0.007652789553165729
2017-01-31 00:00:00+00:00,0.0069021333890304515
2017-02-28 00:00:00+00:00,0.004468192972285401
2017-03-31 00:00:00+00:00,-0.010779703326956214
2017-04-30 00:00:00+00:00,-0.005150034523792479
2017-05-31 00:00:00+00:00,-0.007404985165667899
2017-06-30 00:00:00+00:00,-0.010860764009555601
2017-07-31 00:00:00+00:00,-9.306407336007183e-05
2017-08-31 00:00:00+00:00,-0.008509582744942179
2017-09-30 00:00:00+00:00,-0.005701605243061403
2017-10-31 00:00:00+00:00,-0.005926010601114529
2017-11-30 00:00:00+00:00,-0.007298977565737608
2017-12-31 00:00:00+00:00,0.005901957702915572
2018-01-31 00:00:00+00:00,0.002693096984505816
2018-02-28 00:00:00+00:00,-0.021375488504094764
2018-03-31 00:00:00+00:00,-0.0009108832069179007
2018-04-30 00:00:00+00:00,-0.0037714710904909188
2018-05-31 00:00:00+00:00,-0.010264696254303485
2018-06-30 00:00:00+00:00,0.008986766756717834
2018-07-31 00:00:00+00:00,-0.005307683155803655
2018-08-31 00:00:00+00:00,-0.0021859583700049035
2018-09-30 00:00:00+00:00,0.008623181017602288
2018-10-31 00:00:00+00:00,-0.015026780357148661
2018-11-30 00:00:00+00:00,-0.011835625231248592
2018-12-31 00:00:00+00:00,-0.008012044035656474
2019-01-31 00:00:00+00:00,0.006491246926348948
2019-02-28 00:00:00+00:00,-0.00878400971035942
2019-03-31 00:00:00+00:00,0.0028656450075787987
2019-04-30 00:00:00+00:00,-0.0015112726789379138
2019-05-31 00:00:00+00:00,-0.009522026263667271
2019-06-30 00:00:00+00:00,-0.010662919495600942
2019-07-31 00:00:00+00:00,0.004338798667446575
2019-08-31 00:00:00+00:00,0.01153044941361192
2019-09-30 00:00:00+00:00,-0.007830834351370553
2019-10-31 00:00:00+00:00,-0.013078609500652205
2019-11-30 00:00:00+00:00,-0.0017754986406284257
2019-12-31 00:00:00+00:00,-0.0009537937907795335
2020-01-31 00:00:00+00:00,0.00663848011871826
2020-02-29 00:00:00+00:00,0.008210817247032542
2020-03-31 00:00:00+00:00,-0.021999456880128387
2020-04-30 00:00:00+00:00,-0.015287401863604999
2020-05-31 00:00:00+00:00,-0.013197918734466074
2020-06-30 00:00:00+00:00,-0.003367165483191714
2020-07-31 00:00:00+00:00,0.004359589961983268
2020-08-31 00:00:00+00:00,-0.0031880131785643195
2020-09-30 00:00:00+00:00,-0.008143072266216356
2020-10-31 00:00:00+00:00,-0.004801291240310923
2020-11-30 00:00:00+00:00,-0.004170814334438888
2020-12-31 00:00:00+00:00,0.004054848784445175
2021-01-31 00:00:00+00:00,-0.0014225029272922907
2021-02-28 00:00:00+00:00,-0.005876648807025431
2021-03-31 00:00:00+00:00,-0.0013180510678382218
2021-04-30 00:00:00+00:00,0.005047092210155535
2021-05-31 00:00:00+00:00,0.004260069538507105
2021-06-30 00:00:00+00:00,-0.00979767073518556
2021-07-31 00:00:00+00:00,0.001154883549542518
2021-08-31 00:00:00+00:00,0.0020677545450640267
2021-09-30 00:00:00+00:00,-0.007104237217689158
2021-10-31 00:00:00+00:00,0.012649086147827449
2021-11-30 00:00:00+00:00,-0.012155350916928764
2021-12-31 00:00:00+00:00,0.0011813308990962224
