,USD,CAD,EUR,GBP,JPY,AUD,NZD,CHF
1974-12-01 00:00:00+00:00,,-34.51458055663744,-1.0473235126,0.4392386282,-0.0755352615,,-2.1220414323,-2.4554501182
1975-01-01 00:00:00+00:00,,-30.894281339308392,-1.0473235126,0.4392386282,-0.0755352615,,-2.1220414323,-2.4554501182
1975-02-01 00:00:00+00:00,,-32.59960722107811,-1.0473235126,0.4392386282,-0.0755352615,,-2.1220414323,-2.4554501182
1975-03-01 00:00:00+00:00,,-38.60382032524391,1.724813798,-0.6316812374,2.730586849,,-3.4492174208,-1.0939179804
1975-04-01 00:00:00+00:00,,-40.372673399549285,1.724813798,-0.6316812374,2.730586849,,-3.4492174208,-1.0939179804
1975-05-01 00:00:00+00:00,,-45.57698338810492,1.724813798,-0.6316812374,2.730586849,,-3.4492174208,-1.0939179804
1975-06-01 00:00:00+00:00,,-22.932792890122588,2.0423892069,-0.146699267,2.6317534998,,0.2319030816,-8.5635888379
1975-07-01 00:00:00+00:00,,-17.314474740349773,2.0423892069,-0.146699267,2.6317534998,,0.2319030816,-8.5635888379
1975-08-01 00:00:00+00:00,,-16.892716102332162,2.0423892069,-0.146699267,2.6317534998,,0.2319030816,-8.5635888379
1975-09-01 00:00:00+00:00,,14.12892208231451,0.1510574067,-4.897159655,-0.2732226704,,0.9446525913,1.8067946492
1975-10-01 00:00:00+00:00,,18.50239752195273,0.1510574067,-4.897159655,-0.2732226704,,0.9446525913,1.8067946492
1975-11-01 00:00:00+00:00,,30.89519293898857,0.1510574067,-4.897159655,-0.2732226704,,0.9446525913,1.8067946492
1975-12-01 00:00:00+00:00,,61.724947077169,2.111613877,0.1544799181,-1.4004598535,,1.383034637,-1.3057550278
1976-01-01 00:00:00+00:00,,49.63589030603694,2.111613877,0.1544799181,-1.4004598535,,1.383034637,-1.3057550278
1976-02-01 00:00:00+00:00,,76.29505393260192,2.111613877,0.1544799181,-1.4004598535,,1.383034637,-1.3057550278
1976-03-01 00:00:00+00:00,,57.58957791672137,-0.2584933614,1.9023136496,-0.6374033511,,-3.8179051279,-2.2841272927
1976-04-01 00:00:00+00:00,,90.37988882616213,-0.2584933614,1.9023136496,-0.6374033511,,-3.8179051279,-2.2841272927
1976-05-01 00:00:00+00:00,,85.81941665122417,-0.2584933614,1.9023136496,-0.6374033511,,-3.8179051279,-2.2841272927
1976-06-01 00:00:00+00:00,,43.02321512221505,0.0740466518,0.5549949112,-2.9384377847,,1.297926994,2.5170488058
1976-07-01 00:00:00+00:00,,34.1405411169454,0.0740466518,0.5549949112,-2.9384377847,,1.297926994,2.5170488058
1976-08-01 00:00:00+00:00,,37.388731706616475,0.0740466518,0.5549949112,-2.9384377847,,1.297926994,2.5170488058
1976-09-01 00:00:00+00:00,,13.467126895793413,1.4798372127,-0.2508780562,1.8493025212,,-3.9966948762,0.0184362892
1976-10-01 00:00:00+00:00,,-0.5707692283408283,1.4798372127,-0.2508780562,1.8493025212,,-3.9966948762,0.0184362892
1976-11-01 00:00:00+00:00,,4.845610013504165,1.4798372127,-0.2508780562,1.8493025212,,-3.9966948762,0.0184362892
1976-12-01 00:00:00+00:00,,-17.253453410088515,1.2030623534,-0.6036217054,2.7229731548,,1.3358171078,-2.0149242632
1977-01-01 00:00:00+00:00,,12.392338151162562,1.2030623534,-0.6036217054,2.7229731548,,1.3358171078,-2.0149242632
1977-02-01 00:00:00+00:00,,-11.497935104339218,1.2030623534,-0.6036217054,2.7229731548,,1.3358171078,-2.0149242632
1977-03-01 00:00:00+00:00,,-16.5584490413364,0.6484149807,-1.9736842168,-0.8766071924,,0.356020939,2.907535791
1977-04-01 00:00:00+00:00,,-25.20113703488618,0.6484149807,-1.9736842168,-0.8766071924,,0.356020939,2.907535791
1977-05-01 00:00:00+00:00,,-20.266409094203496,0.6484149807,-1.9736842168,-0.8766071924,,0.356020939,2.907535791
1977-06-01 00:00:00+00:00,,-8.573523782950387,0.3579098184,-0.9292720732,-0.835102778,,-1.4781580371,-0.0996327768
1977-07-01 00:00:00+00:00,,-8.637190046963672,0.3579098184,-0.9292720732,-0.835102778,,-1.4781580371,-0.0996327768
1977-08-01 00:00:00+00:00,,-4.031678067872003,0.3579098184,-0.9292720732,-0.835102778,,-1.4781580371,-0.0996327768
1977-09-01 00:00:00+00:00,,-3.943951629879816,1.8901569156,2.3970818119,2.8294105957,,-4.2056459809,2.3164105053
1977-10-01 00:00:00+00:00,,2.870069771318362,1.8901569156,2.3970818119,2.8294105957,,-4.2056459809,2.3164105053
1977-11-01 00:00:00+00:00,,-4.211737795528436,1.8901569156,2.3970818119,2.8294105957,,-4.2056459809,2.3164105053
1977-12-01 00:00:00+00:00,,-3.833134217597478,0.8400419788,0.407124665,0.3541843786,,-3.3338656476,-2.9058281735
1978-01-01 00:00:00+00:00,,-22.6182737450343,0.8400419788,0.407124665,0.3541843786,,-3.3338656476,-2.9058281735
1978-02-01 00:00:00+00:00,,-4.7635748819271795,0.8400419788,0.407124665,0.3541843786,,-3.3338656476,-2.9058281735
1978-03-01 00:00:00+00:00,,15.175095647865188,-0.1735508435,1.0643689849,0.4738100423,,1.9213907197,3.7429376976
1978-04-01 00:00:00+00:00,,21.256400836700863,-0.1735508435,1.0643689849,0.4738100423,,1.9213907197,3.7429376976
1978-05-01 00:00:00+00:00,,31.647912904697574,-0.1735508435,1.0643689849,0.4738100423,,1.9213907197,3.7429376976
1978-06-01 00:00:00+00:00,,-17.582863881543986,0.9040333841,1.8054162549,1.6364608382,,-0.6757683342,-3.7954953738
1978-07-01 00:00:00+00:00,,-22.549351999507948,0.9040333841,1.8054162549,1.6364608382,,-0.6757683342,-3.7954953738
1978-08-01 00:00:00+00:00,,-23.818445352643714,0.9040333841,1.8054162549,1.6364608382,,-0.6757683342,-3.7954953738
1978-09-01 00:00:00+00:00,,-16.346876736508342,1.1371467951,2.9556650081,1.5674109309,,3.1708572576,0.7482129887
1978-10-01 00:00:00+00:00,,-12.913545495791634,1.1371467951,2.9556650081,1.5674109309,,3.1708572576,0.7482129887
1978-11-01 00:00:00+00:00,,-19.999984934041215,1.1371467951,2.9556650081,1.5674109309,,3.1708572576,0.7482129887
1978-12-01 00:00:00+00:00,,-6.5265155594525615,1.0562180554,0.6220095887,1.4386712934,,2.5721203475,0.5536321129
1979-01-01 00:00:00+00:00,,1.1192487449079414,1.0562180554,0.6220095887,1.4386712934,,2.5721203475,0.5536321129
1979-02-01 00:00:00+00:00,,-26.866267391856134,1.0562180554,0.6220095887,1.4386712934,,2.5721203475,0.5536321129
1979-03-01 00:00:00+00:00,,-17.942939614883457,-0.7417397166,-1.2363290408,-1.2619102112,,-1.1790802225,0.6619922693
1979-04-01 00:00:00+00:00,,-35.20225721817233,-0.7417397166,-1.2363290408,-1.2619102112,,-1.1790802225,0.6619922693
1979-05-01 00:00:00+00:00,,-36.865579882858924,-0.7417397166,-1.2363290408,-1.2619102112,,-1.1790802225,0.6619922693
1979-06-01 00:00:00+00:00,,-7.945065399690099,3.2948369659,6.7886374278,-0.4269809055,,0.4129205746,-1.0676062084
1979-07-01 00:00:00+00:00,,2.951416631559578,3.2948369659,6.7886374278,-0.4269809055,,0.4129205746,-1.0676062084
1979-08-01 00:00:00+00:00,,-6.302336133236242,3.2948369659,6.7886374278,-0.4269809055,,0.4129205746,-1.0676062084
1979-09-01 00:00:00+00:00,,-17.2477372190173,-2.2032226246,-5.1397655482,1.9429999402,,-3.625691856,-0.0275650807
1979-10-01 00:00:00+00:00,,-6.910767922171123,-2.2032226246,-5.1397655482,1.9429999402,,-3.625691856,-0.0275650807
1979-11-01 00:00:00+00:00,,-8.949394395652721,-2.2032226246,-5.1397655482,1.9429999402,,-3.625691856,-0.0275650807
1979-12-01 00:00:00+00:00,,1.9680899801957086,0.268997967,2.8992395451,1.9205173391,,2.145869521,1.2142456065
1980-01-01 00:00:00+00:00,,-11.494286029825062,0.268997967,2.8992395451,1.9205173391,,2.145869521,1.2142456065
1980-02-01 00:00:00+00:00,,2.1761462401409304,0.268997967,2.8992395451,1.9205173391,,2.145869521,1.2142456065
1980-03-01 00:00:00+00:00,,-19.853624018839,2.2468142437,-0.1847575229,3.197322418,,3.7401335621,1.5247432743
1980-04-01 00:00:00+00:00,,-18.455641151237177,2.2468142437,-0.1847575229,3.197322418,,3.7401335621,1.5247432743
1980-05-01 00:00:00+00:00,,-26.778920270636895,2.2468142437,-0.1847575229,3.197322418,,3.7401335621,1.5247432743
1980-06-01 00:00:00+00:00,,-21.84336796531706,-3.3125615083,-0.8329476875,-2.1183565802,,-2.8210230683,-1.4890263372
1980-07-01 00:00:00+00:00,,-38.53254376640357,-3.3125615083,-0.8329476875,-2.1183565802,,-2.8210230683,-1.4890263372
1980-08-01 00:00:00+00:00,,-21.860210595022888,-3.3125615083,-0.8329476875,-2.1183565802,,-2.8210230683,-1.4890263372
1980-09-01 00:00:00+00:00,,-11.141901174698997,1.6282225278,-0.3266449081,-1.534537566,,-1.0720308204,1.2700324699
1980-10-01 00:00:00+00:00,,-20.94392618545201,1.6282225278,-0.3266449081,-1.534537566,,-1.0720308204,1.2700324699
1980-11-01 00:00:00+00:00,,-7.2115374174198665,1.6282225278,-0.3266449081,-1.534537566,,-1.0720308204,1.2700324699
1980-12-01 00:00:00+00:00,,-9.099264133468454,-0.1335113408,-0.0468164712,1.8403106136,,0.4383294672,2.7119451548
1981-01-01 00:00:00+00:00,,-17.893185159939172,-0.1335113408,-0.0468164712,1.8403106136,,0.4383294672,2.7119451548
1981-02-01 00:00:00+00:00,,-18.610535161710885,-0.1335113408,-0.0468164712,1.8403106136,,0.4383294672,2.7119451548
1981-03-01 00:00:00+00:00,,-5.136996745970923,0.7352941053,1.7798594993,1.1725330764,,3.0075450712,-1.028326934
1981-04-01 00:00:00+00:00,,11.88717257286398,0.7352941053,1.7798594993,1.1725330764,,3.0075450712,-1.028326934
1981-05-01 00:00:00+00:00,,31.008889974005083,0.7352941053,1.7798594993,1.1725330764,,3.0075450712,-1.028326934
1981-06-01 00:00:00+00:00,,49.01161677406909,-2.7869940228,-1.4726185129,-1.6902529534,,2.2461380108,-1.29381722
1981-07-01 00:00:00+00:00,,62.76683743548341,-2.7869940228,-1.4726185129,-1.6902529534,,2.2461380108,-1.29381722
1981-08-01 00:00:00+00:00,,38.80288534459244,-2.7869940228,-1.4726185129,-1.6902529534,,2.2461380108,-1.29381722
1981-09-01 00:00:00+00:00,,16.84341646552092,0.3412969271,-0.1401214391,1.2145983991,,2.8281549134,-0.3115090192
1981-10-01 00:00:00+00:00,,12.126873308730723,0.3412969271,-0.1401214391,1.2145983991,,2.8281549134,-0.3115090192
1981-11-01 00:00:00+00:00,,9.786982580907466,0.3412969271,-0.1401214391,1.2145983991,,2.8281549134,-0.3115090192
1981-12-01 00:00:00+00:00,,-35.84425867690051,0.204081627,0.0,-0.3780112807,,-2.342506116,1.2409179208
1982-01-01 00:00:00+00:00,,-23.14000650088428,0.204081627,0.0,-0.3780112807,,-2.342506116,1.2409179208
1982-02-01 00:00:00+00:00,,12.959501572663124,0.204081627,0.0,-0.3780112807,,-2.342506116,1.2409179208
1982-03-01 00:00:00+00:00,,-5.114317468005436,-0.6109979587,1.5902712787,0.2323593242,,2.4059017109,-1.3547278713
1982-04-01 00:00:00+00:00,,-2.641060356519198,-0.6109979587,1.5902712787,0.2323593242,,2.4059017109,-1.3547278713
1982-05-01 00:00:00+00:00,,-18.23329004612796,-0.6109979587,1.5902712787,0.2323593242,,2.4059017109,-1.3547278713
1982-06-01 00:00:00+00:00,,-45.288204281639146,-3.3811475401,-0.6445672049,-1.1674805085,,-1.8371649215,-1.6720908246
1982-07-01 00:00:00+00:00,,-52.306950233511074,-3.3811475401,-0.6445672049,-1.1674805085,,-1.8371649215,-1.6720908246
1982-08-01 00:00:00+00:00,,-48.061988746202374,-3.3811475401,-0.6445672049,-1.1674805085,,-1.8371649215,-1.6720908246
1982-09-01 00:00:00+00:00,,-43.40630501455753,-1.2725344804,1.5291937029,-0.031906577,,-2.933068101,-1.4826082893
1982-10-01 00:00:00+00:00,,-49.69495240969826,-1.2725344804,1.5291937029,-0.031906577,,-2.933068101,-1.4826082893
1982-11-01 00:00:00+00:00,,-51.17986862171373,-1.2725344804,1.5291937029,-0.031906577,,-2.933068101,-1.4826082893
1982-12-01 00:00:00+00:00,,3.546098857988378,0.8950948964,1.4148790471,0.4237261165,,-4.5463916736,0.6748297144
1983-01-01 00:00:00+00:00,,15.320113909700051,0.8950948964,1.4148790471,0.4237261165,,-4.5463916736,0.6748297144
1983-02-01 00:00:00+00:00,,-17.26419919720571,0.8950948964,1.4148790471,0.4237261165,,-4.5463916736,0.6748297144
1983-03-01 00:00:00+00:00,,6.467985945090993,2.4840312318,1.6201619974,2.3210541856,,-3.6807252046,2.6744804734
1983-04-01 00:00:00+00:00,,0.06164803519415063,2.4840312318,1.6201619974,2.3210541856,,-3.6807252046,2.6744804734
1983-05-01 00:00:00+00:00,,18.421043458348517,2.4840312318,1.6201619974,2.3210541856,,-3.6807252046,2.6744804734
1983-06-01 00:00:00+00:00,,46.65550621373489,0.5886426409,0.9300265992,-2.1713201088,,0.9236641253,-3.0606633415
1983-07-01 00:00:00+00:00,,152.5457477554915,0.5886426409,0.9300265992,-2.1713201088,,0.9236641253,-3.0606633415
1983-08-01 00:00:00+00:00,,81.80971028641952,0.5886426409,0.9300265992,-2.1713201088,,0.9236641253,-3.0606633415
1983-09-01 00:00:00+00:00,,35.00000091319582,-3.3046471438,0.7898200991,2.4292761536,,2.0119506942,1.6646020038
1983-10-01 00:00:00+00:00,,46.306492794629975,-3.3046471438,0.7898200991,2.4292761536,,2.0119506942,1.6646020038
1983-11-01 00:00:00+00:00,,50.913006717064405,-3.3046471438,0.7898200991,2.4292761536,,2.0119506942,1.6646020038
1983-12-01 00:00:00+00:00,,0.9132379725716122,1.8867924499,1.6107966887,-1.6550255311,0.7665889149,3.9638169946,-1.1226868689
1984-01-01 00:00:00+00:00,,-7.402501003495376,1.8867924499,1.6107966887,-1.6550255311,0.7665889149,3.9638169946,-1.1226868689
1984-02-01 00:00:00+00:00,,-6.333335656503314,1.8867924499,1.6107966887,-1.6550255311,0.7665889149,3.9638169946,-1.1226868689
1984-03-01 00:00:00+00:00,,-6.968437382280557,1.1180992299,-0.2142245387,0.2200502094,0.4002449525,4.3803845502,-0.4140009179
1984-04-01 00:00:00+00:00,,-1.7867989157584807,1.1180992299,-0.2142245387,0.2200502094,0.4002449525,4.3803845502,-0.4140009179
1984-05-01 00:00:00+00:00,,-22.98244783792334,1.1180992299,-0.2142245387,0.2200502094,0.4002449525,4.3803845502,-0.4140009179
1984-06-01 00:00:00+00:00,,-29.703530913901655,-0.8293019937,1.7174753327,-0.2868686191,0.4905057716,-0.4796458014,1.8758765513
1984-07-01 00:00:00+00:00,,-48.62902495534767,-0.8293019937,1.7174753327,-0.2868686191,0.4905057716,-0.4796458014,1.8758765513
1984-08-01 00:00:00+00:00,,-30.990257547222278,-0.8293019937,1.7174753327,-0.2868686191,0.4905057716,-0.4796458014,1.8758765513
1984-09-01 00:00:00+00:00,,-8.735143995419692,1.2891985978,0.5065428468,0.8392755778,0.5050924523,0.9295875301,2.1099823265
1984-10-01 00:00:00+00:00,,14.016576440306405,1.2891985978,0.5065428468,0.8392755778,0.5050924523,0.9295875301,2.1099823265
1984-11-01 00:00:00+00:00,,-2.064066305422463,1.2891985978,0.5065428468,0.8392755778,0.5050924523,0.9295875301,2.1099823265
1984-12-01 00:00:00+00:00,,-7.088997325551283,-1.5135879033,1.8899621845,-0.5797293903,1.2146855127,-0.4611931131,-1.8778923298
1985-01-01 00:00:00+00:00,,-15.560318953595198,-1.5135879033,1.8899621845,-0.5797293903,1.2146855127,-0.4611931131,-1.8778923298
1985-02-01 00:00:00+00:00,,-7.544474031409642,-1.5135879033,1.8899621845,-0.5797293903,1.2146855127,-0.4611931131,-1.8778923298
1985-03-01 00:00:00+00:00,,-12.868123415555676,0.5588543668,0.6595218637,0.8374132556,0.3551666207,-0.6369078511,1.2270540143
1985-04-01 00:00:00+00:00,,-12.045176471274088,0.5588543668,0.6595218637,0.8374132556,0.3551666207,-0.6369078511,1.2270540143
1985-05-01 00:00:00+00:00,,5.542900587319255,0.5588543668,0.6595218637,0.8374132556,0.3551666207,-0.6369078511,1.2270540143
1985-06-01 00:00:00+00:00,,26.115156124683693,0.4168113813,1.3923013896,-0.0066467492,1.4216550257,0.6368638256,-0.5273971342
1985-07-01 00:00:00+00:00,,23.469398144229547,0.4168113813,1.3923013896,-0.0066467492,1.4216550257,0.6368638256,-0.5273971342
1985-08-01 00:00:00+00:00,,14.795540895563297,0.4168113813,1.3923013896,-0.0066467492,1.4216550257,0.6368638256,-0.5273971342
1985-09-01 00:00:00+00:00,,28.254205668433908,1.7640954762,1.1308562162,1.4857142931,1.8162784503,-1.0934488823,1.1457496557
1985-10-01 00:00:00+00:00,,13.681432667667547,1.7640954762,1.1308562162,1.4857142931,1.8162784503,-1.0934488823,1.1457496557
1985-11-01 00:00:00+00:00,,35.02907972658289,1.7640954762,1.1308562162,1.4857142931,1.8162784503,-1.0934488823,1.1457496557
1985-12-01 00:00:00+00:00,,57.54877887423673,-0.6118286956,0.4792332284,0.2238904173,1.4339570876,0.920359842,1.233657308
1986-01-01 00:00:00+00:00,,67.87832846966654,-0.6118286956,0.4792332284,0.2238904173,1.4339570876,0.920359842,1.233657308
1986-02-01 00:00:00+00:00,,46.72823235513197,-0.6118286956,0.4792332284,0.2238904173,1.4339570876,0.920359842,1.233657308
1986-03-01 00:00:00+00:00,,28.361509286777387,-0.3761969903,1.5695907234,0.1246982092,-0.9980943502,-0.9420914856,2.8199535779
1986-04-01 00:00:00+00:00,,38.65903213124751,-0.3761969903,1.5695907234,0.1246982092,-0.9980943502,-0.9420914856,2.8199535779
1986-05-01 00:00:00+00:00,,24.604319452578704,-0.3761969903,1.5695907234,0.1246982092,-0.9980943502,-0.9420914856,2.8199535779
1986-06-01 00:00:00+00:00,,32.79743549903586,4.7373841458,1.7703591183,-0.0728060996,2.1869560566,3.1849158735,-3.7537979054
1986-07-01 00:00:00+00:00,,22.886202701380466,4.7373841458,1.7703591183,-0.0728060996,2.1869560566,3.1849158735,-3.7537979054
1986-08-01 00:00:00+00:00,,30.569971574772637,4.7373841458,1.7703591183,-0.0728060996,2.1869560566,3.1849158735,-3.7537979054
1986-09-01 00:00:00+00:00,,19.641755618459644,-1.1143887258,0.9940357848,0.6395568523,-0.4819349451,7.9469489069,2.5426959105
1986-10-01 00:00:00+00:00,,11.104651607782268,-1.1143887258,0.9940357848,0.6395568523,-0.4819349451,7.9469489069,2.5426959105
1986-11-01 00:00:00+00:00,,22.066771134299067,-1.1143887258,0.9940357848,0.6395568523,-0.4819349451,7.9469489069,2.5426959105
1986-12-01 00:00:00+00:00,,10.458449864152652,1.0275107579,1.2795275747,0.4647477581,-1.2158738145,-12.2987949379,0.3360285743
1987-01-01 00:00:00+00:00,,3.8771153396241154,1.0275107579,1.2795275747,0.4647477581,-1.2158738145,-12.2987949379,0.3360285743
1987-02-01 00:00:00+00:00,,12.53936956687789,1.0275107579,1.2795275747,0.4647477581,-1.2158738145,-12.2987949379,0.3360285743
1987-03-01 00:00:00+00:00,,46.59419670724676,-1.7060367301,0.2915451853,2.5870285387,0.7117329082,6.1655369473,-2.0552343521
1987-04-01 00:00:00+00:00,,18.621414237983558,-1.7060367301,0.2915451853,2.5870285387,0.7117329082,6.1655369473,-2.0552343521
1987-05-01 00:00:00+00:00,,51.03923959556007,-1.7060367301,0.2915451853,2.5870285387,0.7117329082,6.1655369473,-2.0552343521
1987-06-01 00:00:00+00:00,,15.641646806906895,4.4058744981,1.5503875878,0.8922595664,1.5837569428,1.2755918003,2.1364046746
1987-07-01 00:00:00+00:00,,33.21260781442845,4.4058744981,1.5503875878,0.8922595664,1.5837569428,1.2755918003,2.1364046746
1987-08-01 00:00:00+00:00,,30.059462075641274,4.4058744981,1.5503875878,0.8922595664,1.5837569428,1.2755918003,2.1364046746
1987-09-01 00:00:00+00:00,,31.23760429778859,0.7033247964,2.0038168047,1.6056644622,2.6884327024,-0.5303957569,-0.4996465028
1987-10-01 00:00:00+00:00,,36.21139510252003,0.7033247964,2.0038168047,1.6056644622,2.6884327024,-0.5303957569,-0.4996465028
1987-11-01 00:00:00+00:00,,3.9682356767332116,0.7033247964,2.0038168047,1.6056644622,2.6884327024,-0.5303957569,-0.4996465028
1987-12-01 00:00:00+00:00,,6.250022574341818,2.3174603359,1.7773620077,1.0766274523,0.5435942627,-0.1442218482,1.2765416754
1988-01-01 00:00:00+00:00,,15.559870234315841,2.3174603359,1.7773620077,1.0766274523,0.5435942627,-0.1442218482,1.2765416754
1988-02-01 00:00:00+00:00,,2.7039565186390613,2.3174603359,1.7773620077,1.0766274523,0.5435942627,-0.1442218482,1.2765416754
1988-03-01 00:00:00+00:00,,-16.0093979051259,-2.2339435362,5.22690548583709,2.0618905564,0.0591793819,-0.6055466575,-1.1122022342
1988-04-01 00:00:00+00:00,,-6.678190727971989,-2.2339435362,5.22690548583709,2.0618905564,0.0591793819,-0.6055466575,-1.1122022342
1988-05-01 00:00:00+00:00,,-16.85778501054943,-2.2339435362,5.22690548583709,2.0618905564,0.0591793819,-0.6055466575,-1.1122022342
1988-06-01 00:00:00+00:00,,-5.904480549855807,1.8406854878,1.71052631578934,0.2623379279,1.586291368,-4.5326081198,-1.1471896454
1988-07-01 00:00:00+00:00,,-8.271839492240684,1.8406854878,1.71052631578934,0.2623379279,1.586291368,-4.5326081198,-1.1471896454
1988-08-01 00:00:00+00:00,,-16.819211492399333,1.8406854878,1.71052631578934,0.2623379279,1.586291368,-4.5326081198,-1.1471896454
1988-09-01 00:00:00+00:00,,-21.064653449531058,0.9660330299,1.5513897791,0.7681795078,0.2224416189,2.4269675429,2.1254367011
1988-10-01 00:00:00+00:00,,-10.718371014070204,0.9660330299,1.5513897791,0.7681795078,0.2224416189,2.4269675429,2.1254367011
1988-11-01 00:00:00+00:00,,-6.912612654773309,0.9660330299,1.5513897791,0.7681795078,0.2224416189,2.4269675429,2.1254367011
1988-12-01 00:00:00+00:00,,-2.4582974976798955,0.5864197611,1.7823042679,0.4765836765,2.4117496588,0.8057259792,-1.3228752989
1989-01-01 00:00:00+00:00,,-1.1744967805486506,0.5864197611,1.7823042679,0.4765836765,2.4117496588,0.8057259792,-1.3228752989
1989-02-01 00:00:00+00:00,,2.133439022504069,0.5864197611,1.7823042679,0.4765836765,2.4117496588,0.8057259792,-1.3228752989
1989-03-01 00:00:00+00:00,,13.063736872990672,0.9818962749,-0.813008130081239,2.9424102053,1.772304088,0.31105881,3.3927764303
1989-04-01 00:00:00+00:00,,7.992551176923035,0.9818962749,-0.813008130081239,2.9424102053,1.772304088,0.31105881,3.3927764303
1989-05-01 00:00:00+00:00,,2.6666607326440994,0.9818962749,-0.813008130081239,2.9424102053,1.772304088,0.31105881,3.3927764303
1989-06-01 00:00:00+00:00,,-3.8718621193531866,0.2734731174,1.1979823455232,-2.6895923651,-0.2859488451,5.1880114924,-4.2451844209
1989-07-01 00:00:00+00:00,,-13.801896140918002,0.2734731174,1.1979823455232,-2.6895923651,-0.2859488451,5.1880114924,-4.2451844209
1989-08-01 00:00:00+00:00,,-8.803316988648668,0.2734731174,1.1979823455232,-2.6895923651,-0.2859488451,5.1880114924,-4.2451844209
1989-09-01 00:00:00+00:00,,-5.1059936884983,0.3636363646,-0.561097267,3.0659684291,0.9584276442,-7.9275561001,2.7423224848
1989-10-01 00:00:00+00:00,,-14.199673616682029,0.3636363646,-0.561097267,3.0659684291,0.9584276442,-7.9275561001,2.7423224848
1989-11-01 00:00:00+00:00,,3.690170012947669,0.3636363646,-0.561097267,3.0659684291,0.9584276442,-7.9275561001,2.7423224848
1989-12-01 00:00:00+00:00,,-5.535564612953081,2.0229468713,1.12852664576806,2.2485888536,1.2192333253,2.1201659413,-0.9234330541
1990-01-01 00:00:00+00:00,,-10.823463094042685,2.0229468713,1.12852664576806,2.2485888536,1.2192333253,2.1201659413,-0.9234330541
1990-02-01 00:00:00+00:00,,-1.7333430849118647,2.0229468713,1.12852664576806,2.2485888536,1.2192333253,2.1201659413,-0.9234330541
1990-03-01 00:00:00+00:00,,13.662788615006182,2.1604024813,0.929944203347755,1.639144166,0.338593053,0.8901672642,0.3491595652
1990-04-01 00:00:00+00:00,,10.108802769676494,2.1604024813,0.929944203347755,1.639144166,0.338593053,0.8901672642,0.3491595652
1990-05-01 00:00:00+00:00,,14.058663596387788,2.1604024813,0.929944203347755,1.639144166,0.338593053,0.8901672642,0.3491595652
1990-06-01 00:00:00+00:00,,-0.06524952115993798,0.8400926958,-0.061425061425246,0.1100781869,-0.095102373,-0.6759466138,0.4721938474
1990-07-01 00:00:00+00:00,,5.162665713258763,0.8400926958,-0.061425061425246,0.1100781869,-0.095102373,-0.6759466138,0.4721938474
1990-08-01 00:00:00+00:00,,-7.079411985139017,0.8400926958,-0.061425061425246,0.1100781869,-0.095102373,-0.6759466138,0.4721938474
1990-09-01 00:00:00+00:00,,-13.55836179151414,8.0149382275,-0.430239704978463,1.4293892809,0.3558613344,-1.3072213688,-0.3816463538
1990-10-01 00:00:00+00:00,,-17.433299157647,8.0149382275,-0.430239704978463,1.4293892809,0.3558613344,-1.3072213688,-0.3816463538
1990-11-01 00:00:00+00:00,,-36.74296869351457,8.0149382275,-0.430239704978463,1.4293892809,0.3558613344,-1.3072213688,-0.3816463538
1990-12-01 00:00:00+00:00,,-30.1605411507755,-2.2074468038,-0.679012345679064,0.6425071945,-1.2041606381,-0.875624336,-1.64155887
1991-01-01 00:00:00+00:00,,-31.696793615427367,-2.2074468038,-0.679012345679064,0.6425071945,-1.2041606381,-0.875624336,-1.64155887
1991-02-01 00:00:00+00:00,,-35.59021417438664,-2.2074468038,-0.679012345679064,0.6425071945,-1.2041606381,-0.875624336,-1.64155887
1991-03-01 00:00:00+00:00,,-56.99169169849192,5.0312755032,-0.683654443753789,0.490742651,0.477365532,-3.8618973685,3.0175681304
1991-04-01 00:00:00+00:00,,-53.915876947566076,5.0312755032,-0.683654443753789,0.490742651,0.477365532,-3.8618973685,3.0175681304
1991-05-01 00:00:00+00:00,,-53.64379969291111,5.0312755032,-0.683654443753789,0.490742651,0.477365532,-3.8618973685,3.0175681304
1991-06-01 00:00:00+00:00,,-37.96971091194622,-0.4660797666,-0.813516896120237,0.4850746627,0.0586429965,0.3261249538,-4.852527776
1991-07-01 00:00:00+00:00,,-29.069062172230463,-0.4660797666,-0.813516896120237,0.4850746627,0.0586429965,0.3261249538,-4.852527776
1991-08-01 00:00:00+00:00,,-14.286948836748403,-0.4660797666,-0.813516896120237,0.4850746627,0.0586429965,0.3261249538,-4.852527776
1991-09-01 00:00:00+00:00,,5.653287797923756,-2.1592091432,0.757097791798178,0.7908889658,3.6042816913,0.0309585357,1.2235379983
1991-10-01 00:00:00+00:00,,7.860278389146735,-2.1592091432,0.757097791798178,0.7908889658,3.6042816913,0.0309585357,1.2235379983
1991-11-01 00:00:00+00:00,,19.33000552125279,-2.1592091432,0.757097791798178,0.7908889658,3.6042816913,0.0309585357,1.2235379983
1991-12-01 00:00:00+00:00,,30.87323776256099,-1.1964903053,-1.50187734668332,-0.5282321581,0.6282969063,-1.4378376884,0.6051174679
1992-01-01 00:00:00+00:00,,20.68428868685299,-1.1964903053,-1.50187734668332,-0.5282321581,0.6282969063,-1.4378376884,0.6051174679
1992-02-01 00:00:00+00:00,,16.338031730357216,-1.1964903053,-1.50187734668332,-0.5282321581,0.6282969063,-1.4378376884,0.6051174679
