,USD,CAD,EUR,GBP,JPY,AUD,NZD,CHF
1961-06-01 00:00:00+00:00,,40.696428578952194,-0.5809731489,0.7918024979,3.1484098514,,,-2.2358214837
1961-07-01 00:00:00+00:00,,28.662419989456957,-0.5809731489,0.7918024979,3.1484098514,,,-2.2358214837
1961-08-01 00:00:00+00:00,,22.33740958532,-0.5809731489,0.7918024979,3.1484098514,,,-2.2358214837
1961-09-01 00:00:00+00:00,,-2.953243266293115,2.629656717,-0.6007393442,1.9608504235,,,3.7137305654
1961-10-01 00:00:00+00:00,,27.019231306206116,2.629656717,-0.6007393442,1.9608504235,,,3.7137305654
1961-11-01 00:00:00+00:00,,13.009551426333466,2.629656717,-0.6007393442,1.9608504235,,,3.7137305654
1961-12-01 00:00:00+00:00,,-2.0016753691350475,2.491103155,0.5113900358,0.3441546152,,,1.3481239156
1962-01-01 00:00:00+00:00,,6.8141696928412765,2.491103155,0.5113900358,0.3441546152,,,1.3481239156
1962-02-01 00:00:00+00:00,,-15.34267737805658,2.491103155,0.5113900358,0.3441546152,,,1.3481239156
1962-03-01 00:00:00+00:00,,0.1601325577033741,5.0694444856,-0.4625346636,3.4048916288,,,1.3954298176
1962-04-01 00:00:00+00:00,,-16.7355435536367,5.0694444856,-0.4625346636,3.4048916288,,,1.3954298176
1962-05-01 00:00:00+00:00,,-9.317216365569337,5.0694444856,-0.4625346636,3.4048916288,,,1.3954298176
1962-06-01 00:00:00+00:00,,7.656608082342853,3.0403172537,0.743494395,3.1977151472,,,4.0830643951
1962-07-01 00:00:00+00:00,,4.702981960769037,3.0403172537,0.743494395,3.1977151472,,,4.0830643951
1962-08-01 00:00:00+00:00,,5.701073526481393,3.0403172537,0.743494395,3.1977151472,,,4.0830643951
1962-09-01 00:00:00+00:00,,11.580730977040599,-0.5772931553,0.6457564764,2.617809515,,,-1.2980189365
1962-10-01 00:00:00+00:00,,-0.7569940946165699,-0.5772931553,0.6457564764,2.617809515,,,-1.2980189365
1962-11-01 00:00:00+00:00,,-1.6884138214050548,-0.5772931553,0.6457564764,2.617809515,,,-1.2980189365
1962-12-01 00:00:00+00:00,,15.234047853679167,1.9354838642,0.0,3.3828000888,,,2.994495527
1963-01-01 00:00:00+00:00,,1.6569988218943177,1.9354838642,0.0,3.3828000888,,,2.994495527
1963-02-01 00:00:00+00:00,,11.039563349482485,1.9354838642,0.0,3.3828000888,,,2.994495527
1963-03-01 00:00:00+00:00,,-1.6786650161617511,-0.8227848142,0.0,1.4004433925,,,0.2228249595
1963-04-01 00:00:00+00:00,,10.421839208379936,-0.8227848142,0.0,1.4004433925,,,0.2228249595
1963-05-01 00:00:00+00:00,,9.176475732971511,-0.8227848142,0.0,1.4004433925,,,0.2228249595
1963-06-01 00:00:00+00:00,,-3.3046061737570853,0.2552648456,2.0623281594,4.5854413137,,0.4036533933,2.0908085479
1963-07-01 00:00:00+00:00,,19.936941223710058,0.2552648456,2.0623281594,4.5854413137,,0.4036533933,2.0908085479
1963-08-01 00:00:00+00:00,,1.3848430646655085,0.2552648456,2.0623281594,4.5854413137,,0.4036533933,2.0908085479
1963-09-01 00:00:00+00:00,,17.727268060666425,1.4640356479,1.8859452041,4.0739031878,,1.0936595368,0.9513926647
1963-10-01 00:00:00+00:00,,14.721575502578176,1.4640356479,1.8859452041,4.0739031878,,1.0936595368,0.9513926647
1963-11-01 00:00:00+00:00,,20.843090662419318,1.4640356479,1.8859452041,4.0739031878,,1.0936595368,0.9513926647
1963-12-01 00:00:00+00:00,,12.186104675336718,2.6976160576,0.1322168013,3.4394724982,,0.3639794766,1.1643281973
1964-01-01 00:00:00+00:00,,18.500409915473483,2.6976160576,0.1322168013,3.4394724982,,0.3639794766,1.1643281973
1964-02-01 00:00:00+00:00,,52.195519028131,2.6976160576,0.1322168013,3.4394724982,,0.3639794766,1.1643281973
1964-03-01 00:00:00+00:00,,41.78861734872794,1.5882712356,0.5281690438,1.5058832334,,1.1014103579,3.0807167008
1964-04-01 00:00:00+00:00,,35.056186781713386,1.5882712356,0.5281690438,1.5058832334,,1.1014103579,3.0807167008
1964-05-01 00:00:00+00:00,,7.6149318180806835,1.5882712356,0.5281690438,1.5058832334,,1.1014103579,3.0807167008
1964-06-01 00:00:00+00:00,,10.995547113592096,1.0823812523,0.2189142062,1.039350946,,1.2787298877,-3.9644853042
1964-07-01 00:00:00+00:00,,-3.6136592335140993,1.0823812523,0.2189142062,1.039350946,,1.2787298877,-3.9644853042
1964-08-01 00:00:00+00:00,,6.254493730697663,1.0823812523,0.2189142062,1.039350946,,1.2787298877,-3.9644853042
1964-09-01 00:00:00+00:00,,8.558566920016952,0.5353955937,0.524246359,4.3772735513,,1.1084511267,3.5036790639
1964-10-01 00:00:00+00:00,,8.710111543830724,0.5353955937,0.524246359,4.3772735513,,1.1084511267,3.5036790639
1964-11-01 00:00:00+00:00,,4.974155108866696,0.5353955937,0.524246359,4.3772735513,,1.1084511267,3.5036790639
1964-12-01 00:00:00+00:00,,20.01317839584256,5.7988165427,1.2603216454,-2.4264419292,,2.1147546348,2.6625042134
1965-01-01 00:00:00+00:00,,39.8898970870901,5.7988165427,1.2603216454,-2.4264419292,,2.1147546348,2.6625042134
1965-02-01 00:00:00+00:00,,-9.744150947452667,5.7988165427,1.2603216454,-2.4264419292,,2.1147546348,2.6625042134
1965-03-01 00:00:00+00:00,,-16.51376645814604,0.3355704808,0.47210299,-0.5051225135,,1.7723850934,-0.6700162953
1965-04-01 00:00:00+00:00,,-9.76151215213521,0.3355704808,0.47210299,-0.5051225135,,1.7723850934,-0.6700162953
1965-05-01 00:00:00+00:00,,11.749003547952142,0.3355704808,0.47210299,-0.5051225135,,1.7723850934,-0.6700162953
1965-06-01 00:00:00+00:00,,13.453807819109965,2.5083611852,0.1281503622,1.3729270803,,1.3170625085,1.5949782589
1965-07-01 00:00:00+00:00,,15.201099243201366,2.5083611852,0.1281503622,1.3729270803,,1.3170625085,1.5949782589
1965-08-01 00:00:00+00:00,,17.861976245403067,2.5083611852,0.1281503622,1.3729270803,,1.3170625085,1.5949782589
1965-09-01 00:00:00+00:00,,-2.6674566637701624,1.6856987653,0.9385665569,3.7697227621,,1.7650864048,-0.0740338336
1965-10-01 00:00:00+00:00,,23.302780450844175,1.6856987653,0.9385665569,3.7697227621,,1.7650864048,-0.0740338336
1965-11-01 00:00:00+00:00,,-3.3230744523602973,1.6856987653,0.9385665569,3.7697227621,,1.7650864048,-0.0740338336
1965-12-01 00:00:00+00:00,,-14.262209810837302,-0.6417112316,0.7607776464,0.0936839922,,2.5003027301,-0.8480008159
1966-01-01 00:00:00+00:00,,-19.174012238336314,-0.6417112316,0.7607776464,0.0936839922,,2.5003027301,-0.8480008159
1966-02-01 00:00:00+00:00,,-2.1712929230654154,-0.6417112316,0.7607776464,0.0936839922,,2.5003027301,-0.8480008159
1966-03-01 00:00:00+00:00,,15.247253002955308,3.3369214327,0.6711409773,-0.2219169423,,0.5256629813,0.6241862418
1966-04-01 00:00:00+00:00,,-3.07314320717883,3.3369214327,0.6711409773,-0.2219169423,,0.5256629813,0.6241862418
1966-05-01 00:00:00+00:00,,-8.004782343908246,3.3369214327,0.6711409773,-0.2219169423,,0.5256629813,0.6241862418
1966-06-01 00:00:00+00:00,,-27.846608639954095,-0.8854166767,0.3333333204,3.7833194392,,1.933019976,-0.5972529108
1966-07-01 00:00:00+00:00,,-23.846158957057106,-0.8854166767,0.3333333204,3.7833194392,,1.933019976,-0.5972529108
1966-08-01 00:00:00+00:00,,-30.654419568684332,-0.8854166767,0.3333333204,3.7833194392,,1.933019976,-0.5972529108
1966-09-01 00:00:00+00:00,,-24.238735650411513,1.1560693829,-0.9551494844,3.7202661762,,1.2882586788,1.2229655859
1966-10-01 00:00:00+00:00,,-40.62501440457259,1.1560693829,-0.9551494844,3.7202661762,,1.2882586788,1.2229655859
1966-11-01 00:00:00+00:00,,-11.2667093378078,1.1560693829,-0.9551494844,3.7202661762,,1.2882586788,1.2229655859
1966-12-01 00:00:00+00:00,,-3.7747922171076587,-2.4935064994,-0.5450733819,2.5534319995,,-1.7897282766,-0.5141211506
1967-01-01 00:00:00+00:00,,-18.49148212196525,-2.4935064994,-0.5450733819,2.5534319995,,-1.7897282766,-0.5141211506
1967-02-01 00:00:00+00:00,,-19.85202800551479,-2.4935064994,-0.5450733819,2.5534319995,,-1.7897282766,-0.5141211506
1967-03-01 00:00:00+00:00,,-28.307508987343134,2.7171017503,1.433389545,-0.0648525636,,-1.6137443357,4.1546770506
1967-04-01 00:00:00+00:00,,-29.042486612063247,2.7171017503,1.433389545,-0.0648525636,,-1.6137443357,4.1546770506
1967-05-01 00:00:00+00:00,,-20.19480937434316,2.7171017503,1.433389545,-0.0648525636,,-1.6137443357,4.1546770506
1967-06-01 00:00:00+00:00,,23.385122909882973,-2.2302904729,0.2493765568,4.2927051936,,-1.9641332251,-5.3466668446
1967-07-01 00:00:00+00:00,,52.1368004785935,-2.2302904729,0.2493765568,4.2927051936,,-1.9641332251,-5.3466668446
1967-08-01 00:00:00+00:00,,57.69867382507312,-2.2302904729,0.2493765568,4.2927051936,,-1.9641332251,-5.3466668446
1967-09-01 00:00:00+00:00,,47.18649461389673,2.3872679252,2.1144278454,5.0059641705,,-1.3727021583,2.1932369742
1967-10-01 00:00:00+00:00,,50.87719723865591,2.3872679252,2.1144278454,5.0059641705,,-1.3727021583,2.1932369742
1967-11-01 00:00:00+00:00,,29.985656563580388,2.3872679252,2.1144278454,5.0059641705,,-1.3727021583,2.1932369742
1967-12-01 00:00:00+00:00,,14.361704250199047,0.7772020791,1.4616321763,-0.1269584952,,0.5025125558,-1.0929670194
1968-01-01 00:00:00+00:00,,11.86567743160265,0.7772020791,1.4616321763,-0.1269584952,,0.5025125558,-1.0929670194
1968-02-01 00:00:00+00:00,,6.615390136922583,0.7772020791,1.4616321763,-0.1269584952,,0.5025125558,-1.0929670194
1968-03-01 00:00:00+00:00,,43.14215029700239,-1.7480719991,2.0808322976,1.9014379422,,2.3030303306,0.0193239894
1968-04-01 00:00:00+00:00,,70.95622118420431,-1.7480719991,2.0808322976,1.9014379422,,2.3030303306,0.0193239894
1968-05-01 00:00:00+00:00,,55.57363935917805,-1.7480719991,2.0808322976,1.9014379422,,2.3030303306,0.0193239894
1968-06-01 00:00:00+00:00,,30.284961669233844,3.8723181712,-2.5480203567,2.9651128339,,-1.6202606811,1.4854737733
1968-07-01 00:00:00+00:00,,6.128674075048179,3.8723181712,-2.5480203567,2.9651128339,,-1.6202606811,1.4854737733
1968-08-01 00:00:00+00:00,,5.826797004025308,3.8723181712,-2.5480203567,2.9651128339,,-1.6202606811,1.4854737733
1968-09-01 00:00:00+00:00,,4.751502125184515,1.9143576904,1.3274336188,2.1947366167,,0.1806521612,2.0821937592
1968-10-01 00:00:00+00:00,,5.869316544020964,1.9143576904,1.3274336188,2.1947366167,,0.1806521612,2.0821937592
1968-11-01 00:00:00+00:00,,-11.86533648516901,1.9143576904,1.3274336188,2.1947366167,,0.1806521612,2.0821937592
1968-12-01 00:00:00+00:00,,18.95351093578279,1.9772614857,0.6748709657,0.1545831685,,1.8844107934,-0.3197502615
1969-01-01 00:00:00+00:00,,48.765786945381606,1.9772614857,0.6748709657,0.1545831685,,1.8844107934,-0.3197502615
1969-02-01 00:00:00+00:00,,56.42131840723745,1.9772614857,0.6748709657,0.1545831685,,1.8844107934,-0.3197502615
1969-03-01 00:00:00+00:00,,45.64456780819863,1.5996122148,-0.7492113612,0.4207485901,,-0.3805309931,1.9572120688
1969-04-01 00:00:00+00:00,,59.06954188132241,1.5996122148,-0.7492113612,0.4207485901,,-0.3805309931,1.9572120688
1969-05-01 00:00:00+00:00,,29.864036224605517,1.5996122148,-0.7492113612,0.4207485901,,-0.3805309931,1.9572120688
1969-06-01 00:00:00+00:00,,25.534091770727784,1.5744274805,1.5097338197,2.6734259772,,1.2170205367,0.6490825484
1969-07-01 00:00:00+00:00,,6.496602727320999,1.5744274805,1.5097338197,2.6734259772,,1.2170205367,0.6490825484
1969-08-01 00:00:00+00:00,,9.970172931695442,1.5744274805,1.5097338197,2.6734259772,,1.2170205367,0.6490825484
1969-09-01 00:00:00+00:00,,3.493203345098239,3.8515734984,-0.5088062389,1.4189927995,,1.3749926714,1.3606760683
1969-10-01 00:00:00+00:00,,13.336863720312353,3.8515734984,-0.5088062389,1.4189927995,,1.3749926714,1.3606760683
1969-11-01 00:00:00+00:00,,18.847836739008518,3.8515734984,-0.5088062389,1.4189927995,,1.3749926714,1.3606760683
1969-12-01 00:00:00+00:00,,-10.997083737055647,2.0805065607,-0.3147128421,2.4938720136,,1.9796837169,1.5894318731
1970-01-01 00:00:00+00:00,,-28.20625346175015,2.0805065607,-0.3147128421,2.4938720136,,1.9796837169,1.5894318731
1970-02-01 00:00:00+00:00,,-18.081169872009518,2.0805065607,-0.3147128421,2.4938720136,,1.9796837169,1.5894318731
1970-03-01 00:00:00+00:00,,-31.578939242947158,-2.4368630921,1.4206787587,-1.5227243887,,4.918822543,2.7496453961
1970-04-01 00:00:00+00:00,,-46.96024603357386,-2.4368630921,1.4206787587,-1.5227243887,,4.918822543,2.7496453961
1970-05-01 00:00:00+00:00,,-31.65526237409926,-2.4368630921,1.4206787587,-1.5227243887,,4.918822543,2.7496453961
1970-06-01 00:00:00+00:00,,-34.80551611612711,5.4950045403,1.2451362271,1.6941774018,,0.4430076551,-3.770212348
1970-07-01 00:00:00+00:00,,-43.10888965289787,5.4950045403,1.2451362271,1.6941774018,,0.4430076551,-3.770212348
1970-08-01 00:00:00+00:00,,-33.24309550027551,5.4950045403,1.2451362271,1.6941774018,,0.4430076551,-3.770212348
1970-09-01 00:00:00+00:00,,-6.448348471652354,1.9801980378,0.3074557622,4.7051173695,,-1.4516364009,2.8393819752
1970-10-01 00:00:00+00:00,,-14.259375896181037,1.9801980378,0.3074557622,4.7051173695,,-1.4516364009,2.8393819752
1970-11-01 00:00:00+00:00,,1.4752373711296451,1.9801980378,0.3074557622,4.7051173695,,-1.4516364009,2.8393819752
1970-12-01 00:00:00+00:00,,41.790237901670935,4.0101308347,-0.536398454,-0.1250003019,,-1.0389086824,1.4772493567
1971-01-01 00:00:00+00:00,,50.28111541663669,4.0101308347,-0.536398454,-0.1250003019,,-1.0389086824,1.4772493567
1971-02-01 00:00:00+00:00,,38.68241637590706,4.0101308347,-0.536398454,-0.1250003019,,-1.0389086824,1.4772493567
1971-03-01 00:00:00+00:00,,16.89973205471724,-2.3133116906,-0.4101411129,4.9740942707,,0.8189374198,-0.9799393159
1971-04-01 00:00:00+00:00,,31.970290098794685,-2.3133116906,-0.4101411129,4.9740942707,,0.8189374198,-0.9799393159
1971-05-01 00:00:00+00:00,,19.092466935269403,-2.3133116906,-0.4101411129,4.9740942707,,0.8189374198,-0.9799393159
1971-06-01 00:00:00+00:00,,58.17276212005742,2.285002092,3.1045751743,2.3487103467,,-0.736849185,1.9259024
1971-07-01 00:00:00+00:00,,71.48525575860315,2.285002092,3.1045751743,2.3487103467,,-0.736849185,1.9259024
1971-08-01 00:00:00+00:00,,55.810796121300335,2.285002092,3.1045751743,2.3487103467,,-0.736849185,1.9259024
1971-09-01 00:00:00+00:00,,26.76361901596591,1.4216084507,-0.7395668087,1.3314135031,,0.2130604717,-0.8465429368
1971-10-01 00:00:00+00:00,,29.709392219484986,1.4216084507,-0.7395668087,1.3314135031,,0.2130604717,-0.8465429368
1971-11-01 00:00:00+00:00,,25.752828875498125,1.4216084507,-0.7395668087,1.3314135031,,0.2130604717,-0.8465429368
1971-12-01 00:00:00+00:00,,-7.668469927532151,-0.040048059,0.1596593652,-0.0199189532,,-1.0102241288,-0.0375863878
1972-01-01 00:00:00+00:00,,4.571909059089063,-0.040048059,0.1596593652,-0.0199189532,,-1.0102241288,-0.0375863878
1972-02-01 00:00:00+00:00,,1.786473640317321,-0.040048059,0.1596593652,-0.0199189532,,-1.0102241288,-0.0375863878
1972-03-01 00:00:00+00:00,,9.17252960421553,1.562499993,1.1158342514,-1.9077529686,,1.9220509169,2.459974802
1972-04-01 00:00:00+00:00,,36.009401747467095,1.562499993,1.1158342514,-1.9077529686,,1.9220509169,2.459974802
1972-05-01 00:00:00+00:00,,29.440913941516467,1.562499993,1.1158342514,-1.9077529686,,1.9220509169,2.459974802
1972-06-01 00:00:00+00:00,,-8.369346020753355,0.1577909179,3.5733053,0.314347207,,4.1836679959,-0.7295095998
1972-07-01 00:00:00+00:00,,27.142216642754647,0.1577909179,3.5733053,0.314347207,,4.1836679959,-0.7295095998
1972-08-01 00:00:00+00:00,,14.483965239759522,0.1577909179,3.5733053,0.314347207,,4.1836679959,-0.7295095998
1972-09-01 00:00:00+00:00,,4.4179534099553885,3.9779440888,1.1161846996,4.0993829908,,2.6410378611,3.4866389949
1972-10-01 00:00:00+00:00,,3.775873578444311,3.9779440888,1.1161846996,4.0993829908,,2.6410378611,3.4866389949
1972-11-01 00:00:00+00:00,,7.679635250098116,3.9779440888,1.1161846996,4.0993829908,,2.6410378611,3.4866389949
1972-12-01 00:00:00+00:00,,4.488229451990833,-0.9469697004,0.6021073507,2.4024951401,,2.289415224,-1.8966031848
1973-01-01 00:00:00+00:00,,-7.074770468542713,-0.9469697004,0.6021073507,2.4024951401,,2.289415224,-1.8966031848
1973-02-01 00:00:00+00:00,,-11.80697398751307,-0.9469697004,0.6021073507,2.4024951401,,2.289415224,-1.8966031848
1973-03-01 00:00:00+00:00,,20.958917551336476,1.0325047723,3.2418952547,5.2396997874,,2.7277746958,-0.2586432277
1973-04-01 00:00:00+00:00,,-12.219561027636928,1.0325047723,3.2418952547,5.2396997874,,2.7277746958,-0.2586432277
1973-05-01 00:00:00+00:00,,0.1911553464662763,1.0325047723,3.2418952547,5.2396997874,,2.7277746958,-0.2586432277
1973-06-01 00:00:00+00:00,,24.44251474188519,-0.5299015797,-1.5942029039,1.2259163154,,1.2948230995,-0.0111883869
1973-07-01 00:00:00+00:00,,-3.1329651806557557,-0.5299015797,-1.5942029039,1.2259163154,,1.2948230995,-0.0111883869
1973-08-01 00:00:00+00:00,,2.689391883864989,-0.5299015797,-1.5942029039,1.2259163154,,1.2948230995,-0.0111883869
1973-09-01 00:00:00+00:00,,15.500486750616705,-1.2937595138,0.8836524594,1.5500758142,,2.4056036599,-2.6615773078
1973-10-01 00:00:00+00:00,,5.517879328562403,-1.2937595138,0.8836524594,1.5500758142,,2.4056036599,-2.6615773078
1973-11-01 00:00:00+00:00,,0.23004546719866958,-1.2937595138,0.8836524594,1.5500758142,,2.4056036599,-2.6615773078
1973-12-01 00:00:00+00:00,,8.751525231407697,-1.6191210456,0.3406325958,-0.1052839286,,4.1304898521,1.8668533677
1974-01-01 00:00:00+00:00,,10.479025553549825,-1.6191210456,0.3406325958,-0.1052839286,,4.1304898521,1.8668533677
1974-02-01 00:00:00+00:00,,19.176838344745462,-1.6191210456,0.3406325958,-0.1052839286,,4.1304898521,1.8668533677
1974-03-01 00:00:00+00:00,,8.153968821233315,-1.41e-08,-1.6973811975,-6.8953079486,,2.1796105266,-2.709528861
1974-04-01 00:00:00+00:00,,7.628792204331769,-1.41e-08,-1.6973811975,-6.8953079486,,2.1796105266,-2.709528861
1974-05-01 00:00:00+00:00,,4.807288896767736,-1.41e-08,-1.6973811975,-6.8953079486,,2.1796105266,-2.709528861
1974-06-01 00:00:00+00:00,,-15.403145859934641,0.9012539338,-0.8386778607,-0.3788016216,,0.7272727224,0.4565549087
1974-07-01 00:00:00+00:00,,-4.212111239577476,0.9012539338,-0.8386778607,-0.3788016216,,0.7272727224,0.4565549087
1974-08-01 00:00:00+00:00,,-10.25452608246068,0.9012539338,-0.8386778607,-0.3788016216,,0.7272727224,0.4565549087
1974-09-01 00:00:00+00:00,,-26.206438018473243,0.1165048582,1.9402985409,5.393645402,,0.5049853813,-1.3443197855
1974-10-01 00:00:00+00:00,,-21.561206568960735,0.1165048582,1.9402985409,5.393645402,,0.5049853813,-1.3443197855
1974-11-01 00:00:00+00:00,,-25.21040953204803,0.1165048582,1.9402985409,5.393645402,,0.5049853813,-1.3443197855
