time,low_cons_xs
2021-04-30 00:00:00+00:00,-0.00861841378952699
2021-05-31 00:00:00+00:00,0.007444245147721462
2021-06-30 00:00:00+00:00,0.0011051659677894232
2021-07-31 00:00:00+00:00,0.00926582435245793
2021-08-31 00:00:00+00:00,0.0043362306345917645
2021-09-30 00:00:00+00:00,0.0029089520648688527
2021-10-31 00:00:00+00:00,-0.019060697822494088
2021-11-30 00:00:00+00:00,0.0010200144305587688
2021-12-31 00:00:00+00:00,-0.0022991676592928334
2022-01-31 00:00:00+00:00,-0.007542847972525357
2022-02-28 00:00:00+00:00,-0.000539363455330788
2022-03-31 00:00:00+00:00,-0.00894740154610385
2022-04-30 00:00:00+00:00,-0.0035316501240845177
2022-05-31 00:00:00+00:00,-0.0008397666377527591
2022-06-30 00:00:00+00:00,0.005030175097344047
2022-07-31 00:00:00+00:00,-0.009646166139493983
2022-08-31 00:00:00+00:00,0.00025737305895057183
2022-09-30 00:00:00+00:00,0.00622927203039314
2022-10-31 00:00:00+00:00,-0.004237101063640503
2022-11-30 00:00:00+00:00,-0.0018982253335911858
2022-12-31 00:00:00+00:00,0.007827956040297845
2023-01-31 00:00:00+00:00,-0.007383940014773049
2023-02-28 00:00:00+00:00,0.009439266994042628
2023-03-31 00:00:00+00:00,0.0015689394043050253
2023-04-30 00:00:00+00:00,0.007874351541036884
2023-05-31 00:00:00+00:00,-0.0013263176826915357
2023-06-30 00:00:00+00:00,0.016287976069851995
2023-07-31 00:00:00+00:00,-0.00025882477254790537
2023-08-31 00:00:00+00:00,0.009262200024357181
2023-09-30 00:00:00+00:00,-0.01107351541165813
2023-10-31 00:00:00+00:00,0.009164591081513906
2023-11-30 00:00:00+00:00,-0.002519480020975906
2023-12-31 00:00:00+00:00,-0.0036880473931998337
2024-01-31 00:00:00+00:00,-0.0017031920952913504
2024-02-29 00:00:00+00:00,-0.0024273342553413624
2024-03-31 00:00:00+00:00,0.0006373613344137219
2024-04-30 00:00:00+00:00,-0.006363471714810887
2024-05-31 00:00:00+00:00,-0.01117369847605132
2024-06-30 00:00:00+00:00,-0.006061262511759091
2024-07-31 00:00:00+00:00,0.032358261672148725
2024-08-31 00:00:00+00:00,0.004820268156424223
2024-09-30 00:00:00+00:00,-0.005149096644708306
2024-10-31 00:00:00+00:00,-0.009960987920262121
2024-11-30 00:00:00+00:00,0.00036996020652280137
2024-12-31 00:00:00+00:00,0.0023836403250856453
2025-01-31 00:00:00+00:00,0.001638927222770592
2025-02-28 00:00:00+00:00,-0.006792682751558865
2025-03-31 00:00:00+00:00,0.00034389505890941585
2025-04-30 00:00:00+00:00,0.00557028717713326
2025-05-31 00:00:00+00:00,0.0037005904273377244
2025-06-30 00:00:00+00:00,0.0030791921654163
2025-07-31 00:00:00+00:00,0.0023241464055254735
2025-08-31 00:00:00+00:00,-0.006926011463612491
2025-09-30 00:00:00+00:00,0.0006292105120380143
2025-10-31 00:00:00+00:00,0.005268364013599314
2025-11-30 00:00:00+00:00,-0.0034373486827581345
2025-12-31 00:00:00+00:00,-0.009690169476972765
2026-01-31 00:00:00+00:00,0.0006932272178523657
2026-02-28 00:00:00+00:00,-0.0011668674341370755
2026-03-31 00:00:00+00:00,0.0027228493746147553
2026-04-30 00:00:00+00:00,-0.007175648802454027
2026-05-31 00:00:00+00:00,0.005562391056179505
2026-06-30 00:00:00+00:00,0.006292922618155616
2026-07-31 00:00:00+00:00,0.0018397572044888122
2026-08-31 00:00:00+00:00,7.930258519617261e-05
2026-09-30 00:00:00+00:00,0.0011744045146933058
