time,low_cons_xs
2011-10-31 00:00:00+00:00,-0.003130140099304679
2011-11-30 00:00:00+00:00,0.010206872483078167
2011-12-31 00:00:00+00:00,-0.006600534923781987
2012-01-31 00:00:00+00:00,0.0045174132178902315
2012-02-29 00:00:00+00:00,-0.00774722973430475
2012-03-31 00:00:00+00:00,0.013568326709471723
2012-04-30 00:00:00+00:00,-0.0001471273400698303
2012-05-31 00:00:00+00:00,-0.0022766794422641734
2012-06-30 00:00:00+00:00,-0.004314342568599194
2012-07-31 00:00:00+00:00,-0.01885383884497349
2012-08-31 00:00:00+00:00,0.008564292852733635
2012-09-30 00:00:00+00:00,0.005531640159810447
2012-10-31 00:00:00+00:00,0.005772909812993943
2012-11-30 00:00:00+00:00,-0.0015447455790320586
2012-12-31 00:00:00+00:00,0.006254191004976262
2013-01-31 00:00:00+00:00,-0.007492311269013396
2013-02-28 00:00:00+00:00,-0.010092795747310479
2013-03-31 00:00:00+00:00,-0.011003387036567336
2013-04-30 00:00:00+00:00,0.004420838223069934
2013-05-31 00:00:00+00:00,0.012773325631893373
2013-06-30 00:00:00+00:00,0.014742246182000596
2013-07-31 00:00:00+00:00,-0.008582463722663802
2013-08-31 00:00:00+00:00,0.011884795140932658
2013-09-30 00:00:00+00:00,-0.0005748331430268649
2013-10-31 00:00:00+00:00,0.006554326097327312
2013-11-30 00:00:00+00:00,-0.0005767670792925506
2013-12-31 00:00:00+00:00,0.0053722237057487465
2014-01-31 00:00:00+00:00,-0.0076440102942422206
2014-02-28 00:00:00+00:00,0.006612368025135762
2014-03-31 00:00:00+00:00,0.02105895580312378
2014-04-30 00:00:00+00:00,-0.002288565503693496
2014-05-31 00:00:00+00:00,0.001981722973423139
2014-06-30 00:00:00+00:00,0.00990834879976532
2014-07-31 00:00:00+00:00,-0.007262370312682953
2014-08-31 00:00:00+00:00,-0.00010557481996498197
2014-09-30 00:00:00+00:00,-0.011655965906056442
2014-10-31 00:00:00+00:00,0.004064477478480377
2014-11-30 00:00:00+00:00,-0.010139429390631727
2014-12-31 00:00:00+00:00,-0.013015323870510853
2015-01-31 00:00:00+00:00,-0.0038683144084992183
2015-02-28 00:00:00+00:00,-0.025316451036012766
2015-03-31 00:00:00+00:00,-0.003286281990465656
2015-04-30 00:00:00+00:00,0.006696933545478512
2015-05-31 00:00:00+00:00,0.009160022273480006
2015-06-30 00:00:00+00:00,0.01010416371678291
2015-07-31 00:00:00+00:00,-0.012860890546865011
2015-08-31 00:00:00+00:00,0.0035319346844335797
2015-09-30 00:00:00+00:00,-0.0073255890858671124
2015-10-31 00:00:00+00:00,-0.014250505090058208
2015-11-30 00:00:00+00:00,-0.00763291674729194
2015-12-31 00:00:00+00:00,-0.01097949503231288
2016-01-31 00:00:00+00:00,0.0038717226804381166
2016-02-29 00:00:00+00:00,0.008239362651321747
2016-03-31 00:00:00+00:00,0.006940651391407648
2016-04-30 00:00:00+00:00,0.005384558768935843
2016-05-31 00:00:00+00:00,-0.003736068014527638
2016-06-30 00:00:00+00:00,-0.006022337905262631
2016-07-31 00:00:00+00:00,-0.0038393736406868717
2016-08-31 00:00:00+00:00,-0.006676069298989895
2016-09-30 00:00:00+00:00,0.0020294595862608844
2016-10-31 00:00:00+00:00,-0.002314535220738212
2016-11-30 00:00:00+00:00,0.0035267851979821074
2016-12-31 00:00:00+00:00,-0.002123144904939256
2017-01-31 00:00:00+00:00,0.0035561932964123244
2017-02-28 00:00:00+00:00,0.008690833699742218
2017-03-31 00:00:00+00:00,0.0004049703229840329
2017-04-30 00:00:00+00:00,-0.011913274800906759
2017-05-31 00:00:00+00:00,0.0034880337707818843
2017-06-30 00:00:00+00:00,-0.003939394728882273
2017-07-31 00:00:00+00:00,0.003372774804535794
2017-08-31 00:00:00+00:00,0.00391148024231569
2017-09-30 00:00:00+00:00,-0.008110757078001574
2017-10-31 00:00:00+00:00,0.008710606905755869
2017-11-30 00:00:00+00:00,0.0017902784874395117
2017-12-31 00:00:00+00:00,-0.00594578862297146
2018-01-31 00:00:00+00:00,0.005749535829099095
2018-02-28 00:00:00+00:00,0.012325133982379999
2018-03-31 00:00:00+00:00,0.006099067498741784
2018-04-30 00:00:00+00:00,-0.005572781721219999
2018-05-31 00:00:00+00:00,0.0012127464965161483
2018-06-30 00:00:00+00:00,0.00813203803432927
2018-07-31 00:00:00+00:00,-0.002711597156444978
2018-08-31 00:00:00+00:00,0.0025399836870092507
2018-09-30 00:00:00+00:00,-0.008638459502658846
2018-10-31 00:00:00+00:00,0.0026986310530843216
2018-11-30 00:00:00+00:00,0.0037484161072260935
2018-12-31 00:00:00+00:00,0.017532032275967557
2019-01-31 00:00:00+00:00,-0.0018856794179132885
2019-02-28 00:00:00+00:00,-0.00658197862695431
2019-03-31 00:00:00+00:00,0.007443624992713893
2019-04-30 00:00:00+00:00,0.0023714649766417573
2019-05-31 00:00:00+00:00,0.01782414394910714
2019-06-30 00:00:00+00:00,-0.0028553999418281517
2019-07-31 00:00:00+00:00,0.00987734566812426
2019-08-31 00:00:00+00:00,0.010517836919845314
2019-09-30 00:00:00+00:00,-0.001456218685102928
2019-10-31 00:00:00+00:00,-0.0035066361776353583
2019-11-30 00:00:00+00:00,-0.003349223597409745
2019-12-31 00:00:00+00:00,-0.007354741481046423
2020-01-31 00:00:00+00:00,0.0126697395203208
2020-02-29 00:00:00+00:00,0.0054408810012167574
2020-03-31 00:00:00+00:00,0.0023752644006533874
2020-04-30 00:00:00+00:00,0.005897202695985371
2020-05-31 00:00:00+00:00,0.002892243360584912
2020-06-30 00:00:00+00:00,0.0021779296280322047
2020-07-31 00:00:00+00:00,-0.002740837921400896
2020-08-31 00:00:00+00:00,0.002821747800431318
2020-09-30 00:00:00+00:00,-0.003353279550385335
2020-10-31 00:00:00+00:00,0.001716274380967997
2020-11-30 00:00:00+00:00,0.0021715064272611606
2020-12-31 00:00:00+00:00,0.002535075018178068
2021-01-31 00:00:00+00:00,0.008361484104597139
2021-02-28 00:00:00+00:00,0.004157976615458692
2021-03-31 00:00:00+00:00,0.00946077844099924
