time,high_pce_xs
2011-10-31 00:00:00+00:00,0.025186156815109717
2011-11-30 00:00:00+00:00,-0.017130254654793675
2011-12-31 00:00:00+00:00,0.007199012386445602
2012-01-31 00:00:00+00:00,0.021210505939825985
2012-02-29 00:00:00+00:00,0.007952907298957479
2012-03-31 00:00:00+00:00,-0.017160369011766763
2012-04-30 00:00:00+00:00,-0.001424129932408813
2012-05-31 00:00:00+00:00,-0.0074940105290781656
2012-06-30 00:00:00+00:00,0.005293972639749178
2012-07-31 00:00:00+00:00,0.007449939693298546
2012-08-31 00:00:00+00:00,-0.009887072333468305
2012-09-30 00:00:00+00:00,-0.000147134934623816
2012-10-31 00:00:00+00:00,-0.003652370097377844
2012-11-30 00:00:00+00:00,0.002008512354044756
2012-12-31 00:00:00+00:00,-0.004785098160409729
2013-01-31 00:00:00+00:00,-0.015450000535534136
2013-02-28 00:00:00+00:00,-0.004026714923505481
2013-03-31 00:00:00+00:00,0.011976884427620016
2013-04-30 00:00:00+00:00,-0.002353790204457362
2013-05-31 00:00:00+00:00,-0.019882308234348778
2013-06-30 00:00:00+00:00,0.011769715306576112
2013-07-31 00:00:00+00:00,-0.001377621320236666
2013-08-31 00:00:00+00:00,0.0072034237346070285
2013-09-30 00:00:00+00:00,0.00035107733698769295
2013-10-31 00:00:00+00:00,-0.008931246749784849
2013-11-30 00:00:00+00:00,0.008353040288866964
2013-12-31 00:00:00+00:00,0.00388520534623904
2014-01-31 00:00:00+00:00,0.0067462803656768155
2014-02-28 00:00:00+00:00,-0.0016715225844846637
2014-03-31 00:00:00+00:00,0.010548542941802186
2014-04-30 00:00:00+00:00,-0.0047835228892849635
2014-05-31 00:00:00+00:00,0.006631431324509718
2014-06-30 00:00:00+00:00,0.002939480181905818
2014-07-31 00:00:00+00:00,0.004263959131150852
2014-08-31 00:00:00+00:00,0.0033581066290766515
2014-09-30 00:00:00+00:00,-0.02344413254908162
2014-10-31 00:00:00+00:00,0.004038124279665212
2014-11-30 00:00:00+00:00,-0.005007530745898325
2014-12-31 00:00:00+00:00,0.0018968450537371062
2015-01-31 00:00:00+00:00,-0.03930626151857619
2015-02-28 00:00:00+00:00,0.022618435693203764
2015-03-31 00:00:00+00:00,-0.007158414691301851
2015-04-30 00:00:00+00:00,0.004105344310428638
2015-05-31 00:00:00+00:00,-0.01567741351356311
2015-06-30 00:00:00+00:00,-0.006247365828410012
2015-07-31 00:00:00+00:00,0.0010949569599225661
2015-08-31 00:00:00+00:00,-0.014145213922214683
2015-09-30 00:00:00+00:00,-0.0024636174557868262
2015-10-31 00:00:00+00:00,0.012717635359253743
2015-11-30 00:00:00+00:00,-0.007339103355581633
2015-12-31 00:00:00+00:00,0.01780912052179473
2016-01-31 00:00:00+00:00,-0.01810447559368833
2016-02-29 00:00:00+00:00,-0.012893820341731366
2016-03-31 00:00:00+00:00,0.01657523651116244
2016-04-30 00:00:00+00:00,-0.003153876382210652
2016-05-31 00:00:00+00:00,-0.009111860881993006
2016-06-30 00:00:00+00:00,-0.007027623441265729
2016-07-31 00:00:00+00:00,-0.0016085816821008736
2016-08-31 00:00:00+00:00,0.004253734996409131
2016-09-30 00:00:00+00:00,-0.009435002113508895
2016-10-31 00:00:00+00:00,-0.003667742376498473
2016-11-30 00:00:00+00:00,0.029602200079926533
2016-12-31 00:00:00+00:00,9.430761372541951e-05
2017-01-31 00:00:00+00:00,0.0048149713162730645
2017-02-28 00:00:00+00:00,-0.003065162954823508
2017-03-31 00:00:00+00:00,-0.009740489398628704
2017-04-30 00:00:00+00:00,0.0018461725066878376
2017-05-31 00:00:00+00:00,-0.0011649967058429134
2017-06-30 00:00:00+00:00,0.01646708233776195
2017-07-31 00:00:00+00:00,0.004261797469807371
2017-08-31 00:00:00+00:00,-0.012737415079670966
2017-09-30 00:00:00+00:00,0.010649759602875397
2017-10-31 00:00:00+00:00,-0.012244157791101662
2017-11-30 00:00:00+00:00,-0.005386206832636464
2017-12-31 00:00:00+00:00,0.013901047677256084
2018-01-31 00:00:00+00:00,-0.007579324792788111
2018-02-28 00:00:00+00:00,-0.013806383451070214
2018-03-31 00:00:00+00:00,-0.0002114897878953137
2018-04-30 00:00:00+00:00,0.009909449443791463
2018-05-31 00:00:00+00:00,-0.006043088007611663
2018-06-30 00:00:00+00:00,-0.00786164293325986
2018-07-31 00:00:00+00:00,0.007651045371395604
2018-08-31 00:00:00+00:00,-0.012358500078730406
2018-09-30 00:00:00+00:00,0.008262252056428165
2018-10-31 00:00:00+00:00,-0.0022947994272585204
2018-11-30 00:00:00+00:00,0.018023403436350005
2018-12-31 00:00:00+00:00,-0.025021746548269164
2019-01-31 00:00:00+00:00,0.01416390550844282
2019-02-28 00:00:00+00:00,0.0007996242869041659
2019-03-31 00:00:00+00:00,-0.008192340808247267
2019-04-30 00:00:00+00:00,0.0010522119743692215
2019-05-31 00:00:00+00:00,-0.02135048296622999
2019-06-30 00:00:00+00:00,0.00392460338156142
2019-07-31 00:00:00+00:00,-0.008107520586651873
2019-08-31 00:00:00+00:00,-0.01657165703964325
2019-09-30 00:00:00+00:00,0.00259237105725707
2019-10-31 00:00:00+00:00,0.014513526990014958
2019-11-30 00:00:00+00:00,0.00707771370538568
2019-12-31 00:00:00+00:00,0.006157405696486373
2020-01-31 00:00:00+00:00,-0.002584932947685026
2020-02-29 00:00:00+00:00,-0.0008352852233454167
2020-03-31 00:00:00+00:00,-0.0203071696828383
2020-04-30 00:00:00+00:00,0.005210787168042019
2020-05-31 00:00:00+00:00,0.012033374173483935
2020-06-30 00:00:00+00:00,0.00988467437025986
2020-07-31 00:00:00+00:00,-0.015721432004402458
2020-08-31 00:00:00+00:00,0.0023220121142872863
2020-09-30 00:00:00+00:00,0.012264641799787812
2020-10-31 00:00:00+00:00,0.003405982188886325
2020-11-30 00:00:00+00:00,-0.009962838960815956
2020-12-31 00:00:00+00:00,-0.003959897225696785
2021-01-31 00:00:00+00:00,-0.004672683806915434
2021-02-28 00:00:00+00:00,-0.009772949838882106
2021-03-31 00:00:00+00:00,-0.00840971897598497
2021-04-30 00:00:00+00:00,0.0020999227166971224
2021-05-31 00:00:00+00:00,-0.007372356798145185
2021-06-30 00:00:00+00:00,-0.003413747840929404
2021-07-31 00:00:00+00:00,-0.006022722378619116
2021-08-31 00:00:00+00:00,0.00446214291806557
2021-09-30 00:00:00+00:00,-0.002752272934163358
2021-10-31 00:00:00+00:00,0.015991136230568026
2021-11-30 00:00:00+00:00,-0.018081002590667916
2021-12-31 00:00:00+00:00,0.005217640642800836
