time,crash_skew_xs
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0019303332576749987
2012-01-31 00:00:00+00:00,-0.010327780519159502
2012-02-29 00:00:00+00:00,-0.002920593840182395
2012-03-31 00:00:00+00:00,0.014225518599906506
2012-04-30 00:00:00+00:00,-0.0017917893531791407
2012-05-31 00:00:00+00:00,-0.0019709603358309957
2012-06-30 00:00:00+00:00,-0.007331329080725424
2012-07-31 00:00:00+00:00,-0.021727643829378418
2012-08-31 00:00:00+00:00,-0.014992591963945312
2012-09-30 00:00:00+00:00,-0.008366553479050576
2012-10-31 00:00:00+00:00,-0.009653558652854222
2012-11-30 00:00:00+00:00,-0.0004445823722487585
2012-12-31 00:00:00+00:00,0.00271392660474179
2013-01-31 00:00:00+00:00,-0.00958993602166347
2013-02-28 00:00:00+00:00,0.0043994170543997235
2013-03-31 00:00:00+00:00,0.016309539947510165
2013-04-30 00:00:00+00:00,0.005107761279667722
2013-05-31 00:00:00+00:00,-0.022559328053376904
2013-06-30 00:00:00+00:00,-0.014637629232883254
2013-07-31 00:00:00+00:00,-0.006332136351882456
2013-08-31 00:00:00+00:00,-0.004277486841469891
2013-09-30 00:00:00+00:00,0.015123703954490697
2013-10-31 00:00:00+00:00,-0.002282278428859197
2013-11-30 00:00:00+00:00,-0.01718860107446829
2013-12-31 00:00:00+00:00,-0.006301675372686888
2014-01-31 00:00:00+00:00,-0.014174743547908486
2014-02-28 00:00:00+00:00,-0.00626070559296954
2014-03-31 00:00:00+00:00,-0.01648169436441138
2014-04-30 00:00:00+00:00,0.0034170923015905963
2014-05-31 00:00:00+00:00,-0.0005982783385859447
2014-06-30 00:00:00+00:00,0.005426092390847126
2014-07-31 00:00:00+00:00,-0.0022676964169896507
2014-08-31 00:00:00+00:00,0.010185240574953403
2014-09-30 00:00:00+00:00,-0.0013933678856928866
2014-10-31 00:00:00+00:00,0.0021840738304252927
2014-11-30 00:00:00+00:00,-0.004217085911691565
2014-12-31 00:00:00+00:00,-0.00217669518456598
2015-01-31 00:00:00+00:00,0.01795707867282048
2015-02-28 00:00:00+00:00,0.004162709655423091
2015-03-31 00:00:00+00:00,-0.011819193154945506
2015-04-30 00:00:00+00:00,0.005349163702278448
2015-05-31 00:00:00+00:00,0.012678323990547913
2015-06-30 00:00:00+00:00,0.020445346332827352
2015-07-31 00:00:00+00:00,0.014052378680761812
2015-08-31 00:00:00+00:00,-0.00953877048062568
2015-09-30 00:00:00+00:00,0.0015058497609536925
2015-10-31 00:00:00+00:00,0.00875115114599545
2015-11-30 00:00:00+00:00,-0.0011778054157952633
2015-12-31 00:00:00+00:00,0.003370890923676484
2016-01-31 00:00:00+00:00,0.004255299605889329
2016-02-29 00:00:00+00:00,0.0028887118206335494
2016-03-31 00:00:00+00:00,0.01152706823550087
2016-04-30 00:00:00+00:00,0.002453725661777373
2016-05-31 00:00:00+00:00,-0.007931560549374717
2016-06-30 00:00:00+00:00,-0.02475325615402113
2016-07-31 00:00:00+00:00,-0.0007459780025906859
2016-08-31 00:00:00+00:00,-5.075237339302596e-05
2016-09-30 00:00:00+00:00,-0.006376260908726006
2016-10-31 00:00:00+00:00,0.0032812609689092387
2016-11-30 00:00:00+00:00,0.01586957351127838
2016-12-31 00:00:00+00:00,-0.009473713378475912
2017-01-31 00:00:00+00:00,0.006924135872823589
2017-02-28 00:00:00+00:00,0.006828691130012832
2017-03-31 00:00:00+00:00,-0.004221368567925432
2017-04-30 00:00:00+00:00,-0.01887194884713972
2017-05-31 00:00:00+00:00,0.0016671448237743913
2017-06-30 00:00:00+00:00,-0.007223419125088837
2017-07-31 00:00:00+00:00,-0.002235974913333605
