time,debt_chg_xs
2011-10-31 00:00:00+00:00,0.014871129896463886
2011-11-30 00:00:00+00:00,-0.0025674812775072775
2011-12-31 00:00:00+00:00,0.0158662350654466
2012-01-31 00:00:00+00:00,0.006776681281389418
2012-02-29 00:00:00+00:00,-0.002672710761391639
2012-03-31 00:00:00+00:00,-0.008319367240489317
2012-04-30 00:00:00+00:00,0.0003238929084654618
2012-05-31 00:00:00+00:00,0.0016990318794924963
2012-06-30 00:00:00+00:00,-0.004287094017287663
2012-07-31 00:00:00+00:00,0.001994794674050837
2012-08-31 00:00:00+00:00,0.005118165063330737
2012-09-30 00:00:00+00:00,0.0027692270050561074
2012-10-31 00:00:00+00:00,-0.00014107566240439962
2012-11-30 00:00:00+00:00,0.002353638228788757
2012-12-31 00:00:00+00:00,0.0005303148928266221
2013-01-31 00:00:00+00:00,0.01014959440105434
2013-02-28 00:00:00+00:00,-0.0029705910914193945
2013-03-31 00:00:00+00:00,-0.005548052894395861
2013-04-30 00:00:00+00:00,0.003923926416652845
2013-05-31 00:00:00+00:00,-0.0031935338530176827
2013-06-30 00:00:00+00:00,0.0074934484484521224
2013-07-31 00:00:00+00:00,0.015833592847230182
2013-08-31 00:00:00+00:00,-0.006784330861801413
2013-09-30 00:00:00+00:00,-0.0003612197215013824
2013-10-31 00:00:00+00:00,-0.004091431956841696
2013-11-30 00:00:00+00:00,0.005610883288226898
2013-12-31 00:00:00+00:00,0.0068111728313238196
2014-01-31 00:00:00+00:00,-0.01289552254771853
2014-02-28 00:00:00+00:00,-0.0013195391352132102
2014-03-31 00:00:00+00:00,-0.005704805766299503
2014-04-30 00:00:00+00:00,0.003227062445105622
2014-05-31 00:00:00+00:00,-0.0026905463156411402
2014-06-30 00:00:00+00:00,0.003481096361743763
2014-07-31 00:00:00+00:00,-0.005437686219753046
2014-08-31 00:00:00+00:00,-0.010101116944378541
2014-09-30 00:00:00+00:00,0.0009116481142481536
2014-10-31 00:00:00+00:00,-0.006042742819970748
2014-11-30 00:00:00+00:00,0.0011963702975266166
2014-12-31 00:00:00+00:00,0.001644433419546898
2015-01-31 00:00:00+00:00,-0.012860696321060239
2015-02-28 00:00:00+00:00,0.0019785100710709713
2015-03-31 00:00:00+00:00,-0.013941266645741246
2015-04-30 00:00:00+00:00,0.01026494802866873
2015-05-31 00:00:00+00:00,0.001488614888910167
2015-06-30 00:00:00+00:00,0.00902042642722889
2015-07-31 00:00:00+00:00,0.007576295149892998
2015-08-31 00:00:00+00:00,0.008986395630648403
2015-09-30 00:00:00+00:00,-0.0016922916006526512
2015-10-31 00:00:00+00:00,-0.003585641581436372
2015-11-30 00:00:00+00:00,-0.017344770899344497
2015-12-31 00:00:00+00:00,0.0009720028116240176
2016-01-31 00:00:00+00:00,-0.0009835021947876
2016-02-29 00:00:00+00:00,-0.01059907088914569
2016-03-31 00:00:00+00:00,0.0008448479304818957
2016-04-30 00:00:00+00:00,0.004749665446018625
2016-05-31 00:00:00+00:00,0.006218523027572642
2016-06-30 00:00:00+00:00,-0.01122783995177934
2016-07-31 00:00:00+00:00,-0.0013427605974424273
2016-08-31 00:00:00+00:00,0.003052704381171001
2016-09-30 00:00:00+00:00,0.00045881203515940605
2016-10-31 00:00:00+00:00,-0.007870243277139699
2016-11-30 00:00:00+00:00,-0.021652177694474695
2016-12-31 00:00:00+00:00,-0.0007752805117966499
2017-01-31 00:00:00+00:00,-0.009556592758423132
2017-02-28 00:00:00+00:00,-0.0030388610738586452
2017-03-31 00:00:00+00:00,0.007946720548478226
2017-04-30 00:00:00+00:00,0.017665907346843035
2017-05-31 00:00:00+00:00,0.007774199230241141
2017-06-30 00:00:00+00:00,-0.0011844483625872426
2017-07-31 00:00:00+00:00,-0.0012893437671519514
2017-08-31 00:00:00+00:00,-0.004032604970213516
2017-09-30 00:00:00+00:00,0.011387372116470784
2017-10-31 00:00:00+00:00,0.0022087425070393962
2017-11-30 00:00:00+00:00,0.006755792672990868
2017-12-31 00:00:00+00:00,-0.0014469099187396361
2018-01-31 00:00:00+00:00,0.008882287152508717
2018-02-28 00:00:00+00:00,-0.00218965888635525
2018-03-31 00:00:00+00:00,0.003958464480481538
2018-04-30 00:00:00+00:00,-0.0035020502864229197
2018-05-31 00:00:00+00:00,-0.015901378840697422
2018-06-30 00:00:00+00:00,0.008483691612669597
2018-07-31 00:00:00+00:00,-0.0033132276357171753
2018-08-31 00:00:00+00:00,0.0021588672940850984
2018-09-30 00:00:00+00:00,-0.0021985706024038043
2018-10-31 00:00:00+00:00,-0.002419058102840932
2018-11-30 00:00:00+00:00,-0.002072482462784575
2018-12-31 00:00:00+00:00,0.015457575867638518
2019-01-31 00:00:00+00:00,-0.006946741535286183
2019-02-28 00:00:00+00:00,0.005210465199515513
2019-03-31 00:00:00+00:00,-0.003901195093375498
2019-04-30 00:00:00+00:00,0.0031336909540922164
2019-05-31 00:00:00+00:00,-0.002523378754064942
2019-06-30 00:00:00+00:00,-0.001720371899393669
2019-07-31 00:00:00+00:00,-0.014227180601061096
2019-08-31 00:00:00+00:00,-0.003214763699600942
2019-09-30 00:00:00+00:00,0.0016240308379726898
2019-10-31 00:00:00+00:00,0.018430281437316953
2019-11-30 00:00:00+00:00,0.0008685990495322926
2019-12-31 00:00:00+00:00,0.0026477108859292997
2020-01-31 00:00:00+00:00,-0.0013893863087534042
2020-02-29 00:00:00+00:00,0.0006499095691228085
2020-03-31 00:00:00+00:00,0.00028020962858676945
2020-04-30 00:00:00+00:00,-0.0008752662047276649
2020-05-31 00:00:00+00:00,-0.0026783288915851466
2020-06-30 00:00:00+00:00,-0.0037601334168544387
2020-07-31 00:00:00+00:00,0.009690667521935481
2020-08-31 00:00:00+00:00,0.003220933821066252
2020-09-30 00:00:00+00:00,-0.006888993300590784
2020-10-31 00:00:00+00:00,0.0017128939672395038
2020-11-30 00:00:00+00:00,0.00017799109644589528
2020-12-31 00:00:00+00:00,0.0004683235533202712
2021-01-31 00:00:00+00:00,0.001505981082219554
2021-02-28 00:00:00+00:00,0.004431561443386078
2021-03-31 00:00:00+00:00,0.0059582140225142854
2021-04-30 00:00:00+00:00,0.0011929796186482822
2021-05-31 00:00:00+00:00,0.009561109412844493
2021-06-30 00:00:00+00:00,-0.006657400469289643
2021-07-31 00:00:00+00:00,-0.006770580041187357
2021-08-31 00:00:00+00:00,0.00012002999683580207
2021-09-30 00:00:00+00:00,0.0019152993774007587
2021-10-31 00:00:00+00:00,0.007839140991073856
2021-11-30 00:00:00+00:00,-0.006916564221386423
2021-12-31 00:00:00+00:00,-0.00015372138968905436
2022-01-31 00:00:00+00:00,-0.0019447077573286897
2022-02-28 00:00:00+00:00,0.001978082437158024
2022-03-31 00:00:00+00:00,0.02017880585130749
2022-04-30 00:00:00+00:00,0.012165006519565758
2022-05-31 00:00:00+00:00,0.0017010696908561496
2022-06-30 00:00:00+00:00,-0.009756857836919597
2022-07-31 00:00:00+00:00,0.012494521694725202
2022-08-31 00:00:00+00:00,-0.005562025802169024
2022-09-30 00:00:00+00:00,-0.005714789870876924
2022-10-31 00:00:00+00:00,-0.01435838061847916
2022-11-30 00:00:00+00:00,0.017161275293964495
2022-12-31 00:00:00+00:00,0.004931890825312868
2023-01-31 00:00:00+00:00,0.007641792899924615
2023-02-28 00:00:00+00:00,-0.013239180363036285
2023-03-31 00:00:00+00:00,-0.0031175684723013797
2023-04-30 00:00:00+00:00,-0.011552321311297908
2023-05-31 00:00:00+00:00,-0.001641804768854227
2023-06-30 00:00:00+00:00,-0.015356126645666879
2023-07-31 00:00:00+00:00,0.004405863762110496
2023-08-31 00:00:00+00:00,0.0007642319019542931
2023-09-30 00:00:00+00:00,-0.009699712092198665
2023-10-31 00:00:00+00:00,0.0045452208593121934
2023-11-30 00:00:00+00:00,0.0014602158763385997
2023-12-31 00:00:00+00:00,0.0014353411997014565
2024-01-31 00:00:00+00:00,-0.0027453020315773013
2024-02-29 00:00:00+00:00,-0.002819079708561878
2024-03-31 00:00:00+00:00,-0.0017394860472386142
2024-04-30 00:00:00+00:00,-0.005585679453424475
2024-05-31 00:00:00+00:00,0.00025538862511709226
2024-06-30 00:00:00+00:00,-0.007554548266053174
2024-07-31 00:00:00+00:00,0.01841865416335353
2024-08-31 00:00:00+00:00,0.001957174024827868
2024-09-30 00:00:00+00:00,-0.0001372154048867591
2024-10-31 00:00:00+00:00,-0.007589021768541593
2024-11-30 00:00:00+00:00,0.003211935300265978
2024-12-31 00:00:00+00:00,-0.00429692002708304
2025-01-31 00:00:00+00:00,0.00941771097569677
2025-02-28 00:00:00+00:00,0.002285397282573154
2025-03-31 00:00:00+00:00,0.0029023990086454177
2025-04-30 00:00:00+00:00,0.004669823672744933
2025-05-31 00:00:00+00:00,-0.0032994179891131514
2025-06-30 00:00:00+00:00,0.0008120204016561772
2025-07-31 00:00:00+00:00,-0.005471456958666021
2025-08-31 00:00:00+00:00,0.004235480588533624
2025-09-30 00:00:00+00:00,0.0038287740930593728
2025-10-31 00:00:00+00:00,-0.007021439710034105
2025-11-30 00:00:00+00:00,-0.004051428274653435
2025-12-31 00:00:00+00:00,-0.007296090919978404
2026-01-31 00:00:00+00:00,-0.00019323978943852627
2026-02-28 00:00:00+00:00,0.0012658714013280559
2026-03-31 00:00:00+00:00,-0.0005389586000887903
2026-04-30 00:00:00+00:00,-0.0067571359118790975
2026-05-31 00:00:00+00:00,0.0012418367406370479
2026-06-30 00:00:00+00:00,0.0008606792998753221
2026-07-31 00:00:00+00:00,-0.0012704254911068968
2026-08-31 00:00:00+00:00,-0.001864464349170314
2026-09-30 00:00:00+00:00,0.008908176873316354
