time,high_xval_z_xs
2011-10-31 00:00:00+00:00,-0.020907770164110495
2011-11-30 00:00:00+00:00,-0.0015377532140186112
2011-12-31 00:00:00+00:00,0.001216356649769379
2012-01-31 00:00:00+00:00,-0.009532890595264298
2012-02-29 00:00:00+00:00,0.004152718270101996
2012-03-31 00:00:00+00:00,-4.725791874293783e-05
2012-04-30 00:00:00+00:00,-0.0017391633733189193
2012-05-31 00:00:00+00:00,-0.0037178584773354117
2012-06-30 00:00:00+00:00,-0.011818150711558895
2012-07-31 00:00:00+00:00,-0.0018794458126383251
2012-08-31 00:00:00+00:00,-0.008683495202345015
2012-09-30 00:00:00+00:00,0.0003737325424300053
2012-10-31 00:00:00+00:00,-0.0033392559707502434
2012-11-30 00:00:00+00:00,-0.0022960822598013797
2012-12-31 00:00:00+00:00,0.004964443456240808
2013-01-31 00:00:00+00:00,-0.005861388208912688
2013-02-28 00:00:00+00:00,-0.0037253400050238916
2013-03-31 00:00:00+00:00,0.00988854655912097
2013-04-30 00:00:00+00:00,0.006592686912070489
2013-05-31 00:00:00+00:00,0.004786106097844911
2013-06-30 00:00:00+00:00,-0.009115028799901559
2013-07-31 00:00:00+00:00,-0.010056585584151456
2013-08-31 00:00:00+00:00,-0.010399693509653196
2013-09-30 00:00:00+00:00,-0.011726665947248915
2013-10-31 00:00:00+00:00,0.0035050825777844796
2013-11-30 00:00:00+00:00,-0.012016093387257842
2013-12-31 00:00:00+00:00,-0.0025905944759220256
2014-01-31 00:00:00+00:00,-0.012080724517472219
2014-02-28 00:00:00+00:00,0.007620561787312186
2014-03-31 00:00:00+00:00,-0.012045679837256573
2014-04-30 00:00:00+00:00,0.0035820816937273126
2014-05-31 00:00:00+00:00,-0.010448258531153387
2014-06-30 00:00:00+00:00,0.00023183034088658516
2014-07-31 00:00:00+00:00,-0.010716040932834958
2014-08-31 00:00:00+00:00,-0.0006257402945994972
2014-09-30 00:00:00+00:00,0.0167583547459913
2014-10-31 00:00:00+00:00,0.00630867283687464
2014-11-30 00:00:00+00:00,-0.002256744950543732
2014-12-31 00:00:00+00:00,0.0094547401188676
2015-01-31 00:00:00+00:00,-0.03550517109603235
2015-02-28 00:00:00+00:00,-0.019266042502016023
2015-03-31 00:00:00+00:00,-0.009242733330500852
2015-04-30 00:00:00+00:00,0.0006795266788739429
2015-05-31 00:00:00+00:00,0.01184108608180412
2015-06-30 00:00:00+00:00,0.010660821504505202
2015-07-31 00:00:00+00:00,0.0002791070529752915
2015-08-31 00:00:00+00:00,0.014559414104516888
2015-09-30 00:00:00+00:00,-0.003202177424694752
2015-10-31 00:00:00+00:00,-0.0091370491947671
2015-11-30 00:00:00+00:00,0.006087403989810669
2015-12-31 00:00:00+00:00,0.005212069332308111
2016-01-31 00:00:00+00:00,0.01828963171073661
2016-02-29 00:00:00+00:00,-0.006627683965793829
2016-03-31 00:00:00+00:00,0.00968459704932001
2016-04-30 00:00:00+00:00,-0.007530677078713244
2016-05-31 00:00:00+00:00,0.010850497158231498
2016-06-30 00:00:00+00:00,0.0046400639240982144
2016-07-31 00:00:00+00:00,0.00643541353912247
2016-08-31 00:00:00+00:00,0.0013704558399385558
2016-09-30 00:00:00+00:00,-0.00018723132342834958
2016-10-31 00:00:00+00:00,0.0037810531371689216
2016-11-30 00:00:00+00:00,-0.003929617292223964
2016-12-31 00:00:00+00:00,0.004335958265389239
2017-01-31 00:00:00+00:00,0.0013288852460557887
2017-02-28 00:00:00+00:00,0.007089885859863365
2017-03-31 00:00:00+00:00,0.001799192771037239
2017-04-30 00:00:00+00:00,-0.008708423787381347
2017-05-31 00:00:00+00:00,0.011618286655919796
2017-06-30 00:00:00+00:00,-0.004681087598759848
2017-07-31 00:00:00+00:00,0.004639485481417793
2017-08-31 00:00:00+00:00,-0.014380037515998034
2017-09-30 00:00:00+00:00,-0.00879462900214456
2017-10-31 00:00:00+00:00,0.0023673679868148056
2017-11-30 00:00:00+00:00,0.004488872935172417
2017-12-31 00:00:00+00:00,-0.012746244326689471
2018-01-31 00:00:00+00:00,-0.0004350866869792247
2018-02-28 00:00:00+00:00,-0.0029676867088423986
2018-03-31 00:00:00+00:00,0.003561290352243285
2018-04-30 00:00:00+00:00,-0.010039323948647594
2018-05-31 00:00:00+00:00,-0.008076420574743226
2018-06-30 00:00:00+00:00,-0.0007710364061395136
2018-07-31 00:00:00+00:00,0.003410901534555366
2018-08-31 00:00:00+00:00,-0.005824798510222551
2018-09-30 00:00:00+00:00,-0.007939127556763959
2018-10-31 00:00:00+00:00,-0.011508683392314034
2018-11-30 00:00:00+00:00,0.00796095886749848
2018-12-31 00:00:00+00:00,0.007906967275751242
