factor,n_months,mean_mo,std_mo,tstat_mo,boot_mean,boot_ci95_lo,boot_ci95_hi,pct_pos_mo,ann_sharpe_daily
carry_rank,180,-1.1673896359970514e-05,0.010359449282072435,-0.015118733696600132,-1.1673896359970514e-05,-0.0015361074531356524,0.0014463817573171014,0.5111111111111111,-0.03597737788576774
fx_momentum,180,-0.0006352475654249247,0.009469329114329501,-0.9000363521098014,-0.0006352475654249247,-0.001987047440400231,0.0007397796199499795,0.45555555555555555,-0.20865361529725127
dollar_factor_avg,180,-0.001226405128854521,0.020503849445275207,-0.8024810882636552,-0.001226405128854521,-0.004269892267262224,0.0017426235635385069,0.4777777777777778,-0.24670515969992113
dollar_tsmom,180,0.001108403934083696,0.018582006836357114,0.800279506395412,0.001108403934083696,-0.0014991272702166286,0.0038661431417510244,0.5055555555555555,0.19380480179226053
carry_gpr_vix,180,-8.8419589284578e-06,0.007488859794526022,-0.015840505839950114,-8.8419589284578e-06,-0.0010665247161984147,0.0010919335994438108,0.49444444444444446,-0.04983579041279999
mom_gpr_vix,180,-0.00010106642919769802,0.0073111608750522404,-0.18546280936071527,-0.00010106642919769802,-0.0011638283884021449,0.0009871655604573094,0.46111111111111114,-0.04708041096192023
