time,low_wui_xs
2011-10-31 00:00:00+00:00,0.011730978152855842
2011-11-30 00:00:00+00:00,-0.02321463415848879
2011-12-31 00:00:00+00:00,0.0008851136506387025
2012-01-31 00:00:00+00:00,0.0029706791516810327
2012-02-29 00:00:00+00:00,0.0005032253786632079
2012-03-31 00:00:00+00:00,-0.003892466750776813
2012-04-30 00:00:00+00:00,-0.0004977555438238079
2012-05-31 00:00:00+00:00,-0.013825796824494918
2012-06-30 00:00:00+00:00,0.009312947082371403
2012-07-31 00:00:00+00:00,0.0017176698687162428
2012-08-31 00:00:00+00:00,-0.0009916765363789937
2012-09-30 00:00:00+00:00,0.003441345822190911
2012-10-31 00:00:00+00:00,-0.0009951921036874811
2012-11-30 00:00:00+00:00,0.0016403546901806454
2012-12-31 00:00:00+00:00,-0.006709937417832101
2013-01-31 00:00:00+00:00,0.003986060962672955
2013-02-28 00:00:00+00:00,0.01048623723032649
2013-03-31 00:00:00+00:00,0.001375947236065711
2013-04-30 00:00:00+00:00,-0.0011284786701819538
2013-05-31 00:00:00+00:00,-0.01897619053899746
2013-06-30 00:00:00+00:00,-0.02210101971352918
2013-07-31 00:00:00+00:00,0.0027920182461014242
2013-08-31 00:00:00+00:00,-0.012238361313021695
2013-09-30 00:00:00+00:00,-0.01135271205694921
2013-10-31 00:00:00+00:00,-0.005015257678281593
2013-11-30 00:00:00+00:00,-0.005366607785906363
2013-12-31 00:00:00+00:00,-0.016121813328182633
2014-01-31 00:00:00+00:00,0.005415378156082173
2014-02-28 00:00:00+00:00,-0.001972261693724553
2014-03-31 00:00:00+00:00,0.0032241858232853193
2014-04-30 00:00:00+00:00,-0.005554608522922888
2014-05-31 00:00:00+00:00,-0.0013347392550895343
2014-06-30 00:00:00+00:00,0.0056742513941892
2014-07-31 00:00:00+00:00,-0.003230504062762596
2014-08-31 00:00:00+00:00,0.006342591315438906
2014-09-30 00:00:00+00:00,0.007958998752033652
2014-10-31 00:00:00+00:00,0.0037798331110985295
2014-11-30 00:00:00+00:00,0.003297230367947268
2014-12-31 00:00:00+00:00,-0.0049082769222486
2015-01-31 00:00:00+00:00,-0.038878520392647165
2015-02-28 00:00:00+00:00,0.005311774674362946
2015-03-31 00:00:00+00:00,0.007083574396167691
2015-04-30 00:00:00+00:00,-0.003477749289191534
2015-05-31 00:00:00+00:00,-0.01683657061558297
2015-06-30 00:00:00+00:00,-0.006835754080953271
2015-07-31 00:00:00+00:00,-0.016413498255662406
2015-08-31 00:00:00+00:00,-0.008458113511066734
2015-09-30 00:00:00+00:00,0.0012369240368526047
2015-10-31 00:00:00+00:00,-0.00045166025210174876
2015-11-30 00:00:00+00:00,0.008902875047592795
2015-12-31 00:00:00+00:00,0.008898267231474799
2016-01-31 00:00:00+00:00,0.009709101604753245
2016-02-29 00:00:00+00:00,-0.012955950528469762
2016-03-31 00:00:00+00:00,0.011809329830630544
2016-04-30 00:00:00+00:00,-0.002307042244766744
2016-05-31 00:00:00+00:00,-0.010600005061025763
2016-06-30 00:00:00+00:00,0.028969802255372157
2016-07-31 00:00:00+00:00,0.0021042362293777206
2016-08-31 00:00:00+00:00,0.007189939535196421
2016-09-30 00:00:00+00:00,0.0015591037467550528
2016-10-31 00:00:00+00:00,0.014563454664281439
2016-11-30 00:00:00+00:00,-0.0038887622726402338
2016-12-31 00:00:00+00:00,0.0010060111777900893
2017-01-31 00:00:00+00:00,6.19714063594401e-05
