time,core70_bci20_ppi10
2024-02-29 00:00:00+00:00,0.0005964044938191471
2024-03-31 00:00:00+00:00,-0.01883260658573671
2024-04-30 00:00:00+00:00,0.007917277861928751
2024-05-31 00:00:00+00:00,0.02157333416850382
2024-06-30 00:00:00+00:00,-0.017542041150062193
2024-07-31 00:00:00+00:00,0.01083178154342157
2024-08-31 00:00:00+00:00,0.039562676127255614
2024-09-30 00:00:00+00:00,0.009168781741808907
2024-10-31 00:00:00+00:00,0.04520403049513577
2024-11-30 00:00:00+00:00,0.016696200458540034
2024-12-31 00:00:00+00:00,-0.010650500833228271
2025-01-31 00:00:00+00:00,0.019869431490347367
2025-02-28 00:00:00+00:00,0.0011105677866016794
2025-03-31 00:00:00+00:00,0.012315150760624505
2025-04-30 00:00:00+00:00,-0.015546698965857364
2025-05-31 00:00:00+00:00,0.02106349540764363
2025-06-30 00:00:00+00:00,0.00308563727921074
2025-07-31 00:00:00+00:00,0.012220268605190432
2025-08-31 00:00:00+00:00,0.047192763058167664
2025-09-30 00:00:00+00:00,0.020270731433114086
2025-10-31 00:00:00+00:00,-0.001797242241839303
2025-11-30 00:00:00+00:00,-0.0017970282142275584
2025-12-31 00:00:00+00:00,0.013799298532816806
2026-01-31 00:00:00+00:00,0.006786032969475331
2026-02-28 00:00:00+00:00,0.012550903683442138
2026-03-31 00:00:00+00:00,-0.031170843864565145
2026-04-30 00:00:00+00:00,0.05953393633199444
2026-05-31 00:00:00+00:00,-0.0025355563799349667
2026-06-30 00:00:00+00:00,0.004686440976890305
2026-07-31 00:00:00+00:00,0.08194314065274133
2026-08-31 00:00:00+00:00,0.013614987271072021
2026-09-30 00:00:00+00:00,0.011299903133058509
