time,lfp_chg_xs
2011-10-31 00:00:00+00:00,-0.021093016380540064
2011-11-30 00:00:00+00:00,0.00648208893388591
2011-12-31 00:00:00+00:00,-0.01407773434074
2012-01-31 00:00:00+00:00,0.002405726369798744
2012-02-29 00:00:00+00:00,0.00914133871178513
2012-03-31 00:00:00+00:00,0.003638742294489683
2012-04-30 00:00:00+00:00,-0.005304386719723775
2012-05-31 00:00:00+00:00,-0.01934746123856923
2012-06-30 00:00:00+00:00,0.013264663621341821
2012-07-31 00:00:00+00:00,0.002180368751502515
2012-08-31 00:00:00+00:00,0.012391436995093041
2012-09-30 00:00:00+00:00,0.0022577296657231294
2012-10-31 00:00:00+00:00,-0.000483211161383168
2012-11-30 00:00:00+00:00,-0.0009112596826851282
2012-12-31 00:00:00+00:00,0.007863189265585824
2013-01-31 00:00:00+00:00,-0.012966990833597869
2013-02-28 00:00:00+00:00,-0.005087480111020226
2013-03-31 00:00:00+00:00,-0.004472597046890292
2013-04-30 00:00:00+00:00,-0.004399290711923798
2013-05-31 00:00:00+00:00,0.02423430748603539
2013-06-30 00:00:00+00:00,0.020811234102553033
2013-07-31 00:00:00+00:00,0.0027173307596246588
2013-08-31 00:00:00+00:00,0.003863309740882892
2013-09-30 00:00:00+00:00,-0.021595679312222504
2013-10-31 00:00:00+00:00,-0.005924234841969689
2013-11-30 00:00:00+00:00,0.007823403695061515
2013-12-31 00:00:00+00:00,0.002491081780840565
2014-01-31 00:00:00+00:00,0.006560019791808758
2014-02-28 00:00:00+00:00,0.002156030232515427
2014-03-31 00:00:00+00:00,-0.0009180989825879893
2014-04-30 00:00:00+00:00,-0.004254613174024424
2014-05-31 00:00:00+00:00,-0.007003198747495776
2014-06-30 00:00:00+00:00,0.0007321411016512069
2014-07-31 00:00:00+00:00,0.001382449385228357
2014-08-31 00:00:00+00:00,-0.005833690837621197
2014-09-30 00:00:00+00:00,0.0070465675068898115
2014-10-31 00:00:00+00:00,-0.0015347105341130263
2014-11-30 00:00:00+00:00,0.009779766641365706
2014-12-31 00:00:00+00:00,0.00903772796701996
2015-01-31 00:00:00+00:00,0.013879076726155404
2015-02-28 00:00:00+00:00,0.00022249167646082313
2015-03-31 00:00:00+00:00,0.0060115125054360785
2015-04-30 00:00:00+00:00,-0.007701791456422691
2015-05-31 00:00:00+00:00,-0.005919769282796472
2015-06-30 00:00:00+00:00,-0.020564659557785414
2015-07-31 00:00:00+00:00,-0.007872563028457735
2015-08-31 00:00:00+00:00,-0.01877454008110213
2015-09-30 00:00:00+00:00,0.003101627839534382
2015-10-31 00:00:00+00:00,0.015847390302066833
2015-11-30 00:00:00+00:00,0.02253430919784849
2015-12-31 00:00:00+00:00,-0.026155052017400426
2016-01-31 00:00:00+00:00,0.006020864860901254
2016-02-29 00:00:00+00:00,-0.0027963297345924287
2016-03-31 00:00:00+00:00,-0.004299338810426545
2016-04-30 00:00:00+00:00,-0.0022042968334553548
