,USD,EUR,GBP,CAD,JPY,AUD,NZD,CHF
1984-01-01 00:00:00+00:00,59.2399546144,2.1486123521,,1.3690912046,,0.6156963371510171,4.645161279113852,
1984-02-01 00:00:00+00:00,53.908766786,-8.340649706,,-0.7388549236,,0.6156963371510171,4.645161279113852,
1984-03-01 00:00:00+00:00,43.9250569706,-2.2767075416,,-3.6687688607,,2.9606068015675113,23.68421052258509,
1984-04-01 00:00:00+00:00,43.2625729738,16.649104319,,-5.5967614929,,2.9606068015675113,23.68421052258509,
1984-05-01 00:00:00+00:00,38.5830789258,5.3763440875,,-4.0265187401,,2.9606068015675113,23.68421052258509,
1984-06-01 00:00:00+00:00,31.6194766769,-0.3780718296,,-5.4765852161,,11.23060503860065,5.115712555629082,
1984-07-01 00:00:00+00:00,29.9922613526,4.1785375109,,-8.4884212803,,11.23060503860065,5.115712555629082,
1984-08-01 00:00:00+00:00,25.6712085686,-4.3360433664,,-9.0830267985,,11.23060503860065,5.115712555629082,
1984-09-01 00:00:00+00:00,21.6200830123,3.846153831,,-5.5751473868,,11.09912896868912,10.998735781426404,
1984-10-01 00:00:00+00:00,17.437604985,-3.6463081055,,-2.8304471655,,11.09912896868912,10.998735781426404,
1984-11-01 00:00:00+00:00,15.6574387985,-3.8984587618,,-3.2950423103,,11.09912896868912,10.998735781426404,
1984-12-01 00:00:00+00:00,14.2414258116,-3.8984587618,,-3.8770869139,,7.606506594901563,8.877928488651188,
1985-01-01 00:00:00+00:00,11.6861954005,-3.9439088476,,-3.5654735367,,7.606506594901563,8.877928488651188,
1985-02-01 00:00:00+00:00,11.6091986194,4.9808429138,,-3.0526902652,,7.606506594901563,8.877928488651188,
1985-03-01 00:00:00+00:00,8.3844340394,-25.3584229404,,0.0683137832,,13.704055762392509,-2.1276595689211586,
1985-04-01 00:00:00+00:00,3.8545685977,-19.2411924022,,2.4088410546,,13.704055762392509,-2.1276595689211586,
1985-05-01 00:00:00+00:00,4.9846141717,-12.6159554766,,1.6381424822,,13.704055762392509,-2.1276595689211586,
1985-06-01 00:00:00+00:00,5.3365438995,-2.9411764745,,2.2945540182,,2.664403268171567,1.3904982749072925,
1985-07-01 00:00:00+00:00,2.2861395154,-6.1987237995,,5.7948406828,,2.664403268171567,1.3904982749072925,
1985-08-01 00:00:00+00:00,0.9379611336,-1.4164305825,,7.6756350483,,2.664403268171567,1.3904982749072925,
1985-09-01 00:00:00+00:00,0.6187840852,-3.0864197431,,5.0775459006,,10.6025535781888,4.328018235833619,
1985-10-01 00:00:00+00:00,1.9872793712,-1.892147589,,5.1236499941,,10.6025535781888,4.328018235833619,
1985-11-01 00:00:00+00:00,2.7994046548,-0.9433962108,,7.90303788,,10.6025535781888,4.328018235833619,
1985-12-01 00:00:00+00:00,2.942809907,0.2830188676,,9.4720138621,,6.154621372877522,5.0962627346017975,
1986-01-01 00:00:00+00:00,4.8628436919,-12.0437956174,,11.7662315155,,6.154621372877522,5.0962627346017975,
1986-02-01 00:00:00+00:00,6.9227643785,-2.0072992749,,12.0920201356,,6.154621372877522,5.0962627346017975,
1986-03-01 00:00:00+00:00,10.9997002332,21.848739506,,17.4877688203,,1.0868050869847101,-0.6864988502415792,
1986-04-01 00:00:00+00:00,13.9567693351,-3.8031320082,,16.1786196058,,1.0868050869847101,-0.6864988502415792,
1986-05-01 00:00:00+00:00,12.4764356232,-3.9278131673,,12.300266323,,1.0868050869847101,-0.6864988502415792,
1986-06-01 00:00:00+00:00,14.8855778854,3.1280547298,,10.0264223208,,4.169662102766325,0.22857142670116293,
1986-07-01 00:00:00+00:00,19.0987708181,3.0126336293,,5.0323567176,,4.169662102766325,0.22857142670116293,
1986-08-01 00:00:00+00:00,22.4989194992,4.3103448228,,1.2346010366,,4.169662102766325,0.22857142670116293,
1986-09-01 00:00:00+00:00,24.4391903922,3.7306642395,,1.652331992,,-3.5846891206225417,-1.4192139735525577,
1986-10-01 00:00:00+00:00,22.0997069612,6.4609450337,,-0.8342274629,,-3.5846891206225417,-1.4192139735525577,
1986-11-01 00:00:00+00:00,21.71236224,4.8571428402,,-3.7555965231,,-3.5846891206225417,-1.4192139735525577,
1986-12-01 00:00:00+00:00,21.6966962223,3.3866415878,,-3.4999868267,,-4.461924456354538,-9.590517242528007,
1987-01-01 00:00:00+00:00,19.5624676142,21.6804979282,,-6.4175948917,,-4.461924456354538,-9.590517242528007,
1987-02-01 00:00:00+00:00,15.7367617651,10.3351955304,,-6.2390969897,,-4.461924456354538,-9.590517242528007,
1987-03-01 00:00:00+00:00,13.5592051576,-16.5517241425,,-10.1830331311,,-3.1771192467064613,-3.8018433230220805,
1987-04-01 00:00:00+00:00,10.4385724144,11.046511635,,-8.7516025272,,-3.1771192467064613,-3.8018433230220805,
1987-05-01 00:00:00+00:00,10.1909905829,-14.3646408772,,-5.0195148519,,-3.1771192467064613,-3.8018433230220805,
1987-06-01 00:00:00+00:00,8.9987721824,6.066350701,,0.6054722386,,0.041407858235698036,12.970942308359422,
1987-07-01 00:00:00+00:00,5.9358450486,5.6603773634,,4.2479072501,,0.041407858235698036,12.970942308359422,
1987-08-01 00:00:00+00:00,3.2480672352,3.0303030271,,8.6296031285,,0.041407858235698036,12.970942308359422,
1987-09-01 00:00:00+00:00,1.4431669844,-0.7894736833,,9.723482629,,3.073799187025017,14.482443076208495,
1987-10-01 00:00:00+00:00,1.8174079369,4.528985495,,11.8369444611,,3.073799187025017,14.482443076208495,
1987-11-01 00:00:00+00:00,1.9211704871,1.9073569462,,13.6465630394,,3.073799187025017,14.482443076208495,
1987-12-01 00:00:00+00:00,1.3369738387,0.5459508638,,12.8308070461,,9.42579314655545,23.74316139454937,
1988-01-01 00:00:00+00:00,2.4025188842,-1.5345268524,,14.2967350907,,9.42579314655545,23.74316139454937,
1988-02-01 00:00:00+00:00,2.7683059455,-2.2784810102,,12.851592442,,9.42579314655545,23.74316139454937,
1988-03-01 00:00:00+00:00,1.6319363489,40.1416764997,,9.9924524232,,10.89757279189325,25.85131099956881,
1988-04-01 00:00:00+00:00,1.243247341,18.3246073429,,6.0679161167,,10.89757279189325,25.85131099956881,
1988-05-01 00:00:00+00:00,2.4624542743,14.4516129116,,5.4512353718,,10.89757279189325,25.85131099956881,
1988-06-01 00:00:00+00:00,1.8088738979,-1.5192135752,,3.636363635,,8.381622545480226,-1.7879948969499293,
1988-07-01 00:00:00+00:00,1.7198327452,0.0,,2.6284289175,,8.381622545480226,-1.7879948969499293,
1988-08-01 00:00:00+00:00,1.9196944594,-0.4456327912,,0.1269097448,,8.381622545480226,-1.7879948969499293,
1988-09-01 00:00:00+00:00,2.7094702794,-2.2104332493,,0.1678464451,,9.761565115588278,-5.813953477274869,
1988-10-01 00:00:00+00:00,3.172548568,-1.2131715692,,-0.1789817386,,9.761565115588278,-5.813953477274869,
1988-11-01 00:00:00+00:00,2.6017298411,-2.2281639871,,1.2737473282,,9.761565115588278,-5.813953477274869,
1988-12-01 00:00:00+00:00,3.1178850747,-0.3619909568,,1.7669982722,,6.674450308305158,-8.165752596695642,
1989-01-01 00:00:00+00:00,2.7648092112,-4.5887446067,,0.253109633,,6.674450308305158,-8.165752596695642,
1989-02-01 00:00:00+00:00,2.9183768576,3.0224525043,,2.8779245887,,6.674450308305158,-8.165752596695642,
1989-03-01 00:00:00+00:00,4.9775197527,11.1204717859,,4.4553363558,,10.577663676069292,-8.308248055439094,
1989-04-01 00:00:00+00:00,5.2100242562,15.3982300808,,8.8223533061,,10.577663676069292,-8.308248055439094,
1989-05-01 00:00:00+00:00,2.3613542881,29.8759864697,,5.7934198199,,10.577663676069292,-8.308248055439094,
1989-06-01 00:00:00+00:00,2.1639911133,1.8148820343,,4.3320591943,,13.652854686065897,6.436931074351082,
1989-07-01 00:00:00+00:00,1.162825081,-2.1428571405,,3.9704524539,,13.652854686065897,6.436931074351082,
1989-08-01 00:00:00+00:00,0.8747103192,1.8800358081,,2.8104129003,,13.652854686065897,6.436931074351082,
1989-09-01 00:00:00+00:00,0.5259277439,1.9891500953,,3.5917237391,,12.353013967225547,4.35347628675955,
1989-10-01 00:00:00+00:00,-1.351258993,1.9298245559,,4.9380921278,,12.353013967225547,4.35347628675955,
1989-11-01 00:00:00+00:00,-1.9718227879,2.0966271662,,4.2106514457,,12.353013967225547,4.35347628675955,
1989-12-01 00:00:00+00:00,-3.3687823693,4.7229791119,,5.6465999118,,6.609509902367705,6.303915073077371,
1990-01-01 00:00:00+00:00,-3.8470192446,9.9818511836,,6.5089326507,,6.609509902367705,6.303915073077371,
1990-02-01 00:00:00+00:00,-4.207821478,-0.586756083,,4.4942496198,,6.609509902367705,6.303915073077371,
1990-03-01 00:00:00+00:00,-3.3451906535,0.2274450339,,4.0424184164,,-0.22637565736893794,-2.0354563418538474,
1990-04-01 00:00:00+00:00,-1.4200338085,3.6042944864,,1.9429516342,,-0.22637565736893794,-2.0354563418538474,
1990-05-01 00:00:00+00:00,0.8918203995,10.8506944347,,4.4061079435,,-0.22637565736893794,-2.0354563418538474,
1990-06-01 00:00:00+00:00,-0.3050799952,6.7736185589,,4.4293095354,,-8.350134422070344,-12.03420890309702,
1990-07-01 00:00:00+00:00,-2.7398928905,12.1350365003,,3.2766196166,,-8.350134422070344,-12.03420890309702,
1990-08-01 00:00:00+00:00,-4.8385993116,4.130052723,,5.8062068877,,-8.350134422070344,-12.03420890309702,
1990-09-01 00:00:00+00:00,-5.9803442307,9.1312056703,,2.5927749312,,-6.869009576686569,-17.496886673026125,
1990-10-01 00:00:00+00:00,-6.9072338405,3.270223752,,1.1060056833,,-6.869009576686569,-17.496886673026125,
1990-11-01 00:00:00+00:00,-9.5595163714,7.4107142913,,-2.055622731,,-6.869009576686569,-17.496886673026125,
1990-12-01 00:00:00+00:00,-11.2858325892,7.8924544749,,-5.0813877605,,-5.150288026223659,-16.16729087988705,
1991-01-01 00:00:00+00:00,-14.1501496115,3.4653465406,,-6.0818132529,,-5.150288026223659,-16.16729087988705,
1991-02-01 00:00:00+00:00,-15.9342248298,-1.1804384408,,-7.5531698958,,-5.150288026223659,-16.16729087988705,
1991-03-01 00:00:00+00:00,-20.0478931538,4.9184256988,,-7.8699318936,,-8.034207936994752,-13.069705084125028,
1991-04-01 00:00:00+00:00,-23.6304000172,-17.5902921438,,-8.7546183808,,-8.034207936994752,-13.069705084125028,
1991-05-01 00:00:00+00:00,-25.6136463515,0.8797713117,,-11.4457965781,,-8.034207936994752,-13.069705084125028,
1991-06-01 00:00:00+00:00,-24.7677012673,6.5292199972,,-11.224306211,,-5.994500463146779,-18.26388888740389,
1991-07-01 00:00:00+00:00,-20.4760425691,2.6473161311,,-9.2713283597,,-5.994500463146779,-18.26388888740389,
1991-08-01 00:00:00+00:00,-16.3012045152,6.571347977,,-9.4805951539,,-5.994500463146779,-18.26388888740389,
1991-09-01 00:00:00+00:00,-14.1032508197,3.4565507134,,-8.8887873361,,-12.485952563104208,-15.698113226461242,
1991-10-01 00:00:00+00:00,-9.6433127783,5.3504526521,,-9.1257878971,,-12.485952563104208,-15.698113226461242,
1991-11-01 00:00:00+00:00,-5.0552186243,6.3083933583,,-6.8832983985,,-12.485952563104208,-15.698113226461242,
1991-12-01 00:00:00+00:00,-2.0300971766,3.8777776706,,-4.0773244768,,-11.33493686616398,-17.05137753044911,
1992-01-01 00:00:00+00:00,1.8128885558,4.8591582143,,-2.0071150338,,-11.33493686616398,-17.05137753044911,
1992-02-01 00:00:00+00:00,5.2661858472,12.8791461885,,-2.0492802966,,-11.33493686616398,-17.05137753044911,
1992-03-01 00:00:00+00:00,10.5086784796,-0.9624639034,,-4.4106128804,,-5.294787452787276,-7.093292223700864,
1992-04-01 00:00:00+00:00,16.8537904422,31.0551558777,,-6.8441064468,,-5.294787452787276,-7.093292223700864,
1992-05-01 00:00:00+00:00,21.7143444005,9.6373057002,,-4.1755969732,,-5.294787452787276,-7.093292223700864,
1992-06-01 00:00:00+00:00,28.0160382561,8.8912133862,,-5.3096896781,,-3.432137271561253,-4.163126598480005,
1992-07-01 00:00:00+00:00,24.0038303414,11.3227513206,,-7.7769186668,,-3.432137271561253,-4.163126598480005,
1992-08-01 00:00:00+00:00,22.6445084169,10.0422833001,,-8.2357600793,,-3.432137271561253,-4.163126598480005,
1992-09-01 00:00:00+00:00,20.4068535239,6.0796645689,,-6.7188322914,,1.426061097070308,-0.8057296324014307,
1992-10-01 00:00:00+00:00,18.8717429583,10.6652587068,,-6.7400482495,,1.426061097070308,-0.8057296324014307,
1992-11-01 00:00:00+00:00,18.0257238253,9.0814196221,,-7.4621638416,,1.426061097070308,-0.8057296324014307,
1992-12-01 00:00:00+00:00,18.8744877009,6.1983471072,,-10.0862985492,,4.6795523814624485,1.8850987715619327,
1993-01-01 00:00:00+00:00,18.8837877012,6.4974619303,,-12.3285991164,,4.6795523814624485,1.8850987715619327,
1993-02-01 00:00:00+00:00,19.1759210979,13.6226034318,,-10.9987546814,,4.6795523814624485,1.8850987715619327,
1993-03-01 00:00:00+00:00,19.6302298404,2.3323615175,,-8.5138526177,,7.0335983116640355,-4.149377581309899,
1993-04-01 00:00:00+00:00,17.8396589634,-3.6596523327,,-5.0066260262,,7.0335983116640355,-4.149377581309899,
1993-05-01 00:00:00+00:00,13.6909862605,3.1190926286,,-6.1021498362,,7.0335983116640355,-4.149377581309899,
1993-06-01 00:00:00+00:00,11.1504485086,4.5148895278,,-4.4838010645,,10.103661811545471,6.560283672282341,
1993-07-01 00:00:00+00:00,12.0394701867,3.9923954379,,-3.4536849165,,10.103661811545471,6.560283672282341,
1993-08-01 00:00:00+00:00,12.9970835831,3.7463976981,,-3.5770164472,,10.103661811545471,6.560283672282341,
1993-09-01 00:00:00+00:00,14.3352780157,5.0395256919,,-3.6107974425,,8.48937162210468,15.342960297888887,
1993-10-01 00:00:00+00:00,14.379106676,5.7251908395,,-4.2899487964,,8.48937162210468,15.342960297888887,
1993-11-01 00:00:00+00:00,14.4264899136,4.5933014384,,-3.4250648883,,8.48937162210468,15.342960297888887,
1993-12-01 00:00:00+00:00,11.8978231377,7.5875486455,,-1.5125680693,,4.48979592048111,10.044052853648822,
1994-01-01 00:00:00+00:00,16.2393763205,-1.7159199228,,1.2338770572,,4.48979592048111,10.044052853648822,
1994-02-01 00:00:00+00:00,18.5240589329,-5.8614564849,,0.1874964957,,4.48979592048111,10.044052853648822,
1994-03-01 00:00:00+00:00,12.0577191701,11.6809116769,,1.8892216339,,4.568147768517661,3.63636363321298,
1994-04-01 00:00:00+00:00,10.849369397,3.0389363687,,0.9346837321,,4.568147768517661,3.63636363321298,
1994-05-01 00:00:00+00:00,13.6651694349,12.4656278617,,0.5969061766,,4.568147768517661,3.63636363321298,
1994-06-01 00:00:00+00:00,12.4914523262,7.5367647064,,1.798168221,,6.96337958948281,9.234609005753192,
1994-07-01 00:00:00+00:00,13.5032558739,6.1243144409,,3.2298728122,,6.96337958948281,9.234609005753192,
1994-08-01 00:00:00+00:00,11.650463181,8.7962962976,,3.9055505875,,6.96337958948281,9.234609005753192,
1994-09-01 00:00:00+00:00,11.0968192875,8.8428974571,,4.0612535365,,7.935630489464396,7.042253515635455,
1994-10-01 00:00:00+00:00,9.454031985,6.9494584863,,5.3296919933,,7.935630489464396,7.042253515635455,
1994-11-01 00:00:00+00:00,8.2280809884,7.8682525097,,4.1175647425,,7.935630489464396,7.042253515635455,
1994-12-01 00:00:00+00:00,8.2078149756,10.5786618383,,4.9871551353,,10.54067461245134,10.888710967923076,
1995-01-01 00:00:00+00:00,4.499800359,22.3084384031,,2.382400094,,10.54067461245134,10.888710967923076,
1995-02-01 00:00:00+00:00,1.6213073104,15.2830188675,,3.8825731196,,10.54067461245134,10.888710967923076,
1995-03-01 00:00:00+00:00,5.9643804697,-8.0782312939,,1.4022667414,-5.20502109660298,3.6464550105819615,21.3032581553078,
1995-04-01 00:00:00+00:00,4.7993359099,16.7741935482,,2.5534244141,-5.20502109660298,3.6464550105819615,21.3032581553078,
1995-05-01 00:00:00+00:00,4.1599493256,-1.874490625,,0.5600139137,-5.20502109660298,3.6464550105819615,21.3032581553078,
1995-06-01 00:00:00+00:00,2.8468194141,3.1623931649,,-1.7272100867,-7.7860061393388,0.4801097379631525,14.927646605368317,
1995-07-01 00:00:00+00:00,1.9232503328,2.9285099104,,-4.2867662339,-7.7860061393388,0.4801097379631525,14.927646605368317,
1995-08-01 00:00:00+00:00,1.852487332,0.1702127667,,-5.5903606687,-7.7860061393388,0.4801097379631525,14.927646605368317,
1995-09-01 00:00:00+00:00,1.8818685371,2.1607605933,,-6.3325085037,-0.110968622218621,1.2405394591452845,8.187134505092386,
1995-10-01 00:00:00+00:00,2.423228488,-1.0126582249,,-6.0404235134,-0.110968622218621,1.2405394591452845,8.187134505092386,
1995-11-01 00:00:00+00:00,2.9348866273,-2.4597116196,,-5.1745247618,-0.110968622218621,1.2405394591452845,8.187134505092386,
1995-12-01 00:00:00+00:00,4.0990262023,-4.7424366303,,-5.5816523633,2.48814671500928,0.779672411474075,10.252707580245657,
1996-01-01 00:00:00+00:00,3.3933042751,-4.2030134822,,-4.1997049374,2.48814671500928,0.779672411474075,10.252707580245657,
1996-02-01 00:00:00+00:00,2.9824988997,-13.8297872326,,-4.7812888631,2.48814671500928,0.779672411474075,10.252707580245657,
1996-03-01 00:00:00+00:00,5.7375030007,-9.7132284897,,-3.1549845592,4.3577579413095,1.0940288920081143,6.473829202779835,
1996-04-01 00:00:00+00:00,5.6200332487,-29.755327546,,-5.0463487444,4.3577579413095,1.0940288920081143,6.473829202779835,
1996-05-01 00:00:00+00:00,5.8636669375,-19.2691029927,,-0.5416834915,4.3577579413095,1.0940288920081143,6.473829202779835,
1996-06-01 00:00:00+00:00,8.7218466004,-6.6280033136,,1.5247196693,6.19970866879742,3.606370878166154,5.964214706502413,
1996-07-01 00:00:00+00:00,10.6199061472,-4.1841004217,,3.7031633857,6.19970866879742,3.606370878166154,5.964214706502413,
1996-08-01 00:00:00+00:00,10.2574290822,0.1699235277,,5.8065305164,6.19970866879742,3.606370878166154,5.964214706502413,
1996-09-01 00:00:00+00:00,9.6022231088,-3.4686971273,,7.5688411181,-0.746088008991086,4.6146928281803,9.594594594852367,
1996-10-01 00:00:00+00:00,9.6122294978,-1.8755328224,,7.5877717288,-0.746088008991086,4.6146928281803,9.594594594852367,
1996-11-01 00:00:00+00:00,11.0927400361,1.1304347837,,6.91273373,-0.746088008991086,4.6146928281803,9.594594594852367,
1996-12-01 00:00:00+00:00,12.0023706029,-3.7768240356,,6.0420844191,-2.35531585274146,0.44526076796236325,8.382449254026248,
1997-01-01 00:00:00+00:00,11.3673994712,-7.450331122,,6.1672305386,-2.35531585274146,0.44526076796236325,8.382449254026248,
1997-02-01 00:00:00+00:00,8.6252784651,7.9772079698,,7.2217378603,-2.35531585274146,0.44526076796236325,8.382449254026248,
1997-03-01 00:00:00+00:00,5.8194728908,-7.7868852436,,6.4296578039,-2.18829971218331,4.180668676936206,11.125485119671552,
1997-04-01 00:00:00+00:00,8.3377930149,16.7415730324,,8.7869627736,-2.18829971218331,4.180668676936206,11.125485119671552,
1997-05-01 00:00:00+00:00,7.9940752374,7.8189300389,,6.7678231237,-2.18829971218331,4.180668676936206,11.125485119671552,
1997-06-01 00:00:00+00:00,4.3543721474,-5.8562555476,,7.0696462709,-3.74824294466529,1.6470846735196387,6.003752340241264,
1997-07-01 00:00:00+00:00,4.0915649466,-7.6855895222,,7.4214231589,-3.74824294466529,1.6470846735196387,6.003752340241264,
1997-08-01 00:00:00+00:00,4.0265714484,-9.2451229849,,7.4871713953,-3.74824294466529,1.6470846735196387,6.003752340241264,
1997-09-01 00:00:00+00:00,6.2528858892,-5.5214723897,,6.7323317924,-2.21763481320827,0.9617451155520484,9.679408137620293,
1997-10-01 00:00:00+00:00,5.9000693766,-8.9487402301,,6.7016643173,-2.21763481320827,0.9617451155520484,9.679408137620293,
1997-11-01 00:00:00+00:00,5.0465825835,-8.5124677513,,7.5594843537,-2.21763481320827,0.9617451155520484,9.679408137620293,
1997-12-01 00:00:00+00:00,5.0558011843,-5.8876003511,,7.6113338719,-2.10161576661674,10.278716675472822,3.444108758061848,
1998-01-01 00:00:00+00:00,3.6883951987,-6.5295169953,,7.5847349027,-2.10161576661674,10.278716675472822,3.444108758061848,
1998-02-01 00:00:00+00:00,5.9304247942,-8.3553210143,,5.4356088229,-2.10161576661674,10.278716675472822,3.444108758061848,
1998-03-01 00:00:00+00:00,6.0922629947,14.1111111083,,6.3599633399,-7.79419056815565,16.89902137752344,-0.931315488679596,
1998-04-01 00:00:00+00:00,5.3144626124,-3.1761308962,,5.3749935845,-7.79419056815565,16.89902137752344,-0.931315488679596,
1998-05-01 00:00:00+00:00,7.484523762,-1.1450381646,,4.3332863619,-7.79419056815565,16.89902137752344,-0.931315488679596,
1998-06-01 00:00:00+00:00,9.4414735996,-5.1837888802,,3.3206411043,-6.61480576464647,13.125202542080006,1.8289085596088217,
1998-07-01 00:00:00+00:00,7.9363834414,-3.1220435123,,1.7824777033,-6.61480576464647,13.125202542080006,1.8289085596088217,
1998-08-01 00:00:00+00:00,12.2575814665,-3.5514018682,,-0.0061581676,-6.61480576464647,13.125202542080006,1.8289085596088217,
1998-09-01 00:00:00+00:00,9.2766037588,-4.2671614121,,-0.7761332938,-5.19993586374651,14.304720351665168,-9.89319841254207,
1998-10-01 00:00:00+00:00,9.1562915791,-2.8625954156,,-1.7039714639,-5.19993586374651,14.304720351665168,-9.89319841254207,
1998-11-01 00:00:00+00:00,9.4404556087,-4.6052631652,,-2.7887095455,-5.19993586374651,14.304720351665168,-9.89319841254207,
1998-12-01 00:00:00+00:00,8.3814046583,-5.1184834176,,-3.0649854557,1.23509369676345,12.275148233779355,-2.8621495365400595,
1999-01-01 00:00:00+00:00,9.9633375235,-5.4545454571,,-2.1870569852,1.23509369676345,12.275148233779355,-2.8621495365400595,
1999-02-01 00:00:00+00:00,10.1192951562,-7.5815738994,,-0.5667877038,1.23509369676345,12.275148233779355,-2.8621495365400595,
1999-03-01 00:00:00+00:00,9.7775079538,2.7263875397,,0.3276858024,-1.99072567139825,3.6713123177878115,-2.9964747331346575,
1999-04-01 00:00:00+00:00,12.063642436,-6.9582504925,,0.8160832892,-1.99072567139825,3.6713123177878115,-2.9964747331346575,
1999-05-01 00:00:00+00:00,10.5442146205,1.254826256,,0.4850851711,-1.99072567139825,3.6713123177878115,-2.9964747331346575,
1999-06-01 00:00:00+00:00,8.0725023076,1.8886679959,,2.1573044688,3.77376792427406,7.076012211688121,-0.6952491303596875,
1999-07-01 00:00:00+00:00,7.8646053412,0.1953124923,,3.487786622,3.77376792427406,7.076012211688121,-0.6952491303596875,
1999-08-01 00:00:00+00:00,5.1181992526,-1.0658914732,,4.0239937109,3.77376792427406,7.076012211688121,-0.6952491303596875,
1999-09-01 00:00:00+00:00,7.0742527447,0.0,,5.4778971808,0.6770121260814,7.300153630740169,13.724266993959855,
1999-10-01 00:00:00+00:00,6.2117921995,0.0,,5.539802615,0.6770121260814,7.300153630740169,13.724266993959855,
1999-11-01 00:00:00+00:00,6.1960735561,0.3940886717,,7.1063776775,0.6770121260814,7.300153630740169,13.724266993959855,
1999-12-01 00:00:00+00:00,7.3399977079,2.8971028965,,8.6451871206,-8.32849899253838,4.260460947612277,14.07095609130442,
2000-01-01 00:00:00+00:00,10.3630032087,2.4291497992,,9.6548819382,-8.32849899253838,4.260460947612277,14.07095609130442,
2000-02-01 00:00:00+00:00,11.6610018118,5.0882658352,,10.7365823613,-8.32849899253838,4.260460947612277,14.07095609130442,
2000-03-01 00:00:00+00:00,10.7392870908,-3.8862559283,,8.3274865207,-2.85108513065301,7.443497098338647,31.6172016886187,4.722010669698351
2000-04-01 00:00:00+00:00,9.2838024538,14.8504273535,,7.8691807405,-2.85108513065301,7.443497098338647,31.6172016886187,4.722010669698351
2000-05-01 00:00:00+00:00,9.7979452727,-3.5271687347,,8.7199354708,-2.85108513065301,7.443497098338647,31.6172016886187,4.722010669698351
2000-06-01 00:00:00+00:00,10.4252539903,-2.0487804839,,6.6887988785,-4.51449050684899,7.821278887744487,10.385064175115776,5.671195317261346
2000-07-01 00:00:00+00:00,10.6752108337,-1.9493177387,,4.7669906345,-4.51449050684899,7.821278887744487,10.385064175115776,5.671195317261346
2000-08-01 00:00:00+00:00,7.6091059295,-5.6807051899,,4.0305487967,-4.51449050684899,7.821278887744487,10.385064175115776,5.671195317261346
2000-09-01 00:00:00+00:00,5.0924156815,-5.7170542586,,3.4049571303,-2.68797132830556,-7.1072156888573605,2.578167846927837,1.261715948894282
2000-10-01 00:00:00+00:00,8.6061948081,-4.3222003943,,3.9490819503,-2.68797132830556,-7.1072156888573605,2.578167846927837,1.261715948894282
2000-11-01 00:00:00+00:00,8.3747448138,-6.5750736,,3.5796941432,-2.68797132830556,-7.1072156888573605,2.578167846927837,1.261715948894282
2000-12-01 00:00:00+00:00,7.3948620023,-9.9999999966,,3.0461410839,0.342015767506432,-17.46147572181529,-5.851344223393074,2.387236088762479
2001-01-01 00:00:00+00:00,4.9737646781,-4.5454545478,,1.011070943,0.342015767506432,-17.46147572181529,-5.851344223393074,2.387236088762479
2001-02-01 00:00:00+00:00,2.7975845853,-4.9407114579,,-0.1615562872,0.342015767506432,-17.46147572181529,-5.851344223393074,2.387236088762479
2001-03-01 00:00:00+00:00,3.7632175708,-8.0867850102,,2.0111669488,5.6128755768811,-17.134819670554325,-18.72986653899067,3.5151515195085414
2001-04-01 00:00:00+00:00,2.5083875414,-10.9767441922,,2.8015120398,5.6128755768811,-17.134819670554325,-18.72986653899067,3.5151515195085414
2001-05-01 00:00:00+00:00,2.2975839381,-13.3399209501,,5.3541519127,5.6128755768811,-17.134819670554325,-18.72986653899067,3.5151515195085414
2001-06-01 00:00:00+00:00,4.6753963258,-13.4462151402,,4.7585346879,-6.49070028412482,-14.172870136271287,-1.2156448135641318,-2.300070762965789
2001-07-01 00:00:00+00:00,5.3590971509,-9.145129221,,5.517421051,-6.49070028412482,-14.172870136271287,-1.2156448135641318,-2.300070762965789
2001-08-01 00:00:00+00:00,7.5833751424,-5.6074766325,,6.378401765,-6.49070028412482,-14.172870136271287,-1.2156448135641318,-2.300070762965789
2001-09-01 00:00:00+00:00,8.5068161894,-7.7081192204,,6.8039907713,-5.98121115629571,-0.9061609597655673,-0.8556149608665686,-1.8630592100801535
2001-10-01 00:00:00+00:00,5.2305793453,-5.4414784404,,7.3125585503,-5.98121115629571,-0.9061609597655673,-0.8556149608665686,-1.8630592100801535
2001-11-01 00:00:00+00:00,2.8344774142,-3.8865546248,,7.6058520366,-5.98121115629571,-0.9061609597655673,-0.8556149608665686,-1.8630592100801535
2001-12-01 00:00:00+00:00,3.6565371895,-0.8629989249,,7.7220422376,-4.9880606212324,13.266420512523958,11.142217242438157,-5.565319269393854
2002-01-01 00:00:00+00:00,2.9091986621,-6.6252587918,,8.4840351213,-4.9880606212324,13.266420512523958,11.142217242438157,-5.565319269393854
2002-02-01 00:00:00+00:00,4.7039121782,-4.8856548928,,8.5372794505,-4.9880606212324,13.266420512523958,11.142217242438157,-5.565319269393854
2002-03-01 00:00:00+00:00,5.4237125793,-4.2918454933,,6.9358846567,-6.98391178809257,17.718889341394494,7.644394104246355,-0.4098360611597518
2002-04-01 00:00:00+00:00,5.9842904852,-1.776384529,,6.2314378628,-6.98391178809257,17.718889341394494,7.644394104246355,-0.4098360611597518
2002-05-01 00:00:00+00:00,1.9918918646,3.0786773074,,4.230596868,-6.98391178809257,17.718889341394494,7.644394104246355,-0.4098360611597518
2002-06-01 00:00:00+00:00,1.8813094101,2.1864211681,,5.954640511,-2.39706877401683,20.34404664067031,3.0497592267657803,2.4387299287697672
