time,high_lp_z_xs
2011-10-31 00:00:00+00:00,0.02890430640463748
2011-11-30 00:00:00+00:00,-0.01826907981231951
2011-12-31 00:00:00+00:00,0.022579064569114626
2012-01-31 00:00:00+00:00,0.002249862514164258
2012-02-29 00:00:00+00:00,-0.00856176712183443
2012-03-31 00:00:00+00:00,-0.005872232698783786
2012-04-30 00:00:00+00:00,0.005249106436191253
2012-05-31 00:00:00+00:00,0.005703984739513945
2012-06-30 00:00:00+00:00,-0.017828636980595336
2012-07-31 00:00:00+00:00,-0.011942378115961105
2012-08-31 00:00:00+00:00,0.002778401899567795
2012-09-30 00:00:00+00:00,0.0049361809491645925
2012-10-31 00:00:00+00:00,0.0032935526381772107
2012-11-30 00:00:00+00:00,0.0006446921763991753
2012-12-31 00:00:00+00:00,0.0027111616485870904
2013-01-31 00:00:00+00:00,0.00043196423362124037
2013-02-28 00:00:00+00:00,-0.007686474682703115
2013-03-31 00:00:00+00:00,-0.002375806694558391
2013-04-30 00:00:00+00:00,0.0029640132734909397
2013-05-31 00:00:00+00:00,-0.009996445605817028
2013-06-30 00:00:00+00:00,0.005722591984134162
2013-07-31 00:00:00+00:00,0.004114676559431096
2013-08-31 00:00:00+00:00,0.0010213955256057616
2013-09-30 00:00:00+00:00,-0.010296679311900703
2013-10-31 00:00:00+00:00,-0.0015983332839216713
2013-11-30 00:00:00+00:00,0.017242282089009464
2013-12-31 00:00:00+00:00,-0.014454180505783065
2014-01-31 00:00:00+00:00,-0.009450246761332659
2014-02-28 00:00:00+00:00,-0.0031404669884059766
2014-03-31 00:00:00+00:00,-0.0004809219560896194
2014-04-30 00:00:00+00:00,0.004245949374084956
2014-05-31 00:00:00+00:00,0.012287983534164715
2014-06-30 00:00:00+00:00,-0.010672414940382624
2014-07-31 00:00:00+00:00,-0.0010730040556040654
2014-08-31 00:00:00+00:00,-0.004596545800792051
2014-09-30 00:00:00+00:00,-0.0049968922110111835
2014-10-31 00:00:00+00:00,-0.0026600812812201946
2014-11-30 00:00:00+00:00,-0.0053069212619089035
2014-12-31 00:00:00+00:00,-0.004856471836049647
2015-01-31 00:00:00+00:00,0.004028296486570104
2015-02-28 00:00:00+00:00,-0.006856987102537682
2015-03-31 00:00:00+00:00,-0.011124333768090633
2015-04-30 00:00:00+00:00,0.004190688436989554
2015-05-31 00:00:00+00:00,0.004002901107849732
2015-06-30 00:00:00+00:00,-0.017544941294636907
2015-07-31 00:00:00+00:00,0.008257359263049047
2015-08-31 00:00:00+00:00,-0.01358387484393686
2015-09-30 00:00:00+00:00,-0.006567823022573305
2015-10-31 00:00:00+00:00,-0.006409080847501469
2015-11-30 00:00:00+00:00,-0.01431608586640376
