time,ulc_ew
2011-10-31 00:00:00+00:00,0.016506455323971547
2011-11-30 00:00:00+00:00,-0.009056543559467944
2011-12-31 00:00:00+00:00,0.01331359393004794
2012-01-31 00:00:00+00:00,0.007920178345072637
2012-02-29 00:00:00+00:00,-0.0031864336543960814
2012-03-31 00:00:00+00:00,-0.0029211777188279386
2012-04-30 00:00:00+00:00,0.0031029255639594133
2012-05-31 00:00:00+00:00,0.0012235029477665194
2012-06-30 00:00:00+00:00,-0.007644072252591783
2012-07-31 00:00:00+00:00,-0.007574522982102261
2012-08-31 00:00:00+00:00,0.0037923048057433295
2012-09-30 00:00:00+00:00,-0.0017389751061134273
2012-10-31 00:00:00+00:00,0.0020406330763547142
2012-11-30 00:00:00+00:00,4.4624711989404986e-05
2012-12-31 00:00:00+00:00,0.000761855406886891
2013-01-31 00:00:00+00:00,6.781022965363093e-06
2013-02-28 00:00:00+00:00,-0.004427045754561654
2013-03-31 00:00:00+00:00,-0.003469205255753005
2013-04-30 00:00:00+00:00,0.0002445789569061052
2013-05-31 00:00:00+00:00,0.003610166762662237
2013-06-30 00:00:00+00:00,-0.008680469186942763
2013-07-31 00:00:00+00:00,-0.002069535404425338
2013-08-31 00:00:00+00:00,-0.00138265559320927
2013-09-30 00:00:00+00:00,-0.012109036171983334
2013-10-31 00:00:00+00:00,0.003651418780816984
2013-11-30 00:00:00+00:00,-0.002829354472426937
2013-12-31 00:00:00+00:00,-0.0022608950320491816
2014-01-31 00:00:00+00:00,-0.0004735748725318567
2014-02-28 00:00:00+00:00,-0.005174358208344221
2014-03-31 00:00:00+00:00,0.007570882881136498
2014-04-30 00:00:00+00:00,-0.002042078920900914
2014-05-31 00:00:00+00:00,0.001208871640959286
2014-06-30 00:00:00+00:00,-0.00473460280642235
2014-07-31 00:00:00+00:00,-0.0009002917461875537
2014-08-31 00:00:00+00:00,0.0021241284433430874
2014-09-30 00:00:00+00:00,-0.0076131243502387536
2014-10-31 00:00:00+00:00,-0.0017338067237840926
2014-11-30 00:00:00+00:00,-0.001469492954418672
2014-12-31 00:00:00+00:00,-0.0020850055799720435
2015-01-31 00:00:00+00:00,0.019396424021784542
2015-02-28 00:00:00+00:00,-0.003910635912529159
2015-03-31 00:00:00+00:00,0.0032022693033884053
2015-04-30 00:00:00+00:00,-0.005767179668669908
2015-05-31 00:00:00+00:00,0.0019076817952916603
2015-06-30 00:00:00+00:00,-0.0052829709845869655
2015-07-31 00:00:00+00:00,0.00480691837339231
2015-08-31 00:00:00+00:00,-0.005953170378872774
2015-09-30 00:00:00+00:00,0.0016414253770875575
2015-10-31 00:00:00+00:00,0.005150362678606468
2015-11-30 00:00:00+00:00,-0.0029997848119782677
2015-12-31 00:00:00+00:00,0.000874763562190628
2016-01-31 00:00:00+00:00,0.003286415248206831
2016-02-29 00:00:00+00:00,0.012918092541561066
2016-03-31 00:00:00+00:00,0.004273748906769237
2016-04-30 00:00:00+00:00,0.0013803959041189806
2016-05-31 00:00:00+00:00,-0.004227956658032994
2016-06-30 00:00:00+00:00,-0.0007366777801689484
2016-07-31 00:00:00+00:00,-0.0016343122765353213
2016-08-31 00:00:00+00:00,-0.0016260903271171356
2016-09-30 00:00:00+00:00,0.006331074077502885
2016-10-31 00:00:00+00:00,0.007414321056113282
2016-11-30 00:00:00+00:00,-0.01018791530182206
2016-12-31 00:00:00+00:00,-0.0006856310385460196
2017-01-31 00:00:00+00:00,0.0010942523713588503
2017-02-28 00:00:00+00:00,-0.005406498071083288
2017-03-31 00:00:00+00:00,0.002894235603146278
2017-04-30 00:00:00+00:00,0.003098199270240798
2017-05-31 00:00:00+00:00,-0.011685499970369495
2017-06-30 00:00:00+00:00,-0.008048487289865625
2017-07-31 00:00:00+00:00,-0.004716130234339255
2017-08-31 00:00:00+00:00,0.00013514704426964563
2017-09-30 00:00:00+00:00,7.317945204476928e-05
2017-10-31 00:00:00+00:00,-0.0012488825614039856
2017-11-30 00:00:00+00:00,0.0036009425382039773
2017-12-31 00:00:00+00:00,-0.012502808292805812
2018-01-31 00:00:00+00:00,0.00683444178947723
2018-02-28 00:00:00+00:00,0.005766088172732831
2018-03-31 00:00:00+00:00,-0.0002383457159811364
2018-04-30 00:00:00+00:00,-0.006456006009205484
2018-05-31 00:00:00+00:00,0.00015218017410489892
2018-06-30 00:00:00+00:00,-0.005192962063835016
2018-07-31 00:00:00+00:00,0.002877748872753161
2018-08-31 00:00:00+00:00,-0.0008420233606807326
2018-09-30 00:00:00+00:00,0.005259963920228428
