time,dsr_ew
2011-10-31 00:00:00+00:00,0.012277013481018395
2011-11-30 00:00:00+00:00,-0.009812377611846945
2011-12-31 00:00:00+00:00,0.004440763052061314
2012-01-31 00:00:00+00:00,0.005331438249997156
2012-02-29 00:00:00+00:00,-0.000334492144723586
2012-03-31 00:00:00+00:00,-0.0031141486683624597
2012-04-30 00:00:00+00:00,0.001054727457498128
2012-05-31 00:00:00+00:00,-0.003845984202975772
2012-06-30 00:00:00+00:00,-0.0008214566045352534
2012-07-31 00:00:00+00:00,0.003965139970077747
2012-08-31 00:00:00+00:00,-2.1025210124148153e-05
2012-09-30 00:00:00+00:00,-0.0008341257310405803
2012-10-31 00:00:00+00:00,-0.00487287536086356
2012-11-30 00:00:00+00:00,0.001547552049986578
2012-12-31 00:00:00+00:00,4.616103214782896e-06
2013-01-31 00:00:00+00:00,-0.003358753475061871
2013-02-28 00:00:00+00:00,-0.002531422273360895
2013-03-31 00:00:00+00:00,0.0012637895977836155
2013-04-30 00:00:00+00:00,0.0011532465395620584
2013-05-31 00:00:00+00:00,-0.005336121397585325
2013-06-30 00:00:00+00:00,-0.0025389830576985073
2013-07-31 00:00:00+00:00,0.0033932077873961575
2013-08-31 00:00:00+00:00,-0.006347649756757723
2013-09-30 00:00:00+00:00,0.00034265045139258987
2013-10-31 00:00:00+00:00,-0.0024599022899726153
2013-11-30 00:00:00+00:00,-0.0031593922045264344
2013-12-31 00:00:00+00:00,-0.00176257009272196
2014-01-31 00:00:00+00:00,-0.007863019150890604
2014-02-28 00:00:00+00:00,-0.000514126243303159
2014-03-31 00:00:00+00:00,0.0011499516472104343
2014-04-30 00:00:00+00:00,0.00025125675456827423
2014-05-31 00:00:00+00:00,0.004753886814178987
2014-06-30 00:00:00+00:00,0.0006919166350320971
2014-07-31 00:00:00+00:00,-0.0016660519203787194
2014-08-31 00:00:00+00:00,0.003126158861026962
2014-09-30 00:00:00+00:00,-0.00531019831497026
2014-10-31 00:00:00+00:00,0.0022059662848032957
2014-11-30 00:00:00+00:00,-0.0007258431620285055
2014-12-31 00:00:00+00:00,-0.0030970741481578523
2015-01-31 00:00:00+00:00,-0.011286125132424218
2015-02-28 00:00:00+00:00,0.0014361533762772272
2015-03-31 00:00:00+00:00,0.0035466698148007847
2015-04-30 00:00:00+00:00,0.00420286126861269
2015-05-31 00:00:00+00:00,-0.006521389781603437
2015-06-30 00:00:00+00:00,-0.004204962031908122
2015-07-31 00:00:00+00:00,-0.01240197667931564
2015-08-31 00:00:00+00:00,-0.009192389769266729
2015-09-30 00:00:00+00:00,-0.0024571018328644056
2015-10-31 00:00:00+00:00,0.0053883178494740225
2015-11-30 00:00:00+00:00,0.007476979782704785
2015-12-31 00:00:00+00:00,-0.0081459293753261
2016-01-31 00:00:00+00:00,-0.004070486345810531
2016-02-29 00:00:00+00:00,0.010702624993853105
2016-03-31 00:00:00+00:00,0.01278743110874525
2016-04-30 00:00:00+00:00,0.003669697197813626
2016-05-31 00:00:00+00:00,-0.013296205929597127
2016-06-30 00:00:00+00:00,0.01318022804090746
2016-07-31 00:00:00+00:00,0.0019449109206584048
2016-08-31 00:00:00+00:00,-0.001629058542706674
2016-09-30 00:00:00+00:00,0.0011172331421684945
2016-10-31 00:00:00+00:00,0.008390827368849774
2016-11-30 00:00:00+00:00,0.014373238061764049
2016-12-31 00:00:00+00:00,0.0004374067922681135
2017-01-31 00:00:00+00:00,0.0063611174093176626
