label,ret,p2t,static,daily,gates,mean_mo,pct_pos,top3_share,n_months,overlap
2024,0.044295840909420736,0.07495545406220307,0.04418297811481025,0.03051870268828643,True,0.003511678820654729,0.5454545454545454,0.777919810548955,11,research/WF overlap
2025,0.33167671237700525,0.052297034284174336,0.012875334604279634,0.03963494973864566,True,0.024446482230992782,0.7272727272727273,0.5960303806009472,11,mixed research→holdout
2026,0.20628976489125828,0.06986550802758477,0.0363588942522995,0.02675638487364209,True,0.023716794139246655,0.75,0.8719968003535421,8,pure holdout
holdout_365d,0.2130583288732002,0.07143317641585199,0.03366630416084692,0.03026672691337255,True,0.01514989622254139,0.6666666666666666,0.8268469816867345,12,pure holdout
roll12_end,0.2130583288732002,0.07143317641585199,0.03366630416084692,0.03026672691337255,True,0.01514989622254139,0.6666666666666666,0.8268469816867345,12,pure holdout
roll12_m6,0.21749614495590275,0.06224984177198603,0.019376506743101492,0.03750619019599675,True,0.01535606853297423,0.6666666666666666,0.6347440349719914,12,mixed
