time,mom_skew_regime
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,-0.0057181606844083355
2012-03-31 00:00:00+00:00,0.0008164263145440387
2012-04-30 00:00:00+00:00,-0.005081040424441463
2012-05-31 00:00:00+00:00,-0.010639221261093956
2012-06-30 00:00:00+00:00,0.0005007069992988278
2012-07-31 00:00:00+00:00,-0.016471719431474963
2012-08-31 00:00:00+00:00,-0.01091128186522039
2012-09-30 00:00:00+00:00,-0.007315732607424241
2012-10-31 00:00:00+00:00,0.005173033956993978
2012-11-30 00:00:00+00:00,-0.0044205501550107495
2012-12-31 00:00:00+00:00,0.007699018952217251
2013-01-31 00:00:00+00:00,0.005601674533243228
2013-02-28 00:00:00+00:00,0.0032751037555716067
2013-03-31 00:00:00+00:00,-0.015583040997462438
2013-04-30 00:00:00+00:00,-0.00044292523937616846
2013-05-31 00:00:00+00:00,-0.00538469141354081
2013-06-30 00:00:00+00:00,-0.002591339562546646
2013-07-31 00:00:00+00:00,0.010463377104153793
2013-08-31 00:00:00+00:00,-0.005729540374990183
2013-09-30 00:00:00+00:00,-0.017352805536061444
2013-10-31 00:00:00+00:00,-0.007846910544452634
2013-11-30 00:00:00+00:00,0.0034701399436503078
2013-12-31 00:00:00+00:00,-0.012793875830306112
2014-01-31 00:00:00+00:00,0.0057839065499236675
2014-02-28 00:00:00+00:00,0.002175824459660358
2014-03-31 00:00:00+00:00,-0.0035588372793462497
2014-04-30 00:00:00+00:00,0.0026203315504069735
2014-05-31 00:00:00+00:00,-0.00832154612124425
2014-06-30 00:00:00+00:00,-0.004103639642078938
2014-07-31 00:00:00+00:00,0.006204614526631902
2014-08-31 00:00:00+00:00,0.005217399086140162
2014-09-30 00:00:00+00:00,0.010902246539619354
2014-10-31 00:00:00+00:00,0.005559558489676375
2014-11-30 00:00:00+00:00,0.0018946271940267767
2014-12-31 00:00:00+00:00,-0.003142729912717024
2015-01-31 00:00:00+00:00,0.0447222222255339
2015-02-28 00:00:00+00:00,0.00976475992639303
2015-03-31 00:00:00+00:00,-0.003432715408527298
2015-04-30 00:00:00+00:00,-0.0057932054590540405
2015-05-31 00:00:00+00:00,0.011463637996784959
2015-06-30 00:00:00+00:00,-0.011987955596214905
2015-07-31 00:00:00+00:00,-0.012338979605471478
2015-08-31 00:00:00+00:00,-6.0332389976380796e-05
2015-09-30 00:00:00+00:00,-0.0051261646975657715
2015-10-31 00:00:00+00:00,-0.02321969431563553
2015-11-30 00:00:00+00:00,-0.015547063160234575
2015-12-31 00:00:00+00:00,0.02229703360371027
2016-01-31 00:00:00+00:00,-0.017304517079028692
2016-02-29 00:00:00+00:00,-0.0013037809278643175
2016-03-31 00:00:00+00:00,0.014073603949804392
2016-04-30 00:00:00+00:00,-0.004422882181026266
2016-05-31 00:00:00+00:00,-0.0126811628436998
2016-06-30 00:00:00+00:00,0.030508480201339117
2016-07-31 00:00:00+00:00,-0.010275007302261163
2016-08-31 00:00:00+00:00,0.0031383918645304654
2016-09-30 00:00:00+00:00,-0.0003189865670339964
2016-10-31 00:00:00+00:00,0.0004982626215168651
2016-11-30 00:00:00+00:00,-0.012646810097022176
2016-12-31 00:00:00+00:00,-0.0071500850374757174
2017-01-31 00:00:00+00:00,0.00649887733092136
2017-02-28 00:00:00+00:00,-0.011242076569537351
2017-03-31 00:00:00+00:00,-0.010571580278508463
2017-04-30 00:00:00+00:00,-0.0013274430729014464
2017-05-31 00:00:00+00:00,-0.0029028182290889992
2017-06-30 00:00:00+00:00,-0.016023157508967878
2017-07-31 00:00:00+00:00,-0.010758138862581923
2017-08-31 00:00:00+00:00,-0.014618323094796826
