time,fxrv_ew_21d
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,-0.0005103145818888821
2012-04-30 00:00:00+00:00,2.6661563266250354e-05
2012-05-31 00:00:00+00:00,0.0004000824743224385
2012-06-30 00:00:00+00:00,-0.0009909644096646186
2012-07-31 00:00:00+00:00,6.472181588224046e-06
2012-08-31 00:00:00+00:00,3.886315451229194e-06
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.00020896573262163542
2013-02-28 00:00:00+00:00,0.0050395362868780325
2013-03-31 00:00:00+00:00,-0.0001304033526025039
2013-04-30 00:00:00+00:00,-0.0002103366079933
2013-05-31 00:00:00+00:00,0.007407418709968638
2013-06-30 00:00:00+00:00,0.008206345140623572
2013-07-31 00:00:00+00:00,-0.005043512105735615
2013-08-31 00:00:00+00:00,-7.368619404957144e-05
2013-09-30 00:00:00+00:00,-0.001144110864820358
2013-10-31 00:00:00+00:00,-1.1726099696796055e-05
2013-11-30 00:00:00+00:00,5.5545122171318795e-05
2013-12-31 00:00:00+00:00,-0.0009643992775262289
2014-01-31 00:00:00+00:00,0.0005860649678062213
2014-02-28 00:00:00+00:00,-0.002615981194960315
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,-4.590375827218107e-05
2014-07-31 00:00:00+00:00,-3.6314705539330916e-05
2014-08-31 00:00:00+00:00,3.0150563402830954e-05
2014-09-30 00:00:00+00:00,0.013898242623936019
2014-10-31 00:00:00+00:00,-0.00015391944722920048
2014-11-30 00:00:00+00:00,0.005636495726844881
2014-12-31 00:00:00+00:00,0.008482687757828344
2015-01-31 00:00:00+00:00,0.018751830198660002
2015-02-28 00:00:00+00:00,-0.0027713374269580093
2015-03-31 00:00:00+00:00,0.0006347872655512177
2015-04-30 00:00:00+00:00,-0.01028856532914102
2015-05-31 00:00:00+00:00,0.007124930309267752
2015-06-30 00:00:00+00:00,-0.001504830919041411
2015-07-31 00:00:00+00:00,0.0004676550461824025
2015-08-31 00:00:00+00:00,0.00017389066302753164
2015-09-30 00:00:00+00:00,0.001102957415341388
2015-10-31 00:00:00+00:00,0.00031838121867200364
2015-11-30 00:00:00+00:00,0.0008332325628770398
2015-12-31 00:00:00+00:00,-0.0005640369662198719
2016-01-31 00:00:00+00:00,-0.0010041534198870217
2016-02-29 00:00:00+00:00,-0.001360605846539631
2016-03-31 00:00:00+00:00,-0.010428487184937607
2016-04-30 00:00:00+00:00,0.00169362957643715
2016-05-31 00:00:00+00:00,0.00012371147426359919
2016-06-30 00:00:00+00:00,0.0006479779750030445
2016-07-31 00:00:00+00:00,0.0035996864082732394
2016-08-31 00:00:00+00:00,2.9071638938393818e-06
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,-0.001701818313254222
2016-12-31 00:00:00+00:00,0.006321196211930724
2017-01-31 00:00:00+00:00,-0.0026411909705436054
2017-02-28 00:00:00+00:00,-0.0016108542322913477
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,-0.0008961003742833373
2017-06-30 00:00:00+00:00,-0.0003448135118571116
2017-07-31 00:00:00+00:00,-0.0034003737298194947
2017-08-31 00:00:00+00:00,0.001368608213084599
2017-09-30 00:00:00+00:00,0.00048412226607918996
