factor,n_months,mean_mo,tstat_ols,tstat_nw,nw_lags,pct_pos_mo,top3,ann_sharpe_daily
core,32,0.017170029867461745,2.8845535641706954,2.162843338833163,3,0.71875,0.38489387920938045,1.4765322391029556
bci_chg_xs,180,0.0014836648993984693,2.017145654240102,2.3355028492864407,4,0.5944444444444444,0.11726450127133872,0.48258922816956545
high_ppi_xs,180,0.0011634411998947048,1.8496200866716042,2.0047454143706687,4,0.5944444444444444,0.08433574195225421,0.36122560550802224
