time,ur_chg_xs
2011-10-31 00:00:00+00:00,0.0048858495006993685
2011-11-30 00:00:00+00:00,-0.0011014315892653448
2011-12-31 00:00:00+00:00,0.010800454366599821
2012-01-31 00:00:00+00:00,-0.004069265011758305
2012-02-29 00:00:00+00:00,-0.0028911200311099172
2012-03-31 00:00:00+00:00,-0.0009505700390665117
2012-04-30 00:00:00+00:00,-0.0035795709161557943
2012-05-31 00:00:00+00:00,0.0011424420999488483
2012-06-30 00:00:00+00:00,-0.0031585319310847293
2012-07-31 00:00:00+00:00,0.007692731594754365
2012-08-31 00:00:00+00:00,0.004537610777808787
2012-09-30 00:00:00+00:00,-0.005764757043864033
2012-10-31 00:00:00+00:00,-0.005153596372314939
2012-11-30 00:00:00+00:00,-0.0019255191630552781
2012-12-31 00:00:00+00:00,0.0003132967632126782
2013-01-31 00:00:00+00:00,-0.012683886835758718
2013-02-28 00:00:00+00:00,0.002376641964514592
2013-03-31 00:00:00+00:00,0.016203330715471198
2013-04-30 00:00:00+00:00,0.001547973860694496
2013-05-31 00:00:00+00:00,0.0007944814092439856
2013-06-30 00:00:00+00:00,0.012512020065932772
2013-07-31 00:00:00+00:00,-0.0013776213202373322
2013-08-31 00:00:00+00:00,-0.0038682912131500213
2013-09-30 00:00:00+00:00,-0.0057719763265112745
2013-10-31 00:00:00+00:00,-0.010110772068136042
2013-11-30 00:00:00+00:00,0.013599207024236781
2013-12-31 00:00:00+00:00,-0.009297472010276309
2014-01-31 00:00:00+00:00,-0.002454092349563508
2014-02-28 00:00:00+00:00,-0.00491957262438103
2014-03-31 00:00:00+00:00,-0.008699533063749376
2014-04-30 00:00:00+00:00,0.0009423904086351964
2014-05-31 00:00:00+00:00,-0.005935388909395489
2014-06-30 00:00:00+00:00,0.00011837605776277016
2014-07-31 00:00:00+00:00,0.006228168736005513
2014-08-31 00:00:00+00:00,-0.006982740458071679
2014-09-30 00:00:00+00:00,0.008293232115261118
2014-10-31 00:00:00+00:00,-0.00735545041212915
2014-11-30 00:00:00+00:00,0.0019473328179864247
2014-12-31 00:00:00+00:00,0.006101117342159457
2015-01-31 00:00:00+00:00,-0.03276654933226286
2015-02-28 00:00:00+00:00,0.01130945101448999
2015-03-31 00:00:00+00:00,-0.002011128289325148
2015-04-30 00:00:00+00:00,0.0009005076805594925
2015-05-31 00:00:00+00:00,0.0037901482395086283
2015-06-30 00:00:00+00:00,0.007450639364688705
2015-07-31 00:00:00+00:00,0.016612034269496867
2015-08-31 00:00:00+00:00,0.008400839976439922
2015-09-30 00:00:00+00:00,0.0007053256222560034
2015-10-31 00:00:00+00:00,0.00023884643016636176
2015-11-30 00:00:00+00:00,0.00010090487589753394
2015-12-31 00:00:00+00:00,0.003660861026135498
2016-01-31 00:00:00+00:00,0.0019046990568301059
2016-02-29 00:00:00+00:00,-0.02157208328343818
2016-03-31 00:00:00+00:00,-1.5231405922411234e-05
2016-04-30 00:00:00+00:00,-0.0032807546564377343
2016-05-31 00:00:00+00:00,-0.0005261094357931206
2016-06-30 00:00:00+00:00,-0.025098872930829907
2016-07-31 00:00:00+00:00,-0.0001889180248438871
