time,high_hhcred_xs
2011-10-31 00:00:00+00:00,0.025186156815109717
2011-11-30 00:00:00+00:00,-0.017130254654793675
2011-12-31 00:00:00+00:00,0.008830038022093145
2012-01-31 00:00:00+00:00,0.010461112112578608
2012-02-29 00:00:00+00:00,0.003764078890863276
2012-03-31 00:00:00+00:00,-0.011251452891050118
2012-04-30 00:00:00+00:00,-0.0010225860311043888
2012-05-31 00:00:00+00:00,-0.015248027995843683
2012-06-30 00:00:00+00:00,0.005830493415364346
2012-07-31 00:00:00+00:00,0.016097805134233534
2012-08-31 00:00:00+00:00,-0.004221793908091409
2012-09-30 00:00:00+00:00,-0.0013376740717373492
2012-10-31 00:00:00+00:00,-0.0028649882974559615
2012-11-30 00:00:00+00:00,0.001968230492459755
2012-12-31 00:00:00+00:00,-0.005447713316644065
2013-01-31 00:00:00+00:00,-0.007760333843091716
2013-02-28 00:00:00+00:00,-0.0020291369459680686
2013-03-31 00:00:00+00:00,0.012546365981082497
2013-04-30 00:00:00+00:00,-0.0054538570832483035
2013-05-31 00:00:00+00:00,-0.020745790683606713
2013-06-30 00:00:00+00:00,-0.01865485602955752
2013-07-31 00:00:00+00:00,-0.004914789342608361
2013-08-31 00:00:00+00:00,-0.003980011446713672
2013-09-30 00:00:00+00:00,0.006712147105367494
2013-10-31 00:00:00+00:00,-0.00606613885502949
2013-11-30 00:00:00+00:00,-0.012567302702550798
2013-12-31 00:00:00+00:00,-0.009704195715859565
2014-01-31 00:00:00+00:00,-0.010635894258675727
2014-02-28 00:00:00+00:00,0.007738092666929264
2014-03-31 00:00:00+00:00,0.008372751704149417
2014-04-30 00:00:00+00:00,-0.00012157325798001217
2014-05-31 00:00:00+00:00,0.0005270599630380346
2014-06-30 00:00:00+00:00,0.00466112238241001
2014-07-31 00:00:00+00:00,-0.003839698357169574
2014-08-31 00:00:00+00:00,0.0028223685844166457
2014-09-30 00:00:00+00:00,-0.01629143463241267
2014-10-31 00:00:00+00:00,0.0023827596465573198
2014-11-30 00:00:00+00:00,-0.00787997564900722
2014-12-31 00:00:00+00:00,-0.010263778525150036
2015-01-31 00:00:00+00:00,0.017284543527296803
2015-02-28 00:00:00+00:00,-0.0045227525547978376
2015-03-31 00:00:00+00:00,-0.0009981306609420093
2015-04-30 00:00:00+00:00,0.008547317468337257
2015-05-31 00:00:00+00:00,-0.00864004747956637
2015-06-30 00:00:00+00:00,-0.0030834461327577944
2015-07-31 00:00:00+00:00,-0.019189661617292852
2015-08-31 00:00:00+00:00,-0.015689001411282377
2015-09-30 00:00:00+00:00,-0.005652628819075245
2015-10-31 00:00:00+00:00,0.009739697895822852
2015-11-30 00:00:00+00:00,0.008885045486934695
2015-12-31 00:00:00+00:00,-0.01399390674971901
2016-01-31 00:00:00+00:00,-0.010040482976544807
2016-02-29 00:00:00+00:00,0.010467795470130214
2016-03-31 00:00:00+00:00,0.018554919469669473
2016-04-30 00:00:00+00:00,0.007864794041661627
2016-05-31 00:00:00+00:00,-0.01858627881335939
2016-06-30 00:00:00+00:00,0.01005613855698595
2016-07-31 00:00:00+00:00,0.0012615950755021643
2016-08-31 00:00:00+00:00,-0.003119888128126913
2016-09-30 00:00:00+00:00,-0.0006070738141845666
2016-10-31 00:00:00+00:00,0.00782301396053664
2016-11-30 00:00:00+00:00,0.022004909543499096
2016-12-31 00:00:00+00:00,0.000632262293362551
2017-01-31 00:00:00+00:00,0.009538488725796768
2017-02-28 00:00:00+00:00,0.0029592888124057026
2017-03-31 00:00:00+00:00,-0.008005859022499284
2017-04-30 00:00:00+00:00,-0.01744126460523221
2017-05-31 00:00:00+00:00,-0.007819600595113552
2017-06-30 00:00:00+00:00,0.016400774946172536
2017-07-31 00:00:00+00:00,0.007590745924407338
2017-08-31 00:00:00+00:00,-0.003521471740062121
2017-09-30 00:00:00+00:00,0.005721280806763707
2017-10-31 00:00:00+00:00,-0.008549452822304238
2017-11-30 00:00:00+00:00,-0.011419134747882698
2017-12-31 00:00:00+00:00,0.01333119666254401
2018-01-31 00:00:00+00:00,-0.004716166448022419
2018-02-28 00:00:00+00:00,-0.017577663540853772
2018-03-31 00:00:00+00:00,-0.009434120330232942
2018-04-30 00:00:00+00:00,0.007178436891798645
2018-05-31 00:00:00+00:00,0.00561545559262111
2018-06-30 00:00:00+00:00,-0.006437535654484128
2018-07-31 00:00:00+00:00,0.0072806236848645955
2018-08-31 00:00:00+00:00,-0.002627634962507508
2018-09-30 00:00:00+00:00,0.0020679301043060594
2018-10-31 00:00:00+00:00,0.002311556755021593
2018-11-30 00:00:00+00:00,0.0036266375670042095
2018-12-31 00:00:00+00:00,-0.023756826292629762
2019-01-31 00:00:00+00:00,0.01222394152264572
2019-02-28 00:00:00+00:00,0.002881135061832074
2019-03-31 00:00:00+00:00,-0.001302290629614955
2019-04-30 00:00:00+00:00,-0.001885505822399769
2019-05-31 00:00:00+00:00,-0.010395217874097029
2019-06-30 00:00:00+00:00,0.004920365402643512
2019-07-31 00:00:00+00:00,-0.0007454626487286564
2019-08-31 00:00:00+00:00,-0.012717261271253055
2019-09-30 00:00:00+00:00,0.002992328839503733
2019-10-31 00:00:00+00:00,-0.0038134421762245907
2019-11-30 00:00:00+00:00,-0.005438638037370214
2019-12-31 00:00:00+00:00,0.007230685631991252
2020-01-31 00:00:00+00:00,-0.013041885521674401
2020-02-29 00:00:00+00:00,-0.0003984311579698918
2020-03-31 00:00:00+00:00,-0.007739647041163145
2020-04-30 00:00:00+00:00,-0.0037172593723199254
2020-05-31 00:00:00+00:00,0.012650871197161795
2020-06-30 00:00:00+00:00,0.006044117090149959
2020-07-31 00:00:00+00:00,-0.0053154247778167685
2020-08-31 00:00:00+00:00,0.005475490381991577
2020-09-30 00:00:00+00:00,-0.007617338608750801
2020-10-31 00:00:00+00:00,0.0024738895464053723
2020-11-30 00:00:00+00:00,-0.010885743912740109
2020-12-31 00:00:00+00:00,-0.004504229466380738
2021-01-31 00:00:00+00:00,-0.005206106193568871
2021-02-28 00:00:00+00:00,-0.012221300781746658
2021-03-31 00:00:00+00:00,0.003456479390739453
2021-04-30 00:00:00+00:00,0.000823148933438933
2021-05-31 00:00:00+00:00,-0.0009137497766517066
2021-06-30 00:00:00+00:00,0.00447888579885336
2021-07-31 00:00:00+00:00,0.0035063069078116182
2021-08-31 00:00:00+00:00,0.0014020036710582495
2021-09-30 00:00:00+00:00,0.003449576151544509
2021-10-31 00:00:00+00:00,-0.014338946627224791
2021-11-30 00:00:00+00:00,0.008729104713379732
2021-12-31 00:00:00+00:00,-0.009079768631562013
