time,soft_epu_tpu_stack
2011-10-31 00:00:00+00:00,0.0007071504139330997
2011-11-30 00:00:00+00:00,0.00016192212973087372
2011-12-31 00:00:00+00:00,0.0008141141321953427
2012-01-31 00:00:00+00:00,5.9432668180869896e-05
2012-02-29 00:00:00+00:00,-0.0009360366301248702
2012-03-31 00:00:00+00:00,0.0017854753323185424
2012-04-30 00:00:00+00:00,0.00037580011804827507
2012-05-31 00:00:00+00:00,-0.0023890011951808177
2012-06-30 00:00:00+00:00,-0.002968603692937055
2012-07-31 00:00:00+00:00,0.00011407313612132874
2012-08-31 00:00:00+00:00,0.002532953877360633
2012-09-30 00:00:00+00:00,0.001058223785644019
2012-10-31 00:00:00+00:00,0.0009577691494260243
2012-11-30 00:00:00+00:00,0.000949992231684238
2012-12-31 00:00:00+00:00,0.0020482486546229417
2013-01-31 00:00:00+00:00,-0.0010149604277644997
2013-02-28 00:00:00+00:00,-3.3149467667192845e-05
2013-03-31 00:00:00+00:00,-0.002014593558120281
2013-04-30 00:00:00+00:00,0.003957921181038104
2013-05-31 00:00:00+00:00,0.009289608198568722
2013-06-30 00:00:00+00:00,0.009102022087433603
2013-07-31 00:00:00+00:00,0.0017399890932618955
2013-08-31 00:00:00+00:00,0.003422353167732206
2013-09-30 00:00:00+00:00,0.00021073545653527148
2013-10-31 00:00:00+00:00,-0.0015158744308162442
2013-11-30 00:00:00+00:00,0.002424716936377802
2013-12-31 00:00:00+00:00,0.0008960310186489906
2014-01-31 00:00:00+00:00,0.0002201559958245891
2014-02-28 00:00:00+00:00,0.0005034681428659482
2014-03-31 00:00:00+00:00,0.004999152889788139
2014-04-30 00:00:00+00:00,0.0006175140828625914
2014-05-31 00:00:00+00:00,0.001030117463399538
2014-06-30 00:00:00+00:00,0.000543001685410438
2014-07-31 00:00:00+00:00,-0.0023972883914804566
2014-08-31 00:00:00+00:00,0.003172766048795461
2014-09-30 00:00:00+00:00,0.0036395645709574875
2014-10-31 00:00:00+00:00,0.0015261543953537515
2014-11-30 00:00:00+00:00,0.0037512853470598184
2014-12-31 00:00:00+00:00,-0.001050701933635434
2015-01-31 00:00:00+00:00,0.012278347747120444
2015-02-28 00:00:00+00:00,-0.010462789565198527
2015-03-31 00:00:00+00:00,0.004529755253574574
2015-04-30 00:00:00+00:00,-0.0007109289351759918
2015-05-31 00:00:00+00:00,0.001968424215252229
2015-06-30 00:00:00+00:00,0.0022592009001056734
2015-07-31 00:00:00+00:00,0.0030992402977698674
2015-08-31 00:00:00+00:00,0.00303383367747756
2015-09-30 00:00:00+00:00,0.00032447222323273017
2015-10-31 00:00:00+00:00,-0.00437684941012928
2015-11-30 00:00:00+00:00,-0.0023753720994680316
2015-12-31 00:00:00+00:00,-0.0014863930910699041
2016-01-31 00:00:00+00:00,0.006241521056439714
2016-02-29 00:00:00+00:00,0.009887608912935164
2016-03-31 00:00:00+00:00,-0.004664652582470286
2016-04-30 00:00:00+00:00,0.0008547679249593099
2016-05-31 00:00:00+00:00,-0.004615956471097915
2016-06-30 00:00:00+00:00,0.013399140877895732
2016-07-31 00:00:00+00:00,-0.00013049885797633554
2016-08-31 00:00:00+00:00,-0.0018280405267192545
2016-09-30 00:00:00+00:00,-0.00040109114463859896
2016-10-31 00:00:00+00:00,-0.00019670794710913153
2016-11-30 00:00:00+00:00,0.0021154908786162885
2016-12-31 00:00:00+00:00,0.0010299866927137025
2017-01-31 00:00:00+00:00,0.0020776420053982836
2017-02-28 00:00:00+00:00,-0.0001455954224530709
2017-03-31 00:00:00+00:00,-0.00020395508617476743
2017-04-30 00:00:00+00:00,0.00011264216262363291
2017-05-31 00:00:00+00:00,-0.0006431549851855234
2017-06-30 00:00:00+00:00,0.0013922016062763998
2017-07-31 00:00:00+00:00,0.0019207843168462801
2017-08-31 00:00:00+00:00,-0.001574140600541285
2017-09-30 00:00:00+00:00,0.0037331222599463754
