time,low_money_growth_z_xs
2011-10-31 00:00:00+00:00,0.01847244168735962
2011-11-30 00:00:00+00:00,-0.012588251060598687
2011-12-31 00:00:00+00:00,0.0038291722594572253
2012-01-31 00:00:00+00:00,0.0021210858568840862
2012-02-29 00:00:00+00:00,-2.342129205434862e-05
2012-03-31 00:00:00+00:00,0.005155002184552782
2012-04-30 00:00:00+00:00,0.005048305433842826
2012-05-31 00:00:00+00:00,-0.019141140194421036
2012-06-30 00:00:00+00:00,-0.007074012485247749
2012-07-31 00:00:00+00:00,0.015809257075802385
2012-08-31 00:00:00+00:00,-0.007341902935072642
2012-09-30 00:00:00+00:00,-0.002750502922660325
2012-10-31 00:00:00+00:00,-0.007778093956998577
2012-11-30 00:00:00+00:00,5.0670241803718596e-05
2012-12-31 00:00:00+00:00,-0.001082055190756881
2013-01-31 00:00:00+00:00,0.010149594401053896
2013-02-28 00:00:00+00:00,0.011112711107722273
2013-03-31 00:00:00+00:00,0.009417178884672861
2013-04-30 00:00:00+00:00,-0.0058424079997531075
2013-05-31 00:00:00+00:00,-0.014913351850029066
2013-06-30 00:00:00+00:00,-0.010595109868626551
2013-07-31 00:00:00+00:00,-0.0037391914826283568
2013-08-31 00:00:00+00:00,0.009935899692178785
2013-09-30 00:00:00+00:00,0.006785077198919964
2013-10-31 00:00:00+00:00,0.007247149432195288
2013-11-30 00:00:00+00:00,-0.022406961271763892
2013-12-31 00:00:00+00:00,-0.0036938351808797343
2014-01-31 00:00:00+00:00,0.008450303845384477
2014-02-28 00:00:00+00:00,0.005097524021757671
2014-03-31 00:00:00+00:00,-0.0008098331420858251
2014-04-30 00:00:00+00:00,0.0020319517585070113
2014-05-31 00:00:00+00:00,-0.009913197970278897
2014-06-30 00:00:00+00:00,-0.0017414242684854475
2014-07-31 00:00:00+00:00,0.00833416076878768
2014-08-31 00:00:00+00:00,0.00023391286390150867
2014-09-30 00:00:00+00:00,0.01862560080129949
2014-10-31 00:00:00+00:00,-0.0029278963490736443
2014-11-30 00:00:00+00:00,-0.002419335223969976
2014-12-31 00:00:00+00:00,0.009475887127124771
2015-01-31 00:00:00+00:00,-0.0025633211890228047
2015-02-28 00:00:00+00:00,0.009219961199177007
2015-03-31 00:00:00+00:00,0.0004530368490842651
2015-04-30 00:00:00+00:00,0.010707420036524029
2015-05-31 00:00:00+00:00,0.004025554240827622
2015-06-30 00:00:00+00:00,0.0004944412288272471
2015-07-31 00:00:00+00:00,0.0034940889208547876
2015-08-31 00:00:00+00:00,-0.011781336765164463
2015-09-30 00:00:00+00:00,-0.004784393715791979
2015-10-31 00:00:00+00:00,0.006465360255804686
2015-11-30 00:00:00+00:00,0.01018568498191108
2015-12-31 00:00:00+00:00,0.02206455002667873
2016-01-31 00:00:00+00:00,0.008908461104734977
2016-02-29 00:00:00+00:00,0.010191778547364194
2016-03-31 00:00:00+00:00,-0.0036641095679122992
2016-04-30 00:00:00+00:00,-0.01641676719038787
2016-05-31 00:00:00+00:00,-0.008070311500884442
2016-06-30 00:00:00+00:00,0.02997139169192553
2016-07-31 00:00:00+00:00,0.0029051659745271685
2016-08-31 00:00:00+00:00,-0.0037478391603501526
2016-09-30 00:00:00+00:00,0.000294546190625411
2016-10-31 00:00:00+00:00,0.013428570156834407
2016-11-30 00:00:00+00:00,-0.02636103848188165
2016-12-31 00:00:00+00:00,-0.0037434696557961944
2017-01-31 00:00:00+00:00,0.005622059103306043
2017-02-28 00:00:00+00:00,-1.8691751756172437e-05
2017-03-31 00:00:00+00:00,-0.0014407922852931465
2017-04-30 00:00:00+00:00,0.002043458642212226
2017-05-31 00:00:00+00:00,0.009187567069421476
2017-06-30 00:00:00+00:00,0.015690585421022307
2017-07-31 00:00:00+00:00,0.002200193399435113
2017-08-31 00:00:00+00:00,-0.00497430120838116
2017-09-30 00:00:00+00:00,-0.012501029032750854
2017-10-31 00:00:00+00:00,-0.005376841094273721
2017-11-30 00:00:00+00:00,-0.0076690584943645
2017-12-31 00:00:00+00:00,0.014137137856489623
2018-01-31 00:00:00+00:00,-0.008990766253363258
2018-02-28 00:00:00+00:00,-0.0071085378129847054
2018-03-31 00:00:00+00:00,-0.0026499970648263815
2018-04-30 00:00:00+00:00,-0.008987733330475534
2018-05-31 00:00:00+00:00,0.003068102377810078
2018-06-30 00:00:00+00:00,0.0020369718023283134
2018-07-31 00:00:00+00:00,-0.003940208194548878
2018-08-31 00:00:00+00:00,-0.008650676038639005
2018-09-30 00:00:00+00:00,-0.009751194381139694
2018-10-31 00:00:00+00:00,-0.007040661913625068
2018-11-30 00:00:00+00:00,0.0026565960930609034
2018-12-31 00:00:00+00:00,0.031910181767481616
2019-01-31 00:00:00+00:00,-0.006065619435538183
2019-02-28 00:00:00+00:00,-0.009654219475169312
2019-03-31 00:00:00+00:00,0.008397184450321893
2019-04-30 00:00:00+00:00,-0.0024207239406364156
2019-05-31 00:00:00+00:00,-0.004437813904288768
2019-06-30 00:00:00+00:00,-0.008595534843564234
2019-07-31 00:00:00+00:00,-0.004902994086654622
2019-08-31 00:00:00+00:00,0.004152150456070203
2019-09-30 00:00:00+00:00,0.004187084701203325
2019-10-31 00:00:00+00:00,-0.014690213109729622
2019-11-30 00:00:00+00:00,-0.0034099864842658256
2019-12-31 00:00:00+00:00,0.0013063873652428004
2020-01-31 00:00:00+00:00,-0.003846381626963158
2020-02-29 00:00:00+00:00,0.0006499095691228085
