time,rel_gpr_chg_xs
2011-10-31 00:00:00+00:00,0.014479621618295857
2011-11-30 00:00:00+00:00,0.004361495534544346
2011-12-31 00:00:00+00:00,-0.0007628180669139173
2012-01-31 00:00:00+00:00,-0.010427537701902967
2012-02-29 00:00:00+00:00,-0.0002684946990809678
2012-03-31 00:00:00+00:00,-0.0016966665454903884
2012-04-30 00:00:00+00:00,-0.0028344911340472123
2012-05-31 00:00:00+00:00,0.00011105890614637737
2012-06-30 00:00:00+00:00,-0.005618200796617234
2012-07-31 00:00:00+00:00,-0.0033609081366509086
2012-08-31 00:00:00+00:00,-0.002569636757841165
2012-09-30 00:00:00+00:00,-0.004730782058299243
2012-10-31 00:00:00+00:00,-0.001123213687339586
2012-11-30 00:00:00+00:00,-0.001186656780435058
2012-12-31 00:00:00+00:00,0.001020820709153103
2013-01-31 00:00:00+00:00,0.0022050375436017955
2013-02-28 00:00:00+00:00,-0.013331162605975888
2013-03-31 00:00:00+00:00,-0.0010519328741257494
2013-04-30 00:00:00+00:00,0.008236768443224518
2013-05-31 00:00:00+00:00,0.012655023293590695
2013-06-30 00:00:00+00:00,0.004352688414186456
2013-07-31 00:00:00+00:00,-0.011775711346687756
2013-08-31 00:00:00+00:00,0.00908940889997134
2013-09-30 00:00:00+00:00,0.013258540472775193
2013-10-31 00:00:00+00:00,0.0006868168902502969
2013-11-30 00:00:00+00:00,-0.013038060300281429
2013-12-31 00:00:00+00:00,-0.008299548945916335
2014-01-31 00:00:00+00:00,-0.011069070674368797
2014-02-28 00:00:00+00:00,-0.0054997173634754315
2014-03-31 00:00:00+00:00,-0.009973909227229516
2014-04-30 00:00:00+00:00,0.0015354320496152596
2014-05-31 00:00:00+00:00,0.0029350438359823094
2014-06-30 00:00:00+00:00,0.0008047706582745562
2014-07-31 00:00:00+00:00,0.008492338001431454
2014-08-31 00:00:00+00:00,0.007222174212704546
2014-09-30 00:00:00+00:00,-0.001992271016109437
2014-10-31 00:00:00+00:00,-0.004043550593124445
2014-11-30 00:00:00+00:00,0.004752922263219217
2014-12-31 00:00:00+00:00,-0.002699885741614283
2015-01-31 00:00:00+00:00,0.01668459661414845
2015-02-28 00:00:00+00:00,-0.015097181469470367
2015-03-31 00:00:00+00:00,0.008795498802052215
2015-04-30 00:00:00+00:00,-0.010008820437828692
2015-05-31 00:00:00+00:00,0.009205952094543779
2015-06-30 00:00:00+00:00,0.004001151583933105
2015-07-31 00:00:00+00:00,0.02239119213706653
2015-08-31 00:00:00+00:00,0.004873146940923556
2015-09-30 00:00:00+00:00,-0.0006099125015704976
2015-10-31 00:00:00+00:00,0.009117494809208537
2015-11-30 00:00:00+00:00,0.008991531058734958
2015-12-31 00:00:00+00:00,-0.006712597483619298
2016-01-31 00:00:00+00:00,-0.004143496579058326
2016-02-29 00:00:00+00:00,0.018148093665361742
2016-03-31 00:00:00+00:00,0.008829862646734243
2016-04-30 00:00:00+00:00,0.006613062479824405
2016-05-31 00:00:00+00:00,-0.014207505917161578
2016-06-30 00:00:00+00:00,0.024293296727795344
2016-07-31 00:00:00+00:00,0.007605696504217718
2016-08-31 00:00:00+00:00,-0.0039891714030033665
2016-09-30 00:00:00+00:00,-0.004105645185728424
2016-10-31 00:00:00+00:00,-0.0011572767466021538
2016-11-30 00:00:00+00:00,0.019622091106415995
2016-12-31 00:00:00+00:00,-0.0024005415618029158
2017-01-31 00:00:00+00:00,-0.0032955861021428667
2017-02-28 00:00:00+00:00,-0.01054850258633544
2017-03-31 00:00:00+00:00,0.004983334855103827
2017-04-30 00:00:00+00:00,0.016161161743105446
2017-05-31 00:00:00+00:00,0.0105599102108489
2017-06-30 00:00:00+00:00,0.00046569475649138603
2017-07-31 00:00:00+00:00,-0.0019085469969538638
2017-08-31 00:00:00+00:00,0.008513280109355259
2017-09-30 00:00:00+00:00,0.011988511988688888
2017-10-31 00:00:00+00:00,-0.01023376746413629
2017-11-30 00:00:00+00:00,-0.006947414539647201
2017-12-31 00:00:00+00:00,0.004477956056406329
2018-01-31 00:00:00+00:00,0.006886891820840679
2018-02-28 00:00:00+00:00,-0.003347368368919912
2018-03-31 00:00:00+00:00,-0.003419564811775744
2018-04-30 00:00:00+00:00,0.001521317480658535
2018-05-31 00:00:00+00:00,0.012139530130910181
2018-06-30 00:00:00+00:00,-0.0047232378210276815
2018-07-31 00:00:00+00:00,0.0015559718392426092
2018-08-31 00:00:00+00:00,-0.009956120959623838
2018-09-30 00:00:00+00:00,-0.017935435854466886
2018-10-31 00:00:00+00:00,0.008149583787102621
2018-11-30 00:00:00+00:00,-0.007599866844332337
2018-12-31 00:00:00+00:00,-0.0018889206787129353
2019-01-31 00:00:00+00:00,-0.0065914785614922256
2019-02-28 00:00:00+00:00,-0.008502730857551155
2019-03-31 00:00:00+00:00,0.00640436519322507
2019-04-30 00:00:00+00:00,-0.005884493080076769
2019-05-31 00:00:00+00:00,0.002262597720557036
2019-06-30 00:00:00+00:00,-0.004040182168992268
2019-07-31 00:00:00+00:00,-0.0006791462697111061
2019-08-31 00:00:00+00:00,0.00533255004302946
2019-09-30 00:00:00+00:00,-0.006240830040867951
2019-10-31 00:00:00+00:00,-1.596916102708512e-05
2019-11-30 00:00:00+00:00,-0.0022431033524848987
2019-12-31 00:00:00+00:00,-0.004179552216388438
2020-01-31 00:00:00+00:00,0.0023951911418760297
2020-02-29 00:00:00+00:00,-0.0028786137568527215
2020-03-31 00:00:00+00:00,-0.0236386608084711
2020-04-30 00:00:00+00:00,0.0028790092246551158
2020-05-31 00:00:00+00:00,0.011086228142068055
2020-06-30 00:00:00+00:00,-0.008027142997691139
2020-07-31 00:00:00+00:00,0.0009851349795193531
2020-08-31 00:00:00+00:00,-0.005848276285954412
2020-09-30 00:00:00+00:00,0.0011601310655828811
2020-10-31 00:00:00+00:00,0.0022858281486815013
2020-11-30 00:00:00+00:00,-0.010713818629158989
2020-12-31 00:00:00+00:00,-0.0021631385303310102
2021-01-31 00:00:00+00:00,-0.007969258834499837
2021-02-28 00:00:00+00:00,-0.008158801409907435
2021-03-31 00:00:00+00:00,0.008272042594403839
2021-04-30 00:00:00+00:00,-0.0009039697842626593
2021-05-31 00:00:00+00:00,0.011586745765212791
2021-06-30 00:00:00+00:00,-0.008718082608887956
2021-07-31 00:00:00+00:00,-0.0013806118862821348
2021-08-31 00:00:00+00:00,-0.0009612679364765508
2021-09-30 00:00:00+00:00,0.0012201412348156193
2021-10-31 00:00:00+00:00,-0.013088128400453036
2021-11-30 00:00:00+00:00,0.010459564380667308
2021-12-31 00:00:00+00:00,0.002558648241458128
2022-01-31 00:00:00+00:00,0.008089585688690004
2022-02-28 00:00:00+00:00,0.004576289193366279
2022-03-31 00:00:00+00:00,0.017998263419334526
2022-04-30 00:00:00+00:00,0.0004808931315303244
2022-05-31 00:00:00+00:00,-0.002742384781047713
2022-06-30 00:00:00+00:00,0.004551415414644433
2022-07-31 00:00:00+00:00,0.0008447071060062594
2022-08-31 00:00:00+00:00,-0.0005758418288512868
2022-09-30 00:00:00+00:00,0.00582866215824529
2022-10-31 00:00:00+00:00,-0.005658053710180799
2022-11-30 00:00:00+00:00,0.007459803199243442
2022-12-31 00:00:00+00:00,0.0007137112361756959
2023-01-31 00:00:00+00:00,0.007942339820321553
2023-02-28 00:00:00+00:00,0.003181766447440726
2023-03-31 00:00:00+00:00,0.0024981846221692194
2023-04-30 00:00:00+00:00,0.0026910482044164574
2023-05-31 00:00:00+00:00,-0.0012584176437858696
2023-06-30 00:00:00+00:00,0.012478628940938652
2023-07-31 00:00:00+00:00,0.0009079823325739422
2023-08-31 00:00:00+00:00,0.003800231532730347
2023-09-30 00:00:00+00:00,0.009384233562838684
2023-10-31 00:00:00+00:00,-0.007810547177200089
2023-11-30 00:00:00+00:00,0.001967103536833159
2023-12-31 00:00:00+00:00,0.008558655231835521
2024-01-31 00:00:00+00:00,-0.0104692996034772
2024-02-29 00:00:00+00:00,-0.008700672114731911
2024-03-31 00:00:00+00:00,-0.0017054167823273847
2024-04-30 00:00:00+00:00,-0.010547428045380558
2024-05-31 00:00:00+00:00,-0.003806051802522359
2024-06-30 00:00:00+00:00,-0.0029752240789647777
2024-07-31 00:00:00+00:00,0.02018072424255868
2024-08-31 00:00:00+00:00,0.006815221682503481
2024-09-30 00:00:00+00:00,0.004434976495162779
2024-10-31 00:00:00+00:00,-0.005611501333580904
2024-11-30 00:00:00+00:00,0.0098461887472574
2024-12-31 00:00:00+00:00,0.00851372698302666
2025-01-31 00:00:00+00:00,0.005453680648026982
2025-02-28 00:00:00+00:00,-0.0034131465522589943
2025-03-31 00:00:00+00:00,-0.0016749471460977272
2025-04-30 00:00:00+00:00,0.0014170980404279998
2025-05-31 00:00:00+00:00,-0.0006581528871213438
2025-06-30 00:00:00+00:00,-0.00021292486864277205
2025-07-31 00:00:00+00:00,-0.005719229946623439
2025-08-31 00:00:00+00:00,0.0008689423242334016
2025-09-30 00:00:00+00:00,0.00781323306676307
2025-10-31 00:00:00+00:00,7.070946133547196e-05
2025-11-30 00:00:00+00:00,-0.0010440922782518625
2025-12-31 00:00:00+00:00,0.0019522420580566635
2026-01-31 00:00:00+00:00,-0.0010666534519029325
2026-02-28 00:00:00+00:00,-0.008143922262471848
2026-03-31 00:00:00+00:00,-0.0006966435622004497
2026-04-30 00:00:00+00:00,0.0007341456706921878
2026-05-31 00:00:00+00:00,0.001296363542801382
2026-06-30 00:00:00+00:00,-0.009354792067762241
2026-07-31 00:00:00+00:00,-0.003881547827362164
2026-08-31 00:00:00+00:00,0.002761461949334798
2026-09-30 00:00:00+00:00,-0.00911821412638758
