time,high_debt_xs
2011-10-31 00:00:00+00:00,-0.022831318388173316
2011-11-30 00:00:00+00:00,0.010478300235129634
2011-12-31 00:00:00+00:00,-0.012906000226249437
2012-01-31 00:00:00+00:00,-0.01149220099001702
2012-02-29 00:00:00+00:00,-0.0008182421362099568
2012-03-31 00:00:00+00:00,0.007660743890486543
2012-04-30 00:00:00+00:00,-0.00469314148099087
2012-05-31 00:00:00+00:00,0.011499324530979127
2012-06-30 00:00:00+00:00,-0.004460715125367276
2012-07-31 00:00:00+00:00,-0.015949404915909016
2012-08-31 00:00:00+00:00,0.004210125852734059
2012-09-30 00:00:00+00:00,0.0012840902215538463
2012-10-31 00:00:00+00:00,0.0028198122959637306
2012-11-30 00:00:00+00:00,-0.0036899590940545623
2012-12-31 00:00:00+00:00,0.00443534956238123
2013-01-31 00:00:00+00:00,-0.004383298877432273
2013-02-28 00:00:00+00:00,-0.0003698182435633024
2013-03-31 00:00:00+00:00,-0.005422159250192626
2013-04-30 00:00:00+00:00,0.003987004349076839
2013-05-31 00:00:00+00:00,0.018404217855522376
2013-06-30 00:00:00+00:00,0.01903900185224261
2013-07-31 00:00:00+00:00,-0.0011800141584789037
2013-08-31 00:00:00+00:00,0.012209196493138341
2013-09-30 00:00:00+00:00,-0.00527059081502379
2013-10-31 00:00:00+00:00,-0.002751646938774499
2013-11-30 00:00:00+00:00,0.017884892933174967
2013-12-31 00:00:00+00:00,0.008268793066314117
2014-01-31 00:00:00+00:00,0.015321784153842888
2014-02-28 00:00:00+00:00,-0.002541243528550119
2014-03-31 00:00:00+00:00,-0.010414156801591856
2014-04-30 00:00:00+00:00,0.0007429221170454081
2014-05-31 00:00:00+00:00,-0.005935388909395822
2014-06-30 00:00:00+00:00,-0.001350271726969332
2014-07-31 00:00:00+00:00,0.005601660168185196
2014-08-31 00:00:00+00:00,-0.005865680494531955
2014-09-30 00:00:00+00:00,0.018220614705516613
2014-10-31 00:00:00+00:00,-0.00606231371247723
2014-11-30 00:00:00+00:00,0.007429925426633011
2014-12-31 00:00:00+00:00,0.013608244105493217
2015-01-31 00:00:00+00:00,0.025706468328527077
2015-02-28 00:00:00+00:00,0.002688158308642885
2015-03-31 00:00:00+00:00,9.202504293526204e-05
2015-04-30 00:00:00+00:00,-0.012920822909625818
2015-05-31 00:00:00+00:00,0.015004735629555288
2015-06-30 00:00:00+00:00,0.0052014124852539645
2015-07-31 00:00:00+00:00,0.022541533532285385
2015-08-31 00:00:00+00:00,0.005089514896531977
2015-09-30 00:00:00+00:00,0.0027644363065384425
2015-10-31 00:00:00+00:00,-0.0026106456991156213
2015-11-30 00:00:00+00:00,-0.004086254678841494
