time,high_debt_xs
2015-12-31 00:00:00+00:00,0.0020152638938215617
2016-01-31 00:00:00+00:00,0.0018914953524937772
2016-02-29 00:00:00+00:00,-0.01902094526988618
2016-03-31 00:00:00+00:00,-0.01963408169534453
2016-04-30 00:00:00+00:00,-0.003252315641584902
2016-05-31 00:00:00+00:00,0.021508921372704215
2016-06-30 00:00:00+00:00,-0.029014655229276154
2016-07-31 00:00:00+00:00,-0.004623471765995979
2016-08-31 00:00:00+00:00,0.0016826258190443255
2016-09-30 00:00:00+00:00,-0.00400672415769443
2016-10-31 00:00:00+00:00,-0.017217322666577717
2016-11-30 00:00:00+00:00,-0.008474667788230805
2016-12-31 00:00:00+00:00,-0.003224975649283257
2017-01-31 00:00:00+00:00,-0.008300313381046753
2017-02-28 00:00:00+00:00,-0.0013143574840062122
2017-03-31 00:00:00+00:00,0.0062850984864957216
2017-04-30 00:00:00+00:00,0.02156256049276939
2017-05-31 00:00:00+00:00,-0.0009488039957422645
2017-06-30 00:00:00+00:00,-0.017894297269100634
2017-07-31 00:00:00+00:00,-0.012309860587275456
2017-08-31 00:00:00+00:00,-0.0032788897358432267
2017-09-30 00:00:00+00:00,0.006247697974224753
2017-10-31 00:00:00+00:00,0.007194037658970087
2017-11-30 00:00:00+00:00,0.01108237962594849
2017-12-31 00:00:00+00:00,-0.014637914590109657
2018-01-31 00:00:00+00:00,0.008066662954420822
2018-02-28 00:00:00+00:00,0.016988527254047314
2018-03-31 00:00:00+00:00,0.010093395949480222
2018-04-30 00:00:00+00:00,-0.007250647322960102
2018-05-31 00:00:00+00:00,-0.006482016098422472
2018-06-30 00:00:00+00:00,0.005074649859338143
2018-07-31 00:00:00+00:00,-0.00909597176068666
2018-08-31 00:00:00+00:00,0.0043980070940286
2018-09-30 00:00:00+00:00,-0.007201742608600847
2018-10-31 00:00:00+00:00,0.004783006603539697
2018-11-30 00:00:00+00:00,-0.0039605755468454795
2018-12-31 00:00:00+00:00,0.021311530936351852
2019-01-31 00:00:00+00:00,-0.005111171355429045
2019-02-28 00:00:00+00:00,0.003229093095848956
2019-03-31 00:00:00+00:00,-0.0008208656984146634
2019-04-30 00:00:00+00:00,0.0023603505591098806
2019-05-31 00:00:00+00:00,0.003947983655669729
2019-06-30 00:00:00+00:00,-0.00844165142181541
2019-07-31 00:00:00+00:00,-0.0035871725195276705
2019-08-31 00:00:00+00:00,0.011789311666253077
2019-09-30 00:00:00+00:00,-0.003035039853990229
2019-10-31 00:00:00+00:00,0.0037873313025889033
2019-11-30 00:00:00+00:00,0.00542120250486855
2019-12-31 00:00:00+00:00,-0.007208137701026129
2020-01-31 00:00:00+00:00,0.013128998096048061
2020-02-29 00:00:00+00:00,0.0023976997469945527
2020-03-31 00:00:00+00:00,0.025277617362322813
2020-04-30 00:00:00+00:00,-0.01257756022863521
2020-05-31 00:00:00+00:00,-0.01504425432265677
2020-06-30 00:00:00+00:00,-0.015087752567214285
2020-07-31 00:00:00+00:00,-0.0025479086676901685
2020-08-31 00:00:00+00:00,-0.00610659066212782
2020-09-30 00:00:00+00:00,0.0045972788204344806
2020-10-31 00:00:00+00:00,0.007928592012073743
2020-11-30 00:00:00+00:00,-0.010106690228942061
2020-12-31 00:00:00+00:00,-0.008510474319629924
2021-01-31 00:00:00+00:00,0.003089903833779717
2021-02-28 00:00:00+00:00,-0.007243818454022999
2021-03-31 00:00:00+00:00,0.003684560967739392
2021-04-30 00:00:00+00:00,-0.007168389956383803
2021-05-31 00:00:00+00:00,0.002327836983320841
2021-06-30 00:00:00+00:00,0.004987677217022535
2021-07-31 00:00:00+00:00,0.008930703525384942
2021-08-31 00:00:00+00:00,-0.0009979299093043625
2021-09-30 00:00:00+00:00,-0.00043820401536986964
2021-10-31 00:00:00+00:00,-0.011272176747510798
2021-11-30 00:00:00+00:00,0.012208127582093331
2021-12-31 00:00:00+00:00,-0.0037611255698541957
2022-01-31 00:00:00+00:00,0.010378433953413868
2022-02-28 00:00:00+00:00,-0.008655629808625553
2022-03-31 00:00:00+00:00,-0.025301072299146132
2022-04-30 00:00:00+00:00,-0.005257684127929818
2022-05-31 00:00:00+00:00,-0.0014563348575095114
2022-06-30 00:00:00+00:00,-0.00652180980564443
2022-07-31 00:00:00+00:00,0.008132623266470018
2022-08-31 00:00:00+00:00,-0.013781126041417457
2022-09-30 00:00:00+00:00,-0.0015209065823060808
2022-10-31 00:00:00+00:00,0.004498369052801765
2022-11-30 00:00:00+00:00,0.002916931752197982
2022-12-31 00:00:00+00:00,0.001391331310974575
2023-01-31 00:00:00+00:00,-0.004626478386710153
2023-02-28 00:00:00+00:00,-0.00024212423934943939
2023-03-31 00:00:00+00:00,0.006283555843655586
2023-04-30 00:00:00+00:00,-0.0013002497647169875
2023-05-31 00:00:00+00:00,0.0038828934265977555
2023-06-30 00:00:00+00:00,-0.015032070402432374
2023-07-31 00:00:00+00:00,0.0016858426764405632
2023-08-31 00:00:00+00:00,0.003357808561790465
2023-09-30 00:00:00+00:00,-0.0071380181524158814
2023-10-31 00:00:00+00:00,0.00043090602559980873
2023-11-30 00:00:00+00:00,-0.003909679599968907
2023-12-31 00:00:00+00:00,0.00032373616778769154
2024-01-31 00:00:00+00:00,0.002587817988002561
2024-02-29 00:00:00+00:00,-0.0023526414776108284
2024-03-31 00:00:00+00:00,-0.002279946799676358
2024-04-30 00:00:00+00:00,-0.008291153971563658
2024-05-31 00:00:00+00:00,-0.003928278098843774
2024-06-30 00:00:00+00:00,-0.0072612253070283295
2024-07-31 00:00:00+00:00,0.024757561470599487
2024-08-31 00:00:00+00:00,-0.001234449077227584
2024-09-30 00:00:00+00:00,6.731499358636484e-05
2024-10-31 00:00:00+00:00,-0.0050626958596832194
2024-11-30 00:00:00+00:00,0.007348464068789973
2024-12-31 00:00:00+00:00,0.002388057742940264
2025-01-31 00:00:00+00:00,0.0024523289197431186
2025-02-28 00:00:00+00:00,0.009378142572569859
2025-03-31 00:00:00+00:00,-0.004144991770578255
2025-04-30 00:00:00+00:00,0.00019035698376379528
2025-05-31 00:00:00+00:00,-0.0009203454632500385
2025-06-30 00:00:00+00:00,-0.009775653452728017
2025-07-31 00:00:00+00:00,-0.008093338704355357
2025-08-31 00:00:00+00:00,0.0012720715818683725
2025-09-30 00:00:00+00:00,-0.006229335857974694
2025-10-31 00:00:00+00:00,-0.009784371250890267
2025-11-30 00:00:00+00:00,-0.0020608038563120212
2025-12-31 00:00:00+00:00,-0.005331259844623015
2026-01-31 00:00:00+00:00,-0.006032159822421779
2026-02-28 00:00:00+00:00,-0.008837987489991983
2026-03-31 00:00:00+00:00,0.0021267385373628933
2026-04-30 00:00:00+00:00,-0.004233216395939321
2026-05-31 00:00:00+00:00,-0.004180689961197914
2026-06-30 00:00:00+00:00,0.005686573585644394
2026-07-31 00:00:00+00:00,0.0012051140744726574
2026-08-31 00:00:00+00:00,-0.0050102234737052775
2026-09-30 00:00:00+00:00,0.008211242792075524
