time,soft_ew4_no_ip
2011-10-31 00:00:00+00:00,0.003118151957610893
2011-11-30 00:00:00+00:00,0.005423042003617429
2011-12-31 00:00:00+00:00,0.005690040645878192
2012-01-31 00:00:00+00:00,0.002405623551216207
2012-02-29 00:00:00+00:00,-0.002384834464138952
2012-03-31 00:00:00+00:00,0.005057154507123851
2012-04-30 00:00:00+00:00,0.00460272061300504
2012-05-31 00:00:00+00:00,0.00016810600090089167
2012-06-30 00:00:00+00:00,-0.0027799418714122837
2012-07-31 00:00:00+00:00,0.0026637465863941223
2012-08-31 00:00:00+00:00,0.00443604619662108
2012-09-30 00:00:00+00:00,0.0036227625852123246
2012-10-31 00:00:00+00:00,0.0035960474387886077
2012-11-30 00:00:00+00:00,0.002190877415213066
2012-12-31 00:00:00+00:00,0.0032529189184526963
2013-01-31 00:00:00+00:00,-0.003170252459603229
2013-02-28 00:00:00+00:00,-0.00014794517392013873
2013-03-31 00:00:00+00:00,-0.005829074306622495
2013-04-30 00:00:00+00:00,0.0025072065866267312
2013-05-31 00:00:00+00:00,0.012310799096462599
2013-06-30 00:00:00+00:00,0.010019554435687361
2013-07-31 00:00:00+00:00,0.002951810442466174
2013-08-31 00:00:00+00:00,0.00160338170814045
2013-09-30 00:00:00+00:00,0.0005704395171386434
2013-10-31 00:00:00+00:00,-0.0012890438431134577
2013-11-30 00:00:00+00:00,0.0011672327239680147
2013-12-31 00:00:00+00:00,0.0006374435779679111
2014-01-31 00:00:00+00:00,0.002314560291416301
2014-02-28 00:00:00+00:00,0.0023821567670720967
2014-03-31 00:00:00+00:00,0.008633362525128252
2014-04-30 00:00:00+00:00,0.0002774781413561467
2014-05-31 00:00:00+00:00,0.0013349271075120406
2014-06-30 00:00:00+00:00,0.0021819336639683495
2014-07-31 00:00:00+00:00,-0.0019108866948720493
2014-08-31 00:00:00+00:00,0.0034804745344061416
2014-09-30 00:00:00+00:00,0.0049978639747312315
2014-10-31 00:00:00+00:00,0.0019217135642581873
2014-11-30 00:00:00+00:00,0.0026334795024747226
2014-12-31 00:00:00+00:00,-0.0037724501438625158
2015-01-31 00:00:00+00:00,0.009747887790611198
2015-02-28 00:00:00+00:00,-0.012054654638842033
2015-03-31 00:00:00+00:00,0.006217189259257738
2015-04-30 00:00:00+00:00,-0.004381373965788082
2015-05-31 00:00:00+00:00,0.004072616910713922
2015-06-30 00:00:00+00:00,0.004796702836410871
2015-07-31 00:00:00+00:00,0.0007242432046214997
2015-08-31 00:00:00+00:00,0.009650381259641128
2015-09-30 00:00:00+00:00,-0.0005509126771995332
2015-10-31 00:00:00+00:00,-0.0076358642282065015
2015-11-30 00:00:00+00:00,0.0011193770739108544
2015-12-31 00:00:00+00:00,-0.005583628092070914
2016-01-31 00:00:00+00:00,0.01056734300892459
2016-02-29 00:00:00+00:00,0.013792468912515954
2016-03-31 00:00:00+00:00,-0.0038198444692688627
2016-04-30 00:00:00+00:00,0.0017197602133642853
2016-05-31 00:00:00+00:00,-0.008333797575706958
2016-06-30 00:00:00+00:00,0.015182008346247056
2016-07-31 00:00:00+00:00,0.0009368983877202641
2016-08-31 00:00:00+00:00,-0.003836941230092372
2016-09-30 00:00:00+00:00,-0.004354128988798944
2016-10-31 00:00:00+00:00,-0.0027110579784084265
2016-11-30 00:00:00+00:00,0.012873087261108251
2016-12-31 00:00:00+00:00,0.004275422281453167
2017-01-31 00:00:00+00:00,0.0018150207529858964
2017-02-28 00:00:00+00:00,0.005049316490058464
2017-03-31 00:00:00+00:00,-0.001955007174674006
2017-04-30 00:00:00+00:00,0.0009055375289905854
2017-05-31 00:00:00+00:00,-0.00640540737178219
2017-06-30 00:00:00+00:00,0.003714852350528597
2017-07-31 00:00:00+00:00,0.004975237369644336
2017-08-31 00:00:00+00:00,-0.00429927647164452
2017-09-30 00:00:00+00:00,0.007097276058671165
2017-10-31 00:00:00+00:00,0.001370040958637908
2017-11-30 00:00:00+00:00,0.0016129155595758782
2017-12-31 00:00:00+00:00,0.00022889677227833083
2018-01-31 00:00:00+00:00,0.0010564767618417292
2018-02-28 00:00:00+00:00,0.004730502329951758
2018-03-31 00:00:00+00:00,-0.0026476501002170583
2018-04-30 00:00:00+00:00,-0.0012259640496556923
2018-05-31 00:00:00+00:00,0.01061090241744811
2018-06-30 00:00:00+00:00,-0.0019397197306774139
2018-07-31 00:00:00+00:00,0.0008242841160119863
2018-08-31 00:00:00+00:00,-0.0003918283863194594
2018-09-30 00:00:00+00:00,-0.0011338186060857458
2018-10-31 00:00:00+00:00,0.00375394467696899
2018-11-30 00:00:00+00:00,0.0023794261229628244
2018-12-31 00:00:00+00:00,-0.0009464349989551923
2019-01-31 00:00:00+00:00,-0.0016991336270500979
2019-02-28 00:00:00+00:00,0.0006622217368019712
2019-03-31 00:00:00+00:00,-0.003910618005161348
2019-04-30 00:00:00+00:00,0.0021801120401656604
2019-05-31 00:00:00+00:00,-0.008799996207848326
2019-06-30 00:00:00+00:00,-0.002166899119870447
2019-07-31 00:00:00+00:00,-0.0037838186224415926
2019-08-31 00:00:00+00:00,-0.0007529678795171746
2019-09-30 00:00:00+00:00,0.003055367062726466
2019-10-31 00:00:00+00:00,0.0031953759529603776
2019-11-30 00:00:00+00:00,-0.002470477736471355
2019-12-31 00:00:00+00:00,5.392610444143742e-05
2020-01-31 00:00:00+00:00,-0.00346824992039918
2020-02-29 00:00:00+00:00,0.0012684246161798196
2020-03-31 00:00:00+00:00,0.004604721056130412
2020-04-30 00:00:00+00:00,-0.0038056200013226738
2020-05-31 00:00:00+00:00,0.00979470668739335
2020-06-30 00:00:00+00:00,0.0009026734537511683
2020-07-31 00:00:00+00:00,-0.00029640741339698184
2020-08-31 00:00:00+00:00,-0.0018244808487869468
2020-09-30 00:00:00+00:00,-0.0027017719088501257
2020-10-31 00:00:00+00:00,7.181388807842026e-05
2020-11-30 00:00:00+00:00,0.0029426934020697626
2020-12-31 00:00:00+00:00,-0.0009420270372797468
