time,er_ew
2018-06-30 00:00:00+00:00,-0.00041279055560894395
2018-07-31 00:00:00+00:00,-0.0033279727037157647
2018-08-31 00:00:00+00:00,-0.0011217016899135457
2018-09-30 00:00:00+00:00,-0.004039206042631194
2018-10-31 00:00:00+00:00,0.0040929459954412994
2018-11-30 00:00:00+00:00,0.007043232065804705
2018-12-31 00:00:00+00:00,0.007565849873379049
2019-01-31 00:00:00+00:00,-0.0057195041402962055
2019-02-28 00:00:00+00:00,-0.0007414641798568766
2019-03-31 00:00:00+00:00,5.061942379080975e-05
2019-04-30 00:00:00+00:00,0.00287847430413124
2019-05-31 00:00:00+00:00,0.0076582150743431665
2019-06-30 00:00:00+00:00,-0.0012549879253900276
2019-07-31 00:00:00+00:00,0.0019466987381757672
2019-08-31 00:00:00+00:00,0.003169382566774459
2019-09-30 00:00:00+00:00,-0.0018206664222392144
2019-10-31 00:00:00+00:00,-0.006772653511774918
2019-11-30 00:00:00+00:00,-0.0002673209197420201
2019-12-31 00:00:00+00:00,-0.00590725256086444
2020-01-31 00:00:00+00:00,0.0042223162047898555
2020-02-29 00:00:00+00:00,0.0006160920740037046
2020-03-31 00:00:00+00:00,0.014196256842401223
2020-04-30 00:00:00+00:00,-0.0047441565086209225
2020-05-31 00:00:00+00:00,-0.003043006812468718
2020-06-30 00:00:00+00:00,-0.0033260930261910238
2020-07-31 00:00:00+00:00,-7.807038102891628e-05
2020-08-31 00:00:00+00:00,-0.006713980213771342
2020-09-30 00:00:00+00:00,0.0016987864000208575
2020-10-31 00:00:00+00:00,0.005000943180972994
2020-11-30 00:00:00+00:00,-0.004906989341772361
2020-12-31 00:00:00+00:00,0.00028426048957763683
2021-01-31 00:00:00+00:00,-0.0027604935755538573
2021-02-28 00:00:00+00:00,-0.013223692767477924
2021-03-31 00:00:00+00:00,-0.010001368060959193
2021-04-30 00:00:00+00:00,0.0014558406851969963
2021-05-31 00:00:00+00:00,-0.0030760282785488036
2021-06-30 00:00:00+00:00,0.0004673888848973906
2021-07-31 00:00:00+00:00,0.001990861781608455
2021-08-31 00:00:00+00:00,0.0011549445952807602
2021-09-30 00:00:00+00:00,-7.023388963323107e-05
2021-10-31 00:00:00+00:00,-0.002128607927027737
2021-11-30 00:00:00+00:00,-0.003002846329915654
2021-12-31 00:00:00+00:00,-0.0028076339832233677
2022-01-31 00:00:00+00:00,-0.0041308760449585424
2022-02-28 00:00:00+00:00,0.0016299849088379226
2022-03-31 00:00:00+00:00,0.007761061387583812
2022-04-30 00:00:00+00:00,0.0006288850349669417
2022-05-31 00:00:00+00:00,-0.00026962561328802703
2022-06-30 00:00:00+00:00,0.000546290724899201
2022-07-31 00:00:00+00:00,-4.8317801180197684e-05
2022-08-31 00:00:00+00:00,0.005790577447833067
2022-09-30 00:00:00+00:00,-0.0027496892834845132
2022-10-31 00:00:00+00:00,-0.006047143409311562
2022-11-30 00:00:00+00:00,0.004175702015865923
2022-12-31 00:00:00+00:00,0.0014980107924069674
2023-01-31 00:00:00+00:00,0.001461994721236426
2023-02-28 00:00:00+00:00,-0.004710117793570667
2023-03-31 00:00:00+00:00,-0.0029555795999008927
2023-04-30 00:00:00+00:00,-0.005858630318855806
2023-05-31 00:00:00+00:00,-0.0016375542211900518
2023-06-30 00:00:00+00:00,-0.00210193169181494
2023-07-31 00:00:00+00:00,0.0027578026746963857
2023-08-31 00:00:00+00:00,-0.003667289799466289
2023-09-30 00:00:00+00:00,-0.0003816019439459861
2023-10-31 00:00:00+00:00,0.002746399889997253
2023-11-30 00:00:00+00:00,-0.0007703643688508066
2023-12-31 00:00:00+00:00,0.0061047807454832625
2024-01-31 00:00:00+00:00,-0.0055162603380426445
2024-02-29 00:00:00+00:00,-0.003615926571422845
2024-03-31 00:00:00+00:00,-0.005077146749970507
2024-04-30 00:00:00+00:00,-0.0025752503654359327
2024-05-31 00:00:00+00:00,-0.003057133585134042
2024-06-30 00:00:00+00:00,-0.002930785955232107
2024-07-31 00:00:00+00:00,0.016753126820172826
2024-08-31 00:00:00+00:00,5.942003194769896e-05
2024-09-30 00:00:00+00:00,-0.00016861373875143304
2024-10-31 00:00:00+00:00,-0.0026063751382733313
2024-11-30 00:00:00+00:00,0.0033815899974329877
2024-12-31 00:00:00+00:00,-0.0006266188002158612
2025-01-31 00:00:00+00:00,0.0050828980849286776
2025-02-28 00:00:00+00:00,0.003892347003954466
2025-03-31 00:00:00+00:00,0.001511954551174588
2025-04-30 00:00:00+00:00,0.0011033069068004941
2025-05-31 00:00:00+00:00,-0.0017012568964122066
2025-06-30 00:00:00+00:00,-0.0009662571711851475
2025-07-31 00:00:00+00:00,-0.004272340284450782
2025-08-31 00:00:00+00:00,0.0038327211741564504
2025-09-30 00:00:00+00:00,0.0030389629112639316
2025-10-31 00:00:00+00:00,-0.0055186841587223645
2025-11-30 00:00:00+00:00,-0.002952754625381915
2025-12-31 00:00:00+00:00,-0.00333307926104065
2026-01-31 00:00:00+00:00,-0.0017611739121824455
2026-02-28 00:00:00+00:00,0.0003030589226757918
2026-03-31 00:00:00+00:00,0.001718174460764832
2026-04-30 00:00:00+00:00,-0.0028078369185932095
2026-05-31 00:00:00+00:00,-0.001976669462389724
2026-06-30 00:00:00+00:00,0.0015620361827743956
2026-07-31 00:00:00+00:00,-0.001546891931925809
2026-08-31 00:00:00+00:00,-0.0017684203399687126
2026-09-30 00:00:00+00:00,0.005804501995383404
