time,er_ew
2011-10-31 00:00:00+00:00,0.01590015119111543
2011-11-30 00:00:00+00:00,-0.018513021929455697
2011-12-31 00:00:00+00:00,-0.001989182624239305
2012-01-31 00:00:00+00:00,0.0013882951656283282
2012-02-29 00:00:00+00:00,0.004653808471579035
2012-03-31 00:00:00+00:00,-0.003597159141035755
2012-04-30 00:00:00+00:00,-0.0040904829383910934
2012-05-31 00:00:00+00:00,-0.012306444699242136
2012-06-30 00:00:00+00:00,0.0014740713588656806
2012-07-31 00:00:00+00:00,-0.005247689173222159
2012-08-31 00:00:00+00:00,0.0033668757419755835
2012-09-30 00:00:00+00:00,-0.00028812835682878735
2012-10-31 00:00:00+00:00,0.0015950069880357187
2012-11-30 00:00:00+00:00,0.0010167856542284692
2012-12-31 00:00:00+00:00,0.00306160980989989
2013-01-31 00:00:00+00:00,-0.002051843575000545
2013-02-28 00:00:00+00:00,-0.005432757677867328
2013-03-31 00:00:00+00:00,-0.004513341091362921
2013-04-30 00:00:00+00:00,-0.00012611995482991745
2013-05-31 00:00:00+00:00,0.006000967567834525
2013-06-30 00:00:00+00:00,0.0003845280799998907
2013-07-31 00:00:00+00:00,0.003631184540539012
2013-08-31 00:00:00+00:00,-0.004205847868437473
2013-09-30 00:00:00+00:00,-0.004041186459991186
2013-10-31 00:00:00+00:00,-0.003023189998026421
2013-11-30 00:00:00+00:00,0.002863812613649541
2013-12-31 00:00:00+00:00,0.004330721365949142
2014-01-31 00:00:00+00:00,0.0014284468388654492
2014-02-28 00:00:00+00:00,0.0026736379520577724
2014-03-31 00:00:00+00:00,0.0005673872090772303
2014-04-30 00:00:00+00:00,-0.002844330475777701
2014-05-31 00:00:00+00:00,-0.007310034667857068
2014-06-30 00:00:00+00:00,0.0016628618553444774
2014-07-31 00:00:00+00:00,-0.001099660346132847
2014-08-31 00:00:00+00:00,-0.006040516937932505
2014-09-30 00:00:00+00:00,-0.00045634155903917506
2014-10-31 00:00:00+00:00,-0.0022287974918534514
2014-11-30 00:00:00+00:00,0.006097495023235311
2014-12-31 00:00:00+00:00,0.007365367195688366
2015-01-31 00:00:00+00:00,0.011963732759405765
2015-02-28 00:00:00+00:00,0.0030688617522245387
2015-03-31 00:00:00+00:00,-0.00033037974408478554
2015-04-30 00:00:00+00:00,-0.004305353466427242
2015-05-31 00:00:00+00:00,0.0010953124450376883
2015-06-30 00:00:00+00:00,-0.002912955846554488
2015-07-31 00:00:00+00:00,0.0051765224918352
2015-08-31 00:00:00+00:00,-0.0012049654290783307
2015-09-30 00:00:00+00:00,0.0031007779106941857
2015-10-31 00:00:00+00:00,0.0052801741616472775
2015-11-30 00:00:00+00:00,0.0012433946083567626
2015-12-31 00:00:00+00:00,-0.009062089392162465
2016-01-31 00:00:00+00:00,0.0005295396620468296
2016-02-29 00:00:00+00:00,-0.004014881947112414
2016-03-31 00:00:00+00:00,-0.0008400689927596794
2016-04-30 00:00:00+00:00,-0.005186518012111896
2016-05-31 00:00:00+00:00,0.004489342599998336
2016-06-30 00:00:00+00:00,-0.008587467925077474
2016-07-31 00:00:00+00:00,-0.0003063855830656159
2016-08-31 00:00:00+00:00,0.003023986552687763
2016-09-30 00:00:00+00:00,0.0003554702113299779
2016-10-31 00:00:00+00:00,-0.001802537731008691
2016-11-30 00:00:00+00:00,-0.0057308161433027305
2016-12-31 00:00:00+00:00,-0.0008633430983117085
2017-01-31 00:00:00+00:00,-0.0008381776392066831
2017-02-28 00:00:00+00:00,-0.004494449749977925
2017-03-31 00:00:00+00:00,-0.0005423668991073605
2017-04-30 00:00:00+00:00,0.00536284754868821
2017-05-31 00:00:00+00:00,0.005763373480002887
2017-06-30 00:00:00+00:00,-0.004506780376334563
2017-07-31 00:00:00+00:00,-0.0025425784695263243
2017-08-31 00:00:00+00:00,-0.003225827524335201
2017-09-30 00:00:00+00:00,0.0006839073562250331
2017-10-31 00:00:00+00:00,-0.0012488825614040966
2017-11-30 00:00:00+00:00,0.0017575855469735835
2017-12-31 00:00:00+00:00,0.001961079607743388
2018-01-31 00:00:00+00:00,0.0007699608332374375
2018-02-28 00:00:00+00:00,0.0017801960912580128
2018-03-31 00:00:00+00:00,0.00017123719268963278
2018-04-30 00:00:00+00:00,0.0006640895101968081
2018-05-31 00:00:00+00:00,0.002978534796600707
