time,cli_ew
2011-10-31 00:00:00+00:00,-0.005428607094485116
2011-11-30 00:00:00+00:00,0.004794270931291589
2011-12-31 00:00:00+00:00,0.00920423714496521
2012-01-31 00:00:00+00:00,-0.0036624017274412557
2012-02-29 00:00:00+00:00,-0.004281150532799316
2012-03-31 00:00:00+00:00,-0.0002238363265826271
2012-04-30 00:00:00+00:00,-0.0005814696751811343
2012-05-31 00:00:00+00:00,0.008393420813008756
2012-06-30 00:00:00+00:00,0.002909216722761121
2012-07-31 00:00:00+00:00,0.007690844694988153
2012-08-31 00:00:00+00:00,-0.006561796220813432
2012-09-30 00:00:00+00:00,-0.0042510736623462275
2012-10-31 00:00:00+00:00,-0.0016750648733563356
2012-11-30 00:00:00+00:00,-0.0007079127783228278
2012-12-31 00:00:00+00:00,-0.0018839281608979963
2013-01-31 00:00:00+00:00,-0.004679995185499108
2013-02-28 00:00:00+00:00,-0.005376639318997345
2013-03-31 00:00:00+00:00,0.0017389349836265389
2013-04-30 00:00:00+00:00,0.0025956916837854838
2013-05-31 00:00:00+00:00,-0.0020918361691297793
2013-06-30 00:00:00+00:00,0.001495025670529504
2013-07-31 00:00:00+00:00,0.000534206190895059
2013-08-31 00:00:00+00:00,0.0061367359509438835
2013-09-30 00:00:00+00:00,-0.0016983402537674719
2013-10-31 00:00:00+00:00,-0.0006059534239633013
2013-11-30 00:00:00+00:00,0.011178537616198803
2013-12-31 00:00:00+00:00,0.006790378962021837
2014-01-31 00:00:00+00:00,0.008972200782752404
2014-02-28 00:00:00+00:00,-0.001754070323925827
2014-03-31 00:00:00+00:00,-0.006055447480069476
2014-04-30 00:00:00+00:00,-0.0003778197078824208
2014-05-31 00:00:00+00:00,-0.004723331605546943
2014-06-30 00:00:00+00:00,0.000281067296674431
2014-07-31 00:00:00+00:00,-0.0036598250937140975
2014-08-31 00:00:00+00:00,-0.001586461368468517
2014-09-30 00:00:00+00:00,-0.005054255342602065
2014-10-31 00:00:00+00:00,0.00092220285206146
2014-11-30 00:00:00+00:00,-0.0040507450294959835
2014-12-31 00:00:00+00:00,-0.007594323456844743
2015-01-31 00:00:00+00:00,-0.011178077860442559
2015-02-28 00:00:00+00:00,0.003755569145772908
2015-03-31 00:00:00+00:00,0.0003194981220684401
2015-04-30 00:00:00+00:00,0.007895395653963133
2015-05-31 00:00:00+00:00,-0.006758488512153327
2015-06-30 00:00:00+00:00,-0.0068713106473661245
2015-07-31 00:00:00+00:00,-0.005557207327938962
2015-08-31 00:00:00+00:00,-0.0012924351894038066
2015-09-30 00:00:00+00:00,0.0013820750373509938
2015-10-31 00:00:00+00:00,-0.0008657854214672023
2015-11-30 00:00:00+00:00,-0.003020582712121689
2015-12-31 00:00:00+00:00,0.016301835615010418
2016-01-31 00:00:00+00:00,0.003707852233945319
2016-02-29 00:00:00+00:00,-0.002176414223024059
2016-03-31 00:00:00+00:00,-0.0025857500978404557
2016-04-30 00:00:00+00:00,-0.00597106989440821
2016-05-31 00:00:00+00:00,0.00458577944705163
2016-06-30 00:00:00+00:00,0.00987575042612332
2016-07-31 00:00:00+00:00,0.002226028396209445
2016-08-31 00:00:00+00:00,5.8754639405078635e-05
2016-09-30 00:00:00+00:00,-0.001847801818084971
2016-10-31 00:00:00+00:00,0.0035608932267132687
2016-11-30 00:00:00+00:00,0.01327043701057784
2016-12-31 00:00:00+00:00,0.00272610669537654
