symbol,timeframe,strategy,data_source,bars_total,bars_research,bars_holdout,range_start,range_end,params,wf_mode,folds,is_return,oos_return,oos_max_dd,oos_daily_dd,oos_sharpe,oos_trades,oos_gates_pass,oos_profitable,overfit_oos_weaker,anchored_oos_return,anchored_gates_pass,holdout_return,holdout_max_dd,holdout_daily_dd,holdout_sharpe,holdout_trades,holdout_gates_pass,holdout_profitable_and_gates,ftmo_golive_candidate,baseline_oos_return,baseline_gates_pass
EURJPY,H4,hybrid_regime,approximate_non_ftmo,4440,2853,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""max_hold"": 20, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,-0.00014135850990744682,-2.3649334727513807e-05,0.000416439848826537,0.0002505356279265834,-0.8929672260091912,72,True,False,False,-2.3649334727513807e-05,True,-0.00231214670343749,0.0029757102784821934,0.00020609848040650832,-2.3382204329896488,99,True,False,False,-1.5192944586396644e-05,True
EURJPY,H4,breakout_donchian,approximate_non_ftmo,4440,2853,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 22, ""atr_pct_min"": 0.1, ""donchian_window"": 20, ""session_hours"": null, ""use_mid_exit"": false}",rolling,23,0.0001712276111784686,4.1272585128460584e-05,0.0008682602180120012,0.00022000506711483466,0.7765147946389517,60,True,True,True,4.1272585128460584e-05,True,0.0017105976355016317,0.0009515494231161353,0.0006739952129738231,1.1179678659084542,84,True,True,False,-2.070940681459207e-05,True
EURJPY,H4,bbands_reversion,approximate_non_ftmo,4440,2853,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 22, ""require_htf_align"": true, ""require_rsi"": true, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,7.609252508374805e-05,0.0,0.0,0.0,0.0,0,True,False,True,0.0,True,0.0001472955077861382,0.0005777500758256438,0.00022575366567005402,0.3331740603127578,10,True,True,False,5.8933789670894036e-05,True
EURJPY,H4,squeeze_breakout,approximate_non_ftmo,4440,2853,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 10, ""exit_bars"": 16, ""lookback"": 40, ""session_hours"": null, ""squeeze_pct"": 0.3}",rolling,23,0.00023256195609838956,-2.8347170152431822e-05,0.000511710652773141,0.0002703202238061931,-0.31858419311388564,102,True,False,True,-2.8347170152431822e-05,True,-0.0022045325962805062,0.0029961653097248095,0.0006281004635916907,-1.4737666034449917,135,True,False,False,-1.313651070223226e-05,True
EURJPY,H4,keltner_breakout,approximate_non_ftmo,4440,2853,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 12, ""atr_mult"": 1.5, ""exit_to_mid"": true, ""session_hours"": null}",rolling,23,0.00017812464428250107,3.66608502272195e-06,0.00043935515384639894,0.0002202911066985689,-0.29055748349300287,75,True,True,True,3.66608502272195e-06,True,0.00037396847203896577,0.0019704728586225134,0.0006739952129738231,0.2943733613958487,77,True,True,False,9.222374359369143e-06,True
EURJPY,D1,hybrid_regime,approximate_non_ftmo,2602,2342,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 20, ""max_hold"": 0, ""rsi_high"": 70, ""rsi_low"": 30, ""session_hours"": null}",rolling,21,-0.0010413780499985293,-5.6243694291511324e-05,0.0008350165894566547,0.00025953544823947595,-0.5132076340148869,42,True,False,False,-5.6243694291511324e-05,True,0.00010977566380465653,0.00033055688323308907,0.00021869112879474415,0.6647750246171691,11,True,True,False,-4.5461464739683854e-05,True
EURJPY,D1,breakout_donchian,approximate_non_ftmo,2602,2342,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_min"": 0, ""atr_pct_min"": 0.1, ""donchian_window"": 30, ""session_hours"": null, ""use_mid_exit"": false}",rolling,21,-0.00025933553955400274,3.085664764313463e-05,0.0004655497490604322,0.00020450846780266146,0.18813589616941054,21,True,True,False,3.085664764313463e-05,True,0.000473266077920087,0.0003490400057676263,0.0001260139552516921,2.1367847023986566,10,True,True,False,-2.4926633417185617e-05,True
EURJPY,D1,bbands_reversion,approximate_non_ftmo,2602,2342,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 28, ""require_htf_align"": false, ""require_rsi"": true, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.0005000249422872916,4.1132635743430723e-05,0.0002881376990298403,0.00015919754020214896,0.7211442234202649,11,True,True,True,4.1132635743430723e-05,True,0.0002057171266323099,0.0002731855862814955,0.00014009393569038367,1.3641456197181625,5,True,True,False,3.732367828308758e-05,True
EURJPY,D1,squeeze_breakout,approximate_non_ftmo,2602,2342,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_min"": 10, ""exit_bars"": 8, ""lookback"": 40, ""session_hours"": null, ""squeeze_pct"": 0.2}",rolling,21,-3.4114823335590615e-05,9.095204466370524e-05,0.0004680067849633962,0.00022252507448152756,0.6384553362411168,63,True,True,False,9.095204466370524e-05,True,0.00019144363205847448,0.0003086957505053184,8.961987251022947e-05,1.3714872212690206,15,True,True,False,9.392932045077755e-05,True
EURJPY,D1,keltner_breakout,approximate_non_ftmo,2602,2342,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_min"": 18, ""atr_mult"": 2.0, ""exit_to_mid"": false, ""session_hours"": null}",rolling,21,-2.558865326764864e-05,2.647349030278819e-05,0.0008583081041844766,0.00025912734668818305,0.20126540699636342,34,True,True,False,2.647349030278819e-05,True,0.000473266077920087,0.0003490400057676263,0.0001260139552516921,2.1367847023986566,10,True,True,False,-3.3934081989198516e-05,True
